,original,synonyms
0,remunerate,accord
1,remunerate,award
0,renewal,rebirth
1,renewal,regeneration
0,reprieve,abatement
1,reprieve,absolution
0,reptant,climbing
1,reptant,spreading
0,repugnant,abhorrent
1,repugnant,abominable
0,repulsive,abhorrent
1,repulsive,creepy
0,request,appeal
1,request,application
0,requisite,precondition
1,requisite,condition
0,reredos,shrine
1,reredos,chantry
0,resay,echo
1,resay,renew
0,resister,adversary
1,resister,antagonist
0,resolve,boldness
1,resolve,courage
0,resonant,mellow
1,resonant,profound
0,restrain,confine
1,restrain,constrain
0,resultant,aftereffect
1,resultant,aftermath
0,resumption,continuation
1,resumption,reopening
0,retain,absorb
1,retain,cling to
0,retentive,absorptive
1,retentive,dry
0,rethink,amend
1,rethink,reassess
0,retributive,punitive
1,retributive,chastening
0,retrieve,bring back
1,retrieve,fetch
0,retrogressive,astern
1,retrogressive,behind
0,retrospective,reflective
1,retrospective,contemplative
0,reverend,clergy
1,reverend,clergyman
0,revolve,rotate
1,revolve,whirl
0,ride,drive
1,ride,excursion
0,rink,field
1,rink,gym
0,ritornelle,melody
1,ritornelle,music
0,roadstead,dock
1,roadstead,harbor
0,rockweed,algae
1,rockweed,gulfweed
0,romp,lark
1,romp,rout
0,roofer,aerial
1,roofer,aloft
0,rottenness,contagion
1,rottenness,corruption
0,rowboat,life raft
1,rowboat,lifeboat
0,rowdydowdy,agitated
1,rowdydowdy,boisterous
0,ruddy,blooming
1,ruddy,blowsy
0,rude,abusive
1,rude,blunt
0,ruefulness,contrition
1,ruefulness,penance
0,ruminate,brainstorm
1,ruminate,brood
0,ruse,feint
1,ruse,game plan
0,sake,well-being
1,sake,account
0,salter,barbed
1,salter,biting
0,saltpeter,vinegar
1,saltpeter,alcohol
0,sardonicism,humor
1,sardonicism,paradox
0,save,deliver
1,save,free
0,say,add
1,say,announce
0,scab,layer
1,scab,skin
0,scallop,incision
1,scallop,indentation
0,scapegoat,fall guy
1,scapegoat,chump
0,scarecrow,alarm
1,scarecrow,bogey
0,scram,decamp
1,scram,depart
0,seaweed,algae
1,seaweed,gulfweed
0,sect,church
1,sect,creed
0,see,detect
1,see,examine
0,seem,imply
1,seem,look
0,seller,agent
1,seller,auctioneer
0,sensoria,nerve system
1,sensoria,nerves
0,septicemia,pyemia
1,septicemia,sepsis
0,serve,deliver
1,serve,distribute
0,sheave,block
1,sheave,ring
0,shipmate,bluejacket
1,shipmate,boater
0,shrink,decrease
1,shrink,diminish
0,shudder,gyrate
1,shudder,shiver
0,shun,despise
1,shun,disdain
0,sideway,obliquely
1,sideway,sidelong
0,sieve,colander
1,sieve,basket
0,signalize,flag
1,signalize,gesticulate
0,signifier,explanation
1,signifier,expression
0,siphon,drain
1,siphon,funnel
0,skeet,bird
1,skeet,clay disk
0,skein,knot
1,skein,coil
0,sketch,account
1,sketch,blueprint
0,skiff,canoe
1,skiff,dinghy
0,skim,glance
1,skim,graze
0,skimp,scrimp
1,skimp,pinch
0,skywrite,advertise
1,skywrite,announce
0,slain,killed
1,slain,murdered
0,slake,appease
1,slake,assuage
0,slave,bond servant
1,slave,bondslave
0,sleep,coma
1,sleep,dream
0,slenderize,diet
1,slenderize,reduce
0,slithery,glossy
1,slithery,greasy
0,slumber,coma
1,slumber,dormancy
0,snafu,blunder
1,snafu,foul-up
0,sniffer,beak
1,sniffer,snout
0,snow,blizzard
1,snow,snowfall
0,solecism,abuse
1,solecism,barbarism
0,solicitude,disquiet
1,solicitude,uneasiness
0,somersault,bounce
1,somersault,bound
0,somnambulism,noctambulation
1,somnambulism,noctambulism
0,soothsay,foreshadow
1,soothsay,foretell
0,sopor,coma
1,sopor,slumber
0,speculate,contemplate
1,speculate,figure out
0,spend,allocate
1,spend,concentrate
0,sportsman,chaser
1,sportsman,deerstalker
0,sprang,bolt
1,sprang,bounce
0,stalky,hairy
1,stalky,coarse
0,stand,attitude
1,stand,belief
0,stash,cache
1,stash,hoard
0,station,depot
1,station,house
0,stave,anticipate
1,stave,avert
0,stickfast,confront
1,stickfast,disregard
0,stimuli,catalyst
1,stimuli,encouragement
0,stink,stench
1,stink,fetor
0,strategist,planner
1,strategist,contriver
0,strawberry,albino
1,strawberry,auricomous
0,suave,affable
1,suave,courteous
0,sub,alternate
1,sub,auxiliary
0,suffer,deteriorate
1,suffer,endure
0,superstratum,coating
1,superstratum,facade
0,surfeit,glut
1,surfeit,plethora
0,survive,bear
1,survive,endure
0,suspect,open
1,suspect,pseudo
0,suzerain,captain
1,suzerain,commander
0,sweepstake,gambling
1,sweepstake,raffle
0,syllogize,figure out
1,syllogize,infer
0,symbolism,metaphor
1,symbolism,analogy
0,symphonize,complement
1,symphonize,fit
0,synchronism,accompaniment
1,synchronism,accord
0,synthesis,amalgam
1,synthesis,fusion
0,teemer,abound
1,teemer,annoy
0,teensy,Lilliputian
1,teensy,bitsy
0,ten,decimal
1,ten,decagonal
0,tend,bear
1,tend,contribute
0,tendon,hamstring
1,tendon,ligament
0,tentation,R and D
1,tentation,analysis
0,theism,church
1,theism,conviction
0,think,assume
1,think,consider
0,tie,connection
1,tie,link
0,tightwad,Scrooge
1,tightwad,cheapskate
0,transcend,eclipse
1,transcend,outstrip
0,transpose,alter
1,transpose,backtrack
0,treed,at bay
1,treed,
0,trousseau,Sunday best
1,trousseau,accouterment
0,tun,cask
1,tun,cylinder
0,turpitude,baseness
1,turpitude,corruption
0,twain,one and the other
1,twain,the couple
0,tympana,tympanic membrane
1,tympana,
0,undersell,deduct
1,undersell,diminish
0,unweave,disentangle
1,unweave,free
0,venation,hair
1,venation,lode
0,venturesome,adventurous
1,venturesome,aggressive
0,verbose,bombastic
1,verbose,circumlocutory
0,verisimilitude,plausibility
1,verisimilitude,realism
0,victorine,Vandyke
1,victorine,capote
0,viscose,adhesive
1,viscose,stiff
0,volant,aerial
1,volant,floating
0,vorticose,whirling
1,vorticose,circumgyratory
0,wafer,biscuit
1,wafer,cake
0,waffle,flip-flop
1,waffle,vacillate
0,wain,car
1,wain,caravan
0,waistband,ribbon
1,waistband,ring
0,wake,deathwatch
1,wake,rites
0,wangle,wriggle
1,wangle,contrive
0,warp,corrupt
1,warp,pervert
0,waterway,inlet
1,waterway,arm
0,wave,crest
1,wave,flood
0,waybill,B/L
1,waybill,docket
0,weave,braid
1,weave,careen
0,wend,meander
1,wend,saunter
0,whereat,so
1,whereat,thereupon
0,whew,dear me
1,whew,gee whiz
0,whiffer,beak
1,whiffer,snout
0,whodunit,conundrum
1,whodunit,enigma
0,whoosh,buzz
1,whoosh,effervesce
0,wiggle,jerk
1,wiggle,jiggle
0,wigwam,dwelling
1,wigwam,home
0,win,accomplishment
1,win,achievement
0,winnow,analyze
1,winnow,discriminate
0,winsome,appealing
1,winsome,captivating
0,wisp,tuft
1,wisp,bit
0,witchcraft,black magic
1,witchcraft,occult
0,wonderland,Promised Land
1,wonderland,immortality
0,workgirl,working woman
1,workgirl,workwoman
0,worry,anguish
1,worry,apprehension
0,wrangle,altercation
1,wrangle,bickering
0,yeast,fungus
1,yeast,ferment
0,yegg,cat man
1,yegg,cracksman
0,yesteryear,eld
1,yesteryear,past
