,word,type,v1
747,cheep,VBP,  짹짹거리다  
748,chelide,VBP,Not verb
749,chemotaxis,VBP,Not verb
750,chemotherapist,VBP,Not verb
751,chenille,VBP,Not verb
752,cherubim,VBP,Not verb
753,chesstree,VBP,Not verb
754,chew,VBP,  (음식을) 씹다      2.    
755,chewink,VBP,Not verb
756,chickaree,VBP,Not verb
757,chiefest,VBP,Not verb
758,chinband,VBP,Not verb
759,chinky,VBP,"  금이 간, 틈새가 많은  "
760,chirinola,VBP,Not verb
761,chirper,VBP,[비격식]  명랑 쾌활한      2.    [명사]  나무를 잘게 자르는 기계      3.    [명사]  튀김용 감자를 자르는 기구  
762,chivalric,VBP,"  기사도 (시대)의, 기사적인(chivalrous)  "
763,chlorinize,VBP,Not verb
764,chlorochromic,VBP,Not verb
765,chlorophyllose,VBP,Not verb
766,choanoid,VBP,[해부학]  깔때기 모양의  
767,cholerrhagia,VBP,Not verb
768,cholesteatoma,VBP,Not verb
769,chondrarsenite,VBP,Not verb
770,chondromalacia,VBP,Not verb
771,choose,VBP,"  (선)택[(선)정]하다, 고르다      2.    "
772,chorography,VBP,Not verb
773,chresmology,VBP,Not verb
774,chrimsel,VBP,Not verb
775,chromatid,VBP,Not verb
776,chromophilic,VBP,Not verb
777,chromyl,VBP,[화학]  크로밀기(基)(CrO₂ ++)의(를 함유하는).  
778,chronodeik,VBP,Not verb
779,chronogrammatist,VBP,Not verb
780,chronography,VBP,Not verb
781,chronometry,VBP,Not verb
782,chullpa,VBP,Not verb
783,churchway,VBP,Not verb
784,chylify,VBP,Not verb
785,chylopoiesis,VBP,Not verb
786,chymic,VBP,Not verb
787,chytridiose,VBP,Not verb
788,cilia,VBP,Not verb
789,cinchotoxine,VBP,Not verb
790,cinematize,VBP,Not verb
791,cinematographist,VBP,Not verb
792,cinenchyma,VBP,Not verb
793,cineplasty,VBP,Not verb
794,cinereal,VBP,Not verb
795,cinnamenyl,VBP,Not verb
796,circumferentor,VBP,Not verb
797,circumtabular,VBP,Not verb
798,cirsotome,VBP,Not verb
799,clad,VBP,Not verb
800,cladose,VBP,Not verb
801,claiver,VBP,Not verb
802,clambake,VBP,Not verb
803,clammyweed,VBP,Not verb
804,clandestine,VBP,"[격식]  비밀리에 하는, 은밀한  "
805,clangor,VBP,Not verb
806,classfellow,VBP,Not verb
807,classicalize,VBP,Not verb
808,clave,VBP,Not verb
809,cleach,VBP,Not verb
810,cleanup,VBP,Not verb
811,clearstarch,VBP,Not verb
812,cleave,VBP,[구식 또는 문예체]  (무엇을 둘로) 쪼개다[가르다]      2.    
813,cleaverwort,VBP,Not verb
814,cleistocarp,VBP,Not verb
815,clericalize,VBP,Not verb
816,clerid,VBP,Not verb
817,climacus,VBP,Not verb
818,climatotherapy,VBP,Not verb
819,clinamina,VBP,Not verb
820,clinanthia,VBP,Not verb
821,clipse,VBP,Not verb
822,cloamer,VBP,Not verb
823,clodhead,VBP,Not verb
824,clote,VBP,Not verb
825,clothesbag,VBP,Not verb
826,cloudy,VBP,Not verb
827,cnidophore,VBP,Not verb
828,coadunative,VBP,"[생물]  착생(着生)의 , 결합의.  "
829,coagulose,VBP,Not verb
830,coalrake,VBP,Not verb
831,coalyard,VBP,Not verb
832,coaster,VBP,Not verb
833,coastside,VBP,Not verb
834,coastwise,VBP,  연안의      2.    [부사]  해안을 따라  
835,coaxer,VBP,Not verb
836,coccothraustine,VBP,Not verb
837,coccygeus,VBP,Not verb
838,cocitizen,VBP,Not verb
839,cockweed,VBP,Not verb
840,codicil,VBP,Not verb
841,codshead,VBP,Not verb
842,coendear,VBP,Not verb
843,coenenchymal,VBP,Not verb
844,coenospecific,VBP,Not verb
845,coenzyme,VBP,Not verb
846,coextend,VBP,Not verb
847,coffeecake,VBP,Not verb
848,cogitate,VBP,[격식]  숙고하다  
849,cogitation,VBP,Not verb
850,coglorify,VBP,Not verb
851,cogon,VBP,Not verb
852,cohusband,VBP,Not verb
853,cointerest,VBP,Not verb
854,coleplant,VBP,Not verb
855,colilysin,VBP,Not verb
856,collect,VBP,[美]  요금을 수신자가 부담하는 (→reverse v. (7))  
857,collinear,VBP,"[수학]  동일 선상의, 공선(共線)적인  "
858,colloquia,VBP,Not verb
859,colloquialize,VBP,Not verb
860,collyba,VBP,Not verb
861,collywest,VBP,Not verb
862,colmar,VBP,Not verb
863,colongitude,VBP,Not verb
864,colonopexy,VBP,Not verb
865,colopexy,VBP,Not verb
866,colorimeter,VBP,Not verb
867,colorimetrist,VBP,Not verb
868,colortype,VBP,Not verb
869,columbier,VBP,Not verb
870,come,VBP,  (…쪽으로) 오다[움직이다]      2.    
871,comedo,VBP,Not verb
872,commend,VBP,  (특히 공개적으로) 칭찬하다      2.    
873,commentatorship,VBP,Not verb
874,comminuate,VBP,Not verb
875,commiseration,VBP,Not verb
876,commissionaire,VBP,Not verb
877,commutative,VBP,[수학]  가환성의(제시된 수의 순서에 상관없이 결과가 동일한)  
878,comparative,VBP,Not verb
879,compare,VBP,"  (Abbr.) cf., cp.. (A와 B를) 비교하다      2.    "
880,complain,VBP,  불평[항의]하다  
881,completive,VBP,"  완성적인, [문법] 완료를 나타내는  "
882,compositor,VBP,Not verb
883,comprest,VBP,Not verb
884,compulsive,VBP,Not verb
885,concave,VBP,  오목한 (↔convex)  
886,concertinist,VBP,[英]  (콘서티나처럼) 납작 짜부라지다  
887,conclave,VBP,Not verb
888,concordat,VBP,Not verb
889,concretize,VBP,Not verb
890,concubitant,VBP,Not verb
891,condescend,VBP,[흔히 못마땅함]  자신을 낮추다 (=deign)      2.    
892,conditionalize,VBP,Not verb
893,conditionate,VBP,Not verb
894,condonative,VBP,Not verb
895,conessine,VBP,Not verb
896,conferee,VBP,Not verb
897,confesser,VBP,Not verb
898,configurationism,VBP,Not verb
899,confusion,VBP,Not verb
900,conidia,VBP,Not verb
901,conject,VBP,Not verb
902,conky,VBP,"[영·속어]  코가 큰      2.    [명사][영·속어]  큰 코, 코가 큰 사람; [C~] 코주부 ((별명))  "
903,connotative,VBP,"  함축성 있는, (…의 뜻을) 암시하는 ((of)); [논리] 내포적인  "
904,consanguinean,VBP,Not verb
905,consensus,VBP,Not verb
906,conservatist,VBP,Not verb
907,consider,VBP,  사려[고려/숙고]하다      2.    
908,consimilate,VBP,Not verb
909,consol,VBP,Not verb
910,consonate,VBP,Not verb
911,conspecific,VBP,[생물]  같은 종류의      2.    [명사][생물]  동종(同種)  
912,consuetude,VBP,Not verb
913,contemplation,VBP,Not verb
914,conter,VBP,  반박[논박]하다      4.    
915,continuate,VBP,Not verb
916,continue,VBP,  (쉬지 않고) 계속되다      2.    
917,contraoctave,VBP,Not verb
918,contrapunto,VBP,Not verb
919,contratenor,VBP,Not verb
920,controvertist,VBP,Not verb
921,conumerary,VBP,Not verb
922,convene,VBP,  (회의 등을) 소집하다      2.    
923,conventicle,VBP,Not verb
924,conventionize,VBP,Not verb
925,converge,VBP,"  모여들다, 집중되다      2.    "
926,convivialize,VBP,Not verb
927,convocationist,VBP,Not verb
928,coolweed,VBP,Not verb
929,copalcocote,VBP,Not verb
930,copesmate,VBP,Not verb
931,copist,VBP,Not verb
932,copulative,VBP,Not verb
933,cordiform,VBP,  심장 모양의(heart-shaped)  
934,cornberry,VBP,Not verb
935,cornbird,VBP,Not verb
936,cornerwise,VBP,Not verb
937,cornu,VBP,Not verb
938,cornwallite,VBP,Not verb
939,corozo,VBP,Not verb
940,corporeity,VBP,Not verb
941,correct,VBP,Not verb
942,correctitude,VBP,Not verb
943,corroborative,VBP,[격식]  확증[입증]하는  
944,cortex,VBP,Not verb
945,corticate,VBP,"  피층이 있는, 외피가 있는; 수피(樹皮)로 덮인  "
946,corticose,VBP,Not verb
947,corymbose,VBP,"  산방 꽃차례의, 산방화 모양의(corymblike). (또는 corymbous) ~·ly  "
948,cosmographist,VBP,Not verb
949,cosmorama,VBP,Not verb
950,cosmoscope,VBP,Not verb
951,cospecific,VBP,[생물]  같은 종류의      2.    [명사][생물]  동종(同種)  
952,cosustain,VBP,Not verb
953,cotemporanean,VBP,Not verb
954,coterie,VBP,Not verb
955,cothurn,VBP,Not verb
956,cottagey,VBP,  별장풍(風)의[을 연상케 하는].  
957,coude,VBP,[광학·천문]  <망원경이> 쿠데식의      2.    [명사]  (=COUDÉ TELESCOPE)  
958,counderstand,VBP,Not verb
959,counterextend,VBP,Not verb
960,counterplay,VBP,Not verb
961,countersun,VBP,Not verb
962,countertree,VBP,Not verb
963,counterwave,VBP,Not verb
964,courtzilite,VBP,Not verb
965,coutelle,VBP,Not verb
966,cove,VBP,Not verb
967,covisit,VBP,Not verb
968,cowbind,VBP,Not verb
969,cowlike,VBP,"  소 같은, 소와 비슷한  "
970,craber,VBP,Not verb
971,crackhemp,VBP,Not verb
972,cracknel,VBP,Not verb
973,craglike,VBP,Not verb
974,crake,VBP,Not verb
975,crap,VBP,"[英 금기어 속어]  형편없는, 쓰레기 같은  "
976,crapshooter,VBP,Not verb
977,craspedal,VBP,Not verb
978,crate,VBP,  (운송용 대형) 상자에 담다  
979,crave,VBP,  갈망[열망]하다 (=long for)      2.    
980,crawdad,VBP,Not verb
981,creamcake,VBP,Not verb
982,creem,VBP,Not verb
983,cremocarp,VBP,Not verb
984,creophagist,VBP,Not verb
985,creosote,VBP,"  크레오소트를 바르다, 크레오소트로 보존하다  "
986,crin,VBP,Not verb
987,crinose,VBP,Not verb
988,criteriology,VBP,Not verb
989,croceine,VBP,Not verb
990,crossrow,VBP,Not verb
991,crossweb,VBP,Not verb
992,crottle,VBP,Not verb
993,crucethouse,VBP,Not verb
994,cruisken,VBP,Not verb
995,crumby,VBP,Not verb
996,crunchy,VBP,"[호감]  아삭아삭한, 바삭바삭한  "
997,cryogeny,VBP,Not verb
998,cryptographist,VBP,Not verb
999,crystallite,VBP,Not verb
1000,crystallography,VBP,Not verb
1001,cubitocarpal,VBP,Not verb
1002,cudbear,VBP,Not verb
1003,cueca,VBP,Not verb
1004,cuisten,VBP,Not verb
1005,culilawan,VBP,Not verb
1006,culm,VBP,Not verb
1007,cultist,VBP,Not verb
1008,cultivar,VBP,Not verb
1009,cumacean,VBP,Not verb
1010,cumhal,VBP,Not verb
1011,cumin,VBP,Not verb
1012,cump,VBP,Not verb
1013,cumuliform,VBP,"  적운(積雲) 모양의, 뭉개구름 모양의  "
1014,cumulose,VBP,Not verb
1015,cupidon,VBP,Not verb
1016,cuprotungstite,VBP,Not verb
1017,cupseed,VBP,Not verb
1018,curiology,VBP,Not verb
1019,curioso,VBP,Not verb
1020,curlicue,VBP,Not verb
1021,curmudgeon,VBP,Not verb
1022,currentness,VBP,Not verb
1023,cursive,VBP,[전문 용어]  필기체인  
1024,cururo,VBP,Not verb
1025,cutocellulose,VBP,Not verb
1026,cyanophycean,VBP,Not verb
1027,cyanoplatinite,VBP,Not verb
1028,cyclamin,VBP,Not verb
1029,cyclonist,VBP,Not verb
1030,cyclopteroid,VBP,Not verb
1031,cyclothymiac,VBP,Not verb
1032,cymose,VBP,"  [식물] 취산 꽃차례의, 취산상(狀)의  "
1033,cynegild,VBP,Not verb
1034,cynomorphic,VBP,Not verb
1035,cystidean,VBP,Not verb
1036,cystose,VBP,Not verb
1037,cytoblastemal,VBP,Not verb
1038,cytogeneticist,VBP,Not verb
1039,cytopathology,VBP,Not verb
1040,cytophysiology,VBP,Not verb
1041,daggle,VBP,"[고어]  (옷 따위를 물·흙탕 속에서) 질질 끌다, 질질 끌며 더럽히다.  "
1042,daimiate,VBP,Not verb
1043,Damnonii,VBP,Not verb
1044,dapifer,VBP,Not verb
1045,daresay,VBP,[주로 영]  [I ~로 써서] = I DARE say  
1046,darnex,VBP,Not verb
1047,dartrose,VBP,Not verb
1048,dayshine,VBP,Not verb
1049,deathwatch,VBP,Not verb
1050,deave,VBP,Not verb
1051,decadarch,VBP,Not verb
1052,deciduoma,VBP,Not verb
1053,decipherer,VBP,  판독[해독]하다 (→indecipherable)  
1054,declericalize,VBP,Not verb
1055,declivate,VBP,Not verb
1056,decurve,VBP,Not verb
1057,deed,VBP,Not verb
1058,deedeed,VBP,Not verb
1059,deem,VBP,[격식]  (…로) 여기다[생각하다] (=consider)  
1060,deerdog,VBP,Not verb
1061,deerherd,VBP,Not verb
1062,defortify,VBP,Not verb
1063,degressive,VBP,  체감적인  
1064,deheathenize,VBP,Not verb
1065,dehort,VBP,Not verb
1066,deify,VBP,"[격식]  신격화하다, 신으로 받들다  "
1067,delete,VBP,  (쓰거나 인쇄한 것을) 삭제하다  
1068,demagogism,VBP,Not verb
1069,demidome,VBP,Not verb
1070,demigauntlet,VBP,Not verb
1071,demoniacism,VBP,Not verb
1072,densimetry,VBP,Not verb
1073,dentin,VBP,Not verb
1074,denunciative,VBP,  (=DENUNCIATORY)  
1075,deprave,VBP,[격식]  (사람을 도덕적으로) 타락[부패]하게 만들다 (=corrupt)  
1076,dermatograph,VBP,Not verb
1077,derogator,VBP,Not verb
1078,derringer,VBP,Not verb
1079,descend,VBP,"[격식]  내려오다, 내려가다 (↔ascend)      2.    "
1080,despoil,VBP,[문예체]  (어떤 장소에서 귀중한 것을) 빼앗다[훼손하다]  
1081,detectaphone,VBP,Not verb
1082,detersive,VBP,Not verb
1083,deuteromyosinose,VBP,Not verb
1084,devadasi,VBP,Not verb
1085,dewflower,VBP,Not verb
1086,dextrinize,VBP,Not verb
1087,dextrosuria,VBP,Not verb
1088,diacoelia,VBP,Not verb
1089,diaderm,VBP,Not verb
1090,diagnosis,VBP,Not verb
1091,diagometer,VBP,Not verb
1092,dialogism,VBP,Not verb
1093,diamagnetism,VBP,Not verb
1094,diambic,VBP,Not verb
1095,diaphanie,VBP,Not verb
1096,diaphtherin,VBP,Not verb
1097,diastem,VBP,Not verb
1098,diathermotherapy,VBP,Not verb
1099,diatomaceoid,VBP,Not verb
1100,diatomist,VBP,Not verb
1101,diaulos,VBP,Not verb
1102,dibs,VBP,Not verb
1103,dichotomize,VBP,Not verb
1104,dichroiscope,VBP,Not verb
1105,dictyoceratine,VBP,Not verb
1106,dietetist,VBP,Not verb
1107,dietine,VBP,Not verb
1108,dietotherapy,VBP,Not verb
1109,difficultness,VBP,Not verb
1110,diffractive,VBP,"[물리]  회절하는, 회절성의  "
1111,diguanide,VBP,Not verb
1112,diiamb,VBP,Not verb
1113,dikegrave,VBP,Not verb
1114,dimpsy,VBP,Not verb
1115,dinghy,VBP,Not verb
1116,dinornithine,VBP,Not verb
1117,dioptrometer,VBP,Not verb
1118,dioscorine,VBP,Not verb
1119,diphtheritis,VBP,Not verb
1120,diplocephaly,VBP,Not verb
1121,diplomatism,VBP,Not verb
1122,diplonema,VBP,Not verb
1123,dipteros,VBP,Not verb
1124,directrix,VBP,Not verb
1125,dirtbird,VBP,Not verb
1126,disbelieve,VBP,"[격식]  믿지 않다, 불신하다  "
1127,discommend,VBP,"  …에 찬성하지 않다, 트집을 잡다; 헐뜯다; …에 대한 호감을 잃게 하다.  "
1128,discomorula,VBP,Not verb
1129,discontinuor,VBP,Not verb
1130,discursive,VBP,"  두서없는, 산만한  "
1131,disenslave,VBP,Not verb
1132,disenvelop,VBP,Not verb
1133,dishwatery,VBP,Not verb
1134,disjointure,VBP,Not verb
1135,dismiss,VBP,  (고려할 가치가 없다고) 묵살[일축]하다 (=wave aside)      2.    
1136,dispark,VBP,Not verb
1137,dispermic,VBP,  쌍정(雙精)의.  
1138,dispersive,VBP,"  흩어지는; 흩뜨리는, 분산적인; 전파성의  "
1139,dispopularize,VBP,Not verb
1140,dispose,VBP,  (특정한 방식·위치에 물건이나 사람을) 배치하다      2.    
1141,disrespect,VBP,Not verb
1142,dissuasive,VBP,"  만류하는, 말리는  "
1143,dissymmetry,VBP,Not verb
1144,distain,VBP,"[고어]  …을 변색시키다, 더럽히다.      2.    "
1145,distrain,VBP,Not verb
1146,distributive,VBP,[상업]  (상품) 유통의  
1147,distune,VBP,Not verb
1148,disturn,VBP,Not verb
1149,diswarren,VBP,Not verb
1150,diverse,VBP,  다양한  
1151,do,VBP,  (어떤 동작이나 행위를) 하다      2.    
1152,doghead,VBP,Not verb
1153,dolesome,VBP,[문어]  (=DOLEFUL)  
1154,dolichocephalize,VBP,Not verb
1155,domain,VBP,Not verb
1156,dome,VBP,Not verb
1157,domesticize,VBP,  (=domesticate)  
1158,dominate,VBP,  (특히 불쾌한 방식으로) 지배[군림]하다      2.    
1159,doorweed,VBP,Not verb
1160,doree,VBP,Not verb
1161,dorsel,VBP,Not verb
1162,dorsodynia,VBP,Not verb
1163,doundake,VBP,Not verb
1164,douzieme,VBP,Not verb
1165,dowd,VBP,Not verb
1166,downstate,VBP,Not verb
1167,downweed,VBP,Not verb
1168,doxologize,VBP,  하나님을 찬송하다  
1169,drake,VBP,Not verb
1170,dramaticule,VBP,Not verb
1171,draughtsman,VBP,Not verb
1172,drawfile,VBP,Not verb
1173,drawshave,VBP,Not verb
1174,drawtube,VBP,Not verb
1175,drear,VBP,[시어]  (=DREARY)  
1176,dreg,VBP,Not verb
1177,driftweed,VBP,Not verb
1178,drivehead,VBP,Not verb
1179,drugger,VBP,Not verb
1180,dryopithecid,VBP,Not verb
1181,dude,VBP,Not verb
1182,dunite,VBP,Not verb
1183,duodena,VBP,Not verb
1184,dustfall,VBP,Not verb
1185,dustproof,VBP,"  먼지를 막는, 방진의  "
1186,dykereeve,VBP,Not verb
1187,dynagraph,VBP,Not verb
1188,dynamis,VBP,Not verb
1189,dyschroa,VBP,Not verb
1190,dyslogy,VBP,Not verb
1191,dysnomy,VBP,Not verb
1192,earcockle,VBP,Not verb
1193,earlap,VBP,Not verb
1194,earpick,VBP,Not verb
1195,earthwork,VBP,Not verb
1196,eave,VBP,Not verb
1197,ebullioscope,VBP,Not verb
1198,eburneoid,VBP,Not verb
1199,ecclesiasticism,VBP,Not verb
1200,echinoderm,VBP,Not verb
1201,echinopsine,VBP,Not verb
1202,echo,VBP,"  (소리가) 울리다, 메아리치다 (=reverberate)      4.    "
1203,eciliate,VBP,Not verb
1204,eclecticism,VBP,Not verb
1205,eclectism,VBP,Not verb
1206,economism,VBP,Not verb
1207,ecospecific,VBP,Not verb
1208,ecstaticize,VBP,Not verb
1209,ectadenia,VBP,Not verb
1210,ectolecithal,VBP,Not verb
1211,ectosteal,VBP,Not verb
1212,ecyphellate,VBP,Not verb
1213,edeoscopy,VBP,Not verb
1214,edge,VBP,  조금씩[살살] 움직이다[이동시키다]      4.    
1215,edgeweed,VBP,Not verb
1216,edicule,VBP,Not verb
1217,educe,VBP,Not verb
1218,eeriness,VBP,Not verb
1219,effectualize,VBP,Not verb
1220,effeminate,VBP,"[못마땅함]  여자 같은, 여성적인  "
1221,effusive,VBP,  (감정 표현이) 야단스러운[과장된]  
1222,egad,VBP,Not verb
1223,eggberry,VBP,Not verb
1224,egger,VBP,Not verb
1225,egipto,VBP,Not verb
1226,eglantine,VBP,Not verb
1227,egoize,VBP,Not verb
1228,egotize,VBP,Not verb
1229,eightfoil,VBP,Not verb
1230,eightieth,VBP,Not verb
1231,ejective,VBP,Not verb
1232,elaeosaccharum,VBP,Not verb
1233,elasticize,VBP,Not verb
1234,elastomer,VBP,Not verb
1235,electorate,VBP,Not verb
1236,electralize,VBP,Not verb
1237,electricize,VBP,Not verb
1238,electrobath,VBP,Not verb
1239,electrodialyze,VBP,Not verb
1240,electrodynamism,VBP,Not verb
1241,electroengrave,VBP,Not verb
1242,electrolier,VBP,Not verb
1243,electromagnetism,VBP,Not verb
1244,electrometry,VBP,Not verb
1245,electronegative,VBP,Not verb
1246,electroosmosis,VBP,Not verb
1247,electroplate,VBP,  전기도금하다  
1248,electropoion,VBP,Not verb
1249,electrosteel,VBP,Not verb
1250,electrotechnology,VBP,Not verb
1251,electrotherapeutist,VBP,Not verb
1252,electrothermometer,VBP,Not verb
1253,electrotonize,VBP,Not verb
1254,electrotrephine,VBP,Not verb
1255,elegant,VBP,Not verb
1256,elementalize,VBP,Not verb
1257,elenchi,VBP,Not verb
1258,elenchize,VBP,Not verb
1259,elephantoid,VBP,Not verb
1260,elevon,VBP,Not verb
1261,elkhorn,VBP,Not verb
1262,ellipsoid,VBP,  (=ELLIPSOIDAL)  
1263,ellwand,VBP,Not verb
1264,eloge,VBP,Not verb
1265,elsehow,VBP,Not verb
1266,elsewhen,VBP,Not verb
1267,elusive,VBP,  찾기[규정하기/달성하기] 힘든  
1268,elytrotomy,VBP,Not verb
1269,emarginate,VBP,"[식물]  가장자리가 톱니 모양으로 갈라진, 오목하게 들어간  "
1270,embryon,VBP,Not verb
1271,emend,VBP,[격식]  (특히 인쇄 전에 글을) 교정[수정]하다 (=correct)  
1272,emetine,VBP,Not verb
1273,emit,VBP,[격식]  (빛·열·가스·소리 등을) 내다[내뿜다]  
1274,emmetropy,VBP,Not verb
1275,empathize,VBP,  (특히 자기 경험에서 우러나) 공감하다  
1276,emphysema,VBP,Not verb
1277,empiriocritcism,VBP,Not verb
1278,emprosthotonus,VBP,Not verb
1279,emulative,VBP,"  경쟁의, 지지 않으려는  "
1280,enamel,VBP,Not verb
1281,enantiomorphy,VBP,Not verb
1282,enarbor,VBP,Not verb
1283,enarthrodia,VBP,Not verb
1284,enbrave,VBP,Not verb
1285,encarnalize,VBP,Not verb
1286,encave,VBP,Not verb
1287,encell,VBP,Not verb
1288,encephaloscopy,VBP,Not verb
1289,enchondroma,VBP,Not verb
1290,enclave,VBP,Not verb
1291,encloak,VBP,Not verb
1292,encolden,VBP,Not verb
1293,encroach,VBP,[못마땅함]  (남의 시간·권리·생활 등을) 침해하다      2.    
1294,encurtain,VBP,Not verb
1295,encyclopedism,VBP,Not verb
1296,endarchy,VBP,Not verb
1297,endbrain,VBP,Not verb
1298,enderon,VBP,Not verb
1299,endobronchitis,VBP,Not verb
1300,endoderm,VBP,Not verb
1301,endogamic,VBP,  (=endogamous)  
1302,endogeny,VBP,Not verb
1303,endoplasma,VBP,Not verb
1304,endoscopy,VBP,Not verb
1305,endwise,VBP,Not verb
1306,energumenon,VBP,Not verb
1307,enfork,VBP,Not verb
1308,enfree,VBP,Not verb
1309,engastrimyth,VBP,Not verb
1310,engjateigur,VBP,Not verb
1311,engraphy,VBP,Not verb
1312,engrave,VBP,  (나무·돌·쇠붙이 등에) 새기다  
1313,enhaunt,VBP,Not verb
1314,enhearten,VBP,Not verb
1315,enhusk,VBP,Not verb
1316,enneahedron,VBP,Not verb
1317,enoil,VBP,Not verb
1318,enow,VBP,Not verb
1319,enrich,VBP,"  질을 높이다, 풍요롭게 하다; (식품에 어떤 영양소를) 강화하다      2.    "
1320,ensand,VBP,Not verb
1321,enseem,VBP,Not verb
1322,enshawl,VBP,Not verb
1323,enslave,VBP,  (사람을) 노예로 만들다      2.    
1324,ensorcelize,VBP,Not verb
1325,enstate,VBP,Not verb
1326,entelodont,VBP,Not verb
1327,enteroepiplocele,VBP,Not verb
1328,enterohydrocele,VBP,Not verb
1329,enteromegaly,VBP,Not verb
1330,enterozoic,VBP,Not verb
1331,entertain,VBP,  (특히 집에서 손님을) 접대하다      2.    
1332,entocele,VBP,Not verb
1333,entocondyloid,VBP,Not verb
1334,entocornea,VBP,Not verb
1335,entoderm,VBP,Not verb
1336,entomotomist,VBP,Not verb
1337,entoptoscope,VBP,Not verb
1338,entrain,VBP,Not verb
1339,entrepreneur,VBP,Not verb
1340,enunciative,VBP,Not verb
1341,environmentalist,VBP,Not verb
1342,envisage,VBP,  (미래의 일을) 예상[상상]하다  
1343,epha,VBP,Not verb
1344,ephedrine,VBP,Not verb
1345,ephidrosis,VBP,Not verb
1346,epicalyx,VBP,Not verb
1347,epicarp,VBP,Not verb
1348,epicede,VBP,Not verb
1349,epichordal,VBP,Not verb
1350,epidermidalization,VBP,Not verb
1351,epiglottitis,VBP,Not verb
1352,epigrammatism,VBP,Not verb
1353,epigraphist,VBP,Not verb
1354,epigyne,VBP,Not verb
1355,epileptiform,VBP,Not verb
1356,epinephrine,VBP,Not verb
1357,epiphora,VBP,Not verb
1358,epiphylline,VBP,Not verb
1359,epiphytism,VBP,Not verb
1360,epiplocele,VBP,Not verb
1361,epiplopexy,VBP,Not verb
1362,episcopate,VBP,Not verb
1363,epithalamia,VBP,Not verb
1364,epithelia,VBP,Not verb
1365,epitrochlear,VBP,Not verb
1366,epochal,VBP,"  신기원의, 획기적인  "
1367,eponymize,VBP,Not verb
1368,epos,VBP,Not verb
1369,equationism,VBP,Not verb
1370,equerry,VBP,Not verb
1371,equidistribution,VBP,Not verb
1372,equilibria,VBP,Not verb
1373,equinate,VBP,Not verb
1374,equinovarus,VBP,Not verb
1375,equinus,VBP,Not verb
1376,equitist,VBP,Not verb
1377,equivalve,VBP,Not verb
1378,erect,VBP,Not verb
1379,erenow,VBP,Not verb
1380,erg,VBP,Not verb
1381,ergatandromorphic,VBP,Not verb
1382,ergatocracy,VBP,Not verb
1383,ericetal,VBP,Not verb
1384,eros,VBP,Not verb
1385,erose,VBP,Not verb
1386,eroticism,VBP,Not verb
1387,ersatz,VBP,  대용[모조]품의  
1388,erucin,VBP,Not verb
1389,erudite,VBP,"[격식]  학식 있는, 박식한 (=learned)  "
1390,erysipelatoid,VBP,Not verb
1391,erythrin,VBP,Not verb
1392,erythrolein,VBP,Not verb
1393,erythrose,VBP,Not verb
1394,erythrozyme,VBP,Not verb
1395,escalate,VBP,  확대[증가/악화]되다[시키다]  
1396,escritoire,VBP,Not verb
1397,esophagomalacia,VBP,Not verb
1398,esophagorrhagia,VBP,Not verb
1399,esotericism,VBP,Not verb
1400,esoterism,VBP,Not verb
1401,espave,VBP,Not verb
1402,esponton,VBP,Not verb
1403,esquamate,VBP,Not verb
1404,essay,VBP,[문예체]  시도[기도]하다  
1405,essentialize,VBP,Not verb
1406,esteem,VBP,[격식]  (대단히) 존경[찬탄]하다      3.    
1407,ethanedithiol,VBP,Not verb
1408,ethmyphitis,VBP,Not verb
1409,ethnicism,VBP,Not verb
1410,ethnogeography,VBP,Not verb
1411,ethnographist,VBP,ethnographic research      민족지학적 연구  
1412,ethnotechnography,VBP,Not verb
1413,ethopoeia,VBP,Not verb
1414,ethoxycaffeine,VBP,Not verb
1415,etiologist,VBP,Not verb
1416,etym,VBP,Not verb
1417,eu,VBP,Not verb
1418,eucaine,VBP,Not verb
1419,eucatropine,VBP,Not verb
1420,eudaemonism,VBP,Not verb
1421,eudaemonize,VBP,Not verb
1422,eudiometry,VBP,Not verb
1423,euge,VBP,Not verb
1424,eugenicist,VBP,Not verb
1425,euhemerize,VBP,  (신화를) 유헤메로스설에 입각해서 해석(설명)하다.  
1426,eumenorrhea,VBP,Not verb
1427,euphemism,VBP,Not verb
1428,euphemize,VBP,Not verb
1429,euphonia,VBP,Not verb
1430,euphuize,VBP,Not verb
1431,euploid,VBP,[생물]  정배수체의(cf. ANEUPLOID)  
1432,eurylaimoid,VBP,Not verb
1433,eurythmy,VBP,Not verb
1434,eutexia,VBP,Not verb
1435,euthenist,VBP,Not verb
1436,eutropic,VBP,[전문 용어]  부영양화(富營養化)된  
1437,evangelistship,VBP,Not verb
1438,evaporize,VBP,Not verb
1439,eventualize,VBP,Not verb
1440,everywhither,VBP,Not verb
1441,eveweed,VBP,Not verb
1442,evidentness,VBP,Not verb
1443,evocative,VBP,"  좋은 생각[기억]을 떠올리게 하는, …을 환기시키는  "
1444,exactitude,VBP,Not verb
1445,exalate,VBP,Not verb
1446,excave,VBP,Not verb
1447,excelsitude,VBP,Not verb
1448,exclusionist,VBP,Not verb
1449,excretion,VBP,Not verb
1450,execrative,VBP,Not verb
1451,executrix,VBP,Not verb
1452,exegetist,VBP,Not verb
1453,exencephalic,VBP,Not verb
