Column1,word,type,v1
1160,fireling,VBG,Not verb
1161,fireproofing,VBG,Not verb
1162,firestopping,VBG,Not verb
1163,firing,VBG,Not verb
1164,firring,VBG,Not verb
1165,firstling,VBG,Not verb
1166,fishling,VBG,Not verb
1167,fisting,VBG,Not verb
1168,fitting,VBG,Not verb
1169,fiveling,VBG,Not verb
1170,fixing,VBG,Not verb
1171,fjarding,VBG,Not verb
1172,fjerding,VBG,Not verb
1173,flagging,VBG,Not verb
1174,flagmaking,VBG,Not verb
1175,flaming,VBG,Not verb
1176,flanking,VBG,  ~이 옆[측면]에 있다      4.    
1177,flaring,VBG,Not verb
1178,flashing,VBG,Not verb
1179,flatling,VBG,Not verb
1180,flattening,VBG,Not verb
1181,flattering,VBG,Not verb
1182,flatting,VBG,Not verb
1183,flaunting,VBG,"  나부끼는, 과시하는  "
1184,flavoring,VBG,Not verb
1185,fledgling,VBG,Not verb
1186,fleering,VBG,Not verb
1187,fleeting,VBG,"  순식간의, 잠깐 동안의 (=brief)  "
1188,fleetwing,VBG,"  순식간의, 잠깐 동안의 (=brief)  "
1189,fleshing,VBG,Not verb
1190,flickering,VBG,Not verb
1191,flighting,VBG,[英 스포츠]  (공이 멋지게 날아가게) 차다[치다/던지다]  
1192,flinching,VBG,  움찔[주춤]하다 (→unflinching)  
1193,fling,VBG,  (특히 화가 나서 거칠게) 내던지다[내팽개치다] (=hurl)      2.    
1194,flipperling,VBG,Not verb
1195,flirting,VBG,"  희롱하는, 시시덕거리는, 장난삼아 연애하는  "
1196,flirtling,VBG,Not verb
1197,flitting,VBG,Not verb
1198,floating,VBG,  유동적인  
1199,flocking,VBG,Not verb
1200,flogging,VBG,Not verb
1201,flooding,VBG,Not verb
1202,floodlighting,VBG,Not verb
1203,flooring,VBG,Not verb
1204,flopwing,VBG,Not verb
1205,flossing,VBG,Not verb
1206,flouncing,VBG,Not verb
1207,floundering,VBG,Not verb
1208,flourishing,VBG,"  무성한; 번영하는, 융성한, 성대한  "
1209,flouting,VBG,  (법 등을 공공연히) 어기다[무시하다] (=defy)  
1210,flowering,VBG,Not verb
1211,flowing,VBG,Not verb
1212,fluking,VBG,Not verb
1213,flushing,VBG,Not verb
1214,fluting,VBG,Not verb
1215,fluttering,VBG,Not verb
1216,flying,VBG,"  날 수 있는      2.    [명사]  비행기 여행      3.    [명사]  비행기 조종, 비행  "
1217,foaming,VBG,Not verb
1218,foddering,VBG,Not verb
1219,foiling,VBG,Not verb
1220,foining,VBG,Not verb
1221,folding,VBG,  접을 수 있는  
1222,following,VBG,Not verb
1223,fondling,VBG,Not verb
1224,fooling,VBG,Not verb
1225,footing,VBG,Not verb
1226,footling,VBG,"[구식  비격식]  시시한, 하찮은  "
1227,footlining,VBG,Not verb
1228,fopling,VBG,Not verb
1229,forbearing,VBG,"[격식]  관용을 보이는, 관대한 (=patient)  "
1230,forbidding,VBG,"  험악한, 으스스한  "
1231,forcing,VBG,Not verb
1232,fording,VBG,Not verb
1233,foreaccounting,VBG,Not verb
1234,foreboding,VBG,Not verb
1235,forecasting,VBG,Not verb
1236,forecatching,VBG,Not verb
1237,forecatharping,VBG,Not verb
1238,forefeeling,VBG,Not verb
1239,foregoing,VBG,Not verb
1240,forehinting,VBG,Not verb
1241,foreking,VBG,Not verb
1242,foreknowing,VBG,Not verb
1243,foremisgiving,VBG,Not verb
1244,foreplanting,VBG,Not verb
1245,forereaching,VBG,Not verb
1246,forerigging,VBG,Not verb
1247,foreschooling,VBG,Not verb
1248,foreshortening,VBG,Not verb
1249,foresing,VBG,Not verb
1250,forestarling,VBG,Not verb
1251,foretalking,VBG,Not verb
1252,forewarning,VBG,Not verb
1253,forewing,VBG,Not verb
1254,forewinning,VBG,Not verb
1255,forgetting,VBG,Not verb
1256,forging,VBG,Not verb
1257,forgiving,VBG,  너그러운  
1258,forthbring,VBG,Not verb
1259,forthcoming,VBG,Not verb
1260,forthgoing,VBG,Not verb
1261,forthputting,VBG,Not verb
1262,fortifying,VBG,  (특히 높은 성벽을 쌓아) 요새화하다      2.    
1263,fortunetelling,VBG,"  점을 치는, 점치는 데 쓰이는.  "
1264,forwarding,VBG,Not verb
1265,fostering,VBG,Not verb
1266,fosterling,VBG,Not verb
1267,fouling,VBG,Not verb
1268,founding,VBG,Not verb
1269,foundling,VBG,Not verb
1270,fourling,VBG,Not verb
1271,fowling,VBG,Not verb
1272,foxing,VBG,Not verb
1273,fractionating,VBG,Not verb
1274,framing,VBG,Not verb
1275,franking,VBG,  (때로는 남을 불편하게 만들 수도 있을 정도로) 솔직한[노골적인]      2.    [동사]  (우편물에) 요금 납부 일부인을 찍다  
1276,frapping,VBG,Not verb
1277,fraying,VBG,Not verb
1278,frazzling,VBG,Not verb
1279,freckling,VBG,Not verb
1280,freebooting,VBG,Not verb
1281,freeholding,VBG,Not verb
1282,freeing,VBG,Not verb
1283,freeloving,VBG,Not verb
1284,freestanding,VBG,Not verb
1285,freethinking,VBG,Not verb
1286,freezing,VBG,Not verb
1287,frenching,VBG,Not verb
1288,fretting,VBG,Not verb
1289,friarling,VBG,Not verb
1290,fribbling,VBG,Not verb
1291,frightening,VBG,  무서운  
1292,frilling,VBG,Not verb
1293,fringing,VBG,  (술 모양으로) 가두리를 꾸민  
1294,frisking,VBG,Not verb
1295,frizzing,VBG,[비격식]  곱슬곱슬하다[하게 만들다]      2.    [명사][못마땅함]  곱슬곱슬한 머리  
1296,frocking,VBG,Not verb
1297,frogging,VBG,Not verb
1298,frogling,VBG,Not verb
1299,fronting,VBG,Not verb
1300,frosting,VBG,Not verb
1301,frostproofing,VBG,Not verb
1302,frothing,VBG,Not verb
1303,frowning,VBG,Not verb
1304,fruitgrowing,VBG,Not verb
1305,fruiting,VBG,Not verb
1306,fruitling,VBG,Not verb
1307,fulgurating,VBG,Not verb
1308,fullering,VBG,Not verb
1309,fulling,VBG,Not verb
1310,fulminating,VBG,"  폭발성의, 기폭성의.  "
1311,fuming,VBG,Not verb
1312,fundmongering,VBG,Not verb
1313,funmaking,VBG,Not verb
1314,furnishing,VBG,Not verb
1315,furring,VBG,Not verb
1316,furzeling,VBG,Not verb
1317,gadding,VBG,Not verb
1318,gadling,VBG,Not verb
1319,gaining,VBG,  (필요하거나 원하는 것을) 하게[얻게] 되다      2.    
1320,gainspeaking,VBG,Not verb
1321,gaisling,VBG,Not verb
1322,gaiting,VBG,Not verb
1323,galling,VBG,"  짜증나는, 화나는  "
1324,galloping,VBG,"  급증하는, 급속히 진행[확산]되는  "
1325,galvayning,VBG,Not verb
1326,gambling,VBG,Not verb
1327,gamekeeping,VBG,Not verb
1328,gaming,VBG,Not verb
1329,gammoning,VBG,Not verb
1330,ganging,VBG,Not verb
1331,gangling,VBG,"  키가 크고 여윈, 흐느적거리는 (=lanky)  "
1332,garbling,VBG,Not verb
1333,gardening,VBG,Not verb
1334,gardenmaking,VBG,Not verb
1335,gartering,VBG,Not verb
1336,gasfiring,VBG,Not verb
1337,gasking,VBG,Not verb
1338,gaslighting,VBG,Not verb
1339,gasping,VBG,Not verb
1340,gassing,VBG,Not verb
1341,gathering,VBG,Not verb
1342,gating,VBG,Not verb
1343,gauging,VBG,  검[계]량하는.  
1344,gaulding,VBG,Not verb
1345,gauzewing,VBG,Not verb
1346,gazing,VBG,Not verb
1347,gearing,VBG,Not verb
1348,gelding,VBG,Not verb
1349,generating,VBG,  전기를 일으키는  
1350,germing,VBG,Not verb
1351,germling,VBG,Not verb
1352,gesning,VBG,Not verb
1353,gestening,VBG,Not verb
1354,gestning,VBG,"  농담의; 농담을 잘하는, 익살스러운(jocose); 시시한(trivial)  "
1355,getting,VBG,  받다      2.    
1356,gibing,VBG,Not verb
1357,giftling,VBG,[英]  거저[공짜로] 내주다  
1358,giggling,VBG,"  피식 웃다, 킥킥[키득/낄낄]거리다(재미난처함초조감에서 웃는 소리)      2.    [명사]  피식 웃음, 킥킥[키득/낄낄]거림      3.    [명사][英 비격식]  장난  "
1359,gilding,VBG,Not verb
1360,gilling,VBG,Not verb
1361,gimping,VBG,Not verb
1362,ging,VBG,Not verb
1363,ginning,VBG,Not verb
1364,girding,VBG,"  둘러싸다, 묶다, 매다  "
1365,girdling,VBG,Not verb
1366,girling,VBG,Not verb
1367,giving,VBG,Not verb
1368,glaceing,VBG,Not verb
1369,glancing,VBG,  비스듬히 치는  
1370,glaring,VBG,Not verb
1371,glassmaking,VBG,Not verb
1372,glassworking,VBG,Not verb
1373,glazing,VBG,Not verb
1374,gleaming,VBG,"  빛나는, 환한  "
1375,gleaning,VBG,Not verb
1376,gliding,VBG,Not verb
1377,gliffing,VBG,Not verb
1378,glimmering,VBG,"  깜박이는, 희미하게 빛나는  "
1379,glistening,VBG,Not verb
1380,glittering,VBG,Not verb
1381,gloaming,VBG,Not verb
1382,gloating,VBG,"  (자신의 성공에) 흡족해 하다, (남의 실패를) 고소해 하다 (=crow)  "
1383,glooming,VBG,"  어둑한, 어두침침한.  "
1384,glorying,VBG,Not verb
1385,glossing,VBG,  주석[해설]을 달다  
1386,glovemaking,VBG,Not verb
1387,gloving,VBG,Not verb
1388,glowering,VBG,  언짢은 얼굴로 보는.  
1389,glowing,VBG,  극찬하는  
1390,glozing,VBG,Not verb
1391,gluemaking,VBG,Not verb
1392,glutting,VBG,  과잉 공급하다  
1393,gnatling,VBG,Not verb
1394,goalkeeping,VBG,Not verb
1395,goatling,VBG,Not verb
1396,gobbing,VBG,[英 속어]  침을 찍 뱉다 (=spit)  
1397,godling,VBG,Not verb
1398,godmaking,VBG,Not verb
1399,goffering,VBG,Not verb
1400,going,VBG,"  (정기적으로 또는 자주) …에 다니는 (→ocean-going, ongoing, outgoing)  "
1401,goldbeating,VBG,Not verb
1402,goldenwing,VBG,Not verb
1403,goldsmithing,VBG,Not verb
1404,gooding,VBG,Not verb
1405,goosewing,VBG,Not verb
1406,goring,VBG,Not verb
1407,gosling,VBG,Not verb
1408,gossiping,VBG,"  쑥덕공론하는, 수다스러운; 잡담조의      2.    [명사]  수다, 좌담회  "
1409,governing,VBG,"  통치[지배]하는, 관리[운영]하는  "
1410,grabbling,VBG,Not verb
1411,grading,VBG,Not verb
1412,graduating,VBG,"  (특히 대학을) 졸업하다, (학사) 학위를 받다      4.    "
1413,grafting,VBG,Not verb
1414,grailing,VBG,Not verb
1415,grainering,VBG,Not verb
1416,graining,VBG,Not verb
1417,graping,VBG,Not verb
1418,grappling,VBG,Not verb
1419,grasping,VBG,[못마땅함]  욕심 많은 (=greedy)  
1420,grassing,VBG,Not verb
1421,gratifying,VBG,"[격식]  흐뭇한, 기쁜  "
1422,grating,VBG,  귀에 거슬리는  
1423,graveling,VBG,Not verb
1424,gravemaking,VBG,Not verb
1425,graving,VBG,Not verb
1426,grayling,VBG,Not verb
1427,grazing,VBG,Not verb
1428,greening,VBG,Not verb
1429,greenkeeping,VBG,Not verb
1430,greenling,VBG,Not verb
1431,greenwing,VBG,Not verb
1432,greeting,VBG,Not verb
1433,grieving,VBG,Not verb
1434,grimacing,VBG,  얼굴을 찡그리다      2.    [명사]  찡그린 표정  
1435,grinding,VBG,  끝도 없이 계속되는  
1436,grinning,VBG,  (소리 없이) 활짝[크게] 웃다      2.    [명사]  (소리 없이) 활짝[크게] 웃음  
1437,griping,VBG,  (배가) 갑자기 콕콕 찌르듯이 아픈  
1438,gripping,VBG,"  (마음·시선을) 사로잡는, 눈을 떼지 못하게 하는  "
1439,gristmilling,VBG,Not verb
1440,groaning,VBG,"  (고통·짜증으로) 신음[끙 하는] 소리를 내다, (기뻐서) 낮게 탄성을 지르다 (=moan)      2.    "
1441,groining,VBG,Not verb
1442,groomling,VBG,Not verb
1443,grooving,VBG,Not verb
1444,groping,VBG,"  손으로 더듬는, 암중모색하는  "
1445,grounding,VBG,Not verb
1446,groundling,VBG,Not verb
1447,grouping,VBG,Not verb
1448,groveling,VBG,"  땅에 엎드린, 설설 기는; 비굴한, 천한  "
1449,growing,VBG,"  (크기·양·정도가) 커지는, 성장[증가]하는  "
1450,growling,VBG,  으르렁[딱딱]거리는  
1451,grudging,VBG,  마지못해 주는[하는] (=reluctant)  
1452,grueling,VBG,"  녹초로 만드는, 엄한      2.    [명사]  [영] 엄벌, 혼냄; 봉변, 타격  "
1453,grunting,VBG,Not verb
1454,gruntling,VBG,Not verb
1455,guarding,VBG,"  지키다, 보호하다, 경비를 보다      4.    "
1456,guessing,VBG,  추측[짐작]하다      2.    
1457,guesting,VBG,  (방송 프로콘서트경기 등에) 게스트로 참여하다  
1458,Guestling,VBG,Not verb
1459,guestling,VBG,Not verb
1460,guising,VBG,Not verb
1461,gulleting,VBG,Not verb
1462,gulping,VBG,Not verb
1463,gumdigging,VBG,Not verb
1464,gummaking,VBG,Not verb
1465,gumming,VBG,Not verb
1466,gunmaking,VBG,Not verb
1467,gunning,VBG,Not verb
1468,gunrunning,VBG,Not verb
1469,gunsmithing,VBG,Not verb
1470,gunstocking,VBG,Not verb
1471,gurgling,VBG,"  콸콸[졸졸] 흐르는, 목구멍을 울리는 소리로 말하는.  "
1472,gushing,VBG,[못마땅함]  (열의·칭찬·감정을 과장되게) 마구 쏟아 내는  
1473,gutling,VBG,Not verb
1474,guttering,VBG,Not verb
1475,gutterling,VBG,Not verb
1476,gytling,VBG,Not verb
1477,hacking,VBG,Not verb
1478,hading,VBG,Not verb
1479,haircutting,VBG,  조발[이발]의  
1480,hairdressing,VBG,  이발[조발]용의  
1481,hairsplitting,VBG,Not verb
1482,hairspring,VBG,Not verb
1483,halfling,VBG,  미성년의  
1484,halling,VBG,Not verb
1485,halting,VBG,"  자꾸 끊어지는[중단되는], 멈칫거리는 (=hesitant)  "
1486,hammering,VBG,Not verb
1487,hamstring,VBG,  방해하다  
1488,handfasting,VBG,Not verb
1489,handgriping,VBG,Not verb
1490,handhaving,VBG,Not verb
1491,handling,VBG,Not verb
1492,handrailing,VBG,Not verb
1493,handreading,VBG,Not verb
1494,handshaking,VBG,Not verb
1495,handspring,VBG,Not verb
1496,handwriting,VBG,Not verb
1497,hanging,VBG,Not verb
1498,hankering,VBG,Not verb
1499,happening,VBG,[비격식]  (장소가) 신나는[멋진]  
1500,happing,VBG,Not verb
1501,hardening,VBG,Not verb
1502,hardstanding,VBG,Not verb
1503,harling,VBG,Not verb
1504,harpwaytuning,VBG,Not verb
1505,harrowing,VBG,"  끔찍한, 참혹한  "
1506,hatching,VBG,Not verb
1507,hatchling,VBG,Not verb
1508,hatmaking,VBG,Not verb
1509,hatting,VBG,Not verb
1510,haunching,VBG,Not verb
1511,hawking,VBG,Not verb
1512,haymaking,VBG,Not verb
1513,hazing,VBG,Not verb
1514,heading,VBG,Not verb
1515,headlighting,VBG,Not verb
1516,headring,VBG,Not verb
1517,headspring,VBG,Not verb
1518,headworking,VBG,Not verb
1519,healing,VBG,Not verb
1520,hearing,VBG,Not verb
1521,heartaching,VBG,Not verb
1522,heartbreaking,VBG,  a heartbreaking story      가슴 아픈 이야기  
1523,heartburning,VBG,Not verb
1524,heartening,VBG,  It is heartening to see the determination of these young people.      이 젊은 사람들의 각오를 보니 힘이 난다.  
1525,hearthwarming,VBG,  마음이 따뜻해지는  
1526,hearting,VBG,Not verb
1527,heartling,VBG,Not verb
1528,heartsickening,VBG,"  슬픔에 잠기게 하는, 상심하게 하는.  "
1529,heartstring,VBG,Not verb
1530,heating,VBG,Not verb
1531,heatmaking,VBG,Not verb
1532,heaving,VBG,  (~이) 가득한  
1533,hedgemaking,VBG,Not verb
1534,hedging,VBG,Not verb
1535,heelmaking,VBG,Not verb
1536,heling,VBG,Not verb
1537,helioengraving,VBG,Not verb
1538,helmetmaking,VBG,Not verb
1539,helping,VBG,Not verb
1540,hempstring,VBG,Not verb
1541,herding,VBG,Not verb
1542,hereniging,VBG,Not verb
1543,herling,VBG,Not verb
1544,herring,VBG,Not verb
1545,hesitating,VBG,"  주저하는, 머뭇거리는, 망설이는; 말을 더듬거리는.  "
1546,hething,VBG,Not verb
1547,hideling,VBG,Not verb
1548,hidling,VBG,Not verb
1549,highfaluting,VBG,Not verb
1550,highflying,VBG,Not verb
1551,highliving,VBG,Not verb
1552,hilding,VBG,Not verb
1553,hing,VBG,Not verb
1554,hipping,VBG,Not verb
1555,hireling,VBG,Not verb
1556,hissing,VBG,  쉿쉿 하는  
1557,hoarding,VBG,Not verb
1558,hobbling,VBG,Not verb
1559,hodening,VBG,Not verb
1560,hogling,VBG,Not verb
1561,hoisting,VBG,Not verb
1562,holding,VBG,Not verb
1563,holidaymaking,VBG,Not verb
1564,holing,VBG,Not verb
1565,homecrofting,VBG,Not verb
1566,homekeeping,VBG,"  집 안에 틀어박히기를 좋아하는, 집 안에만 있는  "
1567,homeling,VBG,Not verb
1568,homemaking,VBG,  가사의  
1569,hookmaking,VBG,Not verb
1570,hooping,VBG,Not verb
1571,horning,VBG,Not verb
1572,horrormongering,VBG,Not verb
1573,horsing,VBG,"  (암말이) 암내난, 발정한, 교미기의.  "
1574,hosting,VBG,Not verb
1575,hounding,VBG,Not verb
1576,houseboating,VBG,Not verb
1577,housebreaking,VBG,Not verb
1578,housebuilding,VBG,Not verb
1579,householding,VBG,Not verb
1580,housekeeping,VBG,Not verb
1581,houseling,VBG,Not verb
1582,housemaiding,VBG,Not verb
1583,housemating,VBG,Not verb
1584,housewarming,VBG,Not verb
1585,hovering,VBG,Not verb
1586,howling,VBG,Not verb
1587,hubmaking,VBG,Not verb
1588,huddling,VBG,  (보통 춥거나 무서워서) 옹송그리며 모이다      2.    
1589,hugging,VBG,  (사람을) 껴안다[포옹하다] (=embrace)      2.    
1590,hulking,VBG,  (흔히 불안감을 줄 정도로) 거대한  
1591,humiliating,VBG,  a humiliating defeat      굴욕스러운 패배  
1592,humming,VBG,Not verb
1593,hunting,VBG,Not verb
1594,hurling,VBG,Not verb
1595,hurting,VBG,"  [미·속어] 비참한, 아주 곤궁한, (…에) 굶주린 ((for))  "
1596,hushing,VBG,Not verb
1597,husking,VBG,Not verb
1598,husting,VBG,Not verb
1599,huttoning,VBG,Not verb
1600,hydroforming,VBG,Not verb
1601,hying,VBG,HIE의 현재분사  
1602,hyperspiritualizing,VBG,Not verb
1603,icing,VBG,Not verb
1604,illuminating,VBG,"  이해를 돕는, 분명하게 하는  "
1605,impending,VBG,"  곧 닥칠, 임박한 (=imminent)  "
1606,impling,VBG,Not verb
1607,imploring,VBG,  She gave him an imploring look.      그녀가 그에게 애원하는 눈길을 보냈다.  
1608,imposing,VBG,"  인상적인, 눈길을 끄는  "
1609,improving,VBG,"  개량[개선]하는, 유익한, 도움이 되는  "
1610,inbeaming,VBG,Not verb
1611,inbearing,VBG,Not verb
1612,inbeing,VBG,Not verb
1613,inbending,VBG,"[흔히 못마땅함]  (의견·결정 등을) 굽히지 않는, 고집스러운 (=inflexible)  "
1614,inblowing,VBG,Not verb
1615,inbreaking,VBG,Not verb
1616,inburning,VBG,Not verb
1617,incalving,VBG,Not verb
1618,incohering,VBG,Not verb
1619,incoming,VBG,Not verb
1620,inconcluding,VBG,Not verb
1621,inconcurring,VBG,Not verb
1622,incorresponding,VBG,Not verb
1623,increasing,VBG,Not verb
1624,incrossing,VBG,Not verb
1625,incutting,VBG,Not verb
1626,indexing,VBG,Not verb
1627,indiscriminating,VBG,"  무차별의, 무분별의  "
1628,indrawing,VBG,Not verb
1629,indulging,VBG,  (특히 좋지 않다고 여겨지는 것을) 마음껏 하다      2.    
1630,inerring,VBG,"  틀림없는, 항상 정확한 (=unfailing)  "
1631,inexacting,VBG,Not verb
1632,infalling,VBG,Not verb
1633,infighting,VBG,Not verb
1634,infilling,VBG,Not verb
1635,inflaming,VBG,  흥분[격앙/격분]시키다      2.    
1636,inflowering,VBG,Not verb
1637,infolding,VBG,Not verb
1638,ing,VBG,Not verb
1639,ingathering,VBG,Not verb
1640,ingiving,VBG,Not verb
1641,ingoing,VBG,Not verb
1642,ingratiating,VBG,[못마땅함]  환심을 사려는  
1643,inkling,VBG,Not verb
1644,inkmaking,VBG,Not verb
1645,inkslinging,VBG,Not verb
1646,inlaying,VBG,Not verb
1647,inlying,VBG,  안쪽[내부]의  
1648,inning,VBG,Not verb
1649,inoffending,VBG,Not verb
1650,inquiring,VBG,Not verb
1651,inring,VBG,Not verb
1652,inrunning,VBG,Not verb
1653,inshining,VBG,Not verb
1654,insinking,VBG,Not verb
1655,insinuating,VBG,Not verb
1656,inspiring,VBG,"  (…하도록) 고무[격려/자극]하는 (→awe-inspiring), (↔uninspiring)  "
1657,inspiriting,VBG,"  기운을 북돋우는, 고무적인  "
1658,instanding,VBG,Not verb
1659,instealing,VBG,Not verb
1660,instreaming,VBG,Not verb
1661,insulating,VBG,  절연[단열/방음]을 위한  
1662,insulting,VBG,  모욕적인  
1663,inswarming,VBG,Not verb
1664,insweeping,VBG,Not verb
1665,inswing,VBG,Not verb
1666,intending,VBG,"  미래의, 지망하는  "
1667,interbonding,VBG,Not verb
1668,interbring,VBG,"  (포로정치범을) 억류하다 (→internee)      2.    [명사]  인턴, 수련의 (→house officer)      3.    [명사]  인턴사원 (→internship)  "
1669,intercepting,VBG,Not verb
1670,intercooling,VBG,Not verb
1671,interesting,VBG,"  (특별하거나 신나거나 특이해서) 재미있는, 흥미로운  "
1672,interfering,VBG,"[못마땅함]  간섭하는, 참견하기 좋아하는  "
1673,interflashing,VBG,Not verb
1674,intergenerating,VBG,Not verb
1675,interlying,VBG,Not verb
1676,intermeddling,VBG,Not verb
1677,intermitting,VBG,Not verb
1678,interpilastering,VBG,Not verb
1679,interplanting,VBG,Not verb
1680,interposing,VBG,"  (대화 중에 질문·발언을) 덧붙이다, 끼어들다      2.    "
1681,interrupting,VBG,  (말·행동을) 방해하다[중단시키다/가로막다]      2.    
1682,intershifting,VBG,Not verb
1683,interthing,VBG,  시험관이나 tube를 조심스럽게 뒤집으며 섞는 기법  
1684,interthronging,VBG,Not verb
1685,intertrading,VBG,Not verb
1686,intertwining,VBG,Not verb
1687,interweaving,VBG,  (실·털실 등을) 섞어 짜다[넣다]  
1688,intolerating,VBG,Not verb
1689,intoxicating,VBG,Not verb
1690,intriguing,VBG,  (특이하거나 분명한 해답이 없어서) 아주 흥미로운  
1691,intruding,VBG,  (남이 원치 않거나 가서는 안 될 곳에) 자기 마음대로 가다[침범하다]      2.    
1692,inturning,VBG,"  (포로정치범을) 억류하다 (→internee)      2.    [명사]  인턴, 수련의 (→house officer)      3.    [명사]  인턴사원 (→internship)  "
1693,investigating,VBG,"  (상황·사건·범죄 등에 대해) 수사[조사]하다, 살피다      2.    "
1694,invigorating,VBG,  an invigorating walk / shower      활기를 북돋워 주는 산책/샤워  
1695,inviting,VBG,"  유혹[매력]적인, 솔깃한 (=attractive)  "
1696,inwandering,VBG,Not verb
1697,ironmaking,VBG,Not verb
1698,ironmongering,VBG,Not verb
1699,ironworking,VBG,Not verb
1700,irritating,VBG,  I found her extremely irritating  나는 그녀가 몹시 거슬렸다.  
1701,issuing,VBG,  발표[공표]하다      4.    
1702,itching,VBG,"  [A] 가려운, …하고 싶어 못 견디는  "
1703,iteming,VBG,Not verb
1704,jabbering,VBG,[못마땅함]  (흥분해서 알아듣기 힘들게) 지껄이다 (=gabble)  
1705,jacketing,VBG,Not verb
1706,jackpudding,VBG,Not verb
1707,jailering,VBG,  투옥[수감]하다 (=imprison)  
1708,japing,VBG,Not verb
1709,jarring,VBG,"  삐걱거리는, 귀[신경]에 거슬리는; <색이> 조화되지 않은; 알력의  "
1710,jawbreaking,VBG,[구어]  발음하기 어려운  
1711,jedding,VBG,Not verb
1712,jeering,VBG,"  야유[조롱]하다 (=taunt)      2.    [명사]  야유, 조롱 (=taunt)  "
1713,jenneting,VBG,Not verb
1714,jeweling,VBG,Not verb
1715,jing,VBG,Not verb
1716,jingling,VBG,  (듣기 좋게) 딸랑[짤랑/댕그랑]거리다  
1717,jobbing,VBG,"[英]  (고정된 직장이 없이 이 사람 저 사람을 위해) 여러 가지 일을 하는, 임시직의  "
1718,joining,VBG,Not verb
1719,jointing,VBG,Not verb
1720,joisting,VBG,Not verb
1721,jolting,VBG,  갑자기 거칠게[덜컥거리며] 움직이다[움직이게 하다] (=jerk)      2.    
1722,jotting,VBG,Not verb
1723,journeying,VBG,[격식 또는 문예체]  (특히 장거리를) 여행[이동]하다  
1724,juggling,VBG,"  요술을 부리다, 곡예를 하다, 저글링하다  "
1725,junketing,VBG,Not verb
1726,junking,VBG,  폐물로 처분하다  
1727,juring,VBG,Not verb
1728,justifying,VBG,  옳음[타당함]을 보여 주다      2.    
1729,jutting,VBG,  튀어나온  
1730,keckling,VBG,"  (공적인 회의에서 발표자를) 방해하다, 야유를 퍼붓다 (=barrack)  "
1731,keeling,VBG,"  뒤집히다, 전복되다; 뒤집다, 전복시키다 (=capsize)  "
1732,keepering,VBG,Not verb
1733,keeping,VBG,Not verb
1734,kenning,VBG,Not verb
1735,ketting,VBG,Not verb
1736,kettlemaking,VBG,Not verb
1737,kicking,VBG,"[비격식]  활기찬, 신나는      2.    [명사]  (특히 바닥에 누워 있는 사람을) 마구 차기  "
1738,kidling,VBG,Not verb
1739,killing,VBG,  기진맥진하게 만드는 (=exhausting)  
1740,kilting,VBG,  기진맥진하게 만드는 (=exhausting)  
1741,kindergartening,VBG,Not verb
1742,kindling,VBG,Not verb
1743,kingling,VBG,Not verb
1744,kingmaking,VBG,Not verb
1745,kirking,VBG,Not verb
1746,kissing,VBG,  키스하는  
1747,kiteflying,VBG,Not verb
1748,kitling,VBG,Not verb
1749,knapsacking,VBG,Not verb
1750,kneading,VBG,Not verb
1751,kneeling,VBG,  무릎을 꿇다  
1752,knightling,VBG,Not verb
1753,knitting,VBG,Not verb
1754,knocking,VBG,Not verb
1755,knotting,VBG,Not verb
1756,knowing,VBG,  (비밀로 되어 있는 일을) 다 안다는 듯한 (→unknowing)  
1757,knowledging,VBG,Not verb
1758,knuckling,VBG,Not verb
1759,knurling,VBG,Not verb
1760,laboring,VBG,Not verb
1761,laborsaving,VBG,  노동 절약의  
1762,lacemaking,VBG,Not verb
1763,lacewing,VBG,Not verb
1764,lacing,VBG,Not verb
1765,lacquering,VBG,  래커 칠을 하다      4.    
1766,laddering,VBG,Not verb
1767,lading,VBG,Not verb
1768,ladyling,VBG,Not verb
1769,lagging,VBG,Not verb
1770,laking,VBG,Not verb
1771,lalling,VBG,Not verb
1772,lambling,VBG,Not verb
1773,lamenting,VBG,"[격식]  애통[한탄/통탄]하다 (=bemoan, bewail)      2.    [명사][격식]  애도; 애가, 비가  "
1774,lamping,VBG,Not verb
1775,lampmaking,VBG,Not verb
1776,landholding,VBG,Not verb
1777,landing,VBG,Not verb
1778,landlouping,VBG,Not verb
1779,landlubbing,VBG,Not verb
1780,landowning,VBG,  the great landowning families      많은 토지를 소유한[대지주] 가문들  
1781,Landsting,VBG,Not verb
1782,languishing,VBG,Not verb
1783,lapping,VBG,Not verb
1784,lapsing,VBG,  소멸되다      4.    
1785,lapwing,VBG,Not verb
1786,larking,VBG,Not verb
1787,larkling,VBG,Not verb
1788,laryngeating,VBG,Not verb
1789,lasting,VBG,"  영속적인, 지속적인 (→long-lasting), (=durable)  "
1790,lastspring,VBG,Not verb
1791,latching,VBG,Not verb
1792,latchstring,VBG,Not verb
1793,lathing,VBG,Not verb
1794,latticing,VBG,Not verb
1795,laughing,VBG,  재미있어[즐거워] 하는  
1796,lavishing,VBG,  기가 막히게 아름다운 (=gorgeous)  
1797,lawbreaking,VBG,Not verb
1798,lawgiving,VBG,Not verb
1799,lawing,VBG,Not verb
1800,lawmaking,VBG,Not verb
1801,lawsuiting,VBG,Not verb
1802,lawyerling,VBG,Not verb
1803,laying,VBG,Not verb
1804,leading,VBG,Not verb
1805,leaning,VBG,Not verb
