,original,antonyms
0,Secession,agreement
1,Secession,closing
0,Sedan,
1,Sedan,
0,Seltzer,
1,Seltzer,
0,Semitic,
1,Semitic,
0,Septentrion,southern
1,Septentrion,
0,Septuagint,
1,Septuagint,
0,Sere,
1,Sere,
0,Serer,
1,Serer,
0,Sergeant,
1,Sergeant,
0,Serpent,
1,Serpent,
0,Shadow,brightness
1,Shadow,light
0,Shaker,foot
1,Shaker,
0,Sham,authentic
1,Sham,genuine
0,Shanghai,free
1,Shanghai,give
0,Shape,difference
1,Shape,reality
0,Shatter,aid
1,Shatter,assist
0,Sherpa,
1,Sherpa,
0,Shiraz,
1,Shiraz,
0,Shrine,
1,Shrine,
0,Shrove,blame
1,Shrove,censure
0,Shylock,
1,Shylock,
0,Siberian,hot
1,Siberian,mild
0,Sida,
1,Sida,
0,Sierra,depression
1,Sierra,crevasse
0,Sir,madam
1,Sir,
0,Sirius,
1,Sirius,
0,Sis,enemy
1,Sis,foe
0,Skip,stand
1,Skip,stay
0,Slave,
1,Slave,
0,Snow,
1,Snow,
0,Snowball,decrease
1,Snowball,lessen
0,Socratic,disinterested
1,Socratic,incurious
0,Socratism,
1,Socratism,
0,Sol,darkness
1,Sol,sunset
0,Solarium,
1,Solarium,
0,Solon,ignoramus
1,Solon,amateur
0,Son,daughter
1,Son,
0,Sonny,girl
1,Sonny,
0,Soot,
1,Soot,
0,Sophist,
1,Sophist,
0,Sorghum,
1,Sorghum,
0,Sorrel,
1,Sorrel,
0,Sothis,
1,Sothis,
0,South,right
1,South,
0,Space,extreme
1,Space,limitation
0,Spar,agree
1,Spar,
0,Spartan,complex
1,Spartan,complicated
0,Spartanism,blandness
1,Spartanism,calmness
0,Spike,detach
1,Spike,loosen
0,Spy,
1,Spy,
0,Stagger,carry on
1,Stagger,continue
0,Stalinist,capitalist
1,Stalinist,conservative
0,Star,auxiliary
1,Star,extra
0,State,
1,State,
0,Statehouse,
1,Statehouse,
0,Stein,
1,Stein,
0,Stentor,
1,Stentor,
0,Sterling,bad
1,Sterling,inferior
0,Stern,easy
1,Stern,flexible
0,Stoic,caring
1,Stoic,concerned
0,Stoicism,
1,Stoicism,
0,Stone,
1,Stone,
0,Stradivarius,
1,Stradivarius,
0,Stygian,bright
1,Stygian,cheerful
0,Sue,absolve
1,Sue,deny
0,Sunday,
1,Sunday,
0,Sung,
1,Sung,
0,Swab,dirty
1,Swab,
0,Swat,lose
1,Swat,surrender
0,Sybarite,puritan
1,Sybarite,
0,Sybaritic,
1,Sybaritic,
0,Sylvan,
1,Sylvan,
0,T,
1,T,
0,Tab,
1,Tab,
0,Tabby,
1,Tabby,
0,Tabloid,
1,Tabloid,
0,Tabriz,
1,Tabriz,
0,Tad,adult
1,Tad,adolescent
0,Tal,be quiet
1,Tal,be silent
0,Talmudist,
1,Talmudist,
0,Tame,harsh
1,Tame,rough
0,Tang,apathy
1,Tang,blandness
0,Tangerine,
1,Tangerine,
0,Tangier,blah
1,Tangier,bland
0,Tape,
1,Tape,
0,Tarmac,
1,Tarmac,
0,Tartan,
1,Tartan,
0,Tass,
1,Tass,
0,Tat,untwine
1,Tat,untwist
0,Taurus,
1,Taurus,
0,Tech,
1,Tech,
0,Teddy,
1,Teddy,
0,Teletype,
1,Teletype,
0,Templar,enemy
1,Templar,
0,Termagant,calm
1,Termagant,compliant
0,Therapeutic,harmful
1,Therapeutic,hurting
0,Thespian,
1,Thespian,
0,Think,disbelieve
1,Think,doubt
0,Thoroughbred,
1,Thoroughbred,mixed
0,Thymus,
1,Thymus,
0,Ting,
1,Ting,
0,Titan,
1,Titan,
0,Titanic,
1,Titanic,
0,Titian,
1,Titian,
0,Toby,
1,Toby,
0,Toledo,
1,Toledo,
0,Tolerant,conservative
1,Tolerant,intolerant
0,Tom,
1,Tom,
0,Tony,
1,Tony,
0,Tor,bottom
1,Tor,decline
0,Toriest,incautious
1,Toriest,changeable
0,Tory,incautious
1,Tory,changeable
0,Toryism,cause
1,Toryism,question
0,transcriber,
1,transcriber,
0,Trey,
1,Trey,
0,Trinitarian,
1,Trinitarian,
0,Trinity,
1,Trinity,
0,Trio,
1,Trio,
0,Triumph,sadness
1,Triumph,sorrow
0,Troglodytes,extrovert
1,Troglodytes,
0,Trojan,afraid
1,Trojan,cautious
0,Troy,
1,Troy,
0,Turbo,
1,Turbo,
0,Turkey,brain
1,Turkey,genius
0,turkey,brain
1,turkey,genius
0,Tush,
1,Tush,
0,Umbra,being
1,Umbra,reality
0,Uranus,
1,Uranus,
0,Urban,country
1,Urban,rural
0,Utopia,hell
1,Utopia,
0,V,
1,V,
0,Valentine,
1,Valentine,
0,Van,
1,Van,
0,Vandal,
1,Vandal,
0,Vandyke,
1,Vandyke,
0,Vatican,
1,Vatican,
0,Vend,buy
1,Vend,
0,Venus,frump
1,Venus,schlump
0,Vesta,
1,Vesta,
0,Vestas,
1,Vestas,
0,Vice,chastity
1,Vice,cleanness
0,Victor,loser
1,Victor,
0,Victoria,player
1,Victoria,pupil
0,Victorian,
1,Victorian,
0,Victrola,
1,Victrola,
0,victrola,
1,victrola,
0,Vip,nobody
1,Vip,nonentity
0,Virgo,
1,Virgo,
0,Vote,
1,Vote,
0,Vulgate,
1,Vulgate,
0,Wade,avoid
1,Wade,be lazy
0,Warden,prisoner
1,Warden,
0,Wasat,aid
1,Wasat,delight
0,Washington,inferiority
1,Washington,opposition
0,Waterloo,rise
1,Waterloo,success
0,Wave,line
1,Wave,
0,Wealthy,destitute
1,Wealthy,poor
0,Wend,stay
1,Wend,
0,Whit,lot
1,Whit,whole
0,Will,dislike
1,Will,hate
0,Willy,advantage
1,Willy,belief
0,Win,defeat
1,Win,failure
0,Wind,calm
1,Wind,
0,Windbreaker,
1,Windbreaker,
0,Winnebago,
1,Winnebago,
0,Wirephoto,
1,Wirephoto,
0,Wolf,nibble
1,Wolf,open
0,Woody,
1,Woody,
0,Wren,
1,Wren,
0,X,known
1,X,named
0,x,known
1,x,named
0,xanthous,
1,xanthous,
0,xenogenetic,acquired
1,xenogenetic,
0,xenophobe,
1,xenophobe,
0,xenophobia,democracy
1,xenophobia,socialism
0,xerophagia,
1,xerophagia,
0,xerophagy,
1,xerophagy,
0,Xmas,
1,Xmas,
0,xylophone,
1,xylophone,
0,xylose,
1,xylose,
0,Y,
1,Y,
0,y,
1,y,
0,Yahoo,
1,Yahoo,
0,Yahweh,
1,Yahweh,
0,yank,fix
1,yank,put in
0,ye,disagreed
1,ye,
0,yea,
1,yea,
0,yearbook,
1,yearbook,
0,yell,seriousness
1,yell,
0,yuck,
1,yuck,
0,yurt,
1,yurt,
0,zany,serious
1,zany,
0,zenana,
1,zenana,
0,zenith,base
1,zenith,bottom
0,zenithal,
1,zenithal,
0,Zeppelin,
1,Zeppelin,
0,zeppelin,
1,zeppelin,
0,ziggurat,
1,ziggurat,
0,zinc,
1,zinc,
0,Zion,hell
1,Zion,misery
0,Zipper,
1,Zipper,
0,zipper,
1,zipper,
0,Zips,inactivity
1,Zips,lethargy
0,zizz,
1,zizz,
0,zodiac,
1,zodiac,
0,zoetic,dead
1,zoetic,deceased
0,zombie,
1,zombie,
0,zoo,
1,zoo,
0,zoological,gentle
1,zoological,mild
