,original,antonyms
1,commentator,
0,commerce,unemployment
1,commerce,
0,commercialism,
1,commercialism,
0,commie,capitalist
1,commie,conservative
0,comminate,
1,comminate,
0,commination,compliment
1,commination,praise
0,comminatory,
1,comminatory,
0,commingle,disjoin
1,commingle,divide
0,comminute,put together
1,comminute,
0,commiserate,
1,commiserate,turn away
0,commission,
1,commission,
0,commissioner,
1,commissioner,
0,commit,abstain
1,commit,fail
0,commitment,break
1,commitment,breach
0,committee,
1,committee,
0,commix,disconnect
1,commix,divide
0,commixture,division
1,commixture,separation
0,commode,
1,commode,
0,commodity,
1,commodity,
0,commonage,
1,commonage,
0,commonality,
1,commonality,
0,commonalty,
1,commonalty,
0,commoner,
1,commoner,
0,commonition,heedlessness
1,commonition,imprudence
0,commonplace,abnormal
1,commonplace,different
0,commonwealth,
1,commonwealth,
0,commorancy,office
1,commorancy,
0,commotion,calm
1,commotion,calmness
0,commove,bore
1,commove,calm
0,commune,
1,commune,
0,communicability,sanitation
1,communicability,sterility
0,communicate,conceal
1,communicate,hide
0,communication,quiet
1,communication,denial
0,communicative,quiet
1,communicative,reserved
0,communicator,
1,communicator,
0,communion,unfriendliness
1,communion,antagonism
0,communique,quiet
1,communique,
0,communism,capitalism
1,communism,democracy
0,community,disagreement
1,community,dissimilarity
0,commutation,
1,commutation,
0,commute,increase
1,commute,keep
0,commuter,
1,commuter,
0,commutuality,
1,commutuality,
0,compact,empty
1,compact,loose
0,compactor,
1,compactor,
0,companion,antagonist
1,companion,enemy
0,companionability,gloom
1,companionability,bad blood
0,companionate,
1,companionate,
0,companionless,
1,companionless,
0,companionship,discord
1,companionship,divorce
0,companionway,
1,companionway,
0,company,individual
1,company,
0,comparability,difference
1,comparability,disconnection
0,comparableness,difference
1,comparableness,disagreement
0,comparison,difference
1,comparison,disconnection
0,compartment,whole
1,compartment,
0,compass,freedom
1,compass,infinity
0,compassion,animosity
1,compassion,cruelty
0,compassionate,cold
1,compassionate,cool
0,compassionless,
1,compassionless,
0,compatibility,disagreement
1,compatibility,discord
0,compeer,antagonist
1,compeer,enemy
0,compel,dissuade
1,compel,discourage
0,compellation,
1,compellation,
0,compendium,
1,compendium,
0,compensate,lose
1,compensate,penalize
0,compensative,
1,compensative,
0,compensatory,
1,compensatory,
0,competence,ignorance
1,competence,impotence
0,competency,inability
1,competency,incapability
0,competent,impotent
1,competent,incapable
0,competition,peace
1,competition,accord
0,competitor,ally
1,competitor,associate
0,compilation,
1,compilation,
0,compiler,
1,compiler,
0,complacence,humility
1,complacence,modesty
0,complacency,
1,complacency,
0,complainer,
1,complainer,
0,complaint,acceptance
1,complaint,approval
0,complaisance,disagreement
1,complaisance,dishonor
0,complaisant,antagonistic
1,complaisant,disagreeable
0,complanate,upright
1,complanate,rough
0,complect,straighten
1,complect,untwist
0,complemental,
1,complemental,
0,completeness,incompleteness
1,completeness,
0,completion,beginning
1,completion,commencement
0,complexion,white
1,complexion,
0,complexity,clarity
1,complexity,directness
0,compliance,difference
1,compliance,disagreement
0,compliancy,disagreement
1,compliancy,disobedience
0,compliant,inflexible
1,compliant,obstinate
0,complicate,clear up
1,complicate,enlighten
0,complication,advantage
1,complication,calm
0,complicity,ignorance
1,complicity,innocence
0,compliment,blame
1,compliment,censure
0,complot,ignorance
1,complot,innocence
0,comply,disobey
1,comply,dissuade
0,component,additional
1,component,extra
0,comport,disagree
1,comport,
0,comportment,
1,comportment,
0,compose,break
1,compose,demolish
0,composer,
1,composer,
0,composition,disproportion
1,composition,imbalance
0,compost,
1,compost,
0,composure,agitation
1,composure,disagreement
0,compotation,
1,compotation,
0,compound,division
1,compound,separation
0,comprehend,disregard
1,comprehend,misunderstand
0,comprehensibility,inaccuracy
1,comprehensibility,unintelligibility
0,comprehension,ignorance
1,comprehension,inability
0,compress,amplify
1,compress,enlarge
0,comprisal,exclusion
1,comprisal,subtraction
0,comprise,abandon
1,comprise,destroy
0,compromise,denial
1,compromise,disagreement
0,compromiser,
1,compromiser,
0,comptroller,
1,comptroller,
0,compulsatory,inessential
1,compulsatory,optional
0,compulsion,free will
1,compulsion,freedom
0,compulsory,inessential
1,compulsory,optional
0,compunction,disdain
1,compunction,happiness
0,compurgation,
1,compurgation,
0,compurgator,
1,compurgator,
0,computation,conjecture
1,computation,guesstimation
0,compute,estimate
1,compute,guess
0,computer,
1,computer,
0,comrade,enemy
1,comrade,foe
0,comradeship,
1,comradeship,
0,con,
1,con,
0,conation,idleness
1,conation,inactivity
0,conatus,
1,conatus,
0,concatenate,disconnect
1,concatenate,disjoin
0,concatenation,interruption
1,concatenation,
0,concavity,
1,concavity,
0,conceal,disregard
1,conceal,ignore
0,concealment,disclosure
1,concealment,divulgence
0,concede,defend
1,concede,deny
0,conceit,humility
1,conceit,modesty
0,conceity,diffident
1,conceity,humble
0,conceivability,certainty
1,conceivability,unlikelihood
0,concenter,divide
1,concenter,separate
0,concentrate,confuse
1,concentrate,unsettle
0,concentration,division
1,concentration,parting
0,concentus,disagreement
1,concentus,discord
0,concept,concrete
1,concept,proof
0,conception,concrete
1,conception,fact
0,conceptualization,concrete
1,conceptualization,proof
0,concern,calmness
1,concern,disregard
0,concernment,
1,concernment,
0,concert,disagreement
1,concert,disharmony
0,concerto,silence
1,concerto,
0,concession,disagreement
1,concession,denial
0,conch,
1,conch,
0,concierge,
1,concierge,
0,conciliate,incite
1,conciliate,irritate
0,conciliator,
1,conciliator,
0,concinnity,disagreement
1,concinnity,discord
0,concise,lengthy
1,concise,long-winded
0,concision,lengthiness
1,concision,longevity
0,conclude,begin
1,conclude,commence
0,concoct,demolish
1,concoct,destroy
0,concoction,
1,concoction,
0,concomitance,aloneness
1,concomitance,antagonism
0,concomitant,accidental
1,concomitant,chance
0,concord,agitation
1,concord,disagreement
0,concordance,disagreement
1,concordance,discord
0,concourse,
1,concourse,
0,concrete,general
1,concrete,indefinite
0,concretion,division
1,concretion,separation
0,concubine,
1,concubine,
0,concupiscence,
1,concupiscence,
0,concupiscent,
1,concupiscent,
0,concur,clash
1,concur,disagree
0,concurrence,
1,concurrence,
0,concurrency,inability
1,concurrency,inadequacy
0,concurrent,disagreeing
1,concurrent,divergent
0,concursion,
1,concursion,
0,concuss,calm
1,concuss,lull
0,concussion,help
1,concussion,
0,condemn,approve
1,condemn,compliment
0,condemnable,
1,condemnable,
0,condemnation,approval
1,condemnation,compliment
0,condemnatory,complimentary
1,condemnatory,encouraging
0,condensate,dryness
1,condensate,
0,condensation,dispersal
1,condensation,enlargement
0,condense,extend
1,condense,increase
0,condescendence,
1,condescendence,
0,condescension,humility
1,condescension,friendliness
0,condign,immoral
1,condign,inadequate
0,condition,
1,condition,
0,conditioner,
1,conditioner,
0,condolatory,
1,condolatory,
0,condolement,
1,condolement,
0,condolence,
1,condolence,
0,condoler,
1,condoler,
0,condominium,
1,condominium,
0,condonance,
1,condonance,
0,condonation,
1,condonation,
0,condone,attend
1,condone,deny
0,conduce,block
1,conduce,decrease
0,conduct,mismanagement
1,conduct,disorganization
0,conductance,quiet
1,conductance,
0,conduction,
1,conduction,
0,conductivity,lack
1,conductivity,peace
0,conductor,employee
1,conductor,
0,conduit,
1,conduit,
0,cone,
1,cone,
0,coner,confident
1,coner,favorable
0,confab,listening
1,confab,quiet
0,confabulate,be quiet
1,confabulate,listen
0,confabulation,listening
1,confabulation,quiet
0,confabulator,
1,confabulator,
0,confabulatory,
1,confabulatory,
0,confection,
1,confection,
0,confectionery,
1,confectionery,
0,confederacy,disagreement
1,confederacy,divorce
0,confederate,
1,confederate,
0,confederation,antagonism
1,confederation,disassociation
0,conference,silence
1,conference,quiet
0,conferment,
1,conferment,
0,conferrer,antagonist
1,conferrer,opponent
0,confess,conceal
1,confess,contradict
0,confessor,
1,confessor,
0,confide,conceal
1,confide,deny
0,confidence,doubt
1,confidence,fear
0,confidentiality,
1,confidentiality,
0,configuration,disarrangement
1,configuration,
0,configure,destroy
1,configure,disarrange
0,confine,free
1,confine,let go
0,confinement,freedom
1,confinement,liberation
0,confirm,confuse
1,confirm,contradict
0,confirmation,denial
1,confirmation,disagreement
0,confirmative,dissenting
1,confirmative,negative
0,confirmatory,dissenting
1,confirmatory,negative
0,confiscate,give
1,confiscate,offer
0,confiscation,
1,confiscation,
0,confiture,
1,confiture,
0,conflagrate,extinguish
1,conflagrate,freeze
0,conflagration,
1,conflagration,
0,conflate,divide
1,conflate,separate
0,conflation,
1,conflation,
0,conflict,peace
1,conflict,truce
0,confluence,division
1,confluence,separation
0,confluent,
1,confluent,
0,conform,deny
1,conform,disagree
0,conformability,
1,conformability,
0,conformance,denial
1,conformance,difference
0,conformant,improper
1,conformant,inapplicable
0,conformation,
1,conformation,
0,conformist,
1,conformist,
0,conformity,disagreement
1,conformity,resistance
0,confound,bore
1,confound,calm
0,confront,avoid
1,confront,dodge
0,confrontation,agreement
1,confrontation,calm
0,confutation,accord
1,confutation,agreement
0,confute,agree
1,confute,allow
0,conga,
1,conga,
0,congeal,heat
1,congeal,liquefy
0,congelation,dispersal
1,congelation,separation
0,congener,
1,congener,
0,congeniality,aloofness
1,congeniality,coldness
0,congest,let go
1,congest,unblock
0,congestion,flood
1,congestion,flow
0,conglomerate,like
1,conglomerate,same
0,conglomeration,
1,conglomeration,
0,conglutination,individual
1,conglutination,one
0,congratulate,blame
1,congratulate,condemn
0,congratulation,criticism
1,congratulation,
0,congratulatory,
1,congratulatory,
0,congregant,agnostic
1,congregant,atheist
0,congregate,disperse
1,congregate,divide
0,congregation,division
1,congregation,separation
0,congress,division
1,congress,lawlessness
0,congressman,
1,congressman,
0,congresswoman,
1,congresswoman,
0,congruence,denial
1,congruence,difference
0,congruency,denial
1,congruency,difference
0,congruent,disagreeable
1,congruent,incongruent
0,congruity,difference
1,congruity,disagreement
0,conifer,
1,conifer,
0,conjoin,detach
1,conjoin,disconnect
0,conjoint,
1,conjoint,
0,conjugality,
1,conjugality,
0,conjugate,detach
1,conjugate,disconnect
0,conjugation,division
1,conjugation,separation
0,conjunction,antagonism
1,conjunction,disagreement
0,conjunctive,divided
1,conjunctive,separate
0,conjuncture,cessation
1,conjuncture,idleness
0,conjuration,ugliness
1,conjuration,repulsion
0,conjure,answer
1,conjure,command
0,conjurer,
1,conjurer,
0,conjury,reality
1,conjury,
0,conk,
1,conk,
0,connate,
1,connate,
0,connect,disconnect
1,connect,disjoin
0,connection,antagonist
1,connection,enemy
0,connective,
1,connective,
0,connectivity,detachment
1,connectivity,disconnectedness
0,connector,alienation
1,connector,animosity
0,conniption,peace
1,conniption,
0,connivance,
1,connivance,
0,conniver,
1,conniver,
0,connoisseur,ignoramus
1,connoisseur,
0,connotation,denotation
1,connotation,
0,connubiality,
1,connubiality,
0,conoid,
1,conoid,
0,conoidal,
1,conoidal,
0,conquer,give in
1,conquer,lose
0,conqueror,loser
1,conqueror,
0,conquistador,loser
1,conquistador,
0,consanguine,
1,consanguine,
0,consanguineal,
1,consanguineal,
0,consanguinity,
1,consanguinity,
0,conscience,immorality
1,conscience,
0,conscienceless,
1,conscienceless,
0,conscribe,avoid
1,conscribe,dodge
0,conscript,
1,conscript,
0,conscription,
1,conscription,
0,consecrate,condemn
1,consecrate,curse
0,consecration,apathy
1,consecration,condemnation
0,consecution,
1,consecution,
0,consent,denial
1,consent,disagreement
0,consentient,disagreeing
1,consentient,divergent
0,consequence,cause
1,consequence,origin
0,conservancy,
1,conservancy,
0,conservation,ignorance
1,conservation,neglect
0,conservationist,
1,conservationist,
0,conservatism,
1,conservatism,
0,conservator,
1,conservator,
0,conservatory,
1,conservatory,
0,conserve,hurt
1,conserve,ignore
0,conserver,left-winger
1,conserver,liberal
0,considerate,careless
1,considerate,disagreeable
0,consideration,disregard
1,consideration,ignorance
0,consignee,
1,consignee,
0,consigner,customer
1,consigner,buyer
0,consignment,holding
1,consignment,keeping
0,consistence,thinness
1,consistence,
0,consistency,
1,consistency,incongruity
0,consociate,enemy
1,consociate,foe
0,consociation,division
1,consociation,hindrance
0,consolation,disdain
1,consolation,indifference
0,console,upset
1,console,agitate
0,consoler,
1,consoler,
0,consolidate,decrease
1,consolidate,discourage
0,consolidation,division
1,consolidation,separation
0,consomme,
1,consomme,
0,consonance,disagreement
1,consonance,discord
0,consort,enemy
1,consort,foe
0,consortium,
1,consortium,
0,conspicuity,unimportance
1,conspicuity,bottom
0,conspiracy,faithfulness
1,conspiracy,honesty
0,conspirator,
1,conspirator,
0,conspire,leave alone
1,conspire,neglect
0,constancy,apathy
1,constancy,disgrace
0,constate,conceal
1,constate,deny
0,constellation,concept
1,constellation,continuity
0,consternate,calm
1,consternate,comfort
0,consternation,assurance
1,consternation,beauty
0,constipate,build
1,constipate,flourish
0,constipation,comfort
1,constipation,ease
0,constituency,
1,constituency,
0,constituent,accessory
1,constituent,additional
0,constitution,disarrangement
1,constitution,disorganization
0,constitutionality,corruption
1,constitutionality,dishonesty
0,constrain,aid
1,constrain,allow
0,constraint,deterrent
1,constraint,discouragement
0,constrict,enlarge
1,constrict,expand
0,constriction,enlargement
1,constriction,expansion
0,constringe,enlarge
1,constringe,expand
0,construct,destroy
1,construct,disarrange
0,construction,disarrangement
1,construction,truth
0,constructive,fruitless
1,constructive,impotent
0,constructor,
1,constructor,
0,construe,misunderstand
1,construe,cloud
0,consul,
1,consul,
0,consulate,
1,consulate,
0,consult,ignore
1,consult,neglect
0,consultant,
1,consultant,
0,consultation,
1,consultation,
0,consultatory,
1,consultatory,
0,consume,fill
1,consume,save
0,consumer,seller
1,consumer,marketer
0,consummate,inept
1,consummate,poor
0,consumption,building
1,consumption,construction
0,consumptive,
1,consumptive,
0,contact,division
1,contact,separation
0,contagion,purification
1,contagion,advantage
0,contain,exclude
1,contain,free
0,container,
1,container,
0,containment,chaos
1,containment,disorganization
0,contaminate,aid
1,contaminate,assist
0,contamination,cleanliness
1,contamination,purification
0,contaminator,
1,contaminator,
0,conte,
1,conte,
0,contemn,admire
1,contemn,approve
0,contemplate,forget
1,contemplate,ignore
0,contempt,approval
1,contempt,esteem
0,contemptibleness,benevolence
1,contemptibleness,generosity
0,contender,ally
1,contender,associate
0,content,discontented
1,content,unhappy
0,contention,accord
1,contention,agreement
0,contest,agreement
1,contest,calm
0,contestation,agreement
1,contestation,harmony
0,contester,fan
1,contester,spectator
0,context,
1,context,
0,contexture,
1,contexture,
0,contiguity,difference
1,contiguity,distance
0,continence,excess
1,continence,indulgence
0,continent,impure
1,continent,incontinent
0,contingence,unlikelihood
1,contingence,
0,contingency,improbability
1,contingency,unlikelihood
0,contingent,designed
1,contingent,essential
0,continuance,arrest
1,continuance,end
0,continuation,stoppage
1,continuation,cessation
0,continuity,apathy
1,continuity,instability
0,continuum,
1,continuum,
0,contort,straighten
1,contort,beautify
0,contortion,grin
1,contortion,smile
0,contour,
1,contour,
0,contraband,legal
1,contraband,permitted
0,contraception,
1,contraception,
0,contract,disagreement
1,contract,misunderstanding
0,contraction,enlargement
1,contraction,increase
0,contractor,
1,contractor,
0,contradict,admit
1,contradict,agree
0,contradiction,accord
1,contradiction,agreement
0,contradictory,consonant
1,contradictory,harmonious
0,contradistinction,agreement
1,contradistinction,
0,contradistinctive,alike
1,contradistinctive,common
0,contralto,
1,contralto,
0,contraposition,
1,contraposition,
0,contraption,
1,contraption,
0,contrariant,consonant
1,contrariant,harmonious
0,contrariwise,
1,contrariwise,
0,contrast,agreement
1,contrast,harmony
0,contravene,aid
1,contravene,allow
0,contravention,agreement
1,contravention,harmony
0,contraversion,
1,contraversion,
0,contribution,decrease
1,contribution,loss
0,contributive,
1,contributive,
0,contributor,
1,contributor,
0,contributory,
1,contributory,
0,contrite,hurtful
1,contrite,indifferent
0,contrition,happiness
1,contrition,
0,contriturate,put together
1,contriturate,
0,contrivance,ignorance
1,contrivance,disorganization
0,contriver,
1,contriver,
0,control,chaos
1,control,disorganization
0,controversy,agreement
1,controversy,concurrence
0,controvert,affirm
1,controvert,agree
0,contumacy,
1,contumacy,
0,contuse,aid
1,contuse,assist
0,contusion,compliment
1,contusion,praise
0,conundrum,
1,conundrum,
0,conurbation,
1,conurbation,
0,convalesce,break
1,convalesce,damage
0,convalescence,
1,convalescence,
0,convalescent,failing
1,convalescent,faltering
0,convection,stagnation
1,convection,hold
0,convector,
1,convector,
0,convenience,damage
1,convenience,difficulty
0,convenient,bad
1,convenient,disadvantageous
0,convent,
1,convent,
0,convention,disagreement
1,convention,discord
0,conventionalism,disorganization
1,conventionalism,heedlessness
0,conventionalist,
1,conventionalist,
0,conventionality,disagreement
1,conventionality,resistance
0,convergence,
1,convergence,
0,convergent,
1,convergent,
0,conversance,disagreement
1,conversance,ignorance
0,conversant,ignorant
1,conversant,inexperienced
0,conversation,listening
1,conversation,quiet
0,conversationalist,
1,conversationalist,
0,conversationist,
1,conversationist,
0,converse,same
1,converse,equal
0,conversion,stagnation
1,conversion,idleness
0,convert,
1,convert,
0,converter,enemy
1,converter,
0,convertibility,
1,convertibility,
0,convex,concave
1,convex,depressed
0,convexity,depression
1,convexity,
0,convey,receive
1,convey,take
0,conveyance,hold
1,conveyance,possession
0,conveyer,
1,conveyer,
0,convict,victim
1,convict,
0,conviction,distrust
1,conviction,doubt
0,convince,discourage
1,convince,dissuade
0,convincer,
1,convincer,
0,convincing,implausible
1,convincing,impotent
0,conviviality,
1,conviviality,
0,convocation,
1,convocation,
0,convolute,explain
1,convolute,explicate
0,convolve,straighten
1,convolve,untwist
0,convoy,
1,convoy,
0,convulse,calm
1,convulse,order
0,convulsion,harmony
1,convulsion,peace
0,cony,
1,cony,
0,coo,
1,coo,
0,cook,
1,cook,
0,cookbook,
1,cookbook,
0,cooker,
1,cooker,
0,cookery,
1,cookery,
0,cookhouse,
1,cookhouse,
0,cookout,
1,cookout,
0,cookroom,
1,cookroom,
0,cookshack,
1,cookshack,
0,cool,hot
1,cool,warm
0,cooler,
1,cooler,
0,coolhouse,
1,coolhouse,
0,coonskin,
1,coonskin,
0,coop,
1,coop,
0,cooter,
1,cooter,
0,cootie,
1,cootie,
0,cop,
1,cop,
0,copartner,enemy
1,copartner,foe
0,cope,hold
1,cope,keep
0,copiosity,conciseness
1,copiosity,lack
0,copper,
1,copper,
0,coppice,
1,coppice,
0,coproduce,disagree
1,coproduce,divorce
0,copse,
1,copse,
0,copter,
1,copter,
0,copula,whole
1,copula,
0,copulate,divide
1,copulate,separate
0,copulation,
1,copulation,
0,copy,original
1,copy,difference
0,copycat,
1,copycat,
0,copyholder,
1,copyholder,
0,copyist,
1,copyist,
0,copyreader,
1,copyreader,
0,copyright,
1,copyright,
0,coquet,
1,coquet,
0,coquetry,
1,coquetry,
0,coquette,
1,coquette,
0,coquettishness,
1,coquettishness,
0,coracle,
1,coracle,
0,cord,
1,cord,
0,cordage,
1,cordage,
0,cordiality,disapproval
1,cordiality,disfavor
0,cordillera,
1,cordillera,
0,cordon,
1,cordon,
0,corduroy,
1,corduroy,
0,cordwainer,
1,cordwainer,
0,core,exterior
1,core,exteriority
0,corer,exterior
1,corer,exteriority
0,corespondent,
1,corespondent,
0,corge,
1,corge,
0,cork,beginning
1,cork,opening
0,corkage,
1,corkage,
0,corm,depression
1,corm,
0,cormorant,
1,cormorant,
0,corn,coinage
1,corn,nuance
0,corndodger,
1,corndodger,
0,corner,center
1,corner,middle
0,cornerstone,
1,cornerstone,
0,cornet,
1,cornet,
0,cornice,
1,cornice,
0,corniculate,
1,corniculate,
0,cornucopia,lack
1,cornucopia,need
0,corona,
1,corona,
0,coronach,
1,coronach,
0,coronate,dishonor
1,coronate,
0,coronation,
1,coronation,
0,coronet,
1,coronet,
0,corp,connection
1,corp,whole
0,corpora,part
1,corpora,
0,corporation,
1,corporation,
0,corporeality,abstract
1,corporeality,concept
0,corps,connection
1,corps,whole
0,corpse,
1,corpse,
0,corpsman,
1,corpsman,
0,corpulence,
1,corpulence,
0,corpulent,skinny
1,corpulent,thin
0,corpus,part
1,corpus,
0,corpuscle,
1,corpuscle,
0,correlate,disconnect
1,correlate,separate
0,correlation,difference
1,correlation,disassociation
0,correlative,independent
1,correlative,
0,correspond,clash
1,correspond,deviate
0,correspondence,clash
1,correspondence,difference
0,correspondent,
1,correspondent,
0,corridor,
1,corridor,
0,corrigenda,
1,corrigenda,
0,corrigendum,correction
1,corrigendum,correctness
0,corrival,
1,corrival,
0,corroborate,disprove
1,corroborate,invalidate
0,corroboration,
1,corroboration,
0,corrode,build
1,corrode,construct
0,corrosion,building
1,corrosion,construction
0,corrosive,gentle
1,corrosive,kind
0,corrosivity,
1,corrosivity,
0,corrugate,smooth
1,corrugate,straighten
0,corrugation,
1,corrugation,
0,corrupt,ethical
1,corrupt,good
0,corruption,cleanliness
1,corruption,cleanness
0,corsage,
1,corsage,
0,corsair,
1,corsair,
0,corselet,
1,corselet,
0,corset,
1,corset,
0,cortege,
1,cortege,
0,corundum,
1,corundum,
0,coruscant,apathetic
1,coruscant,dark
0,coruscate,
1,coruscate,
0,coruscation,dullness
1,coruscation,
0,corvette,
1,corvette,
0,coryphee,
1,coryphee,
0,coryza,
1,coryza,
0,cos,
1,cos,
0,cosh,
1,cosh,
0,cosmetologist,
1,cosmetologist,
0,cosmology,
1,cosmology,
0,cosmopolitanism,dislike
1,cosmopolitanism,hate
0,cosset,ignore
1,cosset,neglect
0,cost,repayment
1,cost,retribution
0,costermonger,
1,costermonger,
0,costive,
1,costive,
0,costless,blaming
1,costless,censuring
0,costliness,economy
1,costliness,frugality
0,costumier,
1,costumier,
0,cot,
1,cot,
0,cotch,fall behind
1,cotch,leave
0,cote,
1,cote,
0,cottage,
1,cottage,
0,cotter,whole
1,cotter,
0,cotton,misunderstand
1,cotton,
0,cottonmouth,moist
1,cottonmouth,wet
0,cottony,dull
1,cottony,harsh
0,cougar,
1,cougar,
0,cough,
1,cough,
0,council,individual
1,council,one
0,councilman,
1,councilman,
0,councilor,
1,councilor,
0,councilwoman,
1,councilwoman,
0,counsel,heedlessness
1,counsel,ignorance
0,counselor,pupil
1,counselor,student
0,count,part
1,count,estimate
0,countenance,
1,countenance,
0,counter,agreeing
1,counter,harmonious
0,counteraccusation,
1,counteraccusation,
0,counteract,aid
1,counteract,allow
0,counteraction,forgiveness
1,counteraction,pardon
0,counteragent,disease
1,counteragent,
0,counterargument,
1,counterargument,
0,counterattack,forgiveness
1,counterattack,pardon
0,counterbalance,disproportion
1,counterbalance,forfeit
0,countercharge,
1,countercharge,
0,countercheck,approve
1,countercheck,keep
0,counterclaim,problem
1,counterclaim,question
0,counterclockwise,
1,counterclockwise,
0,counterfeit,actual
1,counterfeit,authentic
0,counterfeiter,
1,counterfeiter,
0,counterfoil,
1,counterfoil,
0,counterirritant,blockage
1,counterirritant,disease
0,countermand,approve
1,countermand,enforce
0,countermeasure,disease
1,countermeasure,
0,countermine,faithfulness
1,countermine,honesty
0,counterorder,affirm
1,counterorder,allow
0,counterpane,
1,counterpane,
0,counterpart,opposite
1,counterpart,
0,counterplot,faithfulness
1,counterplot,honesty
0,counterpoint,agreement
1,counterpoint,harmony
0,counterpoise,imbalance
1,counterpoise,
0,counterrevolution,cause
1,counterrevolution,question
0,countersign,contradict
1,countersign,deny
0,countersignature,denial
1,countersignature,disapproval
0,countersink,
1,countersink,
0,counterstatement,question
1,counterstatement,request
0,counterstep,disease
1,counterstep,
0,counterstrike,forgiveness
1,counterstrike,pardon
0,countervail,approve
1,countervail,permit
0,counterweight,instability
1,counterweight,
0,counterword,
1,counterword,
0,counterwork,aid
1,counterwork,assist
0,countess,gentleman
1,countess,
0,counting,free
1,counting,independent
0,countinghouse,
1,countinghouse,
0,countless,few
1,countless,limited
0,country,metropolitan
1,country,city
0,countrypeople,city boy
1,countrypeople,sophisticate
0,countryside,sky
1,countryside,
0,countrywoman,
1,countrywoman,
0,county,
1,county,
0,coup,failure
1,coup,
0,coupe,
1,coupe,
0,couple,individual
1,couple,
0,coupler,separation
1,coupler,
0,couplet,
1,couplet,
0,coupon,
1,coupon,
0,courage,cowardice
1,courage,fear
0,courier,receiver
1,courier,sender
0,course,disorder
1,course,disorganization
0,court,
1,court,
0,courter,
1,courter,
0,courtesy,disdain
1,courtesy,disregard
0,courthouse,
1,courthouse,
0,courtliness,impoliteness
1,courtliness,rudeness
0,courtroom,advantage
1,courtroom,aid
0,courtship,surrender
1,courtship,
0,courtyard,
1,courtyard,
0,cousin,
1,cousin,
0,couth,dark
1,couth,dull
0,covenant,disagreement
1,covenant,denial
0,cover,
1,cover,
0,coverage,
1,coverage,
0,coverlet,
1,coverlet,
0,covet,dislike
1,covet,hate
0,covey,
1,covey,
0,covin,faithfulness
1,covin,honesty
0,cow,calm
1,cow,comfort
0,coward,aggressor
1,coward,hero
0,cowardice,
1,cowardice,
0,cowardliness,
1,cowardliness,
0,cowboy,
1,cowboy,
0,cower,face
1,cower,meet
0,cowherd,
1,cowherd,
0,cowkeeper,
1,cowkeeper,
0,cowl,
1,cowl,
0,cowlick,
1,cowlick,
0,cowpuncher,
1,cowpuncher,
0,coxcomb,
1,coxcomb,
0,coxswain,
1,coxswain,
0,coy,aggressive
1,coy,forward
0,coyishness,
1,coyishness,
0,coyness,boldness
1,coyness,confidence
0,coyote,
1,coyote,
0,coz,
1,coz,
0,cozenage,faithfulness
1,cozenage,forthrightness
0,cozener,
1,cozener,
0,cozy,cool
1,cozy,uncomfortable
0,crab,
1,crab,
0,crabby,amiable
1,crabby,good-humored
0,crabwise,centered
1,crabwise,central
0,crack,inept
1,crack,inferior
0,crackdown,beginning
1,crackdown,start
0,cracker,
1,cracker,
0,crackerjack,
1,crackerjack,
0,crackle,fix
1,crackle,
0,crackleware,
1,crackleware,
0,crackpot,
1,crackpot,
0,cracksman,
1,cracksman,
0,craft,clumsiness
1,craft,ignorance
0,craftsman,apprentice
1,craftsman,unskilled worker
0,craftsmanship,avocation
1,craftsmanship,entertainment
0,crafty,honest
1,crafty,open
0,crag,
1,crag,
0,cram,abstain
1,cram,diet
0,cramp,comfort
1,cramp,ease
0,cramper,healthy
1,cramper,well
0,cramping,comfort
1,cramping,ease
0,crane,abbreviate
1,crane,abridge
0,cranium,bottom
1,cranium,
0,crank,
1,crank,
0,cranky,cheerful
1,cranky,happy
0,cranny,closing
1,cranny,closure
0,crapulence,
1,crapulence,
0,crapulent,
1,crapulent,
0,crash,
1,crash,
0,crasis,
1,crasis,
0,crass,nice
1,crass,polite
0,crassamentum,
1,crassamentum,
0,crassitude,slenderness
1,crassitude,slimness
0,crater,solid
1,crater,
0,craw,
1,craw,
0,crawl,run
1,crawl,rush
0,crawler,adult
1,crawler,adolescent
0,crayon,
1,crayon,
0,craze,
1,craze,
0,craziness,sense
1,craziness,
0,cream,
1,cream,
0,creamer,lower
1,creamer,poor
0,creamery,
1,creamery,
0,crease,
1,crease,
0,create,break
1,create,conclude
0,creation,being
1,creation,conclusion
0,creationism,
1,creationism,
0,creativity,reality
1,creativity,
0,creator,destroyer
1,creator,
0,creature,plant
1,creature,abstract
0,creche,
1,creche,
0,credence,denial
1,credence,disbelief
0,credenda,ambiguity
1,credenda,disbelief
0,credential,implausible
1,credential,improbable
0,credibility,unlikelihood
1,credibility,implausibility
0,credibleness,
1,credibleness,
0,credit,blame
1,credit,censure
0,creditability,
1,creditability,
0,creditableness,
1,creditableness,
0,creditor,giver
1,creditor,donor
0,credulity,disbelief
1,credulity,disloyalty
0,creed,agnosticism
1,creed,atheism
0,creek,
1,creek,
0,creel,
1,creel,
0,creeper,
1,creeper,
0,creepy,normal
1,creepy,pleasing
0,cremate,
1,cremate,
0,cremation,
1,cremation,
0,cremator,freezer
1,cremator,
0,crematory,
1,crematory,
0,crenel,increase
1,crenel,bulge
0,crenelate,mend
1,crenelate,smooth
0,creole,
1,creole,
0,crepe,
1,crepe,
