,original,antonyms
1,locked,
0,locoweed,
1,locoweed,
0,logged,erase
1,logged,
0,loggerheaded,
1,loggerheaded,
0,lone,together
1,lone,accompanied
0,lopsided,balanced
1,lopsided,even
0,lost,seen
1,lost,found
0,loudmouthed,
1,loudmouthed,
0,loupe,
1,loupe,
0,lowbred,delicate
1,lowbred,gentle
0,lugged,
1,lugged,
0,lunged,discourage
1,lunged,dissuade
0,lynx,
1,lynx,
0,made,
1,made,
0,maggot,
1,maggot,
0,maid,
1,maid,
0,mailed,
1,mailed,
0,maimed,whole
1,maimed,
0,makeweight,base
1,makeweight,core
0,malcontented,contented
1,malcontented,happy
0,malnourished,
1,malnourished,
0,manifested,
1,manifested,
0,manifold,same
1,manifold,one
0,mannered,natural
1,mannered,unpretentious
0,mantled,pale
1,mantled,whiten
0,margin,center
1,margin,inside
0,margined,let go
1,margined,center
0,marinated,dry
1,marinated,
0,marked,inconspicuous
1,marked,indistinct
0,married,separated
1,married,single
0,masked,unmasked
1,masked,
0,masquerade,honesty
1,masquerade,openness
0,matted,neat
1,matted,ordered
0,meager,adequate
1,meager,ample
0,mealymouthed,
1,mealymouthed,
0,meed,
1,meed,
0,meld,divide
1,meld,separate
0,melted,
1,melted,
0,memoried,forgetting
1,memoried,overlooking
0,meringued,
1,meringued,
0,mermaid,
1,mermaid,
0,meshed,
1,meshed,
0,met,dismantled
1,met,
0,mettled,
1,mettled,
0,milled,
1,milled,
0,minded,unwilling
1,minded,disinclined
0,mirrored,
1,mirrored,
0,misdeed,behavior
1,misdeed,manners
0,misfield,succeed
1,misfield,do well
0,misguided,correct
1,misguided,reasonable
0,misted,clear up
1,misted,burn off
0,misthought,get
1,misthought,perceive
0,mixed,alike
1,mixed,like
0,mizzen,first
1,mizzen,front
0,moke,
1,moke,
0,moneyed,destitute
1,moneyed,lacking
0,mooned,
1,mooned,
0,moonlighted,free
1,moonlighted,give
0,morose,bright
1,morose,cheerful
0,mortified,clear
1,mortified,oriented
0,mothered,starve
1,mothered,block
0,motored,discourage
1,motored,dissuade
0,mottled,plain
1,mottled,
0,moulded,combine
1,moulded,unite
0,mounted,afoot
1,mounted,dismounted
0,mouthed,
1,mouthed,
0,muddleheaded,intelligent
1,muddleheaded,mature
0,muffed,do well
1,muffed,correct
0,muffled,bright
1,muffled,clear
0,multicolored,monochrome
1,multicolored,
0,mummied,bloom
1,mummied,develop
0,muscled,infirm
1,muscled,weak
0,mused,disbelieve
1,mused,discard
0,mushed,
1,mushed,
0,napped,smooth
1,napped,
0,nattered,conceal
1,nattered,hide
0,naught,
1,naught,
0,needled,
1,needled,
0,neighbored,
1,neighbored,
0,nethermost,
1,nethermost,
0,netted,
1,netted,
0,newfangled,old
1,newfangled,old-fashioned
0,northbound,
1,northbound,
0,notched,even
1,notched,smooth
0,noted,common
1,noted,insignificant
0,nursemaid,
1,nursemaid,
0,oared,discourage
1,oared,
0,obliged,
1,obliged,
0,offended,
1,offended,
0,oiled,dry
1,oiled,hateful
0,oldfangled,current
1,oldfangled,modern
0,omened,
1,omened,
0,openhanded,
1,openhanded,
0,openhearted,
1,openhearted,
0,opinionated,shy
1,opinionated,compromising
0,oppressed,
1,oppressed,
0,orang,
1,orang,
0,orbed,
1,orbed,
0,ordered,
1,ordered,
0,ossified,
1,ossified,
0,outdated,contemporary
1,outdated,current
0,outed,
1,outed,
0,outmoded,current
1,outmoded,modern
0,overbold,concealed
1,overbold,hidden
0,overcrowded,
1,overcrowded,
0,overdose,insufficiency
1,overdose,lack
0,overexerted,aid
1,overexerted,assist
0,overfeed,decrease
1,overfeed,contract
0,overlaid,bare
1,overlaid,exposed
0,oversight,achievement
1,oversight,success
0,overwrought,calm
1,overwrought,collected
0,paced,
1,paced,
0,paddled,
1,paddled,
0,pained,calm
1,pained,collected
0,painted,
1,painted,
0,paired,
1,paired,
0,paled,bright
1,paled,clear
0,palisade,
1,palisade,
0,palled,happiness
1,palled,brightness
0,palmed,keep
1,palmed,maintain
0,pampered,barren
1,pampered,common
0,panoplied,abandon
1,panoplied,desert
0,papered,
1,papered,
0,partitioned,subservient
1,partitioned,connected
0,pasted,
1,pasted,
0,patterned,
1,patterned,
0,payed,debt
1,payed,loss
0,peaked,blushing
1,peaked,colorful
0,pecked,flattery
1,pecked,praise
0,peeled,clothed
1,peeled,covered
0,pegged,ignored
1,pegged,inferior
0,pelleted,discourage
1,pelleted,dissuade
0,pelt,
1,pelt,
0,penciled,destroy
1,penciled,ignore
0,perfected,incomplete
1,perfected,unfinished
0,perforated,connected
1,perforated,fixed
0,perfumed,
1,perfumed,
0,perished,alive
1,perished,living
0,permitted,denied
1,permitted,prohibited
0,persuade,discourage
1,persuade,dissuade
0,perturbed,
1,perturbed,
0,petrified,
1,petrified,
0,physicked,blockage
1,physicked,harm
0,picked,ignored
1,picked,inferior
0,pictured,implicit
1,pictured,obscure
0,pierced,connected
1,pierced,fixed
0,pigheaded,flexible
1,pigheaded,reasonable
0,piked,blunt
1,piked,dense
0,pillared,decrease
1,pillared,diminish
0,pimpled,clean
1,pimpled,
0,pined,be happy
1,pined,dislike
0,pinioned,detach
1,pinioned,let go
0,pinked,
1,pinked,
0,pinned,available
1,pinned,disengaged
0,piped,
1,piped,
0,pitted,convex
1,pitted,earnest
0,plaited,
1,plaited,
0,plated,dull
1,plated,matte
0,platted,detach
1,platted,disconnect
0,pleached,disconnect
1,pleached,divide
0,pled,refuse
1,pled,answer
0,plicated,decrease
1,plicated,diminish
0,plighted,
1,plighted,
0,plotted,vague
1,plotted,
0,plucked,disperse
1,plucked,distribute
0,plumed,
1,plumed,deprecate
0,plummeted,ascend
1,plummeted,go up
0,pocketed,big
1,pocketed,giant
0,pointed,blunt
1,pointed,dull
0,poke,
1,poke,
0,policed,destroy
1,policed,disarrange
0,polished,dark
1,polished,dull
0,polled,
1,polled,
0,polluted,clean
1,polluted,honorable
0,pommeled,
1,pommeled,
0,pooped,
1,pooped,
0,pored,
1,pored,
0,positioned,
1,positioned,
0,possum,
1,possum,
0,posted,forgotten
1,posted,suppressed
0,potted,sober
1,potted,straight
0,pounced,
1,pounced,
0,powered,
1,powered,
0,practiced,clumsy
1,practiced,incompetent
0,precipitated,block
1,precipitated,check
0,predisposed,disinclined
1,predisposed,unwilling
0,preferred,ill-favored
1,preferred,rejected
0,preformed,hesitate
1,preformed,keep
0,prejudiced,fair
1,prejudiced,impartial
0,prepossessed,fair
1,prepossessed,impartial
0,pretended,bare
1,pretended,exposed
0,pretexted,reveal
1,pretexted,show
0,pricked,
1,pricked,
0,prickled,dislike
1,prickled,hate
0,printed,
1,printed,
0,privileged,disadvantageous
1,privileged,poor
0,proceed,cease
1,proceed,decrease
0,produced,
1,produced,
0,profiteer,
1,profiteer,
0,pronged,joined
1,pronged,
0,pronounced,ambiguous
1,pronounced,inconspicuous
0,proportioned,ugly
1,proportioned,deformed
0,protracted,
1,protracted,
0,proved,
1,proved,
0,provided,
1,provided,
0,puddled,labor
1,puddled,toil
0,puffed,contracted
1,puffed,deflated
0,pumiced,dull
1,pumiced,
0,punctured,lively
1,punctured,inflated
0,purebred,
1,purebred,
0,pursed,release
1,pursed,smooth
0,pussyfooted,confront
1,pussyfooted,face
0,puzzled,clear
1,puzzled,aware
0,quadrated,disagree
1,quadrated,question
0,quadruped,
1,quadruped,
0,qualified,ignorant
1,qualified,impotent
0,quarreled,agree
1,quarreled,concur
0,quartered,
1,quartered,
0,quirk,normality
1,quirk,usualness
0,quivered,steady
1,quivered,
0,radiated,
1,radiated,
0,ragweed,
1,ragweed,
0,raid,letting go
1,raid,release
0,ramified,clear
1,ramified,simple
0,ran,remain
1,ran,stay
0,ranged,disarrange
1,ranged,disorder
0,ranked,disarranged
1,ranked,disordered
0,rasped,aid
1,rasped,assist
0,rattlebrained,
1,rattlebrained,
0,rattlepated,
1,rattlepated,
0,rawboned,chubby
1,rawboned,
0,reasoned,confused
1,reasoned,disorderly
0,reassured,discouraged
1,reassured,disheartened
0,received,delivered
1,received,disbursed
0,recollected,
1,recollected,
0,redoubted,common
1,redoubted,inconspicuous
0,reduced,elevated
1,reduced,enlarged
0,reed,open space
1,reed,pencil
0,reflected,
1,reflected,
0,reformed,degenerated
1,reformed,deteriorated
0,registered,
1,registered,
0,reiterated,broken
1,reiterated,ceasing
0,relaxed,agitated
1,relaxed,deliberate
0,relieved,distraught
1,relieved,sad
0,relight,kill
1,relight,
0,renegade,obedient
1,renegade,passive
0,renowned,common
1,renowned,inconspicuous
0,rented,
1,rented,
0,repeated,
1,repeated,
0,replicated,
1,replicated,
0,repressed,agitated
1,repressed,nervous
0,reputed,real
1,reputed,actual
0,reserved,agitated
1,reserved,assured
0,resigned,agitated
1,resigned,boisterous
0,restricted,free
1,restricted,unbounded
0,retarded,intelligent
1,retarded,prudent
0,reticulated,untangle
1,reticulated,untwist
0,retired,active
1,retired,employed
0,retracted,OK
1,retracted,complete
0,retted,dehydrate
1,retted,dry
0,returned,held
1,returned,kept
0,revealed,closed
1,revealed,concealed
0,reversed,established
1,reversed,in order
0,reworked,degenerated
1,reworked,deteriorated
0,ribbed,smooth
1,ribbed,
0,ridged,smooth
1,ridged,
0,rimmed,free
1,rimmed,loose
0,rinded,cover
1,rinded,
0,ringed,
1,ringed,
0,ringleted,straight
1,ringleted,uncurled
0,riverbank,center
1,riverbank,interior
0,rolled,straight
1,rolled,spread
0,roomed,depart
1,roomed,go
0,roosted,lose
1,roosted,miss
0,rooted,
1,rooted,
0,rose,
1,rose,
0,rotated,final
1,rotated,kept
0,rowed,agree
1,rowed,concur
0,rubbed,dirty
1,rubbed,reveal
0,rubied,pale
1,rubied,whiten
0,ruddied,pale
1,ruddied,whiten
0,ruffled,happy
1,ruffled,settled
0,rugged,even
1,rugged,flat
0,ruined,sober
1,ruined,flourishing
0,runted,large
1,runted,developing
0,ruptured,perfect
1,ruptured,unbroken
0,rushed,
1,rushed,
0,russet,
1,russet,
0,sabered,aid
1,sabered,assist
0,sacked,fixed
1,sacked,repaired
0,sacred,irreligious
1,sacred,lay
0,sadden,encourage
1,sadden,hearten
0,saddled,
1,saddled,
0,sadness,cheer
1,sadness,delight
0,safehold,
1,safehold,
0,sagittarius,
1,sagittarius,
0,said,
1,said,
0,sailed,go
1,sailed,land
0,sainted,corrupt
1,sainted,irreligious
0,salaried,unpaid
1,salaried,
0,salted,
1,salted,
0,sanctified,
1,sanctified,
0,sandbank,
1,sandbank,
0,sanded,aid
1,sanded,assist
0,sang,be quiet
1,sang,conceal
0,sank,ascend
1,sank,go up
0,sat,depart
1,sat,move
0,satisfied,dissatisfied
1,satisfied,unhappy
0,saturated,dried-out
1,saturated,
0,saturnalia,
1,saturnalia,
0,savored,dislike
1,savored,refuse
0,saw,
1,saw,
0,sawed,combine
1,sawed,unite
0,scabbed,
1,scabbed,
0,scalded,
1,scalded,
0,scaled,part
1,scaled,whole
0,scalpel,
1,scalpel,
0,scarfed,abstain
1,scarfed,fast
0,scarred,OK
1,scarred,straight
0,scatterbrained,aware
1,scatterbrained,careful
0,scenewright,
1,scenewright,
0,scented,bland
1,scented,
0,schooled,ignorant
1,schooled,inexperienced
0,scobs,assets
1,scobs,possessions
0,scooped,
1,scooped,
0,scorched,
1,scorched,
0,scored,smooth
1,scored,
0,scorned,
1,scorned,
0,scoured,dirty
1,scoured,ignore
0,scow,
1,scow,
0,scragged,
1,scragged,
0,scraped,OK
1,scraped,happy
0,scrapped,cherished
1,scrapped,kept
0,screened,extroverted
1,screened,friendly
0,screenplay,
1,screenplay,
0,screw,straighten
1,screw,unscrew
0,screwed,broken
1,screwed,infirm
0,scrimped,spend
1,scrimped,waste
0,scrolled,straight
1,scrolled,
0,scuffed,arrange
1,scuffed,calm
0,sculptured,
1,sculptured,
0,seadog,
1,seadog,
0,sealed,open
1,sealed,
0,seamed,smooth
1,seamed,straighten
0,searchlight,
1,searchlight,
0,seared,damp
1,seared,moist
0,seasoned,ignorant
1,seasoned,incapable
0,seated,
1,seated,
0,secluded,inhabited
1,secluded,open
0,seeded,
1,seeded,
0,seeped,pour
1,seeped,
0,seesaw,remain
1,seesaw,stay
0,segmented,connected
1,segmented,lasting
0,sensed,
1,sensed,
0,sent,held-back
1,sent,kept
0,sequestered,seen
1,sequestered,free
0,serenade,
1,serenade,
0,serfhood,entertainment
1,serfhood,freedom
0,serrated,smooth
1,serrated,
0,serried,clear
1,serried,empty
0,set,changeable
1,set,indefinite
0,sewed,separate
1,sewed,unfasten
0,shaded,
1,shaded,
0,shadowed,
1,shadowed,
0,shafted,
1,shafted,support
0,shagged,remain
1,shagged,stay
0,shakiness,calm
1,shakiness,certainty
0,shamed,
1,shamed,
0,shamefaced,
1,shamefaced,
0,shammed,authentic
1,shammed,genuine
0,shank,
1,shank,
0,shanked,aid
1,shanked,cure
0,shaped,
1,shaped,
0,shebang,
1,shebang,
0,shed,keep
1,shed,catch
0,sheepheaded,intelligent
1,sheepheaded,mature
0,sheered,straighten
1,sheered,ascend
0,sheeted,trickle
1,sheeted,cease
0,shelled,
1,shelled,
0,sheltered,exposed
1,sheltered,
0,shenanigan,seriousness
1,shenanigan,work
0,shielded,breakable
1,shielded,
0,shingled,free
1,shingled,let go
0,shipped,
1,shipped,
0,shopworn,
1,shopworn,
0,shored,center
1,shored,interior
0,shorthanded,adequate
1,shorthanded,sufficient
0,shortsighted,careful
1,shortsighted,cautious
0,shouldered,deny
1,shouldered,refuse
0,shred,lot
1,shred,whole
0,shrimpy,adequate
1,shrimpy,big
0,shrouded,bare
1,shrouded,clear
0,shrove,blame
1,shrove,censure
0,shul,
1,shul,
0,shut,loosen
1,shut,open
0,sickled,
1,sickled,
0,sided,let go
1,sided,center
0,sifted,combine
1,sifted,adulterate
0,sigh,be happy
1,sigh,delight
0,sight,blindness
1,sight,
0,sigmoid,straight
1,sigmoid,
0,silenced,
1,silenced,
0,silvered,
1,silvered,
0,simplehearted,complex
1,simplehearted,complicated
0,simplified,complicated
1,simplified,
0,sinewed,abridge
1,sinewed,condense
0,singed,
1,singed,
0,singled,confuse
1,singled,disallow
0,singlehanded,
1,singlehanded,
0,singlehearted,apathetic
1,singlehearted,disloyal
0,sinuated,
1,sinuated,
0,sketchy,adequate
1,sketchy,careful
0,skewed,straight
1,skewed,
0,skidded,
1,skidded,
0,skied,lose
1,skied,retreat
0,skilled,clumsy
1,skilled,incompetent
0,skimmed,pour
1,skimmed,
0,skinned,healed
1,skinned,healthy
0,skippered,neglect
1,skippered,forget
0,skirted,let go
1,skirted,center
0,skylight,
1,skylight,
0,slacked,stiffen
1,slacked,tighten
0,slang,standard
1,slang,
0,slashed,
1,slashed,
0,sled,
1,sled,
0,slept,grow
1,slept,
0,slewed,stay
1,slewed,straighten
0,slid,ascend
1,slid,discourage
0,slight,important
1,slight,large
0,slimer,adequate
1,slimer,chubby
0,slipped,remain
1,slipped,correct
0,sloped,upgrade
1,sloped,evenness
0,slopped,clean up
1,slopped,
0,slotted,conceal
1,slotted,deny
0,slugabed,hard worker
1,slugabed,
0,slugged,praise
1,slugged,tap
0,smeared,dry
1,smeared,
0,smelled,lose
1,smelled,miss
0,smelt,coagulate
1,smelt,disconnect
0,smoke,
1,smoke,
0,smoked,
1,smoked,
0,smothered,
1,smothered,
0,smudged,bright
1,smudged,clean
0,smutted,clean
1,smutted,beautify
0,snagged,straight
1,snagged,
0,snapped,loose
1,snapped,open
0,snatched,
1,snatched,
0,sneaky,frank
1,sneaky,honest
0,sniffy,humble
1,sniffy,modest
0,sniveled,
1,sniveled,
0,snookered,abet
1,snookered,advance
0,snore,
1,snore,
0,snuck,come out
1,snuck,
0,snuffcolored,
1,snuffcolored,
0,soaked,dehydrated
1,soaked,dry
0,sobersided,
1,sobersided,
0,sodded,
1,sodded,
0,softheaded,
1,softheaded,
0,soiled,
1,soiled,
0,sol,darkness
1,sol,sunset
0,solicited,
1,solicited,
0,sorted,broken
1,sorted,in disrepair
0,sought,
1,sought,
0,soul,concrete
1,soul,cowardice
0,soupy,
1,soupy,
0,soured,enchanted
1,soured,encouraged
0,spa,
1,spa,
0,spaced,
1,spaced,
0,spade,
1,spade,
0,spaded,drop
1,spaded,lower
0,sparked,calm
1,sparked,check
0,sparred,agree
1,sparred,give in
0,spatted,agree
1,spatted,concur
0,specked,clean
1,specked,collect
0,specula,
1,specula,
0,sped,block
1,sped,cease
0,spelt,
1,spelt,
0,spiced,
1,spiced,
0,spied,
1,spied,
0,spiffed,ignore
1,spiffed,mess up
0,spigot,
1,spigot,
0,spiked,
1,spiked,
0,spiraled,straight
1,spiraled,spread
0,spired,straighten
1,spired,untwist
0,splashed,
1,splashed,
0,splayed,
1,splayed,
0,spoiled,unspoiled
1,spoiled,
0,spoilt,clean
1,spoilt,pure
0,spoke,failure
1,spoke,loss
0,sponged,
1,sponged,
0,spurred,calm
1,spurred,check
0,sputa,
1,sputa,
0,squalid,bright
1,squalid,clean
0,squared,
1,squared,
0,squatted,stand
1,squatted,straighten
0,squinted,open
1,squinted,
0,stag,together
1,stag,
0,stagecoach,
1,stagecoach,
0,staged,
1,staged,
0,staid,excited
1,staid,indecorous
0,standfast,aid
1,standfast,assist
0,stapled,detach
1,stapled,let go
0,starched,customary
1,starched,disorderly
0,starred,bare
1,starred,empty
0,starved,full
1,starved,well-fed
0,stated,unfixed
1,stated,
0,steed,
1,steed,
0,steerer,
1,steerer,
0,stelai,
1,stelai,
0,stemmed,cease
1,stemmed,decrease
0,stepped,
1,stepped,
0,stereotyped,active
1,stereotyped,fresh
0,stewed,sober
1,stewed,straight
0,stilted,relaxed
1,stilted,genuine
0,stinted,able
1,stinted,abundant
0,stippled,uncolored
1,stippled,
0,stockade,
1,stockade,
0,stoke,
1,stoke,
0,stoned,sober
1,stoned,straight
0,stonyhearted,
1,stonyhearted,
0,stopped,
1,stopped,
0,storied,infamous
1,storied,unimportant
0,stove,
1,stove,
0,straight,broken
1,straight,
0,strained,calm
1,strained,comfortable
0,straked,
1,straked,
0,strapped,rich
1,strapped,wealthy
0,stratified,
1,stratified,
0,streaked,
1,streaked,
0,streamlined,coarse
1,streamlined,rough
0,strew,collect
1,strew,gather
0,stringed,break
1,stringed,destroy
0,striped,
1,striped,
0,stripped,
1,stripped,
0,strived,neglect
1,strived,agree
0,stroke,
1,stroke,
0,struck,
1,struck,
0,structured,
1,structured,
0,strum,
1,strum,
0,stub,
1,stub,
0,stubbled,
1,stubbled,
0,stumper,
1,stumper,
0,stung,delighted
1,stung,good
0,stunted,large
1,stunted,developing
0,stupefied,aware
1,stupefied,clear
0,subcontracted,
1,subcontracted,
0,subjected,hold
1,subjected,keep
0,sublimed,abhor
1,sublimed,condemn
0,submerged,
1,submerged,
0,submersed,
1,submersed,
0,substituted,final
1,substituted,kept
0,sudsy,
1,sudsy,
0,suet,
1,suet,
0,suffragan,
1,suffragan,
0,suffused,empty
1,suffused,
0,suicidal,harmless
1,suicidal,healthful
0,suitcase,
1,suitcase,
0,summed,subtract
1,summed,estimate
0,sunburned,pale
1,sunburned,pallid
0,sunniness,blues
1,sunniness,depression
0,sunset,daybreak
1,sunset,sunrise
0,supercharged,
1,supercharged,
0,supposal,disbelief
1,supposal,fact
0,suppressed,agitated
1,suppressed,nervous
0,surfaced,bare
1,surfaced,exposed
0,surliness,calm
1,surliness,calmness
0,surmised,definite
1,surmised,precise
0,surmounted,
1,surmounted,
0,surrounded,agape
1,surrounded,free
0,suscept,advantage
1,suscept,perfection
0,suspended,
1,suspended,
0,sustained,discontinuous
1,sustained,ending
0,swag,
1,swag,
0,swam,stop
1,swam,
0,sweated,
1,sweated,
0,sweethearted,ignore
1,sweethearted,stop
0,swelled,abridge
1,swelled,decline
0,swept,dirty
1,swept,
0,switched,final
1,switched,kept
0,swiveled,
1,swiveled,
0,swooned,rise
1,swooned,
0,tableaux,
1,tableaux,
0,tabled,
1,tabled,
0,tabulated,
1,tabulated,
0,tailed,
1,tailed,
0,talented,clumsy
1,talented,dull
0,tanked,sober
1,tanked,straight
0,tanned,
1,tanned,
0,tapered,
1,tapered,
0,tarred,agree
1,tarred,aid
0,tasted,
1,tasted,
0,tattered,
1,tattered,
0,taught,ignorant
1,taught,inexperienced
0,tease,aid
1,tease,delight
0,tech,
1,tech,
0,tempered,strong
1,tempered,concentrated
0,tested,
1,tested,
0,thank,
1,thank,
0,thickheaded,
1,thickheaded,
0,thickskulled,
1,thickskulled,
0,thoroughbred,
1,thoroughbred,mixed
0,threaded,detach
1,threaded,disconnect
0,threw,discourage
1,threw,dissuade
0,thumbed,answer
1,thumbed,depart
0,ticked,
1,ticked,
0,tickled,depressed
1,tickled,disappointed
0,tight,loose
1,tight,slack
0,tightfisted,extravagant
1,tightfisted,generous
0,tiled,dig up
1,tiled,strip
0,timed,
1,timed,
0,tined,joined
1,tined,
0,tinged,aboveboard
1,tinged,bland
0,tinted,
1,tinted,
0,tirade,compliment
1,tirade,praise
0,tired,energized
1,tired,lively
0,tissued,
1,tissued,
0,toiled,be lazy
1,toiled,idle
0,tokened,conceal
1,tokened,deny
0,told,hidden
1,told,suppressed
0,toned,infirm
1,toned,weak
0,tongued,
1,tongued,
0,tonsured,furry
1,tonsured,hairy
0,took,friendly
1,took,sympathetic
0,toothed,continuous
1,toothed,even
0,topflight,
1,topflight,
0,topped,bare
1,topped,exposed
0,tormented,balanced
1,tormented,calm
0,tormina,
1,tormina,
0,tortured,straight
1,tortured,unbent
0,towered,decline
1,towered,descend
0,towheaded,
1,towheaded,
0,tracked,captured
1,tracked,caught
0,trained,incapable
1,trained,unable
0,trammeled,advance
1,trammeled,aid
0,tranced,certain
1,tranced,clear
0,transferred,fixed
1,transferred,stationed
0,traveled,unsophisticated
1,traveled,abandoned
0,traversed,stay
1,traversed,back up
0,trenched,hide
1,trenched,plant
0,tressed,
1,tressed,
0,tried,unreliable
1,tried,untried
0,triggered,destroy
1,triggered,end
0,tropic,arctic
1,tropic,chilly
0,truncated,adequate
1,truncated,big
0,trussed,
1,trussed,
0,trustee,
1,trustee,
0,tufted,
1,tufted,
0,tumbled,clear
1,tumbled,coherent
0,tuned,
1,tuned,
0,tunneled,
1,tunneled,
0,turned,unqualified
1,turned,continued
0,twilight,dawn
1,twilight,daybreak
0,twofold,
1,twofold,
0,unaccented,loud
1,unaccented,noisy
0,unacquainted,acquainted
1,unacquainted,
0,unacquired,contracted
1,unacquired,
0,unadapted,appropriate
1,unadapted,consistent
0,unadulterated,
1,unadulterated,
0,unadvised,advised
1,unadvised,wise
0,unalarmed,cowardly
1,unalarmed,shrinking
0,unanchored,anchored
1,unanchored,
0,unanimated,lively
1,unanimated,damp
0,unanswered,answered
1,unanswered,certain
0,unappeased,contented
1,unappeased,happy
0,unappreciated,
1,unappreciated,
0,unapprehended,common
1,unapprehended,familiar
0,unapproved,authorized
1,unapproved,ethical
0,unarmed,able
1,unarmed,strong
0,unascertained,common
1,unascertained,familiar
0,unassembled,abundant
1,unassembled,adequate
0,unattended,
1,unattended,
0,unattired,clothed
1,unattired,covered
0,unavowed,known
1,unavowed,named
0,unbefriended,populated
1,unbefriended,sociable
0,unbended,contradict
1,unbended,decline
0,unblighted,dishonest
1,unblighted,evil
0,unbounded,
1,unbounded,
0,unbraided,attach
1,unbraided,connect
0,unbridled,restrained
1,unbridled,
0,unbuttoned,clean
1,unbuttoned,neat
0,uncaged,strict
1,uncaged,tight
0,uncalculated,deliberate
1,uncalculated,expected
0,uncalmed,calm
1,uncalmed,clarify
0,unchallenged,bound
1,unchallenged,limited
0,unclaimed,known
1,unclaimed,named
0,unclassified,abnormal
1,unclassified,extraordinary
0,unclogged,dirty
1,unclogged,entangle
0,unclouded,
1,unclouded,
0,uncluttered,burdensome
1,uncluttered,close
0,uncoiled,destroy
1,uncoiled,fail
0,uncollected,average
1,uncollected,bad
0,uncondensed,incomplete
1,uncondensed,defective
0,unconquered,losing
1,unconquered,unsuccessful
0,unconsecrated,clean
1,unconsecrated,decent
0,unconsummated,adequate
1,unconsummated,ample
0,uncontested,disputable
1,uncontested,doubtful
0,uncontrolled,calm
1,uncontrolled,controlled
0,unconverted,believing
1,unconverted,constant
0,unconvinced,certain
1,unconvinced,clear
0,uncounted,countable
1,uncounted,few
0,uncredited,known
1,uncredited,named
0,undecided,certain
1,undecided,clear
0,undefended,defended
1,undefended,guarded
0,underhanded,aboveboard
1,underhanded,frank
0,undermanned,
1,undermanned,
0,underpropped,discourage
1,underpropped,dissuade
0,undeserved,appropriate
1,undeserved,decent
0,undesignated,known
1,undesignated,named
0,undetermined,certain
1,undetermined,decided
0,undiminished,incomplete
1,undiminished,defective
0,undirected,definite
1,undirected,methodical
0,undiscovered,familiar
1,undiscovered,known
0,undisguised,
1,undisguised,
0,undistinguished,creative
1,undistinguished,exceptional
0,undistracted,affected
1,undistracted,disturbed
0,undisturbed,anxious
1,undisturbed,damaged
0,undivided,divided
1,undivided,partial
0,undocked,incomplete
1,undocked,defective
0,undoubted,disputed
1,undoubted,doubtful
0,undraped,clothed
1,undraped,covered
0,undulated,
1,undulated,
0,unelevated,big
1,unelevated,enormous
0,unencumbered,
1,unencumbered,
0,unended,ending
1,unended,impermanent
0,unenlarged,broad-minded
1,unenlarged,tolerant
0,unequipped,able
1,unequipped,adequate
0,unescorted,together
1,unescorted,
0,unevolved,modern
1,unevolved,new
0,unexperienced,abnormal
1,unexperienced,devious
0,unexpressed,expressed
1,unexpressed,
0,unfashioned,cooked
1,unfashioned,done
0,unfathomed,possible
1,unfathomed,
0,unfeigned,insincere
1,unfeigned,pretended
0,unfettered,fettered
1,unfettered,restricted
0,unfounded,called-for
1,unfounded,correct
0,unfrocked,allow
1,unfrocked,obey
0,ungoverned,
1,ungoverned,
0,ungrounded,called-for
1,ungrounded,justified
0,unguided,definite
1,unguided,methodical
0,unhallowed,blessed
1,unhallowed,devout
0,unhampered,filled
1,unhampered,full
0,unheeded,considered
1,unheeded,contemplated
0,unhitched,attach
1,unhitched,connect
0,unhooked,strict
1,unhooked,tight
0,unhoused,settled
1,unhoused,
0,unidentified,identified
1,unidentified,known
0,unified,divided
1,unified,separate
0,uniformed,
1,uniformed,
0,unimagined,
1,unimagined,
0,unimpassioned,excited
1,unimpassioned,friendly
0,unimpeded,
1,unimpeded,
0,unimplicated,biased
1,unimplicated,prejudiced
0,unimproved,improved
1,unimproved,
0,uninitiated,experienced
1,uninitiated,skilled
0,unintended,expected
1,unintended,intentional
0,unironed,unwrinkled
1,unironed,
0,unjaded,aware
1,unjaded,experienced
0,unjustified,needed
1,unjustified,reasonable
0,unlaced,bind
1,unlaced,limit
0,unlashed,bind
1,unlashed,limit
0,unlaundered,bright
1,unlaundered,clean
0,unlearned,learned
1,unlearned,
0,unleashed,hold
1,unleashed,keep
0,unlighted,bright
1,unlighted,cheerful
0,unlinked,marry
1,unlinked,come
0,unloaded,loaded
1,unloaded,
0,unloved,beloved
1,unloved,liked
0,unmannered,
1,unmannered,
0,unmatched,inferior
1,unmatched,second-rate
0,unmatured,refined
1,unmatured,smooth
0,unmeasured,bounded
1,unmeasured,calculable
0,unmentioned,known
1,unmentioned,specified
0,unmolested,insecure
1,unmolested,unprotected
0,unmoored,anchored
1,unmoored,
0,unmoved,affected
1,unmoved,caring
0,unneeded,essential
1,unneeded,important
0,unnerved,
1,unnerved,
0,unnoticed,noted
1,unnoticed,noticed
0,unobscured,dark
1,unobscured,dull
0,unobstructed,obstructed
1,unobstructed,
0,unoccupied,full
1,unoccupied,overflowing
0,unparagoned,imperfect
1,unparagoned,inferior
0,unperformed,complete
1,unperformed,entire
0,unplowed,active
1,unplowed,cultivated
0,unpointed,dishonest
1,unpointed,active
0,unpopulated,bright
1,unpopulated,cheerful
0,unpracticed,
1,unpracticed,
0,unprejudiced,biased
