,original,antonyms
0,suspect,innocent
1,suspect,known
0,suzerain,employee
1,suzerain,follower
0,sweepstake,
1,sweepstake,
0,syllogize,disbelieve
1,syllogize,disregard
0,symbolism,
1,symbolism,
0,symphonize,divide
1,symphonize,separate
0,synchronism,difference
1,synchronism,disagreement
0,synthesis,division
1,synthesis,separation
0,teemer,
1,teemer,
0,teensy,
1,teensy,
0,ten,
1,ten,
0,tend,dislike
1,tend,hurt
0,tendon,
1,tendon,
0,tentation,
1,tentation,
0,theism,disbelief
1,theism,secret
0,think,disbelieve
1,think,doubt
0,tie,
1,tie,
0,tightwad,
1,tightwad,
0,transcend,
1,transcend,fail
0,transpose,continue
1,transpose,fix
0,treed,
1,treed,
0,trousseau,
1,trousseau,
0,tun,
1,tun,
0,turpitude,decency
1,turpitude,goodness
0,twain,
1,twain,
0,tympana,
1,tympana,
0,undersell,grow
1,undersell,increase
0,unweave,tangle
1,unweave,twist
0,venation,
1,venation,
0,venturesome,afraid
1,venturesome,cowardly
0,verbose,concise
1,verbose,succinct
0,verisimilitude,difference
1,verisimilitude,dissimilarity
0,victorine,
1,victorine,
0,viscose,easy
1,viscose,loose
0,volant,
1,volant,
0,vorticose,
1,vorticose,
0,wafer,
1,wafer,
0,waffle,
1,waffle,
0,wain,
1,wain,
0,waistband,
1,waistband,
0,wake,
1,wake,
0,wangle,leave alone
1,wangle,
0,warp,beautify
1,warp,clean
0,waterway,
1,waterway,
0,wave,line
1,wave,
0,waybill,
1,waybill,
0,weave,break
1,weave,demolish
0,wend,stay
1,wend,
0,whereat,
1,whereat,
0,whew,
1,whew,
0,whiffer,
1,whiffer,
0,whodunit,known
1,whodunit,understanding
0,whoosh,
1,whoosh,
0,wiggle,
1,wiggle,
0,wigwam,
1,wigwam,
0,win,defeat
1,win,failure
0,winnow,
1,winnow,
0,winsome,
1,winsome,
0,wisp,whole
1,wisp,
0,witchcraft,reality
1,witchcraft,
0,wonderland,hell
1,wonderland,misery
0,workgirl,housewife
1,workgirl,
0,worry,calmness
1,worry,certainty
0,wrangle,agreement
1,wrangle,calm
0,yeast,
1,yeast,
0,yegg,
1,yegg,
0,yesteryear,
1,yesteryear,
