Column2,Column1,word,type,v1,v2,v3,v4,v5,반의어,v6,동의어
451,503,consocies,NNS,[생태학]  콘소시즈 ((특히 천이(遷移)의 도중에 있는 CONSOCIATION)).,  콘소시즈 ((특히 천이(遷移)의 도중에 있는 CONSOCIATION)),  콘소시즈 ((특히 천이(遷移)의 도중에 있는 CONSOCIATION)),  콘소시즈 ((특히 천이(遷移)의 도중에 있는 CONSOCIATION)),콘소시즈 ,,콘소시즈 ,#NUM!
452,504,conspecies,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
453,505,contemplamen,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
454,506,contemplatingly,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
455,507,contents,NNS,내용물,내용물,내용물,내용물,내용물,,내용물,#NUM!
456,508,contratempo,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
457,509,contretemps,NNS,"[불어에서 격식 또는 유머]  (다른 사람과의) 안 좋은 일, 사소한 언쟁  ","  (다른 사람과의) 안 좋은 일, 사소한 언쟁  ","  (다른 사람과의) 안 좋은 일, 사소한 언쟁  ","  (다른 사람과의) 안 좋은 일, 사소한 언쟁  "," 안 좋은 일, 사소한 언쟁",," 안 좋은 일, 사소한 언쟁",#NUM!
458,510,convolvuli,NNS,삼색메꽃,삼색메꽃,삼색메꽃,삼색메꽃,삼색메꽃,,삼색메꽃,#NUM!
459,511,copis,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
460,512,copperworks,NNS,구리 공장.,구리 공장.,구리 공장.,구리 공장.,구리 공장.,,구리 공장.,#NUM!
461,513,cordiceps,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
462,514,cordies,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
463,515,cornbinks,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
464,516,cornerways,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
465,517,cornwallis,NNS,"  Charles, 1st Marquis, 콘월리스(1738-1805): 영국의 장군·정치가; 1781년 10월 19일 미국 Virginia주 Yorktown에서 Washington에게 항복.  ",Longer,Longer,Longer,Longer,,Longer,#NUM!
466,518,corporeals,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
467,519,cortices,NNS,[해부]  (특히 대뇌) 피질,  (특히 대뇌) 피질,  (특히 대뇌) 피질,  (특히 대뇌) 피질, 피질,, 피질,#NUM!
468,520,cosmopolitics,NNS,pl. [단수·복수 취급] 세계 정책[정치],pl. [단수·복수 취급] 세계 정책[정치],pl. [단수·복수 취급] 세계 정책[정치],pl. [단수·복수 취급] 세계 정책[정치],pl. ,,pl. ,#NUM!
469,521,cosmos,NNS,(특히 질서 있는 시스템으로서의) 우주,(특히 질서 있는 시스템으로서의) 우주,(특히 질서 있는 시스템으로서의) 우주,(특히 질서 있는 시스템으로서의) 우주, 우주,, 우주,#NUM!
470,522,cospecies,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
471,523,cottagers,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
472,524,couchy,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
473,525,countertrades,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
474,526,coveralls,NNS,[美]  (=overalls),  (=overalls),  (=overalls),  (=overalls),,,,#NUM!
475,527,coverlid,NNS,[방언]  (=COVERLET),  (=COVERLET),  (=COVERLET),  (=COVERLET),,,,#NUM!
476,528,cowlicks,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
477,529,coxbones,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
478,530,crackers,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
479,531,crackmans,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
480,532,craggy,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
481,533,crajuru,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
482,534,crants,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
483,535,craps,NNS,[美]  크랩스(주사위 두 개로 하는 도박의 일종),  크랩스(주사위 두 개로 하는 도박의 일종),  크랩스(주사위 두 개로 하는 도박의 일종),  크랩스(주사위 두 개로 하는 도박의 일종),크랩스,,크랩스,#NUM!
484,536,cratchens,NNS,[수의학]  pl. [단수 취급] (말 다리에 생기는) 포도창,  pl,  pl,  pl,pl,,pl,#NUM!
485,537,cratches,NNS,[수의학]  pl. [단수 취급] (말 다리에 생기는) 포도창,  pl,  pl,  pl,pl,,pl,#NUM!
486,538,creashaks,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
487,540,cripes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
488,541,criteria,NNS,criterion의 복수형.,criterion의 복수형.,criterion의 복수형.,criterion의 복수형.,criterion의 복수형.,,criterion의 복수형.,#NUM!
489,542,crookle,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
490,543,crosnes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
491,545,crosse,NNS,크로스(라크로스(lacross: 하키 비슷한 경기)용 스틱),크로스(라크로스(lacross: 하키 비슷한 경기)용 스틱),크로스(라크로스(lacross: 하키 비슷한 경기)용 스틱),크로스(라크로스(lacross: 하키 비슷한 경기)용 스틱),크로스,,크로스,#NUM!
492,547,crosstoes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
493,548,crotchet,NNS,[음악]  4분 음표,  4분 음표,  4분 음표,  4분 음표,4분 음표,,4분 음표,#NUM!
494,549,crottels,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
495,550,cruces,NNS,CRUX의 복수,CRUX의 복수,CRUX의 복수,CRUX의 복수,CRUX의 복수,,CRUX의 복수,#NUM!
496,551,cruelize,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
497,552,cruels,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
498,553,crumblings,NNS,"  pl. 부순[부서진] 파편, 작은 조각  ","pl. 부순[부서진] 파편, 작은 조각  ","pl. 부순[부서진] 파편, 작은 조각  ","pl. 부순[부서진] 파편, 작은 조각  ","pl. 부순 파편, 작은 조각",,"pl. 부순 파편, 작은 조각",#NUM!
499,554,crumen,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
500,556,cullis,NNS,(지붕의) 빗물 홈통,(지붕의) 빗물 홈통,(지붕의) 빗물 홈통,(지붕의) 빗물 홈통, 빗물 홈통,, 빗물 홈통,#NUM!
501,557,culmen,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
502,558,cultismo,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
503,559,cumol,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
504,560,cumuli,NNS,CUMULUS의 복수,CUMULUS의 복수,CUMULUS의 복수,CUMULUS의 복수,CUMULUS의 복수,,CUMULUS의 복수,#NUM!
505,561,cuprum,NNS,[화학]  구리(copper) ((기호 Cu)),  구리(copper) ((기호 Cu)),  구리(copper) ((기호 Cu)),  구리(copper) ((기호 Cu)),구리,,구리,#NUM!
506,562,curiologics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
507,563,curlylocks,NNS,곱슬머리인 사람.,곱슬머리인 사람.,곱슬머리인 사람.,곱슬머리인 사람.,곱슬머리인 사람.,,곱슬머리인 사람.,#NUM!
508,565,cutlips,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
509,566,cybernetics,NNS,"  사이버네틱스, 인공두뇌학  ","사이버네틱스, 인공두뇌학  ","사이버네틱스, 인공두뇌학  ","사이버네틱스, 인공두뇌학  ","사이버네틱스, 인공두뇌학",,"사이버네틱스, 인공두뇌학",#NUM!
510,567,cyclamen,NNS,시클라멘(흰색·보라색·분홍색의 꽃이 피는 앵초과 식물),시클라멘(흰색·보라색·분홍색의 꽃이 피는 앵초과 식물),시클라멘(흰색·보라색·분홍색의 꽃이 피는 앵초과 식물),시클라멘(흰색·보라색·분홍색의 꽃이 피는 앵초과 식물),시클라멘,,시클라멘,#NUM!
511,569,cyclophoria,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
512,570,cynegetics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
513,571,cyniatrics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
514,572,cytogenetics,NNS,pl. [단수 취급] 세포 유전학,pl. [단수 취급] 세포 유전학,pl. [단수 취급] 세포 유전학,pl. [단수 취급] 세포 유전학,pl.  세포 유전학,,pl.  세포 유전학,#NUM!
515,573,cytophysics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
516,574,daggers,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
517,575,daimen,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
518,576,dalles,NNS,pl. (협곡의) 급류(dells),pl. (협곡의) 급류(dells),pl. (협곡의) 급류(dells),pl. (협곡의) 급류(dells),pl. ,,pl. ,#NUM!
519,577,damages,NNS,[국토계획학]  손해(배상)액(損害賠償額),  손해(배상)액(損害賠償額),  손해(배상)액(損害賠償額),  손해(배상)액(損害賠償額),손해,,손해,#NUM!
520,578,damnonians,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
521,579,darklings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
522,580,darnel,NNS,[식물]  독보리,  독보리,  독보리,  독보리,독보리,,독보리,#NUM!
523,583,days,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
524,584,deathwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
525,585,decadal,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
526,586,declimatize,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
527,588,deedbox,NNS,증서 보관함[금고],증서 보관함[금고],증서 보관함[금고],증서 보관함[금고],증서 보관함,,증서 보관함,#NUM!
528,590,dehors,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
529,591,demidolmen,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
530,592,demigardebras,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
531,593,demotics,NNS,"  pl. [단수 취급] 민중과 사회의 연구, 민중학  ","pl. [단수 취급] 민중과 사회의 연구, 민중학  ","pl. [단수 취급] 민중과 사회의 연구, 민중학  ","pl. [단수 취급] 민중과 사회의 연구, 민중학  ","pl.  민중과 사회의 연구, 민중학",,"pl.  민중과 사회의 연구, 민중학",#NUM!
532,595,dermatomyces,NNS,[의학]  피부사상균(皮膚絲狀菌)      2.,  피부사상균(皮膚絲狀菌)      2,  피부사상균(皮膚絲狀菌)      2,  피부사상균(皮膚絲狀菌)      2,피부사상균 2,,피부사상균 2,#NUM!
533,596,derries,NNS,[원예학]  장과류(漿果類),  장과류(漿果類),  장과류(漿果類),  장과류(漿果類),장과류,,장과류,#NUM!
534,597,diagnoses,NNS,진단,진단,진단,진단,진단,,진단,#NUM!
535,598,diagnostics,NNS,"  pl. [단수 취급] [의학] 진단(법), [컴퓨터] 진단 루틴  ","pl. [단수 취급] [의학] 진단(법), [컴퓨터] 진단 루틴  ","pl. [단수 취급] [의학] 진단(법), [컴퓨터] 진단 루틴  ","pl. [단수 취급] [의학] 진단(법), [컴퓨터] 진단 루틴  ",pl.  진단 루틴,,pl.  진단 루틴,#NUM!
536,599,diagraphics,NNS,"  다이어그램 제작 기술, 다이어그램 제작 기법  ","다이어그램 제작 기술, 다이어그램 제작 기법  ","다이어그램 제작 기술, 다이어그램 제작 기법  ","다이어그램 제작 기술, 다이어그램 제작 기법  ","다이어그램 제작 기술, 다이어그램 제작 기법",,"다이어그램 제작 기술, 다이어그램 제작 기법",#NUM!
537,600,dialectics,NNS,[철학용어]  변증법(辯證法),  변증법(辯證法),  변증법(辯證法),  변증법(辯證法),변증법,,변증법,#NUM!
538,602,dianetics,NNS,다이어네틱스(해로운 심상(心象)을 제거하려는 심리 요법).,다이어네틱스(해로운 심상(心象)을 제거하려는 심리 요법).,다이어네틱스(해로운 심상(心象)을 제거하려는 심리 요법).,다이어네틱스(해로운 심상(心象)을 제거하려는 심리 요법).,다이어네틱스.,,다이어네틱스.,#NUM!
539,603,diatomin,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
540,604,dichroic,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
541,606,dietetics,NNS,"  영양학, 식이요법학  ","영양학, 식이요법학  ","영양학, 식이요법학  ","영양학, 식이요법학  ","영양학, 식이요법학",,"영양학, 식이요법학",#NUM!
542,607,dietics,NNS,"  영양학, 식이요법학  ","영양학, 식이요법학  ","영양학, 식이요법학  ","영양학, 식이요법학  ","영양학, 식이요법학",,"영양학, 식이요법학",#NUM!
543,608,dietotherapeutics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
544,610,digs,NNS,[구식  비격식]  셋방 (=lodgings),  셋방 (=lodgings),  셋방 (=lodgings),  셋방 (=lodgings),셋방 ,,셋방 ,#NUM!
545,611,dihysteria,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
546,612,dimps,NNS,[美속어]  두 군데 수입이 있으면서도 돈에 쪼들리고 있는 사람들.,  두 군데 수입이 있으면서도 돈에 쪼들리고 있는 사람들,  두 군데 수입이 있으면서도 돈에 쪼들리고 있는 사람들,  두 군데 수입이 있으면서도 돈에 쪼들리고 있는 사람들,두 군데 수입이 있으면서도 돈에 쪼들리고 있는 사람들,,두 군데 수입이 있으면서도 돈에 쪼들리고 있는 사람들,#NUM!
547,614,dioscorein,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
548,615,diplomatics,NNS,pl. [단수 취급] 고문서학(古文書學),pl. [단수 취급] 고문서학(古文書學),pl. [단수 취급] 고문서학(古文書學),pl. [단수 취급] 고문서학(古文書學),pl.  고문서학,,pl.  고문서학,#NUM!
549,616,diplomyelia,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
550,617,directrices,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
551,618,discommons,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
552,620,distalwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
553,621,divers,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
554,622,doggy,NNS,"[비격식]  (아이들 말로) 개      2.    [형용사][비격식]  개의, 개 같은  ",  (아이들 말로) 개      2,  (아이들 말로) 개      2,  (아이들 말로) 개      2, 개 2,, 개 2,#NUM!
555,623,dogmatics,NNS,"[그리스도교]  pl. [단수 취급] 교리[신조]론, 교의학(敎義學)  ",  pl,  pl,  pl,pl,,pl,#NUM!
556,624,dogs,NNS,[英속어]  그레이하운드 개 경주.,  그레이하운드 개 경주,  그레이하운드 개 경주,  그레이하운드 개 경주,그레이하운드 개 경주,,그레이하운드 개 경주,#NUM!
557,625,doings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
558,627,dolmen,NNS,"  돌멘, 고인돌  ","돌멘, 고인돌  ","돌멘, 고인돌  ","돌멘, 고인돌  ","돌멘, 고인돌",,"돌멘, 고인돌",#NUM!
559,628,dooms,NNS,"[英]  대단히, 매우, 크게(very, extremely). damned의 완곡어로서 쓰인다.  ","  대단히, 매우, 크게(very, extremely)","  대단히, 매우, 크게(very, extremely)","  대단히, 매우, 크게(very, extremely)","대단히, 매우, 크게",,"대단히, 매우, 크게",#NUM!
560,629,dorsalwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
561,630,doubleleaf,NNS,[식물]  쌍잎난초속(屬)의 난((잎이 마주나기)).,  쌍잎난초속(屬)의 난((잎이 마주나기)),  쌍잎난초속(屬)의 난((잎이 마주나기)),  쌍잎난초속(屬)의 난((잎이 마주나기)),쌍잎난초속,,쌍잎난초속,#NUM!
562,631,doublets,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
563,634,downstairs,NNS,"  아래층(특히 1층), (↔upstairs)  ","아래층(특히 1층), (↔upstairs)  ","아래층(특히 1층), (↔upstairs)  ","아래층(특히 1층), (↔upstairs)  ",아래층,,아래층,#NUM!
564,636,draughts,NNS,[영]  pl. [단수 취급] = CHECKERS,  pl,  pl,  pl,pl,,pl,#NUM!
565,637,drawers,NNS,[구식]  (무릎 위까지 오는) 속바지,  (무릎 위까지 오는) 속바지,  (무릎 위까지 오는) 속바지,  (무릎 위까지 오는) 속바지, 속바지,, 속바지,#NUM!
566,638,drawtongs,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
567,639,driftwind,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
568,640,drugeteria,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
569,641,drumheads,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
570,642,duces,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
571,643,duddies,NNS,[비격식]  친구      2.,  친구      2,  친구      2,  친구      2,친구 2,,친구 2,#NUM!
572,644,duplicitas,NNS,[생명과학]  전방중복기형(前方重複奇形),  전방중복기형(前方重複奇形),  전방중복기형(前方重複奇形),  전방중복기형(前方重複奇形),전방중복기형,,전방중복기형,#NUM!
573,645,duramen,NNS,"[식물]  중심 목질(木質), 심재(心材)  ","  중심 목질(木質), 심재(心材)  ","  중심 목질(木質), 심재(心材)  ","  중심 목질(木質), 심재(心材)  ",중심 목질,,중심 목질,#NUM!
574,646,dyeleaves,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
575,648,dyschiria,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
576,649,dysgenics,NNS,[생물]  pl. [단수 취급] 열생학(劣生學)(opp. eugenics),  pl,  pl,  pl,pl,,pl,#NUM!
577,650,dysneuria,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
578,652,earthwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
579,653,eats,NNS,[비격식]  (특히 파티에서의) 음식,  (특히 파티에서의) 음식,  (특히 파티에서의) 음식,  (특히 파티에서의) 음식, 음식,, 음식,#NUM!
580,654,ecclesiastics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
581,655,Echinoderes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
582,656,echolalia,NNS,"  [심리] 반향 언어 ((남의 말을 그대로 흉내내는 행동)), (유아기의) 음성 모방  ","[심리] 반향 언어 ((남의 말을 그대로 흉내내는 행동)), (유아기의) 음성 모방  ","[심리] 반향 언어 ((남의 말을 그대로 흉내내는 행동)), (유아기의) 음성 모방  ","[심리] 반향 언어 ((남의 말을 그대로 흉내내는 행동)), (유아기의) 음성 모방  ", 반향 언어  음성 모방,, 반향 언어  음성 모방,#NUM!
583,657,Eclectics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
584,658,econometrics,NNS,"[경제]  pl. [단수 취급] 계량(計量)[통계] 경제학, 경제 측정학  ",  pl,  pl,  pl,pl,,pl,#NUM!
585,660,ecospecies,NNS,[생태]  생태종(生態種),  생태종(生態種),  생태종(生態種),  생태종(生態種),생태종,,생태종,#NUM!
586,661,ectoglia,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
587,662,edgeways,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
588,663,eerie,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
589,664,effects,NNS,"  물품, 물건(goods); 동산(movables); 개인 자산, 휴대품, (보석·의복 따위의) 소유물(personal property).  ",Longer,Longer,Longer,Longer,,Longer,#NUM!
590,665,eftsoons,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
591,666,egilops,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
592,667,ektenes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
593,668,electrics,NNS,[英  비격식]  (주택·자동차·기계의) 전기 장치,  (주택·자동차·기계의) 전기 장치,  (주택·자동차·기계의) 전기 장치,  (주택·자동차·기계의) 전기 장치, 전기 장치,, 전기 장치,#NUM!
594,669,electroballistics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
595,670,electrodynamics,NNS,[물리]  전기 역학,  전기 역학,  전기 역학,  전기 역학,전기 역학,,전기 역학,#NUM!
596,671,electrokinematics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
597,672,electrokinetics,NNS,pl. [단수 취급] 동전기학(動電氣學)(cf. ELECTROSTATICS),pl. [단수 취급] 동전기학(動電氣學)(cf. ELECTROSTATICS),pl. [단수 취급] 동전기학(動電氣學)(cf. ELECTROSTATICS),pl. [단수 취급] 동전기학(動電氣學)(cf. ELECTROSTATICS),pl.  동전기학,,pl.  동전기학,#NUM!
598,674,electromechanics,NNS,전기 기계 기술.,전기 기계 기술.,전기 기계 기술.,전기 기계 기술.,전기 기계 기술.,,전기 기계 기술.,#NUM!
599,676,electrooptics,NNS,pl. [단수 취급] 전기 광학,pl. [단수 취급] 전기 광학,pl. [단수 취급] 전기 광학,pl. [단수 취급] 전기 광학,pl.  전기 광학,,pl.  전기 광학,#NUM!
600,677,electrootiatrics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
601,678,electrophysics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
602,679,electrostatics,NNS,pl. [단수 취급] 정전기학(cf. ELECTROKINETICS),pl. [단수 취급] 정전기학(cf. ELECTROKINETICS),pl. [단수 취급] 정전기학(cf. ELECTROKINETICS),pl. [단수 취급] 정전기학(cf. ELECTROKINETICS),pl.  정전기학,,pl.  정전기학,#NUM!
603,681,electrotherapeutics,NNS,[의학]  pl. [단수 취급] 전기 요법,  pl,  pl,  pl,pl,,pl,#NUM!
604,683,electrotonus,NNS,[생리]  전기 긴장 ((전류를 통하였을 때 일어나는 신경·근육의 생리적 긴장)),  전기 긴장 ((전류를 통하였을 때 일어나는 신경·근육의 생리적 긴장)),  전기 긴장 ((전류를 통하였을 때 일어나는 신경·근육의 생리적 긴장)),  전기 긴장 ((전류를 통하였을 때 일어나는 신경·근육의 생리적 긴장)),전기 긴장 ,,전기 긴장 ,#NUM!
605,684,ellops,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
606,685,els,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
607,686,elsewards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
608,687,elseways,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
609,688,embololalia,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
610,689,empirics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
611,691,emprosthotonos,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
612,692,emptings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
613,693,endways,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
614,694,energetics,NNS,[물리]  pl. [단수 취급] 에너지론[학],  pl,  pl,  pl,pl,,pl,#NUM!
615,696,enhydros,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
616,697,enkernel,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
617,698,enteromegalia,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
618,699,enthelminthes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
619,700,entomotaxy,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
620,701,entoptics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
621,702,entrails,NNS,"  (사람·동물의) 내장 (=innards, insides)  ","(사람·동물의) 내장 (=innards, insides)  ","(사람·동물의) 내장 (=innards, insides)  ","(사람·동물의) 내장 (=innards, insides)  ",,,,#NUM!
622,703,entremets,NNS,[요리]  앙트르메 (((1) 주요리 사이에 나오는 간단한 요리 (2) 곁들이는 요리)),  앙트르메 (((1) 주요리 사이에 나오는 간단한 요리 (2) 곁들이는 요리)),  앙트르메 (((1) 주요리 사이에 나오는 간단한 요리 (2) 곁들이는 요리)),  앙트르메 (((1) 주요리 사이에 나오는 간단한 요리 (2) 곁들이는 요리)),앙트르메 ,,앙트르메 ,#NUM!
623,704,environs,NNS,[격식]  주변 (지역),  주변 (지역),  주변 (지역),  주변 (지역),주변 ,,주변 ,#NUM!
624,706,epidymides,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
625,707,epispadias,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
626,708,equatorwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
627,709,equites,NNS,"  pl. (고대 로마의) 기사 신분, 기병 부대  ","pl. (고대 로마의) 기사 신분, 기병 부대  ","pl. (고대 로마의) 기사 신분, 기병 부대  ","pl. (고대 로마의) 기사 신분, 기병 부대  ","pl.  기사 신분, 기병 부대",,"pl.  기사 신분, 기병 부대",#NUM!
628,710,erewhiles,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
629,711,ergates,NNS,[생명과학]  일개미,  일개미,  일개미,  일개미,일개미,,일개미,#NUM!
630,712,ermines,NNS,[문장]  검은 바탕에 어민의 모피 모양과 비슷한 흰 반점을 배합한 모피 모양.,  검은 바탕에 어민의 모피 모양과 비슷한 흰 반점을 배합한 모피 모양,  검은 바탕에 어민의 모피 모양과 비슷한 흰 반점을 배합한 모피 모양,  검은 바탕에 어민의 모피 모양과 비슷한 흰 반점을 배합한 모피 모양,검은 바탕에 어민의 모피 모양과 비슷한 흰 반점을 배합한 모피 모양,,검은 바탕에 어민의 모피 모양과 비슷한 흰 반점을 배합한 모피 모양,#NUM!
