Column1,word,type,v1,v2,v3,유의어,v4,v5,반의어,v6,동의어
120,envisage,VBP,  (미래의 일을) 예상[상상]하다  ,(미래의 일을) 예상[상상]하다  ,(미래의 일을) 예상[상상]하다  ,,(미래의 일을) 예상[상상]하다  , 예상하다,ignore, 예상하다,consider
121,epochal,VBP,"  신기원의, 획기적인  ","신기원의, 획기적인  ","신기원의, 획기적인  ",,"신기원의, 획기적인  ","신기원의, 획기적인",frequent,"신기원의, 획기적인",infrequent
122,ersatz,VBP,  대용[모조]품의  ,대용[모조]품의  ,대용[모조]품의  ,,대용[모조]품의  ,대용품의,real,대용품의,fake
123,erudite,VBP,"[격식]  학식 있는, 박식한 (=learned)  ","  학식 있는, 박식한 (=learned)  ","  학식 있는, 박식한 (=learned)  ",,"  학식 있는, 박식한 (=learned)  ","학식 있는, 박식한 ",common,"학식 있는, 박식한 ",literate
124,escalate,VBP,  확대[증가/악화]되다[시키다]  ,확대[증가/악화]되다[시키다]  ,확대[증가/악화]되다[시키다]  ,,확대[증가/악화]되다[시키다]  ,확대,decrease,확대,grow
125,euhemerize,VBP,  (신화를) 유헤메로스설에 입각해서 해석(설명)하다.  ,(신화를) 유헤메로스설에 입각해서 해석(설명)하다.  ,(신화를) 유헤메로스설에 입각해서 해석(설명)하다.  ,,(신화를) 유헤메로스설에 입각해서 해석(설명)하다.  ,하다.,,하다.,NaN
126,euploid,VBP,[생물]  정배수체의(cf. ANEUPLOID)  ,  정배수체의(cf,  정배수체의(cf,,  정배수체의(cf,정배수체의(cf,,정배수체의(cf,NaN
127,eutropic,VBP,[전문 용어]  부영양화(富營養化)된  ,  부영양화(富營養化)된  ,  부영양화(富營養化)된  ,,  부영양화(富營養化)된  ,부영양화된,,부영양화된,NaN
128,exhortative,VBP,  권고[훈계]적인  ,권고[훈계]적인  ,권고[훈계]적인  ,,권고[훈계]적인  ,권고적인,,권고적인,advisory
129,exorbitant,VBP,"[격식]  과도한, 지나친  ","  과도한, 지나친  ","  과도한, 지나친  ",,"  과도한, 지나친  ","과도한, 지나친",good,"과도한, 지나친",inordinate
130,explanative,VBP,  (=EXPLANATORY)  ,(=EXPLANATORY)  ,(=EXPLANATORY)  ,,(=EXPLANATORY)  ,,,,clarifying
131,exsanguine,VBP,"  핏기 없는, 피가 모자라는, 빈혈의(anemic)  ","핏기 없는, 피가 모자라는, 빈혈의(anemic)  ","핏기 없는, 피가 모자라는, 빈혈의(anemic)  ",,"핏기 없는, 피가 모자라는, 빈혈의(anemic)  ","핏기 없는, 피가 모자라는, 빈혈의",,"핏기 없는, 피가 모자라는, 빈혈의",NaN
132,extort,VBP,  갈취하다  ,갈취하다  ,갈취하다  ,,갈취하다  ,갈취하다,give,갈취하다,elicit
133,exultant,VBP,"[격식]  기뻐서 어쩔 줄 모르는, 의기양양한 (=triumphant)  ","  기뻐서 어쩔 줄 모르는, 의기양양한 (=triumphant)  ","  기뻐서 어쩔 줄 모르는, 의기양양한 (=triumphant)  ",,"  기뻐서 어쩔 줄 모르는, 의기양양한 (=triumphant)  ","기뻐서 어쩔 줄 모르는, 의기양양한 ",disappointed,"기뻐서 어쩔 줄 모르는, 의기양양한 ",ecstatic
134,fawn,VBP,  엷은 황갈색의      2.    [명사]  (생후 1년이 안 된) 새끼 사슴      3.    [명사]  엷은 황갈색  ,Longer,Longer,,Longer,Longer,,Longer,baby buck
135,fey,VBP,"[문예체 때로 못마땅함]  약간 특이한, 비현실적인 데가 있는  ","  약간 특이한, 비현실적인 데가 있는  ","  약간 특이한, 비현실적인 데가 있는  ",,"  약간 특이한, 비현실적인 데가 있는  ","약간 특이한, 비현실적인 데가 있는",,"약간 특이한, 비현실적인 데가 있는",dead
136,finalize,VBP,"  마무리짓다, 완결하다  ","마무리짓다, 완결하다  ","마무리짓다, 완결하다  ",,"마무리짓다, 완결하다  ","마무리짓다, 완결하다",introduce,"마무리짓다, 완결하다",conclude
137,flagrant,VBP,"  노골적인, 명백한 (=blatant)  ","노골적인, 명백한 (=blatant)  ","노골적인, 명백한 (=blatant)  ",,"노골적인, 명백한 (=blatant)  ","노골적인, 명백한 ",good,"노골적인, 명백한 ",bold
138,flex,VBP,"  (준비 운동으로) 몸을 풀다      2.    [명사][英]  (신축성 있는) 전선, 가요선  ","(준비 운동으로) 몸을 풀다      2.    [명사][英]  (신축성 있는) 전선, 가요선  ","(준비 운동으로) 몸을 풀다      2.    [명사][英]  (신축성 있는) 전선, 가요선  ",,"(준비 운동으로) 몸을 풀다      2.    [명사][英]  (신축성 있는) 전선, 가요선  "," 전선, 가요선",," 전선, 가요선",tighten
139,flippant,VBP,"  경솔한, 건방진  ","경솔한, 건방진  ","경솔한, 건방진  ",,"경솔한, 건방진  ","경솔한, 건방진",nice,"경솔한, 건방진",cocky
140,floss,VBP,  치실질을 하다  ,치실질을 하다  ,치실질을 하다  ,,치실질을 하다  ,치실질을 하다,,치실질을 하다,ornament
141,fluidal,VBP,"  유동성의, 유동적인.  ","유동성의, 유동적인.  ","유동성의, 유동적인.  ",,"유동성의, 유동적인.  ","유동성의, 유동적인.",,"유동성의, 유동적인.",NaN
142,fortunate,VBP,"  운 좋은, 다행한 (=lucky), (↔unfortunate)  ","운 좋은, 다행한 (=lucky), (↔unfortunate)  ","운 좋은, 다행한 (=lucky), (↔unfortunate)  ",,"운 좋은, 다행한 (=lucky), (↔unfortunate)  ","운 좋은, 다행한 ",disadvantageous,"운 좋은, 다행한 ",encouraging
143,fragrant,VBP,"  향기로운, 향긋한  ","향기로운, 향긋한  ","향기로운, 향긋한  ",,"향기로운, 향긋한  ","향기로운, 향긋한",distasteful,"향기로운, 향긋한",delicious
144,fremd,VBP,"[고어·스코틀랜드]  외국의, 관계없는, 낯선, 비우호적인.  ","  외국의, 관계없는, 낯선, 비우호적인","  외국의, 관계없는, 낯선, 비우호적인",,"  외국의, 관계없는, 낯선, 비우호적인","외국의, 관계없는, 낯선, 비우호적인",,"외국의, 관계없는, 낯선, 비우호적인",NaN
145,frolicsome,VBP,[특히 문예체]  즐겁게 뛰노는  ,  즐겁게 뛰노는  ,  즐겁게 뛰노는  ,,  즐겁게 뛰노는  ,즐겁게 뛰노는,staid,즐겁게 뛰노는,coltish
146,fructify,VBP,"  <식물이> 열매를 맺다, <토지가> 비옥하게 되다, <노력 등이> 열매를 맺다      2.    [타동사]  …에 열매를 맺게 하다, <토지를> 비옥하게 하다  ",Longer,Longer,,Longer,Longer,,Longer,impregnate
147,fruticose,VBP,[식물]  관목 모양의  ,  관목 모양의  ,  관목 모양의  ,,  관목 모양의  ,관목 모양의,,관목 모양의,NaN
148,fugal,VBP,"[음악]  푸가(fugue)의, 푸가와 비슷한  ","  푸가(fugue)의, 푸가와 비슷한  ","  푸가(fugue)의, 푸가와 비슷한  ",,"  푸가(fugue)의, 푸가와 비슷한  ","푸가의, 푸가와 비슷한",,"푸가의, 푸가와 비슷한",NaN
149,gainsay,VBP,"[격식]  부정하다, 반대하다 (=deny)  ","  부정하다, 반대하다 (=deny)  ","  부정하다, 반대하다 (=deny)  ",,"  부정하다, 반대하다 (=deny)  ","부정하다, 반대하다 ",acknowledge,"부정하다, 반대하다 ",contravene
150,garnett,VBP,[섬유]  (지스러기 섬유를) 재생하다.  ,  (지스러기 섬유를) 재생하다,  (지스러기 섬유를) 재생하다,,  (지스러기 섬유를) 재생하다, 재생하다,, 재생하다,NaN
151,genitival,VBP,[문법]  속격(屬格)의  ,  속격(屬格)의  ,  속격(屬格)의  ,,  속격(屬格)의  ,속격의,,속격의,NaN
152,geographize,VBP,"  지리학(상)의, 지리(학)적인.  ","지리학(상)의, 지리(학)적인.  ","지리학(상)의, 지리(학)적인.  ",,"지리학(상)의, 지리(학)적인.  ",지리학적인.,,지리학적인.,NaN
153,gesticulative,VBP,"  요란하게 몸짓[손짓]하는, 몸짓[손짓]을 많이 하는  ","요란하게 몸짓[손짓]하는, 몸짓[손짓]을 많이 하는  ","요란하게 몸짓[손짓]하는, 몸짓[손짓]을 많이 하는  ",,"요란하게 몸짓[손짓]하는, 몸짓[손짓]을 많이 하는  ",요란하게 몸짓을 많이 하는,simple,요란하게 몸짓을 많이 하는,bombastic
154,glamorize,VBP,"[보통 못마땅함]  미화하다, 매력적으로 만들다  ","  미화하다, 매력적으로 만들다  ","  미화하다, 매력적으로 만들다  ",,"  미화하다, 매력적으로 만들다  ","미화하다, 매력적으로 만들다",harm,"미화하다, 매력적으로 만들다",bedeck
155,glisten,VBP,"  반짝이다, 번들거리다  ","반짝이다, 번들거리다  ","반짝이다, 번들거리다  ",,"반짝이다, 번들거리다  ","반짝이다, 번들거리다",,"반짝이다, 번들거리다",gleam
156,globate,VBP,  구형의(spherical)  ,구형의(spherical)  ,구형의(spherical)  ,,구형의(spherical)  ,구형의,,구형의,circular
157,grandiose,VBP,"[못마땅함]  (너무) 거창한, (실속 없이) 거창하기만 한  ","  (너무) 거창한, (실속 없이) 거창하기만 한  ","  (너무) 거창한, (실속 없이) 거창하기만 한  ",,"  (너무) 거창한, (실속 없이) 거창하기만 한  ", 거창하기만 한,common, 거창하기만 한,bombastic
158,granulose,VBP,  (=GRANULAR)  ,(=GRANULAR)  ,(=GRANULAR)  ,,(=GRANULAR)  ,,,,NaN
159,gree,VBP,[方]  AGREE  ,  AGREE  ,  AGREE  ,,  AGREE  ,AGREE,,AGREE,NaN
160,grousy,VBP,"[신조어]  기분이 좋지 않은, 불평하는, 투덜거리는 (grouse에서 비롯된 용어)  ","  기분이 좋지 않은, 불평하는, 투덜거리는 (grouse에서 비롯된 용어)  ","  기분이 좋지 않은, 불평하는, 투덜거리는 (grouse에서 비롯된 용어)  ",,"  기분이 좋지 않은, 불평하는, 투덜거리는 (grouse에서 비롯된 용어)  ","기분이 좋지 않은, 불평하는, 투덜거리는 ",,"기분이 좋지 않은, 불평하는, 투덜거리는 ",NaN
161,grovy,VBP,"  작은 숲으로 덮인, 나무가 많은  ","작은 숲으로 덮인, 나무가 많은  ","작은 숲으로 덮인, 나무가 많은  ",,"작은 숲으로 덮인, 나무가 많은  ","작은 숲으로 덮인, 나무가 많은",,"작은 숲으로 덮인, 나무가 많은",NaN
162,gruesome,VBP,"  섬뜩한, 소름끼치는  ","섬뜩한, 소름끼치는  ","섬뜩한, 소름끼치는  ",,"섬뜩한, 소름끼치는  ","섬뜩한, 소름끼치는",beautiful,"섬뜩한, 소름끼치는",frightful
163,gruffy,VBP,  (=GRUFF)  ,(=GRUFF)  ,(=GRUFF)  ,,(=GRUFF)  ,,,,NaN
164,grumose,VBP,[식물]  (뿌리가) 과립(顆粒)이 모여 된  ,  (뿌리가) 과립(顆粒)이 모여 된  ,  (뿌리가) 과립(顆粒)이 모여 된  ,,  (뿌리가) 과립(顆粒)이 모여 된  ,이 모여 된,,이 모여 된,NaN
165,gyrose,VBP,"[식물]  물결 모양의, 주름이 있는, 굽이치는  ","  물결 모양의, 주름이 있는, 굽이치는  ","  물결 모양의, 주름이 있는, 굽이치는  ",,"  물결 모양의, 주름이 있는, 굽이치는  ","물결 모양의, 주름이 있는, 굽이치는",,"물결 모양의, 주름이 있는, 굽이치는",NaN
166,halse,VBP,"  껴안다, 포옹하다  ","껴안다, 포옹하다  ","껴안다, 포옹하다  ",,"껴안다, 포옹하다  ","껴안다, 포옹하다",,"껴안다, 포옹하다",NaN
167,hamose,VBP,"[식물]  갈고리가 있는, 갈고리 모양의(hooked).  ","  갈고리가 있는, 갈고리 모양의(hooked)","  갈고리가 있는, 갈고리 모양의(hooked)",,"  갈고리가 있는, 갈고리 모양의(hooked)","갈고리가 있는, 갈고리 모양의",,"갈고리가 있는, 갈고리 모양의",NaN
168,hariolate,VBP,"[드문,격식]  점을 치다, 예측하다  ","  점을 치다, 예측하다  ","  점을 치다, 예측하다  ",,"  점을 치다, 예측하다  ","점을 치다, 예측하다",,"점을 치다, 예측하다",NaN
169,herby,VBP,"  초본성(草本性)의, 풀이 많은  ","초본성(草本性)의, 풀이 많은  ","초본성(草本性)의, 풀이 많은  ",,"초본성(草本性)의, 풀이 많은  ","초본성의, 풀이 많은",,"초본성의, 풀이 많은",NaN
170,hermeneutist,VBP,[전문 용어]  (텍스트) 해석의  ,  (텍스트) 해석의  ,  (텍스트) 해석의  ,,  (텍스트) 해석의  , 해석의,, 해석의,NaN
171,heterodyne,VBP,[통신]  헤테로다인식의      2.    [명사][통신]  헤테로다인(식) (수신 장치)  ,  헤테로다인식의      2,  헤테로다인식의      2,,  헤테로다인식의      2,헤테로다인식의 2,,헤테로다인식의 2,NaN
172,heterostrophic,VBP,  타가(他家) 영양 생물의.  ,타가(他家) 영양 생물의.  ,타가(他家) 영양 생물의.  ,,타가(他家) 영양 생물의.  ,타가 영양 생물의.,,타가 영양 생물의.,NaN
173,holiday,VBP,[英]  휴가를 보내다  ,  휴가를 보내다  ,  휴가를 보내다  ,,  휴가를 보내다  ,휴가를 보내다,,휴가를 보내다,break
174,hunky,VBP,  (체격 좋고) 섹시한  ,(체격 좋고) 섹시한  ,(체격 좋고) 섹시한  ,,(체격 좋고) 섹시한  , 섹시한,, 섹시한,handsome
175,hypocrize,VBP,"  가면을 쓰다, 위선적 태도를 취하다.  ","가면을 쓰다, 위선적 태도를 취하다.  ","가면을 쓰다, 위선적 태도를 취하다.  ",,"가면을 쓰다, 위선적 태도를 취하다.  ","가면을 쓰다, 위선적 태도를 취하다.",,"가면을 쓰다, 위선적 태도를 취하다.",NaN
176,iconometry,VBP,  계량 경제학의  ,계량 경제학의  ,계량 경제학의  ,,계량 경제학의  ,계량 경제학의,,계량 경제학의,NaN
177,imbower,VBP,  (=embower)  ,(=embower)  ,(=embower)  ,,(=embower)  ,,,,NaN
178,immense,VBP,"  엄청난, 어마어마한 (=enormous)  ","엄청난, 어마어마한 (=enormous)  ","엄청난, 어마어마한 (=enormous)  ",,"엄청난, 어마어마한 (=enormous)  ","엄청난, 어마어마한 ",calculable,"엄청난, 어마어마한 ",colossal
179,implume,VBP,날개[깃털]이 없는,날개[깃털]이 없는,날개[깃털]이 없는,,날개[깃털]이 없는,날개이 없는,,날개이 없는,NaN
180,impresser,VBP,"  인상 깊게 생각하는, 감명[감동]을 받은  ","인상 깊게 생각하는, 감명[감동]을 받은  ","인상 깊게 생각하는, 감명[감동]을 받은  ",,"인상 깊게 생각하는, 감명[감동]을 받은  ","인상 깊게 생각하는, 감명을 받은",,"인상 깊게 생각하는, 감명을 받은",NaN
181,impugn,VBP,[격식]  의문을 제기하다 (=challenge)  ,  의문을 제기하다 (=challenge)  ,  의문을 제기하다 (=challenge)  ,,  의문을 제기하다 (=challenge)  ,의문을 제기하다 ,aid,의문을 제기하다 ,contravene
182,incapsulate,VBP,  (=encapsulate)  ,(=encapsulate)  ,(=encapsulate)  ,,(=encapsulate)  ,,,,NaN
183,infantine,VBP,  (=INFANTILE)  ,(=INFANTILE)  ,(=INFANTILE)  ,,(=INFANTILE)  ,,wise,,foolish
184,ingenerate,VBP,"  타고난, 생득의(innate)  ","타고난, 생득의(innate)  ","타고난, 생득의(innate)  ",,"타고난, 생득의(innate)  ","타고난, 생득의",,"타고난, 생득의",essential
185,inotropic,VBP,  근육의 수축을 지배하는  ,근육의 수축을 지배하는  ,근육의 수축을 지배하는  ,,근육의 수축을 지배하는  ,근육의 수축을 지배하는,,근육의 수축을 지배하는,NaN
186,interleave,VBP,  (특히 얇은 막 같은 것을) 끼우다  ,(특히 얇은 막 같은 것을) 끼우다  ,(특히 얇은 막 같은 것을) 끼우다  ,,(특히 얇은 막 같은 것을) 끼우다  , 끼우다,, 끼우다,NaN
187,interrace,VBP,"  타인종간의 , 인종 혼합의.  ","타인종간의 , 인종 혼합의.  ","타인종간의 , 인종 혼합의.  ",,"타인종간의 , 인종 혼합의.  ","타인종간의 , 인종 혼합의.",,"타인종간의 , 인종 혼합의.",NaN
188,intertribal,VBP,"  (다른) 종족 간의, 부족 간의  ","(다른) 종족 간의, 부족 간의  ","(다른) 종족 간의, 부족 간의  ",,"(다른) 종족 간의, 부족 간의  "," 종족 간의, 부족 간의",," 종족 간의, 부족 간의",NaN
189,interurban,VBP,"  도시 간의      2.    [명사][미]  도시 간 연락 교통 기관 ((열차, 전차, 버스 등))  ",Longer,Longer,,Longer,Longer,,Longer,citified
190,interweave,VBP,  (실·털실 등을) 섞어 짜다[넣다]  ,(실·털실 등을) 섞어 짜다[넣다]  ,(실·털실 등을) 섞어 짜다[넣다]  ,,(실·털실 등을) 섞어 짜다[넣다]  , 섞어 짜다,divide, 섞어 짜다,intertwine
191,intricate,VBP,  (여러 부분·내용으로 되어 있어) 복잡한  ,(여러 부분·내용으로 되어 있어) 복잡한  ,(여러 부분·내용으로 되어 있어) 복잡한  ,,(여러 부분·내용으로 되어 있어) 복잡한  , 복잡한,clear, 복잡한,complex
192,irksome,VBP,"[격식]  짜증나는, 귀찮은 (=tiresome)  ","  짜증나는, 귀찮은 (=tiresome)  ","  짜증나는, 귀찮은 (=tiresome)  ",,"  짜증나는, 귀찮은 (=tiresome)  ","짜증나는, 귀찮은 ",,"짜증나는, 귀찮은 ",bothersome
193,isidioid,VBP,"  열아(裂芽(isidium))의, 열아상(狀)의.  ","열아(裂芽(isidium))의, 열아상(狀)의.  ","열아(裂芽(isidium))의, 열아상(狀)의.  ",,"열아(裂芽(isidium))의, 열아상(狀)의.  ",열아의.,,열아의.,NaN
194,jittery,VBP,"[비격식]  초조한, 조마조마한  ","  초조한, 조마조마한  ","  초조한, 조마조마한  ",,"  초조한, 조마조마한  ","초조한, 조마조마한",collected,"초조한, 조마조마한",apprehensive
195,lackland,VBP,"  땅이 없는, 영토를 잃은      2.    [명사]  땅이 없는[영토를 잃은] 사람      3.    [명사]  [L~] 무지왕(無地王) ((영국왕 John의 별명))  ",Longer,Longer,,Longer,Longer,,Longer,NaN
196,laminose,VBP,  LAMINATE  ,LAMINATE  ,LAMINATE  ,,LAMINATE  ,LAMINATE,,LAMINATE,NaN
197,lanate,VBP,"  양모 모양의, 양모[부드러운 털]로 덮인  ","양모 모양의, 양모[부드러운 털]로 덮인  ","양모 모양의, 양모[부드러운 털]로 덮인  ",,"양모 모양의, 양모[부드러운 털]로 덮인  ","양모 모양의, 양모로 덮인",bald,"양모 모양의, 양모로 덮인",fuzzy
198,lanuginose,VBP,"  솜털의, 솜털이 난  ","솜털의, 솜털이 난  ","솜털의, 솜털이 난  ",,"솜털의, 솜털이 난  ","솜털의, 솜털이 난",,"솜털의, 솜털이 난",NaN
199,leer,VBP,  음흉하게 보다[웃다]      2.    [명사]  음흉한 시선[미소]  ,음흉하게 보다[웃다]      2.    [명사]  음흉한 시선[미소]  ,음흉하게 보다[웃다]      2.    [명사]  음흉한 시선[미소]  ,,음흉하게 보다[웃다]      2.    [명사]  음흉한 시선[미소]  ,음흉하게 보다,,음흉하게 보다,eyeball
200,levy,VBP,  (세금 등을) 부과[징수]하다  ,(세금 등을) 부과[징수]하다  ,(세금 등을) 부과[징수]하다  ,,(세금 등을) 부과[징수]하다  , 부과하다,, 부과하다,duty
201,limbic,VBP,[해부]  대뇌 변연계(邊緣系)의  ,  대뇌 변연계(邊緣系)의  ,  대뇌 변연계(邊緣系)의  ,,  대뇌 변연계(邊緣系)의  ,대뇌 변연계의,,대뇌 변연계의,NaN
202,limitative,VBP,  한정적인  ,한정적인  ,한정적인  ,,한정적인  ,한정적인,,한정적인,NaN
203,liquidize,VBP,[특히 英]  (과일·야채 등을 으깨어) 즙으로 만들다  ,  (과일·야채 등을 으깨어) 즙으로 만들다  ,  (과일·야채 등을 으깨어) 즙으로 만들다  ,,  (과일·야채 등을 으깨어) 즙으로 만들다  , 즙으로 만들다,, 즙으로 만들다,NaN
204,lumber,VBP,[특히 美]  (육중한 덩치로) 느릿느릿 움직이다      4.    ,  (육중한 덩치로) 느릿느릿 움직이다      4,  (육중한 덩치로) 느릿느릿 움직이다      4,,  (육중한 덩치로) 느릿느릿 움직이다      4, 느릿느릿 움직이다 4,glide, 느릿느릿 움직이다 4,shuffle
205,macrocrystalline,VBP,[광물]  미정질(微晶質)의  ,  미정질(微晶質)의  ,  미정질(微晶質)의  ,,  미정질(微晶質)의  ,미정질의,,미정질의,NaN
206,maigre,VBP,"[가톨릭]  소찬의, 고기 없는  ","  소찬의, 고기 없는  ","  소찬의, 고기 없는  ",,"  소찬의, 고기 없는  ","소찬의, 고기 없는",,"소찬의, 고기 없는",NaN
207,marginalize,VBP,  하찮은 존재 같은 기분이 들게 하다[존재로 만들다]  ,하찮은 존재 같은 기분이 들게 하다[존재로 만들다]  ,하찮은 존재 같은 기분이 들게 하다[존재로 만들다]  ,,하찮은 존재 같은 기분이 들게 하다[존재로 만들다]  ,하찮은 존재 같은 기분이 들게 하다,praise,하찮은 존재 같은 기분이 들게 하다,demean
208,mastermind,VBP,  (복잡한 일을 계획하고) 지휘[조종]하다  ,(복잡한 일을 계획하고) 지휘[조종]하다  ,(복잡한 일을 계획하고) 지휘[조종]하다  ,,(복잡한 일을 계획하고) 지휘[조종]하다  , 지휘하다,, 지휘하다,author
209,medusan,VBP,  해파리의.  ,해파리의.  ,해파리의.  ,,해파리의.  ,해파리의.,,해파리의.,NaN
210,megalocephalic,VBP,  MEGACEPHALIC.  ,MEGACEPHALIC.  ,MEGACEPHALIC.  ,,MEGACEPHALIC.  ,MEGACEPHALIC.,,MEGACEPHALIC.,NaN
211,micronuclear,VBP,"[동물]  소핵(小核)의, 부핵(副核)의.  ","  소핵(小核)의, 부핵(副核)의","  소핵(小核)의, 부핵(副核)의",,"  소핵(小核)의, 부핵(副核)의",소핵의,,소핵의,NaN
212,microwave,VBP,  전자레인지에 요리하다[데우다]  ,전자레인지에 요리하다[데우다]  ,전자레인지에 요리하다[데우다]  ,,전자레인지에 요리하다[데우다]  ,전자레인지에 요리하다,,전자레인지에 요리하다,zap
213,misbehave,VBP,"  못된 짓을 하다, 비행을 저지르다 (↔behave)  ","못된 짓을 하다, 비행을 저지르다 (↔behave)  ","못된 짓을 하다, 비행을 저지르다 (↔behave)  ",,"못된 짓을 하다, 비행을 저지르다 (↔behave)  ","못된 짓을 하다, 비행을 저지르다 ",obey,"못된 짓을 하다, 비행을 저지르다 ",fool around
214,monostich,VBP,[시학]  1행으로 된  ,  1행으로 된  ,  1행으로 된  ,,  1행으로 된  ,1행으로 된,,1행으로 된,NaN
215,mucinoid,VBP,"[생화학]  점액소(粘液素)의, 무친의.  ","  점액소(粘液素)의, 무친의","  점액소(粘液素)의, 무친의",,"  점액소(粘液素)의, 무친의","점액소의, 무친의",,"점액소의, 무친의",NaN
216,multiseriate,VBP,"[식물]  다열(多列)의, 다층(多層)의.  ","  다열(多列)의, 다층(多層)의","  다열(多列)의, 다층(多層)의",,"  다열(多列)의, 다층(多層)의",다열의,,다열의,NaN
217,nolo,VBP,  알코올이 (거의) 없는  ,알코올이 (거의) 없는  ,알코올이 (거의) 없는  ,,알코올이 (거의) 없는  ,알코올이  없는,,알코올이  없는,NaN
218,notarize,VBP,[법률]  (서류를) 공증하다  ,  (서류를) 공증하다  ,  (서류를) 공증하다  ,,  (서류를) 공증하다  , 공증하다,reject, 공증하다,attest
219,obdurate,VBP,[격식 보통 못마땅함]  고집 센 (=stubborn)  ,  고집 센 (=stubborn)  ,  고집 센 (=stubborn)  ,,  고집 센 (=stubborn)  ,고집 센 ,gentle,고집 센 ,bullhead
220,obeliskoid,VBP,  오벨리스크 모양의.  ,오벨리스크 모양의.  ,오벨리스크 모양의.  ,,오벨리스크 모양의.  ,오벨리스크 모양의.,,오벨리스크 모양의.,NaN
221,ochroid,VBP,  황토색의(ocherous)  ,황토색의(ocherous)  ,황토색의(ocherous)  ,,황토색의(ocherous)  ,황토색의,,황토색의,auric
222,ogle,VBP,  (…에게) 추파를 던지다  ,(…에게) 추파를 던지다  ,(…에게) 추파를 던지다  ,,(…에게) 추파를 던지다  , 추파를 던지다,look away, 추파를 던지다,gawk
223,olid,VBP,  심한 악취가 나는  ,심한 악취가 나는  ,심한 악취가 나는  ,,심한 악취가 나는  ,심한 악취가 나는,fresh,심한 악취가 나는,disagreeable
224,ophthalmic,VBP,"[의학]  눈의, 안과의  ","  눈의, 안과의  ","  눈의, 안과의  ",,"  눈의, 안과의  ","눈의, 안과의",,"눈의, 안과의",optic
225,ornamentalize,VBP,  …을 장식하다. ~i·z?·tion  ,…을 장식하다. ~i·z?·tion  ,…을 장식하다. ~i·z?·tion  ,,…을 장식하다. ~i·z?·tion  ,…을 장식하다. ~i·z?·tion,disfigure,…을 장식하다. ~i·z?·tion,beautify
226,ornate,VBP,  (특히 아주 작거나 복잡한 디자인으로) 화려하게 장식된  ,(특히 아주 작거나 복잡한 디자인으로) 화려하게 장식된  ,(특히 아주 작거나 복잡한 디자인으로) 화려하게 장식된  ,,(특히 아주 작거나 복잡한 디자인으로) 화려하게 장식된  , 화려하게 장식된,offensive, 화려하게 장식된,beautiful
227,orphan,VBP,  (아이를) 고아로 만들다  ,(아이를) 고아로 만들다  ,(아이를) 고아로 만들다  ,,(아이를) 고아로 만들다  , 고아로 만들다,, 고아로 만들다,ragamuffin
228,otiose,VBP,[격식]  쓸데없는 (=unnecessary)  ,  쓸데없는 (=unnecessary)  ,  쓸데없는 (=unnecessary)  ,,  쓸데없는 (=unnecessary)  ,쓸데없는 ,,쓸데없는 ,indolent
229,oust,VBP,  (일자리·권좌에서) 몰아내다[쫓아내다/축출하다]  ,(일자리·권좌에서) 몰아내다[쫓아내다/축출하다]  ,(일자리·권좌에서) 몰아내다[쫓아내다/축출하다]  ,,(일자리·권좌에서) 몰아내다[쫓아내다/축출하다]  , 몰아내다,place, 몰아내다,dethrone
230,outplan,VBP,  (…보다) 낫게 계획을 세우다.  ,(…보다) 낫게 계획을 세우다.  ,(…보다) 낫게 계획을 세우다.  ,,(…보다) 낫게 계획을 세우다.  , 낫게 계획을 세우다.,, 낫게 계획을 세우다.,NaN
231,outrave,VBP,  격분[격노]하게 만들다  ,격분[격노]하게 만들다  ,격분[격노]하게 만들다  ,,격분[격노]하게 만들다  ,격분하게 만들다,,격분하게 만들다,NaN
232,outvote,VBP,  투표에서 이기다 (=vote sb/sth down)  ,투표에서 이기다 (=vote sb/sth down)  ,투표에서 이기다 (=vote sb/sth down)  ,,투표에서 이기다 (=vote sb/sth down)  ,투표에서 이기다 ,approve,투표에서 이기다 ,annul
233,overdelicate,VBP,"  지나치게 신경질적인, 너무 섬세한  ","지나치게 신경질적인, 너무 섬세한  ","지나치게 신경질적인, 너무 섬세한  ",,"지나치게 신경질적인, 너무 섬세한  ","지나치게 신경질적인, 너무 섬세한",undemanding,"지나치게 신경질적인, 너무 섬세한",discriminating
234,overelaborate,VBP,"  지나치게 공들인, 너무 꼼꼼한      2.    [타동사]  [?uv?ril?b?reit] …에 지나치게 손을 대다  ",Longer,Longer,,Longer,Longer,offensive,Longer,beautiful
235,overextend,VBP,  They should not overextend themselves on the mortgage.      그들이 담보 대출을 너무 지나치게 내면 안 된다.  ,Longer,Longer,,Longer,Longer,assist,Longer,disable
236,overrake,VBP,[특히 英]  추월하다      2.    ,  추월하다      2,  추월하다      2,,  추월하다      2,추월하다 2,,추월하다 2,NaN
237,oversee,VBP,  (작업·활동이 제대로 이뤄지는지) 감독하다 (=supervise)  ,(작업·활동이 제대로 이뤄지는지) 감독하다 (=supervise)  ,(작업·활동이 제대로 이뤄지는지) 감독하다 (=supervise)  ,,(작업·활동이 제대로 이뤄지는지) 감독하다 (=supervise)  ,,ignore,,manage
238,overshave,VBP,  자기 사생활을 너무 드러내다  ,자기 사생활을 너무 드러내다  ,자기 사생활을 너무 드러내다  ,,자기 사생활을 너무 드러내다  ,자기 사생활을 너무 드러내다,,자기 사생활을 너무 드러내다,NaN
