Column1,word,type,v1,v2,v3,유의어,v4,v5,반의어,v6,동의어
131,lanated,VBN,"  양모 모양의, 양모[부드러운 털]로 덮인  ","양모 모양의, 양모[부드러운 털]로 덮인  ","양모 모양의, 양모[부드러운 털]로 덮인  ",,"양모 모양의, 양모[부드러운 털]로 덮인  ","양모 모양의, 양모로 덮인",,"양모 모양의, 양모로 덮인",NaN
132,lichened,VBN,지의가 난[낀],지의가 난[낀],지의가 난[낀],,지의가 난[낀],지의가 난,,지의가 난,NaN
133,lineated,VBN,(평행한) 줄무늬가 있는,(평행한) 줄무늬가 있는,(평행한) 줄무늬가 있는,,(평행한) 줄무늬가 있는, 줄무늬가 있는,, 줄무늬가 있는,NaN
134,listed,VBN,"  표[명단]에 실린, 전화 번호부에 실려 있는, [증권] 상장(上場)된  ","표[명단]에 실린, 전화 번호부에 실려 있는, [증권] 상장(上場)된  ","표[명단]에 실린, 전화 번호부에 실려 있는, [증권] 상장(上場)된  ",,"표[명단]에 실린, 전화 번호부에 실려 있는, [증권] 상장(上場)된  ",표 상장된,,표 상장된,catalogued
135,lodged,VBN,[문장]  (사슴 따위가) 잠복 자세의.,  (사슴 따위가) 잠복 자세의,  (사슴 따위가) 잠복 자세의,,  (사슴 따위가) 잠복 자세의, 잠복 자세의,unfixed, 잠복 자세의,clogged
136,lowborn,VBN,"  태생이 천한, 천하게 태어난  ","태생이 천한, 천하게 태어난  ","태생이 천한, 천하게 태어난  ",,"태생이 천한, 천하게 태어난  ","태생이 천한, 천하게 태어난",complicated,"태생이 천한, 천하게 태어난",base
137,maculated,VBN,MACULATE.,MACULATE.,MACULATE.,,MACULATE.,MACULATE.,elevate,MACULATE.,contaminate
138,malformed,VBN,"[전문 용어]  기형인, 흉하게 일그러진  ","  기형인, 흉하게 일그러진  ","  기형인, 흉하게 일그러진  ",,"  기형인, 흉하게 일그러진  ","기형인, 흉하게 일그러진",regular,"기형인, 흉하게 일그러진",contorted
139,malposed,VBN,"  위치가 나쁜, 위치 이상의.  ","위치가 나쁜, 위치 이상의.  ","위치가 나쁜, 위치 이상의.  ",,"위치가 나쁜, 위치 이상의.  ","위치가 나쁜, 위치 이상의.",,"위치가 나쁜, 위치 이상의.",NaN
140,mammillated,VBN,"  유두가 있는, 유두 모양의 돌기[기관]가 있는  ","유두가 있는, 유두 모양의 돌기[기관]가 있는  ","유두가 있는, 유두 모양의 돌기[기관]가 있는  ",,"유두가 있는, 유두 모양의 돌기[기관]가 있는  ","유두가 있는, 유두 모양의 돌기가 있는",,"유두가 있는, 유두 모양의 돌기가 있는",NaN
141,marbled,VBN,대리석 색깔[무늬]의,대리석 색깔[무늬]의,대리석 색깔[무늬]의,,대리석 색깔[무늬]의,대리석 색깔의,,대리석 색깔의,checkered
142,marblehearted,VBN,"  무정한, 냉혹한  ","무정한, 냉혹한  ","무정한, 냉혹한  ",,"무정한, 냉혹한  ","무정한, 냉혹한",,"무정한, 냉혹한",NaN
143,marginated,VBN,"  가장자리가 있는, [곤충] 특수한 색[모양]의 가장자리가 있는      2.    [타동사]  …에 가장자리를 달다, [상업] 마진[이윤]을 붙이다  ",Longer,Longer,,Longer,Longer,,Longer,NaN
144,measured,VBN,"  신중한, 침착한  ","신중한, 침착한  ","신중한, 침착한  ",,"신중한, 침착한  ","신중한, 침착한",unsystematic,"신중한, 침착한",deliberate
145,medullated,VBN,"  [해부] 골수[연수]가 있는, 수초(髓?)가 있는, [식물] 고갱이가 있는  ","[해부] 골수[연수]가 있는, 수초(髓?)가 있는, [식물] 고갱이가 있는  ","[해부] 골수[연수]가 있는, 수초(髓?)가 있는, [식물] 고갱이가 있는  ",,"[해부] 골수[연수]가 있는, 수초(髓?)가 있는, [식물] 고갱이가 있는  ", 고갱이가 있는,, 고갱이가 있는,NaN
146,merited,VBN,"  가치 있는, 당연한, 상응한  ","가치 있는, 당연한, 상응한  ","가치 있는, 당연한, 상응한  ",,"가치 있는, 당연한, 상응한  ","가치 있는, 당연한, 상응한",incorrect,"가치 있는, 당연한, 상응한",fit
147,mononucleated,VBN,[生]  단핵의 (mononuclear),  단핵의 (mononuclear),  단핵의 (mononuclear),,  단핵의 (mononuclear),단핵의 ,,단핵의 ,NaN
148,monosubstituted,VBN,[화학]  1치환기(置換基)의.,  1치환기(置換基)의,  1치환기(置換基)의,,  1치환기(置換基)의,1치환기의,,1치환기의,NaN
149,mown,VBN,"  벤, 베어진, 베어 들인  ","벤, 베어진, 베어 들인  ","벤, 베어진, 베어 들인  ",,"벤, 베어진, 베어 들인  ","벤, 베어진, 베어 들인",,"벤, 베어진, 베어 들인",trim
150,multifaceted,VBN,[격식]  다면적인,  다면적인,  다면적인,,  다면적인,다면적인,similar,다면적인,varied
151,multihued,VBN,(=multicolored),(=multicolored),(=multicolored),,(=multicolored),,,,discolored
152,myelinated,VBN,[해부]  골수(骨髓)가 있는(medullated).,  골수(骨髓)가 있는(medullated),  골수(骨髓)가 있는(medullated),,  골수(骨髓)가 있는(medullated),골수,,골수,NaN
153,nearsighted,VBN,"[특히 美]  (=short-sighted), (↔far-sighted)  ","  (=short-sighted), (↔far-sighted)  ","  (=short-sighted), (↔far-sighted)  ",,"  (=short-sighted), (↔far-sighted)  ",,,,blind as a bat
154,nectared,VBN,넥타를 가득 채운[섞은],넥타를 가득 채운[섞은],넥타를 가득 채운[섞은],,넥타를 가득 채운[섞은],넥타를 가득 채운,,넥타를 가득 채운,NaN
155,nectaried,VBN,[식물]  (꿀물을 분비하는) 밀선(蜜腺)이 있는.,  (꿀물을 분비하는) 밀선(蜜腺)이 있는,  (꿀물을 분비하는) 밀선(蜜腺)이 있는,,  (꿀물을 분비하는) 밀선(蜜腺)이 있는,이 있는,,이 있는,NaN
156,newlywed,VBN,신혼의,신혼의,신혼의,,신혼의,신혼의,groom,신혼의,old woman
157,nodulated,VBN,작은 마디 [혹]가 있는.,작은 마디 [혹]가 있는.,작은 마디 [혹]가 있는.,,작은 마디 [혹]가 있는.,작은 마디 가 있는.,,작은 마디 가 있는.,NaN
158,nonaffiliated,VBN,"  소속되어 있지 않은, 비소속의  ","소속되어 있지 않은, 비소속의  ","소속되어 있지 않은, 비소속의  ",,"소속되어 있지 않은, 비소속의  ","소속되어 있지 않은, 비소속의",,"소속되어 있지 않은, 비소속의",NaN
159,noncommissioned,VBN,"  위임장이 없는, (장교로) 임관되지 않은  ","위임장이 없는, (장교로) 임관되지 않은  ","위임장이 없는, (장교로) 임관되지 않은  ",,"위임장이 없는, (장교로) 임관되지 않은  ","위임장이 없는,  임관되지 않은",,"위임장이 없는,  임관되지 않은",NaN
160,notified,VBN,(공식적으로) 알리다[통고/통지하다] (=inform),(공식적으로) 알리다[통고/통지하다] (=inform),(공식적으로) 알리다[통고/통지하다] (=inform),,(공식적으로) 알리다[통고/통지하다] (=inform),,,,cautioned
161,ocellated,VBN,"  홑눈[안점]이 있는, 눈알무늬가 있는  ","홑눈[안점]이 있는, 눈알무늬가 있는  ","홑눈[안점]이 있는, 눈알무늬가 있는  ",,"홑눈[안점]이 있는, 눈알무늬가 있는  ","홑눈이 있는, 눈알무늬가 있는",,"홑눈이 있는, 눈알무늬가 있는",NaN
162,offset,VBN,오프셋 인쇄의,오프셋 인쇄의,오프셋 인쇄의,,오프셋 인쇄의,오프셋 인쇄의,disproportion,오프셋 인쇄의,cancel out
163,outsized,VBN,(=OUTSIZE),(=OUTSIZE),(=OUTSIZE),,(=OUTSIZE),,,,NaN
164,outyield,VBN,…보다 많이 산출[생산]하다.,…보다 많이 산출[생산]하다.,…보다 많이 산출[생산]하다.,,…보다 많이 산출[생산]하다.,…보다 많이 산출하다.,,…보다 많이 산출하다.,NaN
165,overparted,VBN,(배우의 능력 이상으로) 연기력을 요구하는,(배우의 능력 이상으로) 연기력을 요구하는,(배우의 능력 이상으로) 연기력을 요구하는,,(배우의 능력 이상으로) 연기력을 요구하는, 연기력을 요구하는,, 연기력을 요구하는,NaN
166,oversized,VBN,"  특대의, 너무 큰  ","특대의, 너무 큰  ","특대의, 너무 큰  ",,"특대의, 너무 큰  ","특대의, 너무 큰",,"특대의, 너무 큰",bag
167,palsied,VBN,"  중풍에 걸린, 마비된  ","중풍에 걸린, 마비된  ","중풍에 걸린, 마비된  ",,"중풍에 걸린, 마비된  ","중풍에 걸린, 마비된",steady,"중풍에 걸린, 마비된",disabled
168,panicked,VBN,"  겁에 질려 어쩔 줄 모르다[모르게 하다], 공황 상태에 빠지다[빠지게 하다]  ","겁에 질려 어쩔 줄 모르다[모르게 하다], 공황 상태에 빠지다[빠지게 하다]  ","겁에 질려 어쩔 줄 모르다[모르게 하다], 공황 상태에 빠지다[빠지게 하다]  ",,"겁에 질려 어쩔 줄 모르다[모르게 하다], 공황 상태에 빠지다[빠지게 하다]  ",겁에 질려 어쩔 줄 모르다,,겁에 질려 어쩔 줄 모르다,distressed
169,peed,VBN,[비격식]  오줌을 누다 (=urinate)      2.    [명사][비격식]  오줌 누기      3.    [명사]  오줌,  오줌을 누다 (=urinate)      2,  오줌을 누다 (=urinate)      2,,  오줌을 누다 (=urinate)      2,오줌을 누다  2,,오줌을 누다  2,annoyed
170,peeved,VBN,[비격식]  짜증이 난,  짜증이 난,  짜증이 난,,  짜증이 난,짜증이 난,,짜증이 난,cross
171,pencilled,VBN,연필로 쓰다[그리다/표하다],연필로 쓰다[그리다/표하다],연필로 쓰다[그리다/표하다],,연필로 쓰다[그리다/표하다],연필로 쓰다,ignore,연필로 쓰다,compose
172,pennoned,VBN,창기를 단,창기를 단,창기를 단,,창기를 단,창기를 단,,창기를 단,NaN
173,perjured,VBN,"  위증한, 위증죄를 범한  ","위증한, 위증죄를 범한  ","위증한, 위증죄를 범한  ",,"위증한, 위증죄를 범한  ","위증한, 위증죄를 범한",,"위증한, 위증죄를 범한",forsworn
174,perverted,VBN,"  (많은 사람들이 보기에) 비정상적인, 도착된  ","(많은 사람들이 보기에) 비정상적인, 도착된  ","(많은 사람들이 보기에) 비정상적인, 도착된  ",,"(많은 사람들이 보기에) 비정상적인, 도착된  "," 비정상적인, 도착된",cleansed," 비정상적인, 도착된",abused
175,pied,VBN,(특히 흑백) 얼룩무늬인,(특히 흑백) 얼룩무늬인,(특히 흑백) 얼룩무늬인,,(특히 흑백) 얼룩무늬인, 얼룩무늬인,, 얼룩무늬인,discolored
176,pigeonhearted,VBN,"  마음이 약한, 겁많은, 수줍은  ","마음이 약한, 겁많은, 수줍은  ","마음이 약한, 겁많은, 수줍은  ",,"마음이 약한, 겁많은, 수줍은  ","마음이 약한, 겁많은, 수줍은",brave,"마음이 약한, 겁많은, 수줍은",afraid
177,pinched,VBN,"  파리한, 초췌한  ","파리한, 초췌한  ","파리한, 초췌한  ",,"파리한, 초췌한  ","파리한, 초췌한",rich,"파리한, 초췌한",exhausted
178,plushed,VBN,"  플러시 천으로 만든 , 플러시 천 바지를 입은.  ","플러시 천으로 만든 , 플러시 천 바지를 입은.  ","플러시 천으로 만든 , 플러시 천 바지를 입은.  ",,"플러시 천으로 만든 , 플러시 천 바지를 입은.  ","플러시 천으로 만든 , 플러시 천 바지를 입은.",,"플러시 천으로 만든 , 플러시 천 바지를 입은.",NaN
179,pollened,VBN,수분(授粉)된.,수분(授粉)된.,수분(授粉)된.,,수분(授粉)된.,수분된.,,수분된.,NaN
180,possessed,VBN,홀린,홀린,홀린,,홀린,홀린,,홀린,enchanted
181,pouched,VBN,"  주머니가 있는, 주머니 모양의  ","주머니가 있는, 주머니 모양의  ","주머니가 있는, 주머니 모양의  ",,"주머니가 있는, 주머니 모양의  ","주머니가 있는, 주머니 모양의",depress,"주머니가 있는, 주머니 모양의",bulge
182,preambled,VBN,"  머리말이 있는 , (조약· 법령 따위의) 전문(前文)이 있는.  ","머리말이 있는 , (조약· 법령 따위의) 전문(前文)이 있는.  ","머리말이 있는 , (조약· 법령 따위의) 전문(前文)이 있는.  ",,"머리말이 있는 , (조약· 법령 따위의) 전문(前文)이 있는.  ","머리말이 있는 , 이 있는.",,"머리말이 있는 , 이 있는.",NaN
183,precedented,VBN,"  전례가 있는(opp. unprecedented), 전례로써 지지되는  ","전례가 있는(opp. unprecedented), 전례로써 지지되는  ","전례가 있는(opp. unprecedented), 전례로써 지지되는  ",,"전례가 있는(opp. unprecedented), 전례로써 지지되는  ","전례가 있는, 전례로써 지지되는",illegitimate,"전례가 있는, 전례로써 지지되는",contractual
184,preconceived,VBN,사전에 형성된,사전에 형성된,사전에 형성된,,사전에 형성된,사전에 형성된,fresh,사전에 형성된,bitter
185,preoccupied,VBN,(어떤 생각·걱정에) 사로잡힌[정신이 팔린],(어떤 생각·걱정에) 사로잡힌[정신이 팔린],(어떤 생각·걱정에) 사로잡힌[정신이 팔린],,(어떤 생각·걱정에) 사로잡힌[정신이 팔린], 사로잡힌,disenthralled, 사로잡힌,bemused
186,priced,VBN,값이 붙은,값이 붙은,값이 붙은,,값이 붙은,값이 붙은,,값이 붙은,costing
187,punctated,VBN,"[생물·의학]  반점의, 작은 반점이 있는, 오목한 데가 있는  ","  반점의, 작은 반점이 있는, 오목한 데가 있는  ","  반점의, 작은 반점이 있는, 오목한 데가 있는  ",,"  반점의, 작은 반점이 있는, 오목한 데가 있는  ","반점의, 작은 반점이 있는, 오목한 데가 있는",,"반점의, 작은 반점이 있는, 오목한 데가 있는",besprinkle
188,quarried,VBN,"  (채석장에서 돌 등을) 캐내다, 채석하다  ","(채석장에서 돌 등을) 캐내다, 채석하다  ","(채석장에서 돌 등을) 캐내다, 채석하다  ",,"(채석장에서 돌 등을) 캐내다, 채석하다  "," 캐내다, 채석하다",," 캐내다, 채석하다",excavate
189,quilted,VBN,누비로 된,누비로 된,누비로 된,,누비로 된,누비로 된,,누비로 된,motley
190,rattled,VBN,"  [구어] 난처한, 낭패인; [구어] 만취한  ","[구어] 난처한, 낭패인; [구어] 만취한  ","[구어] 난처한, 낭패인; [구어] 만취한  ",,"[구어] 난처한, 낭패인; [구어] 만취한  ", 만취한,oriented, 만취한,bugged
191,raven,VBN,[문예체]  검고 윤기 나는,  검고 윤기 나는,  검고 윤기 나는,,  검고 윤기 나는,검고 윤기 나는,sunny,검고 윤기 나는,unlighted
192,reawaken,VBN,(어떤 감정·기억을) 다시 불러일으키다[되살리다/환기시키다] (=rekindle),(어떤 감정·기억을) 다시 불러일으키다[되살리다/환기시키다] (=rekindle),(어떤 감정·기억을) 다시 불러일으키다[되살리다/환기시키다] (=rekindle),,(어떤 감정·기억을) 다시 불러일으키다[되살리다/환기시키다] (=rekindle),,calm,,awaken
193,refracted,VBN,[물리]  굴절시키다,  굴절시키다,  굴절시키다,,  굴절시키다,굴절시키다,rise,굴절시키다,arch
194,resolved,VBN,"[격식]  굳게 결심한, 단호한  ","  굳게 결심한, 단호한  ","  굳게 결심한, 단호한  ",,"  굳게 결심한, 단호한  ","굳게 결심한, 단호한",flexible,"굳게 결심한, 단호한",decided
195,retorted,VBN,"  쏘아붙이다, 응수[대꾸]하다      2.    [명사]  쏘아붙이기, 응수, 대꾸 (=rejoinder, riposte)      3.    [명사]  (화학 실험용) 증류기  ",Longer,Longer,,Longer,Longer,question,Longer,counter
196,rivered,VBN,하천[강]이 있는,하천[강]이 있는,하천[강]이 있는,,하천[강]이 있는,하천이 있는,,하천이 있는,NaN
197,rosed,VBN,"  장밋빛의, 붉게 물든.  ","장밋빛의, 붉게 물든.  ","장밋빛의, 붉게 물든.  ",,"장밋빛의, 붉게 물든.  ","장밋빛의, 붉게 물든.",whiten,"장밋빛의, 붉게 물든.",color
198,saved,VBN,저장된,저장된,저장된,,저장된,저장된,unprotected,저장된,released
199,selected,VBN,"  선택된(chosen), 선발된(picked out), 정선[엄선]된  ","선택된(chosen), 선발된(picked out), 정선[엄선]된  ","선택된(chosen), 선발된(picked out), 정선[엄선]된  ",,"선택된(chosen), 선발된(picked out), 정선[엄선]된  ","선택된, 정선된",,"선택된, 정선된",preferred
200,semidomed,VBN,반원형 지붕의.,반원형 지붕의.,반원형 지붕의.,,반원형 지붕의.,반원형 지붕의.,,반원형 지붕의.,NaN
201,semidomesticated,VBN,"  (야생 동물이) 반사육 상태인, 반쯤 길들여진. (또는 semidomestic)  ","(야생 동물이) 반사육 상태인, 반쯤 길들여진. (또는 semidomestic)  ","(야생 동물이) 반사육 상태인, 반쯤 길들여진. (또는 semidomestic)  ",,"(야생 동물이) 반사육 상태인, 반쯤 길들여진. (또는 semidomestic)  ",,,,NaN
202,shaken,VBN,"  충격을 받은, 화가 난, 겁먹은  ","충격을 받은, 화가 난, 겁먹은  ","충격을 받은, 화가 난, 겁먹은  ",,"충격을 받은, 화가 난, 겁먹은  ","충격을 받은, 화가 난, 겁먹은",,"충격을 받은, 화가 난, 겁먹은",jolted
203,shedded,VBN,"  잘게 조각난, [미·속어] 술 취한  ","잘게 조각난, [미·속어] 술 취한  ","잘게 조각난, [미·속어] 술 취한  ",,"잘게 조각난, [미·속어] 술 취한  ","잘게 조각난,  술 취한",,"잘게 조각난,  술 취한",NaN
204,slatted,VBN,작은 나무 조각들로 된,작은 나무 조각들로 된,작은 나무 조각들로 된,,작은 나무 조각들로 된,작은 나무 조각들로 된,,작은 나무 조각들로 된,NaN
205,slaveborn,VBN,노예로 태어난,노예로 태어난,노예로 태어난,,노예로 태어난,노예로 태어난,,노예로 태어난,NaN
206,slippered,VBN,실내화를 신은,실내화를 신은,실내화를 신은,,실내화를 신은,실내화를 신은,,실내화를 신은,NaN
207,softhearted,VBN,"  마음씨 고운, 인정 많은, 자애로운, 동정심 있는  ","마음씨 고운, 인정 많은, 자애로운, 동정심 있는  ","마음씨 고운, 인정 많은, 자애로운, 동정심 있는  ",,"마음씨 고운, 인정 많은, 자애로운, 동정심 있는  ","마음씨 고운, 인정 많은, 자애로운, 동정심 있는",,"마음씨 고운, 인정 많은, 자애로운, 동정심 있는",benevolent
208,spangled,VBN,"  스팽글로 장식하다 (→Star-Spangled Banner)      2.    [명사]  스팽글(옷에 장식으로 붙이는, 반짝거리는 얇은 조각), (=sequin)  ",Longer,Longer,,Longer,Longer,empty,Longer,dotted
209,spirited,VBN,"  기백이 넘치는, 활발한 (→dispirited, high-spirited, public-spirited)  ",Longer,Longer,,Longer,Longer,apathetic,Longer,bold
210,stealth,VBN,스텔스기의(레이더가 탐지하기 힘들게 만든),스텔스기의(레이더가 탐지하기 힘들게 만든),스텔스기의(레이더가 탐지하기 힘들게 만든),,스텔스기의(레이더가 탐지하기 힘들게 만든),스텔스기의,,스텔스기의,furtiveness
211,stouthearted,VBN,"[문어]  용감한, 대담한  ","  용감한, 대담한  ","  용감한, 대담한  ",,"  용감한, 대담한  ","용감한, 대담한",,"용감한, 대담한",bold
212,striated,VBN,"  줄[줄무늬, 홈]이 있는; 선[실] 모양의  ","줄[줄무늬, 홈]이 있는; 선[실] 모양의  ","줄[줄무늬, 홈]이 있는; 선[실] 모양의  ",,"줄[줄무늬, 홈]이 있는; 선[실] 모양의  ",줄 모양의,earnest,줄 모양의,cleft
213,stronghearted,VBN,용감한(brave),용감한(brave),용감한(brave),,용감한(brave),용감한,,용감한,NaN
214,studied,VBN,[격식]  세심하게 계획된,  세심하게 계획된,  세심하게 계획된,,  세심하게 계획된,세심하게 계획된,spontaneous,세심하게 계획된,considered
215,sturdied,VBN,[격식]  세심하게 계획된,  세심하게 계획된,  세심하게 계획된,,  세심하게 계획된,세심하게 계획된,,세심하게 계획된,NaN
216,subsaturated,VBN,아(亞)포화의.,아(亞)포화의.,아(亞)포화의.,,아(亞)포화의.,아포화의.,,아포화의.,NaN
217,sunspotted,VBN,태양 흑점의.,태양 흑점의.,태양 흑점의.,,태양 흑점의.,태양 흑점의.,,태양 흑점의.,NaN
218,superposed,VBN,(다른 것의) 위에 놓다[겹쳐 놓다],(다른 것의) 위에 놓다[겹쳐 놓다],(다른 것의) 위에 놓다[겹쳐 놓다],,(다른 것의) 위에 놓다[겹쳐 놓다], 위에 놓다,reveal, 위에 놓다,bury
219,swagbellied,VBN,"  배불뚝이의, 올챙이 배의.  ","배불뚝이의, 올챙이 배의.  ","배불뚝이의, 올챙이 배의.  ",,"배불뚝이의, 올챙이 배의.  ","배불뚝이의, 올챙이 배의.",,"배불뚝이의, 올챙이 배의.",NaN
220,swayed,VBN,(=SWAYBACKED),(=SWAYBACKED),(=SWAYBACKED),,(=SWAYBACKED),,capricious,,determined
221,swiveleyed,VBN,사팔뜨기의.,사팔뜨기의.,사팔뜨기의.,,사팔뜨기의.,사팔뜨기의.,,사팔뜨기의.,NaN
222,swonken,VBN,swink의 과거분사.,swink의 과거분사.,swink의 과거분사.,,swink의 과거분사.,swink의 과거분사.,,swink의 과거분사.,NaN
223,taken,VBN,TAKE의 과거분사,TAKE의 과거분사,TAKE의 과거분사,,TAKE의 과거분사,TAKE의 과거분사,,TAKE의 과거분사,arrested
224,tenderhearted,VBN,"  다정한, 다감한, 상냥한, 정에 약한, 동정심 있는, 인정 많은  ","다정한, 다감한, 상냥한, 정에 약한, 동정심 있는, 인정 많은  ","다정한, 다감한, 상냥한, 정에 약한, 동정심 있는, 인정 많은  ",,"다정한, 다감한, 상냥한, 정에 약한, 동정심 있는, 인정 많은  ","다정한, 다감한, 상냥한, 정에 약한, 동정심 있는, 인정 많은",,"다정한, 다감한, 상냥한, 정에 약한, 동정심 있는, 인정 많은",all heart
225,tented,VBN,"  텐트[천막]들로 이뤄진, 텐트[천막] 같은  ","텐트[천막]들로 이뤄진, 텐트[천막] 같은  ","텐트[천막]들로 이뤄진, 텐트[천막] 같은  ",,"텐트[천막]들로 이뤄진, 텐트[천막] 같은  ",텐트 같은,,텐트 같은,bivouac
226,thrown,VBN,꼰,꼰,꼰,,꼰,꼰,,꼰,
227,tied,VBN,"[英]  사택(社宅)의, 고용인에게 빌려주는  ","  사택(社宅)의, 고용인에게 빌려주는  ","  사택(社宅)의, 고용인에게 빌려주는  ",,"  사택(社宅)의, 고용인에게 빌려주는  ","사택의, 고용인에게 빌려주는",,"사택의, 고용인에게 빌려주는",bound
228,titled,VBN,작위가 있는[붙은],작위가 있는[붙은],작위가 있는[붙은],,작위가 있는[붙은],작위가 있는,,작위가 있는,blue-blooded
229,turbinated,VBN,TURBINATE.,TURBINATE.,TURBINATE.,,TURBINATE.,TURBINATE.,,TURBINATE.,NaN
230,turreted,VBN,작은 탑이 있는,작은 탑이 있는,작은 탑이 있는,,작은 탑이 있는,작은 탑이 있는,,작은 탑이 있는,NaN
231,uncompleted,VBN,완료되지 않은,완료되지 않은,완료되지 않은,,완료되지 않은,완료되지 않은,dirty,완료되지 않은,barren
232,unconfined,VBN,"[격식]  제한을 받지 않는, 무한정의  ","  제한을 받지 않는, 무한정의  ","  제한을 받지 않는, 무한정의  ",,"  제한을 받지 않는, 무한정의  ","제한을 받지 않는, 무한정의",,"제한을 받지 않는, 무한정의",asunder
233,uncontaminated,VBN,오염되지 않은 (↔contaminated),오염되지 않은 (↔contaminated),오염되지 않은 (↔contaminated),,오염되지 않은 (↔contaminated),오염되지 않은 ,defiled,오염되지 않은 ,monogamous
234,unembellished,VBN,"  장식되지 않은, 수수한, 산뜻한.  ","장식되지 않은, 수수한, 산뜻한.  ","장식되지 않은, 수수한, 산뜻한.  ",,"장식되지 않은, 수수한, 산뜻한.  ","장식되지 않은, 수수한, 산뜻한.",decorated,"장식되지 않은, 수수한, 산뜻한.",basic
235,unenslaved,VBN,"  노예로 되지 않은, 해방된(emancipated), 매혹되지 않은.  ","노예로 되지 않은, 해방된(emancipated), 매혹되지 않은.  ","노예로 되지 않은, 해방된(emancipated), 매혹되지 않은.  ",,"노예로 되지 않은, 해방된(emancipated), 매혹되지 않은.  ","노예로 되지 않은, 해방된, 매혹되지 않은.",occupied,"노예로 되지 않은, 해방된, 매혹되지 않은.",democratic
236,unexpurgated,VBN,"  (책 등의 도발적인 내용이) 삭제되지 않은, 원본 그대로의  ","(책 등의 도발적인 내용이) 삭제되지 않은, 원본 그대로의  ","(책 등의 도발적인 내용이) 삭제되지 않은, 원본 그대로의  ",,"(책 등의 도발적인 내용이) 삭제되지 않은, 원본 그대로의  "," 삭제되지 않은, 원본 그대로의",," 삭제되지 않은, 원본 그대로의",entire
237,unharvested,VBN,수확되지 않은.,수확되지 않은.,수확되지 않은.,,수확되지 않은.,수확되지 않은.,,수확되지 않은.,NaN
238,unmodulated,VBN,(음·소리 따위가) 조절되지 않은.,(음·소리 따위가) 조절되지 않은.,(음·소리 따위가) 조절되지 않은.,,(음·소리 따위가) 조절되지 않은., 조절되지 않은.,, 조절되지 않은.,NaN
239,unperfected,VBN,완성되지 않은,완성되지 않은,완성되지 않은,,완성되지 않은,완성되지 않은,,완성되지 않은,crude
240,unplagued,VBN,괴롭혀지지 않은.,괴롭혀지지 않은.,괴롭혀지지 않은.,,괴롭혀지지 않은.,괴롭혀지지 않은.,,괴롭혀지지 않은.,NaN
241,unsated,VBN,"  총족되지 않은, 만족스럽지 못한.  ","총족되지 않은, 만족스럽지 못한.  ","총족되지 않은, 만족스럽지 못한.  ",,"총족되지 않은, 만족스럽지 못한.  ","총족되지 않은, 만족스럽지 못한.",happy,"총족되지 않은, 만족스럽지 못한.",annoyed
242,unsewed,VBN,"  바느질하지 않은, 꿰매 맞추지[잇지] 않은.  ","바느질하지 않은, 꿰매 맞추지[잇지] 않은.  ","바느질하지 않은, 꿰매 맞추지[잇지] 않은.  ",,"바느질하지 않은, 꿰매 맞추지[잇지] 않은.  ","바느질하지 않은, 꿰매 맞추지 않은.",,"바느질하지 않은, 꿰매 맞추지 않은.",NaN
243,untransacted,VBN,번역되지 않은,번역되지 않은,번역되지 않은,,번역되지 않은,번역되지 않은,,번역되지 않은,NaN
244,used,VBN,익숙한,익숙한,익숙한,,익숙한,익숙한,,익숙한,worn
245,vallated,VBN,"  이랑[둑]으로 경계지어진, 누벽의, 보루의  ","이랑[둑]으로 경계지어진, 누벽의, 보루의  ","이랑[둑]으로 경계지어진, 누벽의, 보루의  ",,"이랑[둑]으로 경계지어진, 누벽의, 보루의  ","이랑으로 경계지어진, 누벽의, 보루의",,"이랑으로 경계지어진, 누벽의, 보루의",NaN
246,varicated,VBN,"  (의학) 정맥류가 있는 , (조개류) 나선층 융기가 있는.  ","(의학) 정맥류가 있는 , (조개류) 나선층 융기가 있는.  ","(의학) 정맥류가 있는 , (조개류) 나선층 융기가 있는.  ",,"(의학) 정맥류가 있는 , (조개류) 나선층 융기가 있는.  ", 나선층 융기가 있는.,, 나선층 융기가 있는.,NaN
247,velated,VBN,뒤늦은,뒤늦은,뒤늦은,,뒤늦은,뒤늦은,,뒤늦은,NaN
248,waved,VBN,"  파도 모양의, 기복이 있는  ","파도 모양의, 기복이 있는  ","파도 모양의, 기복이 있는  ",,"파도 모양의, 기복이 있는  ","파도 모양의, 기복이 있는",,"파도 모양의, 기복이 있는",curled
249,weighted,VBN,"  (한쪽에 유·불리하게) 치우친, 편중된 (=biased)  ","(한쪽에 유·불리하게) 치우친, 편중된 (=biased)  ","(한쪽에 유·불리하게) 치우친, 편중된 (=biased)  ",,"(한쪽에 유·불리하게) 치우친, 편중된 (=biased)  ",,deficient,,big
250,wholehearted,VBN,"[호감]  전폭적인, 전적인  ","  전폭적인, 전적인  ","  전폭적인, 전적인  ",,"  전폭적인, 전적인  ","전폭적인, 전적인",halfhearted,"전폭적인, 전적인",ardent
251,writhed,VBN,(흔히 극심한 고통으로) 온몸을 비틀다,(흔히 극심한 고통으로) 온몸을 비틀다,(흔히 극심한 고통으로) 온몸을 비틀다,,(흔히 극심한 고통으로) 온몸을 비틀다, 온몸을 비틀다,, 온몸을 비틀다,squirm
