Column1,word,type,v1,v2,v3,유의어,v4,v5,반의어,v6,동의어
120,cracking,VBG,"[英  비격식]  기막히게 좋은, 끝내 주는  ","  기막히게 좋은, 끝내 주는  ","  기막히게 좋은, 끝내 주는  ",,"  기막히게 좋은, 끝내 주는  ","기막히게 좋은, 끝내 주는",strong,"기막히게 좋은, 끝내 주는",crumbling
121,crawling,VBG,"  [속어] 벼룩[이, 진드기]가 꾄; [영·속어] 아첨하는, 굽실거리는  ","[속어] 벼룩[이, 진드기]가 꾄; [영·속어] 아첨하는, 굽실거리는  ","[속어] 벼룩[이, 진드기]가 꾄; [영·속어] 아첨하는, 굽실거리는  ",,"[속어] 벼룩[이, 진드기]가 꾄; [영·속어] 아첨하는, 굽실거리는  "," 아첨하는, 굽실거리는",," 아첨하는, 굽실거리는",moving slowly
122,creeping,VBG,  서서히[몰래] 진행되는[다가오는]  ,서서히[몰래] 진행되는[다가오는]  ,서서히[몰래] 진행되는[다가오는]  ,,서서히[몰래] 진행되는[다가오는]  ,서서히,upright,서서히,crawling
123,cricketing,VBG,"  크리켓을 하는, 크리켓의  ","크리켓을 하는, 크리켓의  ","크리켓을 하는, 크리켓의  ",,"크리켓을 하는, 크리켓의  ","크리켓을 하는, 크리켓의",,"크리켓을 하는, 크리켓의",NaN
124,crocheting,VBG,  코바늘로 뜨다  ,코바늘로 뜨다  ,코바늘로 뜨다  ,,코바늘로 뜨다  ,코바늘로 뜨다,,코바늘로 뜨다,embroidery
125,crooning,VBG,  (조용히 부드럽게) 노래하다  ,(조용히 부드럽게) 노래하다  ,(조용히 부드럽게) 노래하다  ,,(조용히 부드럽게) 노래하다  , 노래하다,, 노래하다,carol
126,crushing,VBG,  (안 좋거나 심각한 정도를 강조하여) 참담한[치명적인]  ,(안 좋거나 심각한 정도를 강조하여) 참담한[치명적인]  ,(안 좋거나 심각한 정도를 강조하여) 참담한[치명적인]  ,,(안 좋거나 심각한 정도를 강조하여) 참담한[치명적인]  , 참담한,easy, 참담한,difficult
127,damning,VBG,"  비판적인, 유죄[과오]를 강력 시사하는  ","비판적인, 유죄[과오]를 강력 시사하는  ","비판적인, 유죄[과오]를 강력 시사하는  ",,"비판적인, 유죄[과오]를 강력 시사하는  ","비판적인, 유죄를 강력 시사하는",,"비판적인, 유죄를 강력 시사하는",damnatory
128,dangling,VBG,"  ...에게 결과를 알리지 않고 기다리게 하다, ...을 애타게 (안달복달하게)하다  ","...에게 결과를 알리지 않고 기다리게 하다, ...을 애타게 (안달복달하게)하다  ","...에게 결과를 알리지 않고 기다리게 하다, ...을 애타게 (안달복달하게)하다  ",,"...에게 결과를 알리지 않고 기다리게 하다, ...을 애타게 (안달복달하게)하다  ","...에게 결과를 알리지 않고 기다리게 하다, ...을 애타게 하다",,"...에게 결과를 알리지 않고 기다리게 하다, ...을 애타게 하다",hanging
129,darkling,VBG,"[문예체]  어두워 오는, 어스레한  ","  어두워 오는, 어스레한  ","  어두워 오는, 어스레한  ",,"  어두워 오는, 어스레한  ","어두워 오는, 어스레한",,"어두워 오는, 어스레한",NaN
130,dawdling,VBG,  꾸물[어정]거리다  ,꾸물[어정]거리다  ,꾸물[어정]거리다  ,,꾸물[어정]거리다  ,꾸물거리다,bold,꾸물거리다,averse
131,deadening,VBG,  the deadening effect of alcohol on your reactions      알코올의 반응 둔화 효과  ,Longer,Longer,,Longer,Longer,stimulating,Longer,analgesic
132,deafening,VBG,"  귀청이 터질 듯한, 귀가 먹먹한  ","귀청이 터질 듯한, 귀가 먹먹한  ","귀청이 터질 듯한, 귀가 먹먹한  ",,"귀청이 터질 듯한, 귀가 먹먹한  ","귀청이 터질 듯한, 귀가 먹먹한",silent,"귀청이 터질 듯한, 귀가 먹먹한",noisy
133,decreasing,VBG,"  감소하는, 점점 줄어드는  ","감소하는, 점점 줄어드는  ","감소하는, 점점 줄어드는  ",,"감소하는, 점점 줄어드는  ","감소하는, 점점 줄어드는",increasing,"감소하는, 점점 줄어드는",descending
134,defiling,VBG,[격식 또는 문예체]  (신성하거나 중요한 것을) 더럽히다  ,  (신성하거나 중요한 것을) 더럽히다  ,  (신성하거나 중요한 것을) 더럽히다  ,,  (신성하거나 중요한 것을) 더럽히다  , 더럽히다,pious, 더럽히다,apostate
135,degrading,VBG,"  비하하는, 모멸적인  ","비하하는, 모멸적인  ","비하하는, 모멸적인  ",,"비하하는, 모멸적인  ","비하하는, 모멸적인",,"비하하는, 모멸적인",derogatory
136,delighting,VBG,"  많은 기쁨을 주다, 아주 즐겁게 하다  ","많은 기쁨을 주다, 아주 즐겁게 하다  ","많은 기쁨을 주다, 아주 즐겁게 하다  ",,"많은 기쁨을 주다, 아주 즐겁게 하다  ","많은 기쁨을 주다, 아주 즐겁게 하다",inadequate,"많은 기쁨을 주다, 아주 즐겁게 하다",decent
137,demurring,VBG,[격식]  이의를 제기하다  ,  이의를 제기하다  ,  이의를 제기하다  ,,  이의를 제기하다  ,이의를 제기하다,careless,이의를 제기하다,averse
138,depending,VBG,"  매달린 , 부수적인 , (법률) 미결의.  ","매달린 , 부수적인 , (법률) 미결의.  ","매달린 , 부수적인 , (법률) 미결의.  ",,"매달린 , 부수적인 , (법률) 미결의.  ","매달린 , 부수적인 ,  미결의.",independent,"매달린 , 부수적인 ,  미결의.",reliant
139,depressing,VBG,"  우울하게 만드는, 우울한  ","우울하게 만드는, 우울한  ","우울하게 만드는, 우울한  ",,"우울하게 만드는, 우울한  ","우울하게 만드는, 우울한",cheerful,"우울하게 만드는, 우울한",daunting
140,despairing,VBG,"  절망한, 자포자기한  ","절망한, 자포자기한  ","절망한, 자포자기한  ",,"절망한, 자포자기한  ","절망한, 자포자기한",encouraged,"절망한, 자포자기한",melancholic
141,desponding,VBG,  (=DESPONDENT)  ,(=DESPONDENT)  ,(=DESPONDENT)  ,,(=DESPONDENT)  ,,,,sadden
142,disappointing,VBG,"  실망스러운, 기대에 못 미치는  ","실망스러운, 기대에 못 미치는  ","실망스러운, 기대에 못 미치는  ",,"실망스러운, 기대에 못 미치는  ","실망스러운, 기대에 못 미치는",encouraging,"실망스러운, 기대에 못 미치는",disconcerting
143,discerning,VBG,[호감]  안목이 있는  ,  안목이 있는  ,  안목이 있는  ,,  안목이 있는  ,안목이 있는,ignorant,안목이 있는,insightful
144,discomforting,VBG,[격식]  (마음을) 불편하게 하다  ,  (마음을) 불편하게 하다  ,  (마음을) 불편하게 하다  ,,  (마음을) 불편하게 하다  , 불편하게 하다,, 불편하게 하다,unpleasant
145,discomposing,VBG,"[격식]  (마음의) 평정을 잃게 만들다 (=disconcert, disturb)  ","  (마음의) 평정을 잃게 만들다 (=disconcert, disturb)  ","  (마음의) 평정을 잃게 만들다 (=disconcert, disturb)  ",,"  (마음의) 평정을 잃게 만들다 (=disconcert, disturb)  ",,auspicious,,annoying
146,disconcerting,VBG,  She had the disconcerting habit of saying exactly what she thought.      그녀는 자기가 생각하는 바를 그대로 말해 버리는 당황스러운 버릇이 있었다.  ,Longer,Longer,,Longer,Longer,easy,Longer,bewildering
147,discouraging,VBG,  a discouraging experience/response/result      의욕을 꺾는[좌절감을 주는] 경험/반응/결과  ,Longer,Longer,,Longer,Longer,cheerful,Longer,depressing
148,discriminating,VBG,[호감]  안목 있는 (=discerning)  ,  안목 있는 (=discerning)  ,  안목 있는 (=discerning)  ,,  안목 있는 (=discerning)  ,안목 있는 ,uncritical,안목 있는 ,choosy
149,dishwashing,VBG,  접시 씻는  ,접시 씻는  ,접시 씻는  ,,접시 씻는  ,접시 씻는,,접시 씻는,NaN
150,disobliging,VBG,  (일부러) 비협조적인  ,(일부러) 비협조적인  ,(일부러) 비협조적인  ,,(일부러) 비협조적인  , 비협조적인,agreeable, 비협조적인,disagreeable
151,displeasing,VBG,  His remarks were clearly not displeasing to her.      그의 발언이 그녀에게 분명 불쾌한 것은 아니었다.  ,Longer,Longer,,Longer,Longer,,Longer,bad
152,disquieting,VBG,[격식]  불안을 조성하는  ,  불안을 조성하는  ,  불안을 조성하는  ,,  불안을 조성하는  ,불안을 조성하는,pleasing,불안을 조성하는,bothersome
153,dissecting,VBG,"  해부의, 절개용의  ","해부의, 절개용의  ","해부의, 절개용의  ",,"해부의, 절개용의  ","해부의, 절개용의",chaotic,"해부의, 절개용의",cogent
154,dissenting,VBG,dissenting groups/voices/views/opinion      반대 집단/반대하는 목소리/견해/의견  ,Longer,Longer,,Longer,Longer,enjoying,Longer,protesting
155,distinguishing,VBG,"  특징적인, 다른 것과 구별되는, 특색 있는  ","특징적인, 다른 것과 구별되는, 특색 있는  ","특징적인, 다른 것과 구별되는, 특색 있는  ",,"특징적인, 다른 것과 구별되는, 특색 있는  ","특징적인, 다른 것과 구별되는, 특색 있는",,"특징적인, 다른 것과 구별되는, 특색 있는",characteristic
156,distressing,VBG,"  괴로움을 주는, 고통스러운  ","괴로움을 주는, 고통스러운  ","괴로움을 주는, 고통스러운  ",,"괴로움을 주는, 고통스러운  ","괴로움을 주는, 고통스러운",delightful,"괴로움을 주는, 고통스러운",dreadful
157,disturbing,VBG,"  충격적인, 불안감을 주는  ","충격적인, 불안감을 주는  ","충격적인, 불안감을 주는  ",,"충격적인, 불안감을 주는  ","충격적인, 불안감을 주는",auspicious,"충격적인, 불안감을 주는",annoying
158,diverging,VBG,  (=DIVERGENT)  ,(=DIVERGENT)  ,(=DIVERGENT)  ,,(=DIVERGENT)  ,,,,diffusive
159,diverting,VBG,"[격식]  여흥의, 즐거운  ","  여흥의, 즐거운  ","  여흥의, 즐거운  ",,"  여흥의, 즐거운  ","여흥의, 즐거운",,"여흥의, 즐거운",distracting
160,doddering,VBG,  (특히 나이가 많아서) 움직임이 자유롭지 못한[비틀거리며 걷는]  ,(특히 나이가 많아서) 움직임이 자유롭지 못한[비틀거리며 걷는]  ,(특히 나이가 많아서) 움직임이 자유롭지 못한[비틀거리며 걷는]  ,,(특히 나이가 많아서) 움직임이 자유롭지 못한[비틀거리며 걷는]  , 움직임이 자유롭지 못한,young, 움직임이 자유롭지 못한,floundering
161,doting,VBG,"  맹목적으로 사랑하는, 애지중지하는  ","맹목적으로 사랑하는, 애지중지하는  ","맹목적으로 사랑하는, 애지중지하는  ",,"맹목적으로 사랑하는, 애지중지하는  ","맹목적으로 사랑하는, 애지중지하는",ignorance,"맹목적으로 사랑하는, 애지중지하는",affectionate
162,doubting,VBG,"  의심하는, 불안한  ","의심하는, 불안한  ","의심하는, 불안한  ",,"의심하는, 불안한  ","의심하는, 불안한",,"의심하는, 불안한",dubious
163,downpouring,VBG,  비가 쏟아져 내리는  ,비가 쏟아져 내리는  ,비가 쏟아져 내리는  ,,비가 쏟아져 내리는  ,비가 쏟아져 내리는,gather,비가 쏟아져 내리는,pour
164,drenching,VBG,"  흠뻑 적시는, 억수로 쏟아지는  ","흠뻑 적시는, 억수로 쏟아지는  ","흠뻑 적시는, 억수로 쏟아지는  ",,"흠뻑 적시는, 억수로 쏟아지는  ","흠뻑 적시는, 억수로 쏟아지는",,"흠뻑 적시는, 억수로 쏟아지는",plunge
165,drilling,VBG,"  날카로운, 통렬한(biting)  ","날카로운, 통렬한(biting)  ","날카로운, 통렬한(biting)  ",,"날카로운, 통렬한(biting)  ","날카로운, 통렬한",kind,"날카로운, 통렬한",biting
166,dripping,VBG,"  흠뻑 젖은, 물이 뚝뚝 듣는[떨어지는]      2.    [명사]  (고기를 요리할 때 나오는) 기름  ",Longer,Longer,,Longer,Longer,neat,Longer,run down
167,drying,VBG,"  건조용의, 건조성의  ","건조용의, 건조성의  ","건조용의, 건조성의  ",,"건조용의, 건조성의  ","건조용의, 건조성의",full,"건조용의, 건조성의",bare
168,dynamiting,VBG,  다이너마이트로 폭파하다  ,다이너마이트로 폭파하다  ,다이너마이트로 폭파하다  ,,다이너마이트로 폭파하다  ,다이너마이트로 폭파하다,help,다이너마이트로 폭파하다,decimate
169,earsplitting,VBG,"  귀청이 찢어질 듯한, 천지를 진동하는  ","귀청이 찢어질 듯한, 천지를 진동하는  ","귀청이 찢어질 듯한, 천지를 진동하는  ",,"귀청이 찢어질 듯한, 천지를 진동하는  ","귀청이 찢어질 듯한, 천지를 진동하는",soft,"귀청이 찢어질 듯한, 천지를 진동하는",deafening
170,earthmaking,VBG,[英]  (전기 장치에 전선으로) 접지하다  ,  (전기 장치에 전선으로) 접지하다  ,  (전기 장치에 전선으로) 접지하다  ,,  (전기 장치에 전선으로) 접지하다  , 접지하다,, 접지하다,NaN
171,edifying,VBG,"[격식 또는 유머]  의식 고양적인, 교화적인  ","  의식 고양적인, 교화적인  ","  의식 고양적인, 교화적인  ",,"  의식 고양적인, 교화적인  ","의식 고양적인, 교화적인",,"의식 고양적인, 교화적인",improving
172,elevating,VBG,"  (정신을) 고양시키는, 고상한  ","(정신을) 고양시키는, 고상한  ","(정신을) 고양시키는, 고상한  ",,"(정신을) 고양시키는, 고상한  "," 고양시키는, 고상한",," 고양시키는, 고상한",developmental
173,enchanting,VBG,"  황홀케 하는, 고혹적인 (=delightful)  ","황홀케 하는, 고혹적인 (=delightful)  ","황홀케 하는, 고혹적인 (=delightful)  ",,"황홀케 하는, 고혹적인 (=delightful)  ","황홀케 하는, 고혹적인 ",boring,"황홀케 하는, 고혹적인 ",beguiling
174,encouraging,VBG,  This month’s unemployment figures are not very encouraging.      이 달의 실업 수치는 별로 고무적이지 못하다.  ,Longer,Longer,,Longer,Longer,unpromising,Longer,promising
175,endearing,VBG,  사랑스러운 (=lovable)  ,사랑스러운 (=lovable)  ,사랑스러운 (=lovable)  ,,사랑스러운 (=lovable)  ,사랑스러운 ,,사랑스러운 ,charming
176,enduring,VBG,  오래가는[지속되는]  ,오래가는[지속되는]  ,오래가는[지속되는]  ,,오래가는[지속되는]  ,오래가는,,오래가는,surviving
177,engaging,VBG,"  호감이 가는, 매력적인  ","호감이 가는, 매력적인  ","호감이 가는, 매력적인  ",,"호감이 가는, 매력적인  ","호감이 가는, 매력적인",disagreeable,"호감이 가는, 매력적인",appealing
178,enlightening,VBG,  It was a very enlightening interview.      그것은 이해에 아주 도움이 되는[큰 깨우침을 주는] 인터뷰였다.  ,Longer,Longer,,Longer,Longer,,Longer,instructional
179,enlivening,VBG,  활기를 띠게 하는.  ,활기를 띠게 하는.  ,활기를 띠게 하는.  ,,활기를 띠게 하는.  ,활기를 띠게 하는.,unstimulating,활기를 띠게 하는.,exciting
180,ennobling,VBG,"  고상[고귀]하게 하는, 작위를 수여하는.  ","고상[고귀]하게 하는, 작위를 수여하는.  ","고상[고귀]하게 하는, 작위를 수여하는.  ",,"고상[고귀]하게 하는, 작위를 수여하는.  ","고상하게 하는, 작위를 수여하는.",denounce,"고상하게 하는, 작위를 수여하는.",exalt
181,ensnaring,VBG,"  함정에 빠뜨리는, 유혹하는.  ","함정에 빠뜨리는, 유혹하는.  ","함정에 빠뜨리는, 유혹하는.  ",,"함정에 빠뜨리는, 유혹하는.  ","함정에 빠뜨리는, 유혹하는.",honest,"함정에 빠뜨리는, 유혹하는.",subtle
182,entertaining,VBG,"  재미있는, 즐거움을 주는  ","재미있는, 즐거움을 주는  ","재미있는, 즐거움을 주는  ",,"재미있는, 즐거움을 주는  ","재미있는, 즐거움을 주는",boring,"재미있는, 즐거움을 주는",affecting
183,enticing,VBG,  유혹적인  ,유혹적인  ,유혹적인  ,,유혹적인  ,유혹적인,,유혹적인,appealing
184,entreating,VBG,"  간청의, 탄원의  ","간청의, 탄원의  ","간청의, 탄원의  ",,"간청의, 탄원의  ","간청의, 탄원의",,"간청의, 탄원의",tempting
185,equalizing,VBG,"  동등하게 하는, 균등하게 하는.  ","동등하게 하는, 균등하게 하는.  ","동등하게 하는, 균등하게 하는.  ",,"동등하게 하는, 균등하게 하는.  ","동등하게 하는, 균등하게 하는.",assist,"동등하게 하는, 균등하게 하는.",even up
186,everduring,VBG,[고어]  EVERLASTING.  ,  EVERLASTING,  EVERLASTING,,  EVERLASTING,EVERLASTING,,EVERLASTING,NaN
187,exacting,VBG,"  힘든, 까다로운 (=demanding)  ","힘든, 까다로운 (=demanding)  ","힘든, 까다로운 (=demanding)  ",,"힘든, 까다로운 (=demanding)  ","힘든, 까다로운 ",easy,"힘든, 까다로운 ",imperious
188,exaggerating,VBG,  과장하다  ,과장하다  ,과장하다  ,,과장하다  ,과장하다,contract,과장하다,distort
189,exasperating,VBG,  정말 짜증스러운[화나는] (=infuriating)  ,정말 짜증스러운[화나는] (=infuriating)  ,정말 짜증스러운[화나는] (=infuriating)  ,,정말 짜증스러운[화나는] (=infuriating)  ,정말 짜증스러운 ,convenient,정말 짜증스러운 ,annoying
190,exciting,VBG,"  신나는, 흥미진진한, 흥분하게 하는  ","신나는, 흥미진진한, 흥분하게 하는  ","신나는, 흥미진진한, 흥분하게 하는  ",,"신나는, 흥미진진한, 흥분하게 하는  ","신나는, 흥미진진한, 흥분하게 하는",dull,"신나는, 흥미진진한, 흥분하게 하는",astonishing
191,exclaiming,VBG,"  소리치다, 외치다  ","소리치다, 외치다  ","소리치다, 외치다  ",,"소리치다, 외치다  ","소리치다, 외치다",hide,"소리치다, 외치다",blurt
192,excruciating,VBG,"  몹시 고통스러운, 극심한  ","몹시 고통스러운, 극심한  ","몹시 고통스러운, 극심한  ",,"몹시 고통스러운, 극심한  ","몹시 고통스러운, 극심한",dull,"몹시 고통스러운, 극심한",agonizing
193,exhausting,VBG,"  진을 빼는, 기진맥진하게 만드는  ","진을 빼는, 기진맥진하게 만드는  ","진을 빼는, 기진맥진하게 만드는  ",,"진을 빼는, 기진맥진하게 만드는  ","진을 빼는, 기진맥진하게 만드는",,"진을 빼는, 기진맥진하게 만드는",draining
194,exhilarating,VBG,  아주 신나는[즐거운]  ,아주 신나는[즐거운]  ,아주 신나는[즐거운]  ,,아주 신나는[즐거운]  ,아주 신나는,depressing,아주 신나는,exciting
195,extenuating,VBG,[격식]  정상 참작이 가능한  ,  정상 참작이 가능한  ,  정상 참작이 가능한  ,,  정상 참작이 가능한  ,정상 참작이 가능한,,정상 참작이 가능한,diminishing
196,eying,VBG,  (특히 탐이 나거나 의심스러워서) 쳐다보다  ,(특히 탐이 나거나 의심스러워서) 쳐다보다  ,(특히 탐이 나거나 의심스러워서) 쳐다보다  ,,(특히 탐이 나거나 의심스러워서) 쳐다보다  , 쳐다보다,neglect, 쳐다보다,contemplate
197,fainting,VBG,"  졸도하는, 기절의  ","졸도하는, 기절의  ","졸도하는, 기절의  ",,"졸도하는, 기절의  ","졸도하는, 기절의",slow,"졸도하는, 기절의",dizzy
198,faring,VBG,"  (특정 상황에서) 잘, 잘못, 더 잘하다 등 (=get on)  ","(특정 상황에서) 잘, 잘못, 더 잘하다 등 (=get on)  ","(특정 상황에서) 잘, 잘못, 더 잘하다 등 (=get on)  ",,"(특정 상황에서) 잘, 잘못, 더 잘하다 등 (=get on)  ",,mismanage,,happen
199,fascinating,VBG,"  대단히 흥미로운, 매력적인  ","대단히 흥미로운, 매력적인  ","대단히 흥미로운, 매력적인  ",,"대단히 흥미로운, 매력적인  ","대단히 흥미로운, 매력적인",repellent,"대단히 흥미로운, 매력적인",appealing
200,fasting,VBG,"  단식의, 금식의  ","단식의, 금식의  ","단식의, 금식의  ",,"단식의, 금식의  ","단식의, 금식의",excess,"단식의, 금식의",frugality
201,favoring,VBG,"  형편에 맞는, 유리한, 순조로운  ","형편에 맞는, 유리한, 순조로운  ","형편에 맞는, 유리한, 순조로운  ",,"형편에 맞는, 유리한, 순조로운  ","형편에 맞는, 유리한, 순조로운",disadvantageous,"형편에 맞는, 유리한, 순조로운",constructive
202,fetching,VBG,"[비격식]  멋진, 매력적인  ","  멋진, 매력적인  ","  멋진, 매력적인  ",,"  멋진, 매력적인  ","멋진, 매력적인",repellent,"멋진, 매력적인",captivating
203,fiddling,VBG,"[비격식]  하찮은, 시시한  ","  하찮은, 시시한  ","  하찮은, 시시한  ",,"  하찮은, 시시한  ","하찮은, 시시한",cleanness,"하찮은, 시시한",crime
204,fidgeting,VBG,  (초조지루함흥분 등으로) 꼼지락거리다[가만히 못 있다]      2.    [명사]  잠시도 가만히 못 있는 사람  ,Longer,Longer,,Longer,Longer,collected,Longer,anxious
205,filching,VBG,[비격식]  좀도둑질을 하다  ,  좀도둑질을 하다  ,  좀도둑질을 하다  ,,  좀도둑질을 하다  ,좀도둑질을 하다,,좀도둑질을 하다,crime
206,filling,VBG,  포만감을 주는  ,포만감을 주는  ,포만감을 주는  ,,포만감을 주는  ,포만감을 주는,outside,포만감을 주는,layer
207,filmgoing,VBG,  영화 관람의  ,영화 관람의  ,영화 관람의  ,,영화 관람의  ,영화 관람의,,영화 관람의,NaN
208,finicking,VBG,  (=FINICKY)  ,(=FINICKY)  ,(=FINICKY)  ,,(=FINICKY)  ,,accepting,,fussy
209,finishing,VBG,"  최후의; 끝손질의, 마무리의      2.    [명사]  끝손질, 마무리 손질      3.    [명사]  [pl.] [건축] 마무리 일, 건물의 설비품 ((전등·연관(鉛管) 등))  ",Longer,Longer,,Longer,Longer,,Longer,final
210,flaunting,VBG,"  나부끼는, 과시하는  ","나부끼는, 과시하는  ","나부끼는, 과시하는  ",,"나부끼는, 과시하는  ","나부끼는, 과시하는",,"나부끼는, 과시하는",ostentatious
211,fleeting,VBG,"  순식간의, 잠깐 동안의 (=brief)  ","순식간의, 잠깐 동안의 (=brief)  ","순식간의, 잠깐 동안의 (=brief)  ",,"순식간의, 잠깐 동안의 (=brief)  ","순식간의, 잠깐 동안의 ",lasting,"순식간의, 잠깐 동안의 ",ephemeral
212,fleetwing,VBG,"  순식간의, 잠깐 동안의 (=brief)  ","순식간의, 잠깐 동안의 (=brief)  ","순식간의, 잠깐 동안의 (=brief)  ",,"순식간의, 잠깐 동안의 (=brief)  ","순식간의, 잠깐 동안의 ",,"순식간의, 잠깐 동안의 ",NaN
213,flirting,VBG,"  희롱하는, 시시덕거리는, 장난삼아 연애하는  ","희롱하는, 시시덕거리는, 장난삼아 연애하는  ","희롱하는, 시시덕거리는, 장난삼아 연애하는  ",,"희롱하는, 시시덕거리는, 장난삼아 연애하는  ","희롱하는, 시시덕거리는, 장난삼아 연애하는",,"희롱하는, 시시덕거리는, 장난삼아 연애하는",toying
214,floating,VBG,  유동적인  ,유동적인  ,유동적인  ,,유동적인  ,유동적인,sunk,유동적인,free
215,flouting,VBG,  (법 등을 공공연히) 어기다[무시하다] (=defy)  ,(법 등을 공공연히) 어기다[무시하다] (=defy)  ,(법 등을 공공연히) 어기다[무시하다] (=defy)  ,,(법 등을 공공연히) 어기다[무시하다] (=defy)  ,,commendation,,acidity
216,flying,VBG,"  날 수 있는      2.    [명사]  비행기 여행      3.    [명사]  비행기 조종, 비행  ",Longer,Longer,,Longer,Longer,,Longer,floating
217,folding,VBG,  접을 수 있는  ,접을 수 있는  ,접을 수 있는  ,,접을 수 있는  ,접을 수 있는,,접을 수 있는,developing
218,footling,VBG,"[구식  비격식]  시시한, 하찮은  ","  시시한, 하찮은  ","  시시한, 하찮은  ",,"  시시한, 하찮은  ","시시한, 하찮은",,"시시한, 하찮은",NaN
219,forbearing,VBG,"[격식]  관용을 보이는, 관대한 (=patient)  ","  관용을 보이는, 관대한 (=patient)  ","  관용을 보이는, 관대한 (=patient)  ",,"  관용을 보이는, 관대한 (=patient)  ","관용을 보이는, 관대한 ",wild,"관용을 보이는, 관대한 ",gentle
220,forbidding,VBG,"  험악한, 으스스한  ","험악한, 으스스한  ","험악한, 으스스한  ",,"험악한, 으스스한  ","험악한, 으스스한",agreeable,"험악한, 으스스한",grim
221,forgiving,VBG,  너그러운  ,너그러운  ,너그러운  ,,너그러운  ,너그러운,,너그러운,magnanimous
222,fortunetelling,VBG,"  점을 치는, 점치는 데 쓰이는.  ","점을 치는, 점치는 데 쓰이는.  ","점을 치는, 점치는 데 쓰이는.  ",,"점을 치는, 점치는 데 쓰이는.  ","점을 치는, 점치는 데 쓰이는.",,"점을 치는, 점치는 데 쓰이는.",illusion
223,franking,VBG,  (때로는 남을 불편하게 만들 수도 있을 정도로) 솔직한[노골적인]      2.    [동사]  (우편물에) 요금 납부 일부인을 찍다  ,Longer,Longer,,Longer,Longer,,Longer,NaN
224,frightening,VBG,  무서운  ,무서운  ,무서운  ,,무서운  ,무서운,,무서운,disheartening
225,fringing,VBG,  (술 모양으로) 가두리를 꾸민  ,(술 모양으로) 가두리를 꾸민  ,(술 모양으로) 가두리를 꾸민  ,,(술 모양으로) 가두리를 꾸민  , 가두리를 꾸민,keep, 가두리를 꾸민,reach
226,fulminating,VBG,"  폭발성의, 기폭성의.  ","폭발성의, 기폭성의.  ","폭발성의, 기폭성의.  ",,"폭발성의, 기폭성의.  ","폭발성의, 기폭성의.",controlled,"폭발성의, 기폭성의.",frenzied
227,galling,VBG,"  짜증나는, 화나는  ","짜증나는, 화나는  ","짜증나는, 화나는  ",,"짜증나는, 화나는  ","짜증나는, 화나는",pleasant,"짜증나는, 화나는",annoying
228,galloping,VBG,"  급증하는, 급속히 진행[확산]되는  ","급증하는, 급속히 진행[확산]되는  ","급증하는, 급속히 진행[확산]되는  ",,"급증하는, 급속히 진행[확산]되는  ","급증하는, 급속히 진행되는",crawling,"급증하는, 급속히 진행되는",dashing
229,gangling,VBG,"  키가 크고 여윈, 흐느적거리는 (=lanky)  ","키가 크고 여윈, 흐느적거리는 (=lanky)  ","키가 크고 여윈, 흐느적거리는 (=lanky)  ",,"키가 크고 여윈, 흐느적거리는 (=lanky)  ","키가 크고 여윈, 흐느적거리는 ",,"키가 크고 여윈, 흐느적거리는 ",bony
230,gauging,VBG,  검[계]량하는.  ,검[계]량하는.  ,검[계]량하는.  ,,검[계]량하는.  ,검량하는.,fact,검량하는.,assessment
231,generating,VBG,  전기를 일으키는  ,전기를 일으키는  ,전기를 일으키는  ,,전기를 일으키는  ,전기를 일으키는,infertile,전기를 일으키는,fertile
232,giggling,VBG,"  피식 웃다, 킥킥[키득/낄낄]거리다(재미난처함초조감에서 웃는 소리)      2.    [명사]  피식 웃음, 킥킥[키득/낄낄]거림      3.    [명사][英 비격식]  장난  ",Longer,Longer,,Longer,Longer,,Longer,bubbling
233,girding,VBG,"  둘러싸다, 묶다, 매다  ","둘러싸다, 묶다, 매다  ","둘러싸다, 묶다, 매다  ",,"둘러싸다, 묶다, 매다  ","둘러싸다, 묶다, 매다",hurt,"둘러싸다, 묶다, 매다",band
234,glancing,VBG,  비스듬히 치는  ,비스듬히 치는  ,비스듬히 치는  ,,비스듬히 치는  ,비스듬히 치는,enduring,비스듬히 치는,fleeting
235,gleaming,VBG,"  빛나는, 환한  ","빛나는, 환한  ","빛나는, 환한  ",,"빛나는, 환한  ","빛나는, 환한",dull,"빛나는, 환한",burnished
236,glimmering,VBG,"  깜박이는, 희미하게 빛나는  ","깜박이는, 희미하게 빛나는  ","깜박이는, 희미하게 빛나는  ",,"깜박이는, 희미하게 빛나는  ","깜박이는, 희미하게 빛나는",blah,"깜박이는, 희미하게 빛나는",dazzling
237,gloating,VBG,"  (자신의 성공에) 흡족해 하다, (남의 실패를) 고소해 하다 (=crow)  ","(자신의 성공에) 흡족해 하다, (남의 실패를) 고소해 하다 (=crow)  ","(자신의 성공에) 흡족해 하다, (남의 실패를) 고소해 하다 (=crow)  ",,"(자신의 성공에) 흡족해 하다, (남의 실패를) 고소해 하다 (=crow)  ",,gloom,,delight
238,glooming,VBG,"  어둑한, 어두침침한.  ","어둑한, 어두침침한.  ","어둑한, 어두침침한.  ",,"어둑한, 어두침침한.  ","어둑한, 어두침침한.",clarify,"어둑한, 어두침침한.",blind
239,glossing,VBG,  주석[해설]을 달다  ,주석[해설]을 달다  ,주석[해설]을 달다  ,,주석[해설]을 달다  ,주석을 달다,misinformation,주석을 달다,luster
