Column1,word,type,v1,v2,v3,유의어,v4,v5,반의어,v6,동의어
276,diamonded,VBD,다이아몬드로 장식한[를 박은].,다이아몬드로 장식한[를 박은].,다이아몬드로 장식한[를 박은].,,다이아몬드로 장식한[를 박은].,다이아몬드로 장식한.,,다이아몬드로 장식한.,NaN
277,diffused,VBD,"  확산된, 널리 퍼진, [물리] 산란한  ","확산된, 널리 퍼진, [물리] 산란한  ","확산된, 널리 퍼진, [물리] 산란한  ",,"확산된, 널리 퍼진, [물리] 산란한  ","확산된, 널리 퍼진,  산란한",together,"확산된, 널리 퍼진,  산란한",distributed
278,digammated,VBD,F 와 비슷한 초기 그리스 문자의.,F 와 비슷한 초기 그리스 문자의.,F 와 비슷한 초기 그리스 문자의.,,F 와 비슷한 초기 그리스 문자의.,F 와 비슷한 초기 그리스 문자의.,,F 와 비슷한 초기 그리스 문자의.,NaN
279,digitigrade,VBD,[동물]  발가락으로 걷는      2.    [명사][동물]  지행(趾行) 동물 ((개·고양이 등)),  발가락으로 걷는      2,  발가락으로 걷는      2,,  발가락으로 걷는      2,발가락으로 걷는 2,,발가락으로 걷는 2,NaN
280,dignified,VBD,위엄[품위] 있는 (↔undignified),위엄[품위] 있는 (↔undignified),위엄[품위] 있는 (↔undignified),,위엄[품위] 있는 (↔undignified),위엄 있는 ,ignoble,위엄 있는 ,distinguished
281,dihydrated,VBD,[화학]  2 수화물(水化物)의.,  2 수화물(水化物)의,  2 수화물(水化物)의,,  2 수화물(水化物)의,2 수화물의,,2 수화물의,NaN
282,dilapidated,VBD,다 허물어져 가는 (=ramshackle),다 허물어져 가는 (=ramshackle),다 허물어져 가는 (=ramshackle),,다 허물어져 가는 (=ramshackle),다 허물어져 가는 ,good,다 허물어져 가는 ,broken-down
283,disaffected,VBD,불만[반감]을 품은,불만[반감]을 품은,불만[반감]을 품은,,불만[반감]을 품은,불만을 품은,happy,불만을 품은,discontented
284,disappointed,VBD,"  실망한, 낙담한  ","실망한, 낙담한  ","실망한, 낙담한  ",,"실망한, 낙담한  ","실망한, 낙담한",cheerful,"실망한, 낙담한",beaten
285,discomposed,VBD,"  침착(평정)을 잃은, 마음이 산란해진  ","침착(평정)을 잃은, 마음이 산란해진  ","침착(평정)을 잃은, 마음이 산란해진  ",,"침착(평정)을 잃은, 마음이 산란해진  ","침착을 잃은, 마음이 산란해진",calm,"침착을 잃은, 마음이 산란해진",anxious
286,disconcerted,VBD,I was disconcerted to find that everyone else already knew it.      다른 사람들이 모두 이미 그것을 알고 있다는 것을 알게 된 나는 당황스러웠다.,Longer,Longer,,Longer,Longer,settled,Longer,bewildered
287,discontented,VBD,"  불만족한, 불만스러워 하는 (=dissatisfied), (↔contented)  ","불만족한, 불만스러워 하는 (=dissatisfied), (↔contented)  ","불만족한, 불만스러워 하는 (=dissatisfied), (↔contented)  ",,"불만족한, 불만스러워 하는 (=dissatisfied), (↔contented)  ","불만족한, 불만스러워 하는 ",happy,"불만족한, 불만스러워 하는 ",blue
288,discovered,VBD,발견된,발견된,발견된,,발견된,발견된,lost,발견된,disclosed
289,diseased,VBD,"  질병에 걸린, 병을 앓고 있는  ","질병에 걸린, 병을 앓고 있는  ","질병에 걸린, 병을 앓고 있는  ",,"질병에 걸린, 병을 앓고 있는  ","질병에 걸린, 병을 앓고 있는",hearty,"질병에 걸린, 병을 앓고 있는",ailing
290,disimpassioned,VBD,"  냉정한, 침착한  ","냉정한, 침착한  ","냉정한, 침착한  ",,"냉정한, 침착한  ","냉정한, 침착한",nervous,"냉정한, 침착한",easygoing
291,disjointed,VBD,"  연결이 안 되는, 일관성이 없는 (=disconnected, incoherent)  ","연결이 안 되는, 일관성이 없는 (=disconnected, incoherent)  ","연결이 안 되는, 일관성이 없는 (=disconnected, incoherent)  ",,"연결이 안 되는, 일관성이 없는 (=disconnected, incoherent)  ","연결이 안 되는, 일관성이 없는 ",connected,"연결이 안 되는, 일관성이 없는 ",incoherent
292,dispersed,VBD,"  흩어진, 분산된  ","흩어진, 분산된  ","흩어진, 분산된  ",,"흩어진, 분산된  ","흩어진, 분산된",condensed,"흩어진, 분산된",circulated
293,dissipated,VBD,[못마땅함]  방탕한,  방탕한,  방탕한,,  방탕한,방탕한,saved,방탕한,consumed
294,distracted,VBD,(정신이) 산만[산란]해진,(정신이) 산만[산란]해진,(정신이) 산만[산란]해진,,(정신이) 산만[산란]해진, 산만해진,, 산만해진,panicked
295,distributed,VBD,"  (널리) 분포된, 광범위한, [언어] 광역성의, [컴퓨터] 분산된 ((다수의 컴퓨터로 분산 처리되는))  ",Longer,Longer,,Longer,Longer,,Longer,assigned
296,dittied,VBD,소곡(ditty)으로 작곡된[불리는],소곡(ditty)으로 작곡된[불리는],소곡(ditty)으로 작곡된[불리는],,소곡(ditty)으로 작곡된[불리는],소곡으로 작곡된,,소곡으로 작곡된,NaN
297,diversified,VBD,"  변화가 많은, 여러 가지의(varied), 다각적인  ","변화가 많은, 여러 가지의(varied), 다각적인  ","변화가 많은, 여러 가지의(varied), 다각적인  ",,"변화가 많은, 여러 가지의(varied), 다각적인  ","변화가 많은, 여러 가지의, 다각적인",similar,"변화가 많은, 여러 가지의, 다각적인",varied
298,divided,VBD,분열된,분열된,분열된,,분열된,분열된,,분열된,cleft
299,dogged,VBD,"[호감]  완강한, 끈덕진 (=tenacious)  ","  완강한, 끈덕진 (=tenacious)  ","  완강한, 끈덕진 (=tenacious)  ",,"  완강한, 끈덕진 (=tenacious)  ","완강한, 끈덕진 ",surrendering,"완강한, 끈덕진 ",indefatigable
300,doited,VBD,[스코]  노망한(senile),  노망한(senile),  노망한(senile),,  노망한(senile),노망한,,노망한,NaN
301,donnered,VBD,"[스코]  멍해진, 어리벙벙해진(dazed)  ","  멍해진, 어리벙벙해진(dazed)  ","  멍해진, 어리벙벙해진(dazed)  ",,"  멍해진, 어리벙벙해진(dazed)  ","멍해진, 어리벙벙해진",,"멍해진, 어리벙벙해진",NaN
302,doored,VBD,문이[도어가] 있는.,문이[도어가] 있는.,문이[도어가] 있는.,,문이[도어가] 있는.,문이 있는.,,문이 있는.,NaN
303,dorsigrade,VBD,[동물]  지배 보행성(趾背步行性)의 ((아르마딜로 따위)).,  지배 보행성(趾背步行性)의 ((아르마딜로 따위)),  지배 보행성(趾背步行性)의 ((아르마딜로 따위)),,  지배 보행성(趾背步行性)의 ((아르마딜로 따위)),지배 보행성,,지배 보행성,NaN
304,dose,VBD,(약을) ~에게 먹이다[투여하다]/(스스로) 먹다[투여하다],(약을) ~에게 먹이다[투여하다]/(스스로) 먹다[투여하다],(약을) ~에게 먹이다[투여하다]/(스스로) 먹다[투여하다],,(약을) ~에게 먹이다[투여하다]/(스스로) 먹다[투여하다], 먹다,, 먹다,dosage
305,doublehanded,VBD,"  양손의, 양손을 사용하는  ","양손의, 양손을 사용하는  ","양손의, 양손을 사용하는  ",,"양손의, 양손을 사용하는  ","양손의, 양손을 사용하는",,"양손의, 양손을 사용하는",NaN
306,downcurved,VBD,끝부분이 아래로 굽은,끝부분이 아래로 굽은,끝부분이 아래로 굽은,,끝부분이 아래로 굽은,끝부분이 아래로 굽은,,끝부분이 아래로 굽은,NaN
307,draggletailed,VBD,"  (여자가)옷자락을 질질 끄는, 행실 나쁜  ","(여자가)옷자락을 질질 끄는, 행실 나쁜  ","(여자가)옷자락을 질질 끄는, 행실 나쁜  ",,"(여자가)옷자락을 질질 끄는, 행실 나쁜  ","옷자락을 질질 끄는, 행실 나쁜",,"옷자락을 질질 끄는, 행실 나쁜",NaN
308,drained,VBD,진이 빠진,진이 빠진,진이 빠진,,진이 빠진,진이 빠진,full,진이 빠진,weary
309,draperied,VBD,휘장으로 장식한.,휘장으로 장식한.,휘장으로 장식한.,,휘장으로 장식한.,휘장으로 장식한.,,휘장으로 장식한.,NaN
310,dropsied,VBD,(=DROPSICAL),(=DROPSICAL),(=DROPSICAL),,(=DROPSICAL),,,,NaN
311,dullbrained,VBD,머리가 둔한,머리가 둔한,머리가 둔한,,머리가 둔한,머리가 둔한,,머리가 둔한,NaN
312,dunderheaded,VBD,"  머리가 나쁜, 투미한  ","머리가 나쁜, 투미한  ","머리가 나쁜, 투미한  ",,"머리가 나쁜, 투미한  ","머리가 나쁜, 투미한",,"머리가 나쁜, 투미한",NaN
313,earthbred,VBD,"  지상에서 자란, 천한(vulgar)  ","지상에서 자란, 천한(vulgar)  ","지상에서 자란, 천한(vulgar)  ",,"지상에서 자란, 천한(vulgar)  ","지상에서 자란, 천한",,"지상에서 자란, 천한",NaN
314,easternmost,VBD,가장 동쪽의,가장 동쪽의,가장 동쪽의,,가장 동쪽의,가장 동쪽의,,가장 동쪽의,NaN
315,elated,VBD,마냥 행복해하는[신이 난],마냥 행복해하는[신이 난],마냥 행복해하는[신이 난],,마냥 행복해하는[신이 난],마냥 행복해하는,disappointed,마냥 행복해하는,ecstatic
316,elbowed,VBD,(팔꿈치로) 밀치다,(팔꿈치로) 밀치다,(팔꿈치로) 밀치다,,(팔꿈치로) 밀치다, 밀치다,, 밀치다,angle
317,elongated,VBD,(비정상적으로) 가늘고 긴[길쭉한],(비정상적으로) 가늘고 긴[길쭉한],(비정상적으로) 가늘고 긴[길쭉한],,(비정상적으로) 가늘고 긴[길쭉한], 가늘고 긴,, 가늘고 긴,expanded
318,embowed,VBD,"  활처럼 휜, 활모양의  ","활처럼 휜, 활모양의  ","활처럼 휜, 활모양의  ",,"활처럼 휜, 활모양의  ","활처럼 휜, 활모양의",,"활처럼 휜, 활모양의",domed
319,embryonated,VBD,EMBRYO를 가진.,EMBRYO를 가진.,EMBRYO를 가진.,,EMBRYO를 가진.,EMBRYO를 가진.,,EMBRYO를 가진.,NaN
320,emersed,VBD,"  (물속 등에서) 나온, 나타난  ","(물속 등에서) 나온, 나타난  ","(물속 등에서) 나온, 나타난  ",,"(물속 등에서) 나온, 나타난  "," 나온, 나타난",," 나온, 나타난",NaN
321,enamored,VBD,"  매혹된, 홀딱 반한, 사랑에 빠진  ","매혹된, 홀딱 반한, 사랑에 빠진  ","매혹된, 홀딱 반한, 사랑에 빠진  ",,"매혹된, 홀딱 반한, 사랑에 빠진  ","매혹된, 홀딱 반한, 사랑에 빠진",hating,"매혹된, 홀딱 반한, 사랑에 빠진",enchanted
322,enfonced,VBD,"  강요된, 강제적인  ","강요된, 강제적인  ","강요된, 강제적인  ",,"강요된, 강제적인  ","강요된, 강제적인",,"강요된, 강제적인",NaN
323,enforced,VBD,"  강요된, 강제적인  ","강요된, 강제적인  ","강요된, 강제적인  ",,"강요된, 강제적인  ","강요된, 강제적인",,"강요된, 강제적인",prescribed
324,engrained,VBD,(=INGRAINED),(=INGRAINED),(=INGRAINED),,(=INGRAINED),,,,NaN
325,engrossed,VBD,몰두한,몰두한,몰두한,,몰두한,몰두한,idle,몰두한,captivated
326,enjambed,VBD,뜻이나 구문이 다음 행으로 이어지는.,뜻이나 구문이 다음 행으로 이어지는.,뜻이나 구문이 다음 행으로 이어지는.,,뜻이나 구문이 다음 행으로 이어지는.,뜻이나 구문이 다음 행으로 이어지는.,,뜻이나 구문이 다음 행으로 이어지는.,NaN
327,enlarged,VBD,커진,커진,커진,,커진,커진,contracted,커진,extended
328,enlisted,VBD,[특히 美]  사병인,  사병인,  사병인,,  사병인,사병인,,사병인,commissioned
329,enraged,VBD,격분하게 만들다 (=infuriate),격분하게 만들다 (=infuriate),격분하게 만들다 (=infuriate),,격분하게 만들다 (=infuriate),격분하게 만들다 ,cheerful,격분하게 만들다 ,exasperated
330,enrolled,VBD,(강좌·학교 등에) 등록하다[시키다],(강좌·학교 등에) 등록하다[시키다],(강좌·학교 등에) 등록하다[시키다],,(강좌·학교 등에) 등록하다[시키다], 등록하다,, 등록하다,enlisted
331,equiped,VBD,준비(장비)를 제대로 갖추지 못한,준비(장비)를 제대로 갖추지 못한,준비(장비)를 제대로 갖추지 못한,,준비(장비)를 제대로 갖추지 못한,준비를 제대로 갖추지 못한,,준비를 제대로 갖추지 못한,NaN
332,erased,VBD,"  (문자 등이) 지워진; (성명 등이) 말소된; (기억 등이) 잊혀진, 삭제된.  ","(문자 등이) 지워진; (성명 등이) 말소된; (기억 등이) 잊혀진, 삭제된.  ","(문자 등이) 지워진; (성명 등이) 말소된; (기억 등이) 잊혀진, 삭제된.  ",,"(문자 등이) 지워진; (성명 등이) 말소된; (기억 등이) 잊혀진, 삭제된.  "," 잊혀진, 삭제된.",living," 잊혀진, 삭제된.",deceased
333,ermined,VBD,"  어민의 털로 장식한, 어민 모피를 입은  ","어민의 털로 장식한, 어민 모피를 입은  ","어민의 털로 장식한, 어민 모피를 입은  ",,"어민의 털로 장식한, 어민 모피를 입은  ","어민의 털로 장식한, 어민 모피를 입은",,"어민의 털로 장식한, 어민 모피를 입은",NaN
334,evenhanded,VBD,"  공평한, 공명정대한(impartial)  ","공평한, 공명정대한(impartial)  ","공평한, 공명정대한(impartial)  ",,"공평한, 공명정대한(impartial)  ","공평한, 공명정대한",partial,"공평한, 공명정대한",equitable
335,evenminded,VBD,"  마음이 평온한, 차분한(calm)  ","마음이 평온한, 차분한(calm)  ","마음이 평온한, 차분한(calm)  ",,"마음이 평온한, 차분한(calm)  ","마음이 평온한, 차분한",,"마음이 평온한, 차분한",NaN
336,exasperated,VBD,(특히 자기가 어떻게 할 수 없는 상황에 대해) 몹시 화가 난[격분한] (=infuriated),(특히 자기가 어떻게 할 수 없는 상황에 대해) 몹시 화가 난[격분한] (=infuriated),(특히 자기가 어떻게 할 수 없는 상황에 대해) 몹시 화가 난[격분한] (=infuriated),,(특히 자기가 어떻게 할 수 없는 상황에 대해) 몹시 화가 난[격분한] (=infuriated),,happy,,bitter
337,extended,VBD,(보통 때나 예상보다) 길어진[늘어난],(보통 때나 예상보다) 길어진[늘어난],(보통 때나 예상보다) 길어진[늘어난],,(보통 때나 예상보다) 길어진[늘어난], 길어진,abridged, 길어진,drawn-out
338,extracted,VBD,추출한,추출한,추출한,,추출한,추출한,,추출한,copied
339,extradosed,VBD,(아치의) 내호(內弧)와 외호(外弧)가 평행한,(아치의) 내호(內弧)와 외호(外弧)가 평행한,(아치의) 내호(內弧)와 외호(外弧)가 평행한,,(아치의) 내호(內弧)와 외호(外弧)가 평행한,가 평행한,,가 평행한,NaN
340,eyey,VBD,(특히 탐이 나거나 의심스러워서) 쳐다보다,(특히 탐이 나거나 의심스러워서) 쳐다보다,(특히 탐이 나거나 의심스러워서) 쳐다보다,,(특히 탐이 나거나 의심스러워서) 쳐다보다, 쳐다보다,, 쳐다보다,NaN
341,fabled,VBD,[문예체 또는 유머]  전설적인 (=legendary),  전설적인 (=legendary),  전설적인 (=legendary),,  전설적인 (=legendary),전설적인 ,unknown,전설적인 ,famed
342,falcated,VBD,(=falcate),(=falcate),(=falcate),,(=falcate),,,,NaN
343,fanged,VBD,독니[엄니]가 있는.,독니[엄니]가 있는.,독니[엄니]가 있는.,,독니[엄니]가 있는.,독니가 있는.,,독니가 있는.,NaN
344,fasciated,VBD,"  띠로 묶은, 동여맨; [식물] <줄기·가지가> 이상 발육으로 넓적해진; [동물] 띠 모양의 줄무늬가 있는; 색대(色帶)가 있는  ",Longer,Longer,,Longer,Longer,,Longer,NaN
345,fascicled,VBD,"  작은 다발이 된, (분할 간행되는 책의) 한 권의.  ","작은 다발이 된, (분할 간행되는 책의) 한 권의.  ","작은 다발이 된, (분할 간행되는 책의) 한 권의.  ",,"작은 다발이 된, (분할 간행되는 책의) 한 권의.  ","작은 다발이 된,  한 권의.",,"작은 다발이 된,  한 권의.",NaN
346,fascinated,VBD,"  마음을 다 빼앗긴, 매료[매혹]된  ","마음을 다 빼앗긴, 매료[매혹]된  ","마음을 다 빼앗긴, 매료[매혹]된  ",,"마음을 다 빼앗긴, 매료[매혹]된  ","마음을 다 빼앗긴, 매료된",indifferent,"마음을 다 빼앗긴, 매료된",aroused
347,fashioned,VBD,"  [복합어를 이루어] …식[류, 풍]의  ","[복합어를 이루어] …식[류, 풍]의  ","[복합어를 이루어] …식[류, 풍]의  ",,"[복합어를 이루어] …식[류, 풍]의  ",의,,의,formed
348,fatbrained,VBD,"  저능한, 어리석은.  ","저능한, 어리석은.  ","저능한, 어리석은.  ",,"저능한, 어리석은.  ","저능한, 어리석은.",,"저능한, 어리석은.",NaN
349,fatheaded,VBD,"  우둔한, 얼뜬  ","우둔한, 얼뜬  ","우둔한, 얼뜬  ",,"우둔한, 얼뜬  ","우둔한, 얼뜬",smart,"우둔한, 얼뜬",simple
350,featherbed,VBD,과잉 고용의      2.    [타동사]  <일을> 과잉 고용으로 하다      3.    [타동사]  <산업·경제 등을> 정부 보조금으로 원조하다,Longer,Longer,,Longer,Longer,,Longer,coast
351,featherbrained,VBD,[비격식  못마땅함]  아주 멍청한,  아주 멍청한,  아주 멍청한,,  아주 멍청한,아주 멍청한,,아주 멍청한,empty-headed
352,featherheaded,VBD,"  경솔한, 덤벙거리는.  ","경솔한, 덤벙거리는.  ","경솔한, 덤벙거리는.  ",,"경솔한, 덤벙거리는.  ","경솔한, 덤벙거리는.",,"경솔한, 덤벙거리는.",NaN
353,featherpated,VBD,(=featherheaded),(=featherheaded),(=featherheaded),,(=featherheaded),,,,NaN
354,fezzed,VBD,터키 모자를 쓴.,터키 모자를 쓴.,터키 모자를 쓴.,,터키 모자를 쓴.,터키 모자를 쓴.,,터키 모자를 쓴.,NaN
355,figured,VBD,[전문 용어]  무늬가 많이 장식된,  무늬가 많이 장식된,  무늬가 많이 장식된,,  무늬가 많이 장식된,무늬가 많이 장식된,,무늬가 많이 장식된,computed
356,finialed,VBD,꼭대기[머리] 장식이 있는.,꼭대기[머리] 장식이 있는.,꼭대기[머리] 장식이 있는.,,꼭대기[머리] 장식이 있는.,꼭대기 장식이 있는.,,꼭대기 장식이 있는.,club
357,fissiped,VBD,"[동물]  분지(分趾)의, 열각류(裂脚類)의      2.    [명사][동물]  열각류의 동물 ((개·고양이·곰 등))  ","  분지(分趾)의, 열각류(裂脚類)의      2","  분지(分趾)의, 열각류(裂脚類)의      2",,"  분지(分趾)의, 열각류(裂脚類)의      2",분지의 2,,분지의 2,NaN
358,fitched,VBD,경사진,경사진,경사진,,경사진,경사진,,경사진,NaN
359,flagellated,VBD,"[격식]  (특히 종교상의 벌, 또는 성적 쾌감을 위해) 채찍질을 하다  ","  (특히 종교상의 벌, 또는 성적 쾌감을 위해) 채찍질을 하다  ","  (특히 종교상의 벌, 또는 성적 쾌감을 위해) 채찍질을 하다  ",,"  (특히 종교상의 벌, 또는 성적 쾌감을 위해) 채찍질을 하다  ", 채찍질을 하다,, 채찍질을 하다,belt
360,flamed,VBD,[문예체]  활활 타오르다      4.,  활활 타오르다      4,  활활 타오르다      4,,  활활 타오르다      4,활활 타오르다 4,,활활 타오르다 4,conflagration
361,flapmouthed,VBD,(개가) 입술이 축 처진.,(개가) 입술이 축 처진.,(개가) 입술이 축 처진.,,(개가) 입술이 축 처진., 입술이 축 처진.,, 입술이 축 처진.,NaN
362,flawed,VBD,결함[결점/흠]이 있는,결함[결점/흠]이 있는,결함[결점/흠]이 있는,,결함[결점/흠]이 있는,결함이 있는,suitable,결함이 있는,improper
363,flinthearted,VBD,냉혹한,냉혹한,냉혹한,,냉혹한,냉혹한,,냉혹한,NaN
364,floodlight,VBD,투광 조명등을 밝히다,투광 조명등을 밝히다,투광 조명등을 밝히다,,투광 조명등을 밝히다,투광 조명등을 밝히다,,투광 조명등을 밝히다,photoflood
365,floreted,VBD,작은 꽃으로 장식된,작은 꽃으로 장식된,작은 꽃으로 장식된,,작은 꽃으로 장식된,작은 꽃으로 장식된,,작은 꽃으로 장식된,NaN
366,floriated,VBD,"  꽃무늬의, 꽃무늬 장식을 한  ","꽃무늬의, 꽃무늬 장식을 한  ","꽃무늬의, 꽃무늬 장식을 한  ",,"꽃무늬의, 꽃무늬 장식을 한  ","꽃무늬의, 꽃무늬 장식을 한",,"꽃무늬의, 꽃무늬 장식을 한",NaN
367,flowered,VBD,꽃무늬의,꽃무늬의,꽃무늬의,,꽃무늬의,꽃무늬의,empty,꽃무늬의,dotted
368,flurried,VBD,(특히 할 게 너무 많아서) 어쩔 줄을 모르는 (=flustered),(특히 할 게 너무 많아서) 어쩔 줄을 모르는 (=flustered),(특히 할 게 너무 많아서) 어쩔 줄을 모르는 (=flustered),,(특히 할 게 너무 많아서) 어쩔 줄을 모르는 (=flustered),,appease,,bother
369,folky,VBD,"  [구어] = FOLKSY, = FOLKIE      2.    [명사][속어]  (=FOLKIE)  ","[구어] = FOLKSY, = FOLKIE      2.    [명사][속어]  (=FOLKIE)  ","[구어] = FOLKSY, = FOLKIE      2.    [명사][속어]  (=FOLKIE)  ",,"[구어] = FOLKSY, = FOLKIE      2.    [명사][속어]  (=FOLKIE)  ", ,, ,NaN
370,forenamed,VBD,"  전술(前述)한, 전기(前記)한, 앞서 이름을 언급한  ","전술(前述)한, 전기(前記)한, 앞서 이름을 언급한  ","전술(前述)한, 전기(前記)한, 앞서 이름을 언급한  ",,"전술(前述)한, 전기(前記)한, 앞서 이름을 언급한  ","전술한, 앞서 이름을 언급한",,"전술한, 앞서 이름을 언급한",aforementioned
371,foresaid,VBD,"  전술한, 앞서 말한  ","전술한, 앞서 말한  ","전술한, 앞서 말한  ",,"전술한, 앞서 말한  ","전술한, 앞서 말한",,"전술한, 앞서 말한",NaN
372,foresighted,VBD,"  선견지명이 있는, 깊은 생각이 있는  ","선견지명이 있는, 깊은 생각이 있는  ","선견지명이 있는, 깊은 생각이 있는  ",,"선견지명이 있는, 깊은 생각이 있는  ","선견지명이 있는, 깊은 생각이 있는",,"선견지명이 있는, 깊은 생각이 있는",foreseeing
373,forested,VBD,숲으로 뒤덮인,숲으로 뒤덮인,숲으로 뒤덮인,,숲으로 뒤덮인,숲으로 뒤덮인,,숲으로 뒤덮인,jungly
374,forked,VBD,한쪽 끝이 두 갈래인[갈라진],한쪽 끝이 두 갈래인[갈라진],한쪽 끝이 두 갈래인[갈라진],,한쪽 끝이 두 갈래인[갈라진],한쪽 끝이 두 갈래인,,한쪽 끝이 두 갈래인,bifurcate
375,formulaic,VBD,[격식]  정형화된,  정형화된,  정형화된,,  정형화된,정형화된,,정형화된,average
376,fountained,VBD,"  샘[수원]이 있는, 분수가 있는.  ","샘[수원]이 있는, 분수가 있는.  ","샘[수원]이 있는, 분수가 있는.  ",,"샘[수원]이 있는, 분수가 있는.  ","샘이 있는, 분수가 있는.",,"샘이 있는, 분수가 있는.",NaN
377,fracted,VBD,"[폐어]  BROKEN , (문장학) (도형(圖形)이) 파손된.  ","  BROKEN , (문장학) (도형(圖形)이) 파손된","  BROKEN , (문장학) (도형(圖形)이) 파손된",,"  BROKEN , (문장학) (도형(圖形)이) 파손된","BROKEN ,  파손된",,"BROKEN ,  파손된",NaN
378,fratricidal,VBD,to be engaged in a fratricidal struggle      형제[동포]끼리 서로 죽이는 싸움에 휘말려 있다,Longer,Longer,,Longer,Longer,,Longer,domestic
379,freed,VBD,free의 과거분사,free의 과거분사,free의 과거분사,,free의 과거분사,free의 과거분사,,free의 과거분사,released
380,freehanded,VBD,"  통이큰 , 한가한  ","통이큰 , 한가한  ","통이큰 , 한가한  ",,"통이큰 , 한가한  ","통이큰 , 한가한",,"통이큰 , 한가한",beneficent
381,frenzied,VBD,"  광분한, 광란한  ","광분한, 광란한  ","광분한, 광란한  ",,"광분한, 광란한  ","광분한, 광란한",calm,"광분한, 광란한",delirious
382,fretted,VBD,[전문 용어]  무늬가 새겨진,  무늬가 새겨진,  무늬가 새겨진,,  무늬가 새겨진,무늬가 새겨진,fat,무늬가 새겨진,pale
383,frilled,VBD,[英]  주름장식을 단 (=ruffled),  주름장식을 단 (=ruffled),  주름장식을 단 (=ruffled),,  주름장식을 단 (=ruffled),주름장식을 단 ,dull,주름장식을 단 ,bedeck
384,frogged,VBD,늑골 모양의 장식이 붙은(cf. FROG),늑골 모양의 장식이 붙은(cf. FROG),늑골 모양의 장식이 붙은(cf. FROG),,늑골 모양의 장식이 붙은(cf. FROG),늑골 모양의 장식이 붙은,,늑골 모양의 장식이 붙은,NaN
385,fronded,VBD,"[식물]  엽상체가 있는, 잎이 무성한.  ","  엽상체가 있는, 잎이 무성한","  엽상체가 있는, 잎이 무성한",,"  엽상체가 있는, 잎이 무성한","엽상체가 있는, 잎이 무성한",,"엽상체가 있는, 잎이 무성한",NaN
386,fullmouthed,VBD,"  큰 소리의(loud); 목소리가 우렁찬(sonorous), 시끄러운; <개가> 큰 소리로 짖는; <마소 등이> 이가 다 난  ",Longer,Longer,,Longer,Longer,dull,Longer,boisterous
387,furred,VBD,"  백태가 낀, 털로 덮인  ","백태가 낀, 털로 덮인  ","백태가 낀, 털로 덮인  ",,"백태가 낀, 털로 덮인  ","백태가 낀, 털로 덮인",,"백태가 낀, 털로 덮인",NaN
388,fused,VBD,"  퓨즈를 단, 신관을 단  ","퓨즈를 단, 신관을 단  ","퓨즈를 단, 신관을 단  ",,"퓨즈를 단, 신관을 단  ","퓨즈를 단, 신관을 단",,"퓨즈를 단, 신관을 단",assimilated
389,gabelled,VBD,"  세금이 붙은, 물품세가 붙은.  ","세금이 붙은, 물품세가 붙은.  ","세금이 붙은, 물품세가 붙은.  ",,"세금이 붙은, 물품세가 붙은.  ","세금이 붙은, 물품세가 붙은.",,"세금이 붙은, 물품세가 붙은.",NaN
390,gadded,VBD,"  추가된, 부가된  ","추가된, 부가된  ","추가된, 부가된  ",,"추가된, 부가된  ","추가된, 부가된",,"추가된, 부가된",gallivant
391,galeated,VBD,"  헬멧을 쓴, 투구 모양의  ","헬멧을 쓴, 투구 모양의  ","헬멧을 쓴, 투구 모양의  ",,"헬멧을 쓴, 투구 모양의  ","헬멧을 쓴, 투구 모양의",,"헬멧을 쓴, 투구 모양의",NaN
392,galled,VBD,(나무) 혹병에 걸린,(나무) 혹병에 걸린,(나무) 혹병에 걸린,,(나무) 혹병에 걸린, 혹병에 걸린,happy, 혹병에 걸린,bitter
393,galleried,VBD,관람석이 있는,관람석이 있는,관람석이 있는,,관람석이 있는,관람석이 있는,,관람석이 있는,NaN
394,gallooned,VBD,가느다란 끈이 있는.,가느다란 끈이 있는.,가느다란 끈이 있는.,,가느다란 끈이 있는.,가느다란 끈이 있는.,,가느다란 끈이 있는.,NaN
395,gangliated,VBD,(=GANGLIONATED),(=GANGLIONATED),(=GANGLIONATED),,(=GANGLIONATED),,,,NaN
396,gardened,VBD,[英]  정원 가꾸기를 하다,  정원 가꾸기를 하다,  정원 가꾸기를 하다,,  정원 가꾸기를 하다,정원 가꾸기를 하다,destroy,정원 가꾸기를 하다,fertilize
397,gargoyled,VBD,이무기돌로 장식된.,이무기돌로 장식된.,이무기돌로 장식된.,,이무기돌로 장식된.,이무기돌로 장식된.,,이무기돌로 장식된.,NaN
398,garreted,VBD,다락방이 있는.,다락방이 있는.,다락방이 있는.,,다락방이 있는.,다락방이 있는.,,다락방이 있는.,NaN
399,gewgawed,VBD,"  겉만 번드르르한, 싸구려의.  ","겉만 번드르르한, 싸구려의.  ","겉만 번드르르한, 싸구려의.  ",,"겉만 번드르르한, 싸구려의.  ","겉만 번드르르한, 싸구려의.",,"겉만 번드르르한, 싸구려의.",NaN
400,gilled,VBD,"  아가미가 있는, (버섯 갓 안쪽에) 주름이 있는  ","아가미가 있는, (버섯 갓 안쪽에) 주름이 있는  ","아가미가 있는, (버섯 갓 안쪽에) 주름이 있는  ",,"아가미가 있는, (버섯 갓 안쪽에) 주름이 있는  ","아가미가 있는,  주름이 있는",,"아가미가 있는,  주름이 있는",NaN
401,gimleteyed,VBD,눈이 날카로운,눈이 날카로운,눈이 날카로운,,눈이 날카로운,눈이 날카로운,,눈이 날카로운,NaN
