,Unnamed: 0,"2) What happens when the decomposers (mushrooms, fungi) disappear from Earth?",Unnamed: 0,", q55_degradation, q55_food, q55_ecosystem, q55_degradation1"
196,196,The earth will be dirty.,196.0,"202,1,0, the Earth will be filled with dead animals and plants"
197,197,"The garbage will continue to pile up.Other decomposers could appear on our planet, and if not, the planet would be flooded with garbage.",197.0,"203,1,0, the Earth is full of dead animals and plants"
198,198,It looks like it's going to spill over into garbage.,198.0,"204,1,0,0, the Earth will be full of dead animals and plants"
199,199,"""It's the decomposer's job to break down an animal's body, and if it disappears,",199.0,"205,0,0,0, the Earth will be filled with dead animals and plants"
200,200,"The earth will be filled with animal carcasses and trash.""",200.0,"206,1,0, the Earth is full of dead animals and plants"
201,201,The decomposer disappears and the earth is likely to be polluted.,201.0,"207,1,0,0,"
202,202,The cigars will stay there and smell.,202.0,"208,1,0,0,209,1,0,0,"
203,203,"If the number of decomposers decreases, the number of producers will decrease and be wiped out, and then the consumer will be wiped out.",203.0,"210,1,0,0,"
204,204,to get more food waste,204.0,"211,0,1,0,"
205,205,It's all over the world. It'll be covered with human and animal bodies,205.0,"212,0,1,0,"
206,206,The world will be covered with excrement and corpses.,206.0,"213,0,1,0,"
207,207,I'm going to screw up,207.0,"214,0,0,0,"
208,208,"When the decomposer disappears from Earth, the bodies of animals and plants will remain intact without decomposed.",208.0,"215,1,0,0,"
209,209,"The decomposer breaks down the bodies of animals and plants, and when the decomposer disappears like this, the Earth smells like bodies floating around and can become more polluted.",209.0,"216,1,0,0,"
210,210,"If the decomposer disappears, there will be no dead animals or other creatures on Earth forever.",210.0,"217,1,0,0,"
211,211,A lot of bodies will remain intact,211.0,"218,1,0,0,"
212,212,"The bodies of cattle secondary visas, producers or primary consumers who were eaten by tertiary consumers will remain intact, and the decomposers will not play their role in decomposing them, so the bodies will be swarming.",212.0,"219,1,0,1,"
213,213,"The earth is already overflowing with trash we produce and throw away. Using them as food for other elements is already happening in many parts of nature. Germs that clean the septic tank and bacteria that eat sea debris are de facto decomposers. Without them, we would have to clean up our scraps in a primitive way. It is simply ""cleaning up the poo that you have cheap."" Also, it seems a little off topic, but you can't eat mushrooms.",213.0,"220,0,0,0,"
214,214,I can't eat cheese,214.0,"221,1,0,0,"
215,215,I can't eat cheese. Mushroom lovers are sad.,215.0,"222,1,0,0,"
216,216,They're all going to die,216.0,"223,0,0,0,"
217,217,be unable to dismantle the body,217.0,"224,0,0,0,"
218,218,Dead creatures don't disappear,218.0,"225,1,0,0,"
219,219,"Without decomposers, corpses and feces cannot decompose and become odors and manure.",219.0,"226,1,0,0,"
220,220,The earth will be filled with corpses and rotten materials.,220.0,"227,1,0,0,"
221,221,It smells rotten or the environment is polluted because it cannot decompose consumers.,221.0,"228,1,0,1,"
222,222,The decomposer disappears,222.0,"229,1,0,0,"
223,223,The body will continue to be wrapped.,223.0,"230,0,0,0,"
224,224,The body won't disappear.,224.0,"231,1,0,0,"
225,225,I don't know,225.0,"232,1,0,0,"
226,226,There's nothing to eat,226.0,"233,1,0,0,"
227,227,The body doesn't disappear and smells,227.0,"234,1,0,0,"
228,228,The bodies of the animals will pile up,228.0,"235,0,0,0,"
229,229,The body will pile up because it cannot be broken down,229.0,"236,0,0,0,"
230,230,"As the number of bodies increases, the ecosystem is disturbed and nature is destroyed",230.0,"237,0,0,0,"
231,231,an increase in private debt,231.0,"238,0,0,1,239,1,0,0,"
232,232,The number of living organisms that cannot be fermented and live parasitic on other living things will decrease.,232.0,"240,0,1,0,"
233,233,It will increase odors and bugs because they can't decompose themselves naturally.,233.0,"241,0,0,1,"
234,234,There are only dead creatures on the earth,234.0,"242,0,0,0,"
235,235,Animals don't rot.,235.0,"243,0,0,0,"
236,236,The earth will be covered with dead bodies and poo.,236.0,"244,0,0,0,"
237,237,"If mushrooms disappear, mushroom food disappears, and mold disappears, the world becomes better",237.0,"245,0,0,0,"
238,238,It's going to end,238.0,"246,0,0,0,"
239,239,I don't know,239.0,"247,0,0,0,"
240,240,"Mushrooms and mold-eating animals die, destroying the ecosystem.",240.0,"248,0,0,0,"
241,241,The world would have been strewn with bodies.,241.0,"249,0,0,0,"
242,242,"""People who eat mushrooms can't eat them, people who sell mushrooms can't sell them, and it includes lactic acid bacteria, which is mold",242.0,"250,1,0,0,"
243,243,"I can't eat lactic acid bacteria (yogurt, soy sauce, etc.)",243.0,"251,1,0,0,"
244,244,The environment will be bad,244.0,"252,1,0,0,"
245,245,"If there is no decomposer in the world, mold will not become dirty if there is no decomposer, but mushrooms are decomposers, but if they are gone, they can be okay, but if they are edible, they will be sad if they are gone.",245.0,"253,0,0,0,"
246,246,"Fungi can rot dead bodies like food waste That's why it smells so bad Mushrooms, like poisonous mushrooms, don't help us, and some shiitake mushrooms help us It would be nice if the decomposer disappeared, but it could be bad.",246.0,"254,1,0,0,"
247,247,It's a good thing,247.0,"255,0,0,0,"
248,248,This world will vibrate with food waste and the smell of dead bodies.,248.0,"256,1,0,0,"
249,249,Mushroom Fungi Eating Animals Disappear,249.0,"257,1,0,0,"
250,250,I don't know.,250.0,"258,1,0,0,"
251,251,A clean environment will be created.,251.0,"259,1,0,0,"
252,252,"If there is no mold, it is convenient because it does not remove the blank.",252.0,"260,1,0,0,"
253,253,"Stools, corpses and scraps will remain and smell and the ground will be dirty.",253.0,"261,0,0,0,"
254,254,"The bodies of living things will not disappear on Earth, but they will be piled up",254.0,"262,0,0,0,"
255,255,"The bodies don't break down, so it's hard to dispose of a pile of bodies",255.0,"263,1,0,0,"
256,256,I don't know.,256.0,"264,0,0,1,"
257,257,The earth will be strewn with animal corpses or dead things,257.0,"265,1,0,0,"
258,258,The world is likely to smell rotten,258.0,"266,0,0,0,"
259,259,The body doesn't rot easily,259.0,"267,0,0,1,"
260,260,The bodies don't mix,260.0,"268,1,0,1,269,0,0,0,"
261,261,It doesn't decompose and smells rotten.,261.0,"270,0,0,0,"
262,262,The body of an animal remains intact,262.0,"271,0,0,1,"
263,263,The body doesn't disappear,263.0,"272,1,0,1,"
264,264,It's likely to have a bad effect on the planet,264.0,"273,0,0,1,"
265,265,There are so many germs that people can't live.,265.0,"274,0,0,1,"
266,266,I don't think the body will break down,266.0,"275,1,0,0,"
267,267,The life cycle will not be lost and the ecosystem will gradually be destroyed,267.0,"276,1,0,0,"
268,268,The garbage will overflow.,268.0,"277,0,0,1,"
269,269,"In conclusion, it is destroyed.",269.0,"278,1,0,1,"
270,270,"The organic matter will decompose and the circulation will not take place well, such as returning to the soil.",270.0,"279,0,0,0,"
271,271,The global ecosystem will be very dirty.,271.0,"280,0,0,1,"
272,272,The ecosystem is extinct because it cannot be maintained if any of it disappears.,272.0,"281,0,0,1,"
273,273,I don't know.,273.0,"282,0,0,0,"
274,274,The balance between consumers and producers is broken and one side collapses,274.0,"283,0,0,0,"
275,275,"The bodies of garbage or organic matter cannot be decomposed, and they accumulate, destroying life.",275.0,"284,1,0,0,"
276,276,"Factors that producers need to produce resources, or the scale of producers is reduced",276.0,"285,1,0,1,"
277,277,Producers disappear and consumers disappear,277.0,"286,1,0,0,"
278,278,Bodies of garbage or animals will continue to roll on the floor.,278.0,"287,1,0,0,"
279,279,It will be overflowing with garbage.,279.0,"288,0,0,1,"
280,280,It will damage the ecosystem,280.0,"289,0,0,0,"
281,281,There will be no circulation of the elements because there will be no existence to decompose the bodies of animals and plants,281.0,"290,1,0,0,"
282,282,Some species will disappear.,282.0,"291,0,0,0,"
283,283,There will be no ecosystem cycles.,283.0,"292,0,0,0,"
284,284,"In order for the ecosystem to be maintained, the circulation of producers, decomposers, and consumers is necessary, but when decomposers are removed, the ecosystem stops and disappears.",284.0,"293,0,0,1,"
285,285,It's going to end,285.0,"294,0,0,0,"
286,286,There's another decomposer,286.0,"295,1,0,0,"
287,287,"The animals' bodies and fallen leaves will not disappear, so the pollution will be severe",287.0,"296,0,0,1,"
288,288,The decomposition process in the natural ecosystem is eliminated and the earth is wrapped in dead bodies or trash.,288.0,"297,1,0,0,"
289,289,It cannot break down dead creatures.,289.0,"298,1,0,0,299,1,0,0,"
290,290,The body is rotting,290.0,"300,1,0,0,"
291,291,The ecosystem is going to be ruined.,291.0,"301,0,0,0,"
292,292,Disappearing,292.0,"302,0,1,0,"
293,293,The bodies are likely to remain undissolved,293.0,"303,0,0,0,"
294,294,I don't know.,294.0,"304,0,0,1,"
295,295,Nothing's going on,295.0,"305,1,0,1,"
296,296,"If the decomposer is lost, it will not decompose and the producers will suffer.It's getting worse than now",296.0,"306,0,1,0,"
297,297,Things that need to disappear naturally will not disappear and the earth will become dirty.,297.0,"307,1,0,1,"
298,298,The ecosystem is destroyed,298.0,"308,0,0,1,"
299,299,the inability of substances to decompose in nature,299.0,"309,0,0,1,"
300,300,The earth will continue to be piled up with garbage and make it dirty.,300.0,"310,0,0,0,"
301,301,Perhaps the things that need to be broken down will not go away and remain.,301.0,"311,1,0,0,"
302,302,The earth will be buried in a heap of corpses,302.0,"312,0,0,1,"
303,303,There will be bodies left on Earth without decay.,303.0,"313,0,0,0,"
304,304,The mold cheese disappears.,304.0,"314,0,0,1,"
305,305,I'm in trouble.,305.0,"315,0,0,0,"
306,306,The ecosystem is not active.,306.0,"316,0,0,0,"
307,307,The ecosystem is likely to rot because of the overflow of dead creatures,307.0,"317,1,0,0,"
308,308,We would not have been able to eat delicious mushrooms and find green mold made of penicillin.,308.0,"318,0,0,0,"
309,309,The ecosystem is not maintained because animal corpses or wastes are not decomposed.,309.0,"319,0,0,0,"
310,310,"In the cycle between decomposers and consumers and producers, the cycle is broken when the decomposers are lost",310.0,"320,1,0,0,"
311,311,Ecosystem balance will be broken,311.0,"321,0,0,0,"
312,312,It's too bad.,312.0,"322,0,0,1,"
313,313,"When the decomposer disappears, the bodies of the creatures do not decompose, making it difficult to dispose of them.",313.0,"323,1,0,1,"
314,314,The ecological cycle does not work well if the decomposer disappears and there is only a producer.,314.0,"324,0,0,1,"
315,315,You will not be able to do scientific research using fungi.,315.0,"325,0,0,1,"
316,316,"Without decomposers, it is difficult for living organisms to survive because it is difficult to maintain ecosystem circulation.",316.0,"326,1,0,1,"
317,317,"When you grill meat, you can't eat mushrooms together.",317.0,"327,0,0,1,"
318,318,The elimination of decomposers will result in a huge increase in producers and consumers,318.0,"328,1,0,1,329,1,0,0,"
319,319,Environmental pollution occurs due to accumulation of substances that adversely affect the undissolved environment.,319.0,"330,1,0,0,"
320,320,"Without decomposers, the earth will be covered in stench",320.0,"331,1,0,1,"
321,321,be unable to break down,321.0,"332,0,0,0,"
322,322,The body won't rot and the body will be spread out.,322.0,"333,1,0,1,"
323,323,"As only producers and decomposers increase, overall production will continue to increase, causing controversy in the ecosystem",323.0,"334,1,0,0,"
324,324,The balance of the ecosystem will be destroyed and serious food shortages will arise,324.0,"335,0,0,0,"
325,325,"The bodies of producers and consumers are not decomposed, so circulation is not achieved.",325.0,"336,0,1,0,"
326,326,The ecosystem will collapse.,326.0,"337,0,0,0,"
327,327,"Substances that consumers cannot consume or do not consume remain intact, which can contaminate the environment.",327.0,"338,0,0,0,"
328,328,It does not decompose and does not circulate,328.0,"339,1,0,1,"
329,329,"If the decomposer disappears, there is no ecosystem circulation",329.0,"340,0,0,1,"
330,330,"This is because it cannot decompose decaying materials and continues to remain, which can cause ecosystem destruction by continuously generating harmful substances.",330.0,"341,0,0,0,"
331,331,"If decomposers such as mushrooms and fungi disappear, the decomposition of dead bodies or microorganisms may not occur, so the Earth's environment may not be clean, which will lead to decomposition of organisms or bacteria.",331.0,"342,1,0,0,"
332,332,"The decomposer is responsible for decomposing dead animals' corpses or excrements, and if the decomposer disappears, the smell of rotting bodies on Earth will vibrate.",332.0,"343,0,0,0,"
333,333,There is confusion in the ecosystem as decomposers to decompose the bodies of consumers and producers disappear.,333.0,"344,0,0,1,"
334,334,There's a lot of dead bodies and rotten organic matter,334.0,"345,0,1,0,"
335,335,The environment is not working well because the bodies of animals and plants are piled up.,335.0,"346,1,0,0,"
336,336,"""I can't break down the body",336.0,"347,0,1,0,"
337,337,"""",337.0,"348,0,0,1,"
338,338,I don't know,338.0,"349,0,0,0,"
339,339,I can't eat mushrooms,339.0,"350,1,0,0,"
340,340,I don't know,340.0,"351,1,0,0,"
341,341,I don't know,341.0,"352,1,0,0,"
342,342,The environment will be bad because the garbage doesn't rot,342.0,"353,0,0,0,"
343,343,The ecosystem is disappearing,343.0,"354,0,1,0,"
344,344,It could just swell and explode,344.0,"355,0,0,0,"
345,345,Other unsanitary creatures or objects do not disappear.,345.0,"356,1,0,0,"
346,346,What's,346.0,"357,1,0,0,"
347,347,The environment was bad.,347.0,"358,1,0,1,359,1,0,0,"
348,348,I can't eat mushrooms because of worse substances,348.0,"360,1,0,0,"
349,349,"When the decomposer that breaks down disappears, it cannot be decomposed and becomes all dirty",349.0,"361,1,0,0,"
350,350,"""If I couldn't make it every week and mushrooms didn't exist from the beginning,",350.0,"362,1,0,0,"
351,351,"""We don't know about mushrooms, and we'll make another raw one for them.""",351.0,"363,1,0,0,"
352,352,The ecosystem is out of harmony.,352.0,"364,1,0,0,"
353,353,I don't know,353.0,"365,1,0,0,"
354,354,It doesn't break down the trash buried in the ground.,354.0,"366,1,0,0,"
355,355,The animal will not rot and will remain intact.,355.0,"367,1,0,0,"
356,356,"When the decomposer is alive, animal bodies will come out when digging.",356.0,"368,1,0,0,"
357,357,to be able to get rid of germs,357.0,"369,0,0,1,"
358,358,"If the fungus disappears, you can die if you eat it without knowing if it's rotten, and if the mushroom disappears, you can't eat it and the job of the mushroom digger disappears",358.0,"370,1,0,0,"
359,359,Moulds will not be able to function well as ecosystems because they have the necessary good effects,359.0,"371,1,0,0,"
360,360,"Specifically, there is something that needs to be broken down in the world, so the stench causes other problems.""",360.0,"372,1,0,1,"
361,361,The bodies will wander around and not be decomposed.,361.0,"373,1,0,1,"
362,362,There's a dead man or something like that's still alive,362.0,"374,0,0,1,"
363,363,"The substance does not rot and is thrown away like trash, and the balance is broken.",363.0,"375,0,0,0,"
364,364,It will be difficult to live because animals and plants do not rot and smell and are highly polluted.,364.0,"376,1,0,1,"
365,365,Food doesn't rot...and so on,365.0,"377,1,0,0,"
366,366,Dead creatures don't rot.,366.0,"378,0,0,0,"
367,367,There is no decomposition of the body,367.0,"379,1,0,1,"
368,368,The body doesn't rot,368.0,"380,1,0,0,"
369,369,"If there is a dead animal, it will not rot and will remain",369.0,"381,0,0,0,"
370,370,The body of the dead animal remains,370.0,"382,0,0,0,"
371,371,The garbage remains undissolved,371.0,"383,1,0,0,"
372,372,The global environment becomes dirty because the bodies and trash do not rot.,372.0,"384,1,0,0,"
373,373,The bodies and the leaves didn't break down,373.0,"385,1,0,0,"
374,374,"The gray mirror is contaminated, making it difficult for consumers to live, and producers do not grow well.",374.0,"386,1,0,0,"
375,375,Fallen leaves or fallen trees will remain.,375.0,"387,1,0,0,"
376,376,"When the decomposer disappears from Earth, the dead bodies of animals and plants will not decompose and will only rot and smell a lot.",376.0,"388,1,0,0,389,1,0,0,"
377,377,"Cadavers and harmful substances remain intact, causing damage to the ecosystem",377.0,"390,0,0,0,"
378,378,"Waste and bodies are not decomposed, causing environmental pollution",378.0,"391,1,0,0,"
379,379,It is difficult to maintain the ecosystem,379.0,"392,1,0,0,"
380,380,It is because food and dead bodies rot only when there is a decomposer.,380.0,"393,0,0,0,"
381,381,"The decomposer breaks down the dead animal's body to get nourishment, but without the decomposer, there will be animal bodies all over the world and the land will be dirty",381.0,"394,1,0,0,"
382,382,The bodies of rotten animals and plants will float on Earth.,382.0,"395,1,0,0,"
383,383,It stinks,383.0,"396,0,0,0,"
384,384,"The bodies rot and cannot return to nature, destroying the ecosystem.",384.0,"397,0,0,0,"
385,385,"If the body doesn't rot and the plant dies, it doesn't rot and smells and the earth turns into a dump",385.0,"398,1,0,0,"
386,386,The earth can no longer be inhabited by living things,386.0,"399,1,0,1,"
387,387,"You can't take it apart, can you?",387.0,"400,1,0,0,"
388,388,Wastes pile up.,388.0,"401,1,0,0,"
389,389,There will be bodies and droppings everywhere.,389.0,"402,1,0,0,"
390,390,The corpses of the animals are dead,390.0,"403,0,0,0,"
391,391,The bodies of the animals will overflow and overflow.,391.0,"404,0,0,0,"
392,392,The world will kick with animal carcasses and excrement,392.0,"405,1,0,0,"
393,393,The body doesn't disappear,393.0,"406,1,0,0,"
394,394,I feel depressed because the bodies of animals are here and there,394.0,"407,1,0,1,"
395,395,"Because when living things die on the ground, they smell and are disgusting.The bodies rot",395.0,"408,0,0,1,"
396,396,I could see a body in an insect,396.0,"409,0,0,0,"
397,397,You'll be in trouble,397.0,"410,0,0,1,"
398,398,We can't break down the bodies. The earth will be flooded with bodies,398.0,"411,0,0,0,"
399,399,"Walking down the street, there's gonna be a lot of stink and bodies",399.0,"412,0,0,1,"
400,400,be filled with germs,400.0,"413,0,0,1,"
401,401,You're going to die,401.0,"414,1,0,0,"
402,402,"Animal corpses, more excrement",402.0,"415,1,0,0,"
403,403,"""The earth will be full of odors, and there will be bodies wrapped around it.",403.0,"416,0,0,0,"
404,404,"In addition, decomposers in the stomach do not work, killing other living things.",404.0,"417,0,0,0,"
405,405,"""",405.0,"418,0,0,0,419,0,0,0,"
406,406,Animal carcasses and excrement overflow.,406.0,"420,0,0,1,"
407,407,There will be a rapid increase in the body of course,407.0,"421,0,0,0,"
408,408,The body of an animal or something like that can rot because it doesn't decompose,408.0,"422,1,0,0,"
409,409,h,409.0,"423,1,0,1,"
410,410,The earth will stink,410.0,"424,0,0,0,"
411,411,The earth is left with a body.,411.0,"425,0,0,0,"
412,412,"Since the material is not decomposed, the waste is not decomposed, so if the waste is burned, a lot of carbon dioxide is produced, and humans and life are destroyed by the greenhouse effect.",412.0,"426,0,0,0,"
413,413,The animals[consumers] remain intact,413.0,"427,0,0,0,"
414,414,The balance of the ecosystem collapses.,414.0,"428,1,0,0,"
415,415,It will be overflowing with trees and grass.,415.0,"429,0,0,0,"
416,416,The new world is getting dirty,416.0,"430,1,0,1,"
417,417,I don't know.,417.0,"431,0,0,1,"
418,418,"Not only mushrooms, but also living things won't live well.",418.0,"432,0,0,1,"
419,419,The ecosystem is destroyed.,419.0,"433,0,0,1,"
420,420,It doesn't rot and gets contaminated.,420.0,"434,1,0,0,"
421,421,The earth is overflowing with corpses.,421.0,"435,0,0,1,"
422,422,It will be inconvenient because there is no decomposer where the decomposer is needed.,422.0,"436,0,0,1,"
423,423,I don't know,423.0,"437,0,0,0,"
424,424,I don't know;;,424.0,"438,1,0,0,"
425,425,You can get sick because you can't eat healthy things like mushrooms.,425.0,"439,0,0,1,"
426,426,The Ecological Pyramid Could Change,426.0,"440,1,0,0,"
427,427,I don't know.,427.0,"441,1,0,0,"
428,428,There is a lot of garbage.,428.0,"442,0,0,0,"
429,429,Bodies don't rot easily.,429.0,"443,0,0,0,"
430,430,Life won't be able to live.,430.0,"444,1,0,0,"
431,431,I have no idea.,431.0,"445,1,0,1,"
432,432,People keep eating mold without looking at it So I don't feel well later,432.0,"446,1,0,1,"
433,433,It's short,433.0,"447,0,0,1,"
434,434,A body lamp will remain on Earth forever.,434.0,"448,0,0,0,449,1,0,0,"
435,435,I have no idea.,435.0,"450,0,0,0,"
436,436,"The dead bodies of the expiring consumer will rot and decompose and will not be disposed of here and there, so neither will the producers",436.0,"451,0,0,0,"
437,437,There will be ecological divisions,437.0,"452,1,0,0,"
438,438,Life is gone,438.0,"453,0,0,1,"
439,439,The ecosystem is destroyed.,439.0,"454,0,0,1,"
440,440,"Things that are no longer in use continue to pile up on Earth, making the Earth dirty.",440.0,"455,0,0,1,"
441,441,The environment will be bad.,441.0,"456,0,0,1,"
442,442,ecological division,442.0,"457,0,1,0,"
443,443,the destruction of the earth,443.0,"458,0,0,0,"
444,444,Life that isn't alive won't break down,444.0,"459,0,0,0,"
445,445,The environment is destroyed and people die,445.0,"460,0,0,0,"
446,446,Mold must not disappear,446.0,"461,0,0,0,"
447,447,Things that don't decompose on Earth will become dirty,447.0,"462,1,0,0,"
448,448,"Since there are no decomposers, there will be more dead bodies and infectious diseases",448.0,"463,0,1,0,"
449,449,No way.,449.0,"464,1,0,0,"
450,450,"When an animal or plant dies, the body will remain intact, dirty and smelly",450.0,"465,0,0,0,"
451,451,There is no decomposition and there is disturbance in the ecosystem.,451.0,"466,0,0,0,"
452,452,"Since it does not decompose, living things and food do not rot, and nutrients from rotting cannot be returned to nature.",452.0,"467,0,0,0,"
453,453,The ecosystem will be destroyed.,453.0,"468,0,0,0,"
454,454,Missing decomposers can cause germs and mold.,454.0,"469,0,0,1,"
455,455,Undecomposed creatures will be laid to the ground,455.0,"470,1,0,0,"
456,456,I don't know.,456.0,"471,1,0,0,"
457,457,I don't know. It's not good.,457.0,"472,0,0,0,"
458,458,It's getting dirty,458.0,"473,0,0,1,"
459,459,The ecosystem will become extinct,459.0,"474,0,0,1,"
460,460,It will be difficult to live.,460.0,"475,0,1,0,"
461,461,The ecosystem could be destroyed,461.0,"476,0,0,0,"
462,462,The ecological balance collapses,462.0,"477,0,0,1,"
463,463,"If mushrooms and fungi disappear from the Earth, they will get sick by eating only unhealthy foods and not eating good fungi such as soybean paste blue mold, which is delicious and healthy. Also, mushrooms are delicious, but I think it's terrible to think that sometimes when we want to take care of our health or when we have to eat something later, it disappears.",463.0,"478,0,0,0,479,0,0,0,"
464,464,I think it'll get better.,464.0,"480,0,0,1,"
465,465,Mushrooms,465.0,"481,0,0,1,"
466,466,I think I'm going to screw it up.,466.0,"482,0,1,0,"
467,467,The earth will be very clean,467.0,"483,1,0,0,"
468,468,The body doesn't rot and the body overflows.,468.0,"484,0,0,0,"
469,469,I can't eat mushrooms,469.0,"485,0,0,0,"
470,470,It doesn't rot. There's a lot of bodies,470.0,"486,1,0,0,"
471,471,The earth is going crazy,471.0,"487,0,0,0,"
472,472,I'm going to screw up,472.0,"488,0,0,0,"
473,473,That sounds great.,473.0,"489,0,0,0,"
474,474,People scream because they don't have that experience.,474.0,"490,0,0,0,"
475,475,The ecosystem is not balanced.,475.0,"491,0,0,0,"
476,476,Many pollutants will not decompose.,476.0,"492,0,0,0,"
477,477,"Earth becomes dirty because the body cannot be disposed of, so we have to leave the Earth.",477.0,"493,0,0,0,"
478,478,It's so clean,478.0,"494,0,0,0,"
479,479,It's getting harder to live on Earth,479.0,"495,0,0,0,"
480,480,It becomes difficult for people to live,480.0,"496,0,1,0,"
481,481,"If mold disappears, fermented foods are likely to disappear.",481.0,"497,0,0,0,"
482,482,"It's good, but I don't think people will live well.",482.0,"498,0,1,0,"
483,483,Nature is destroyed,483.0,"499,0,0,0,"
484,484,Our country may have a reduced lifespan due to mold,484.0,"500,1,0,0,"
485,485,There are more harmful things in our bodies and more unknown diseases,485.0,"501,0,0,0,"
486,486,The ecosystem is exposed and polluted,486.0,"502,0,0,0,"
487,487,be at a disadvantage to producers,487.0,"503,0,1,0,"
488,488,"""You can't eat mushrooms.",488.0,"504,0,0,0,"
489,489,"""",489.0,"505,0,0,0,"
490,490,The dead animals' bodies don't rot and stink.,490.0,"506,0,0,0,"
491,491,That's nice,491.0,"507,1,0,0,"
492,492,The Earth Is Getting Better,492.0,"508,0,0,0,509,0,0,0,"
493,493,It doesn't decompose.,493.0,"510,0,0,0,"
494,494,I don't knowI don't know,494.0,"511,0,0,0,"
495,495,I don't know,495.0,"512,0,0,1,"
496,496,I don't know,496.0,"513,0,0,0,"
497,497,I don't know,497.0,"514,0,0,0,"
498,498,I don't know,498.0,"515,1,0,0,"
499,499,I don't know,499.0,"516,1,0,0,"
500,500,I don't know,500.0,"517,1,0,0,"
501,501,Lack of oxygen?,501.0,"518,1,0,0,"
502,502,I can't eat mushroom hot pot.,502.0,"519,1,1,0,"
503,503,I don't know.,503.0,"520,1,0,0,"
504,504,I can't eat mushrooms,504.0,"521,1,0,0,"
505,505,I don't know,505.0,"522,0,0,1,"
506,506,Dead bodies pile up and pollute the earth,506.0,"523,1,0,0,"
507,507,I have no idea.,507.0,"524,1,0,0,"
508,508,I don't know.,508.0,"525,1,0,0,"
509,509,"""I can't eat cheese.""",509.0,"526,0,0,0,"
510,510,"""",510.0,"527,1,0,0,"
511,511,I don't know,511.0,"528,0,0,0,"
512,512,I don't know...,512.0,"529,0,0,0,"
513,513,---,513.0,"530,0,0,0,"
514,514,The bodies are burning.,514.0,"531,0,0,1,"
515,515,M and D,515.0,"532,1,0,0,"
516,516,I don't know because I don't have time.,516.0,"533,1,0,0,"
517,517,I don't know.,517.0,"534,1,0,0,"
518,518,I don't know,518.0,"535,1,0,0,"
519,519,??????????????,519.0,"536,0,0,1,"
520,520,Plants no longer grow and humans become extinct.,520.0,"537,1,0,0,"
521,521,I don't know.,521.0,"538,0,0,0,539,0,0,0,"
522,522,The earth is full of animals and human bodies,522.0,"540,0,0,0,"
523,523,The earth is likely to become dirty because animal waste or other bodies are not decomposed.,523.0,"541,1,0,1,"
524,524,The earth becomes a dump,524.0,"542,0,0,1,"
525,525,The earth turns into a dump.,525.0,"543,1,0,1,"
526,526,The earth's ecosystem doesn't allow private debt to disappear,526.0,"544,1,0,1,"
527,527,Dead creatures cannot decompose and rot away.,527.0,"545,1,0,1,"
528,528,It will be full of poo and corpses,528.0,"546,1,0,1,"
529,529,Nature will be destroyed.,529.0,"547,1,0,1,"
530,530,The earth will be flooded with corpses and smelly.,530.0,"548,1,0,0,"
531,531,The world will be full of dead bodies,531.0,"549,1,0,1,"
532,532,The body won't rot,532.0,"550,0,0,1,"
533,533,I think the earth will be better,533.0,"551,1,0,0,"
534,534,Dead creatures remain intact.,534.0,"552,0,0,1,"
535,535,I don't know,535.0,"553,0,0,1,"
536,536,I don't understand.,536.0,"554,1,0,1,"
537,537,lol,537.0,"555,0,0,0,"
538,538,"Producers who eat decomposers will disappear, and consumers who eat producers will disappear.",538.0,"556,0,0,0,"
539,539,It will take a very long time for the garbage or corpses to rot alone.,539.0,"557,0,0,0,"
540,540,"When the decomposer disappears, the human body will remain decomposed.",540.0,"558,0,0,0,"
541,541,"Even if plants and animals die, the bodies will be left uncorrupted.",541.0,"559,0,0,0,"
542,542,"The dead bodies of animals and withered plants will cover the earth. Without decomposers, these leftovers cannot disappear, so if they are not buried in a certain space to secure space, it will be a big problem on Earth. In addition, the problem of determining landfills will be a big issue because landfill does not rot.",542.0,"560,0,0,0,"
543,543,"The producer affected by the decomposer will disappear and the consumer affected by the producer will disappear, and the life on Earth will gradually disappear",543.0,"561,0,0,0,"
544,544,The earth will be flooded with bodies that cannot decay and decompose.,544.0,"562,1,0,1,"
545,545,"When the decomposer disappears from the earth, the dead bodies and sediments of producers and consumers pile up without decomposition, so the balance of the ecosystem collapses and other nutritional level members will eventually disappear.",545.0,"563,0,1,0,"
546,546,The damage from dust and air pollution will increase,546.0,"564,1,0,0,"
547,547,"Dead bodies will not decompose and accumulate, and it will adversely affect the global ecosystem.",547.0,"565,1,0,0,"
548,548,"If the decomposer that supplies nutrients to the soil from the dead body disappears, the soil will lack nutrients and producers will not be able to create energy, and consumers will also lack energy sources, causing the entire ecosystem to collapse.",548.0,"566,0,0,0,"
549,549,"Producers, consumers, and decomposers do not live independently of each other, but through interaction, and if decomposers disappear, consumers and producers are likely to disappear as equilibrium is broken.",549.0,"567,0,0,1,"
550,550,"As in the above problem, the ecosystem is balanced and interacts with each other, so if the decomposer disappears, the consumer who cooks the decomposed consumer as food also disappears, breaking the ecosystem's balance",550.0,"568,0,0,0,569,1,0,1,"
551,551,"If decomposition does not occur in the ecosystem, no living things will rot even if they die, thereby destroying the ecosystem balance.",551.0,"570,0,0,1,"
