,Unnamed: 0,"20. Abnormal kidney function can lead to various diseases and, in severe cases, death. What does the kidney do in our body, so if something goes wrong, will it cause disease? Let's explain it in detail using knowledge of kidney function. ",Unnamed: 0,",q20_Ozoom,q20_Hormone,q20_Hormone,q20_Waste,q20_Reabsorption,q20_Waste.1,q20_Hormone.1,q20_Hormone.1,q20_Waste.1,q20_Waste.1"
210,210.0,The kidneys are responsible for filtering out the wastes in the body,210,"217,0,0,1,0... filter out the waste from the blood and keep it clean"
211,211.0,"In the kidney, it filters out waste from the blood, and if it does not play its role properly, waste accumulates in the blood, resulting in various diseases.",211,"218,0,0,0,1,0... filter out the waste from the blood and keep it clean"
212,212.0,I don't know what the kidneys are doing.,212,"219,0,0,0,0,0... Strain waste from the blood and keep it clean"
213,213.0,It filters out the wastes,213,"220,0,0,0,1,0... It filters out the waste in the blood and keeps the blood clean"
214,214.0,"If there is an abnormality in the kidneys by releasing wastes from the body, they can not be released and die.",214,"221,0,0,1,0... filter out the waste from the blood to maintain clean blood,"
215,215.0,The kidney is responsible for filtering out waste.,215,"222,0,0,0,1,0... It filters out the waste in the blood and maintains clean blood"
216,216.0,"The kidney collects waste from the body and sends it to the bladder to discharge it. If there is an abnormality in the function of the kidney, it is fatal because the waste remains in the body",216,"223,0,0,0,0,0,0... It filters out the waste in the blood and keeps the blood clean"
217,217.0,It filters out toxins in the urine,217,"224,0,0,0,1,0... It filters out the waste in the blood to maintain clean blood"
218,218.0,hormones and excreted wastes,218,"225,0,0,0,1,0... The blood becomes dirty because it cannot filter out the waste in the blood"
219,219.0,"The body comes out in the form of urine, such as moisture powder and residue, and the kidney absorbs the energy in the urine.",219,"226,0,0,0,1,0... It is dirty because the blood waste is not filtered.,"
220,220.0,The kidneys are responsible for filtering out the waste in our bodies,220,"227,0,0,0,1,0,,,,,"
221,221.0,The secretions that need to come out of the body don't come out and they're piled up,221,"228,0,0,0,1,0,,,,,"
222,222.0,The role of filtering out waste from the body,222,"229,0,0,0,1,0,,,,,"
223,223.0,I don't know,223,"230,0,0,1,1,0,,,,,"
224,224.0,"The kidneys filter out our body's waste and let us pee. In the event of abnormalities in this kidney, the waste may not be filtered well and the waste may continue to flow through the blood, causing vascular disease",224,"231,0,0,1,1,0,,,,,"
225,225.0,"We need a kidney to filter out nutrients, so if we have a kidney problem, we can't excrete",225,"232,0,0,0,0,0,,,,,"
226,226.0,It's the kidneys that release the urine that's supposed to be released from the body,226,"233,0,0,0,1,0,,,,,"
227,227.0,The kidneys support the role of the heart in our body,227,"234,0,0,1,1,0,,,,,"
228,228.0,It functions to purify food that enters our body and to urinate the no-fefe water.,228,"235,0,0,0,0,0,,,,,"
229,229.0,Filter out the no-feet water,229,"236,0,0,0,0,0,,,,,"
230,230.0,This is because it is properly separated from the kidneys to prevent the body from excreting necessary nutrients or unnecessary nutrients.,230,"237,0,0,0,0,0,,,,,"
231,231.0,The role of filtering out no-feathers in our bodies,231,"238,0,0,1,1,0,,,,,239,0,0,1,1,0,,,,,"
232,232.0,"The kidney filters out bad things, but if the kidney doesn't work, the bad things enter the body and cause diseases",232,"240,0,0,1,1,0,,,,,"
233,233.0,"Kidneys are about releasing the right amount of waste, such as our urine and feces, to help us discharge well But if there's something wrong with the kidneys, we're releasing all the nutrients that our bodies need along with urine and feces",233,"241,0,0,0,1,0,,,,,"
234,234.0,"The kidneys are responsible for metabolizing waste matter and maintaining body balance along with the surrounding ureter, bladder, and urethra. These kidneys not only have the main function of excreting waste, but they also maintain the balance of acid bases and control blood pressure by maintaining the appropriate amount of body fluid with the balance of water and electrolytes.",234,"242,0,0,1,1,0,,,,,"
235,235.0,"Kidney is responsible for high waste mass production and body balance along with the surrounding ureter, bladder, and urethra",235,"243,0,0,1,1,0,,,,,"
236,236.0,to do something important,236,"244,0,0,0,0,0,,,,,"
237,237.0,"We filter out bad diseases in the kidneys, but if something goes wrong, we can't filter out bad diseases.",237,"245,0,0,0,1,0,,,,,"
238,238.0,"""",238,"246,0,0,0,0,0,,,,,"
239,239.0,"The kidneys are responsible for metabolizing waste matter and maintaining body balance along with the surrounding ureter, bladder, and urethra. These kidneys not only have the main function of excreting waste, but they also maintain the balance of acid bases and control blood pressure by maintaining the appropriate amount of body fluid with the balance of water and electrolytes.",239,"247,0,0,0,0,0,,,,,"
240,240.0,"The kidney is an organ with a very important function that allows each part of the body to function properly. In other words, all organs are always indebted to the kidney, so if a disease occurs in the kidney, other organs are also affected.",240,"248,0,0,0,0,0,,,,,"
241,241.0,"The kidney is an organ with a very important function that allows each part of the body to work properly. In other words, all organs are always indebted to the kidney, so if a disease occurs in the kidney, other organs are also affected.",241,"249,0,0,0,0,0,,,,,"
242,242.0,"""Because each kidney is important.",242,"250,0,0,0,0,0,,,,,"
243,243.0,"""",243,"251,0,0,0,0,0,,,,,"
244,244.0,"In addition to the main function of excreting waste, the kidneys maintain the acid base group, help with water and hematopoietic action, activate vitamin D, etc., and when this function is abnormal, disease occurs",244,"252,0,0,0,0,0,,,,,"
245,245.0,"In addition to the main functions of excreting waste, the kidneys function in various ways, such as maintaining balance of acid bases, helping water and hematopoietic action, and activating vitamin D.",245,"253,0,0,0,0,0,,,,,"
246,246.0,"The kidneys not only have a major function of excreting nope, but also have a number of functions, such as balancing acid bases, helping with water and hematopoietic action, and activating vitamin D If this function is abnormal, our bodies will no longer be able to live.",246,"254,0,0,0,0,0,,,,,"
247,247.0,Displacement function Poor bladder function,247,"255,0,0,0,0,0,,,,,"
248,248.0,"If these activities are not carried out normally, such as the excretion function of filtering and discharging waste products, the function of maintaining constant water content, electrolyte, and acidity in a narrow range, kidney disease may occur.",248,"256,0,0,0,0,0,,,,,"
249,249.0,"""It excrete waste and maintains homeostasis in the body",249,"257,0,0,0,0,0,,,,,"
250,250.0,"""If you have kidney abnormalities, your constancy decreases and you die.""",250,"258,0,0,0,0,0,,,,,"
251,251.0,Air went into the kidneys,251,"259,0,0,0,0,0,,,,,"
252,252.0,The element is not removed.,252,"260,0,0,0,0,0,,,,,"
253,253.0,edwedwedwed,253,"261,0,0,0,0,0,,,,,"
254,254.0,I don't know.,254,"262,0,0,0,0,0,,,,,"
255,255.0,M and D,255,"263,0,0,0,0,0,,,,,"
256,256.0,I don't know,256,"264,0,0,0,0,0,,,,,"
257,257.0,I don't understand.,257,"265,0,0,0,0,0,,,,,"
258,258.0,I don't know,258,"266,0,0,0,0,0,,,,,"
259,259.0,I don't know.,259,"267,0,0,0,0,0,,,,,"
260,260.0,I don't know.,260,"268,0,0,0,0,0,,,,,269,1,0,0,1,0,,,,,"
261,261.0,I don't understand.,261,"270,0,0,0,0,0,,,,,"
262,262.0,I don't know,262,"271,0,0,0,1,0,,,,,"
263,263.0,I don't understand.,263,"272,0,0,0,0,0,,,,,"
264,264.0,I don't understand.,264,"273,0,0,0,1,0,,,,,"
265,265.0,I don't know,265,"274,0,0,0,0,0,,,,,"
266,266.0,Mall,266,"275,0,0,0,0,0,,,,,"
267,267.0,I don't know.,267,"276,0,0,0,0,0,,,,,"
268,268.0,I don't know,268,"277,0,0,0,0,0,,,,,"
269,269.0,Yeah.,269,"278,0,0,0,0,0,,,,,"
270,270.0,I don't know,270,"279,0,0,0,0,0,,,,,"
271,271.0,I don't know,271,"280,0,0,0,0,0,,,,,"
272,272.0,I don't know,272,"281,0,0,0,0,0,,,,,"
273,273.0,I don't understand.,273,"282,0,0,0,1,0,,,,,"
274,274.0,I don't know.,274,"283,0,0,0,0,0,,,,,"
275,275.0,I don't understand.,275,"284,0,0,0,1,0,,,,,"
276,276.0,Make and drain urine,276,"285,0,0,0,0,0,,,,,"
277,277.0,I don't know,277,"286,0,0,0,1,0,,,,,"
278,278.0,"The kidney is an organ that filters out waste from our body Without a kidney, waste accumulates in our bodies and eventually dies.",278,"287,0,0,0,0,0,,,,,"
279,279.0,I don't know.,279,"288,0,0,0,0,0,,,,,"
280,280.0,Filtration of contaminants into excreta,280,"289,0,0,0,0,0,,,,,"
281,281.0,I don't understand.,281,"290,1,0,0,0,0,,,,,"
282,282.0,I don't know,282,"291,0,0,0,0,0,,,,,"
283,283.0,?,283,"292,0,0,0,0,0,,,,,"
284,284.0,M and D,284,"293,0,0,0,1,0,,,,,"
285,285.0,........,285,"294,0,0,0,0,0,,,,,"
286,286.0,There are organs in the kidneys,286,"295,0,0,0,0,0,,,,,"
287,287.0,Because the kidneys filter the blood.,287,"296,0,0,0,1,0,,,,,"
288,288.0,yes,288,"297,0,0,0,0,0,,,,,"
289,289.0,"The kidneys play a role in filtering out waste from our bodies, because they cannot filter out waste, and when waste accumulates, diseases occur.",289,"298,0,0,0,1,0,,,,,299,0,0,0,0,0,,,,,"
290,290.0,ㅑㅑ,290,"300,1,0,0,1,0,,,,,"
291,291.0,It filters out the contaminants,291,"301,0,0,0,0,0,,,,,"
292,292.0,I don't know.,292,"302,0,0,0,0,0,,,,,"
293,293.0,Filter out foreign substances in the blood,293,"303,0,0,0,1,0,,,,,"
294,294.0,Radioactivity k,294,"304,0,0,0,1,0,,,,,"
295,295.0,infect a person's nails,295,"305,0,0,0,1,0,,,,,"
296,296.0,I don't knowThe kidneys have the same function of making a pee,296,"306,0,0,0,0,0,,,,,"
297,297.0,I don't know,297,"307,0,0,0,0,0,,,,,"
298,298.0,You get sick because you don't function normally,298,"308,0,0,0,0,0,,,,,"
299,299.0,It filters out waste,299,"309,0,0,0,1,0,,,,,"
300,300.0,Die.,300,"310,0,0,0,0,0,,,,,"
301,301.0,Kidneys help us live. Can't be without,301,"311,0,0,0,1,0,,,,,"
302,302.0,It filters out germs,302,"312,0,0,0,1,0,,,,,"
303,303.0,Cancer breaks out,303,"313,0,0,0,1,0,,,,,"
304,304.0,The kidneys are responsible for filtering out wastes in our bodies,304,"314,0,0,1,1,0,,,,,"
305,305.0,It's dangerous without it,305,"315,0,0,0,1,0,,,,,"
306,306.0,Filtrate waste and make a pee,306,"316,1,0,0,1,0,,,,,"
307,307.0,ㄹ휴ㅕ라ㅗㅛㅓㅕㅣ곧ㄹ셔ㅗㄱ두쇼호ㅕ,307,"317,0,0,0,1,0,,,,,"
308,308.0,catch any disease,308,"318,0,0,0,0,1,,,,,"
309,309.0,"It's because if there's a problem with the kidneys, the residue gets stuck in the body",309,"319,0,0,0,1,0,,,,,"
310,310.0,"""The kidneys filter out the body's waste and keep it clean",310,"320,0,0,0,1,0,,,,,"
311,311.0,"If this function is broken, you have to do dialysis artificially.""",311,"321,0,0,0,1,0,,,,,"
312,312.0,The kidneys allow me to pee,312,"322,0,0,0,1,0,,,,,"
313,313.0,"If you don't have it, it'll strain your heart",313,"323,0,0,0,0,1,,,,,"
314,314.0,What does a kidney do?,314,"324,0,0,0,0,0,,,,,"
315,315.0,The kidneys play an important role in our bodies.,315,"325,0,0,0,0,0,,,,,"
316,316.0,It's good for removing germs,316,"326,0,0,0,1,0,,,,,"
317,317.0,"Kidneys play important roles in our bodies, so it's dangerous to lose one",317,"327,0,0,0,1,0,,,,,"
318,318.0,The kidney suffers from a disease in which this role cannot be performed in treating body waste.,318,"328,0,0,0,1,0,,,,,329,0,0,0,1,0,,,,,"
319,319.0,It is difficult to play a role in catching waste.,319,"330,0,0,0,1,0,,,,,"
320,320.0,waste-filtering excretion,320,"331,0,0,0,1,1,,,,,"
321,321.0,"Helps metabolize waste and maintain body balance, balance acid bases, control body fluids, maintain homeostasis, and help hematopoietic action",321,"332,0,0,0,1,0,,,,,"
322,322.0,Excretion (filtering waste),322,"333,0,0,0,1,0,,,,,"
323,323.0,Filtrate the waste and make a pee.,323,"334,0,0,0,1,0,,,,,"
324,324.0,Remove the waste from the blood.,324,"335,0,0,0,0,0,,,,,"
325,325.0,Reabsorption,325,"336,0,0,0,0,0,,,,,"
326,326.0,Excretion-related effects,326,"337,0,0,0,0,0,,,,,"
327,327.0,"It works in the kidneys, but if you don't work, it doesn't work out",327,"338,0,0,0,0,0,,,,,"
328,328.0,It filters out the wastes.,328,"339,0,0,0,1,0,,,,,"
329,329.0,It allows you to filter out impurities and release them out of your body.,329,"340,0,0,0,1,0,,,,,"
330,330.0,There is diabetes in which glucose is excreted in urine due to impaired absorption function of glucose.,330,"341,0,0,0,0,0,,,,,"
331,331.0,environmental pollution,331,"342,0,0,0,0,0,,,,,"
332,332.0,I need to dialysis,332,"343,0,0,0,0,0,,,,,"
333,333.0,It filters out the wastes. kidney disease,333,"344,0,0,0,1,1,,,,,"
334,334.0,It filters out no-feather water,334,"345,0,0,0,1,0,,,,,"
335,335.0,"The kidney is responsible for separating waste and nutrients from the body, but it causes disease due to poor separation",335,"346,0,0,0,1,0,,,,,"
336,336.0,"""If the kidneys filter out the ingredients that we need and don't need, we send them back to the body, and we filter out the things that we don't need, and if there's something wrong with this kidney, we're going to",336,"347,0,0,0,1,0,,,,,"
337,337.0,"the energy the body needsThis is because the ingredients disappear.""",337,"348,0,0,0,0,0,,,,,"
338,338.0,It gets rid of the waste,338,"349,1,0,0,1,0,,,,,"
339,339.0,"It helps with excretion in the kidneys, which filters, reabsorbs, and releases the wastes from our capillaries and takes them into our bodies, and throws away the harmful things, such as waste, so it's harmful because they can stay in our bodies if they's not functioning",339,"350,0,0,0,0,0,,,,,"
340,340.0,"Since the kidney is an organ that removes waste, if a problem occurs, waste cannot be removed from the body, resulting in disease or even death.",340,"351,0,0,0,1,0,,,,,"
341,341.0,filter out waste matter,341,"352,1,0,0,1,0,,,,,"
342,342.0,It filters out the wastes. kidney disease,342,"353,0,0,0,1,0,,,,,"
343,343.0,I don't know,343,"354,0,0,0,0,0,,,,,"
344,344.0,I don't know.,344,"355,0,0,0,1,0,,,,,"
345,345.0,.,345,"356,0,0,0,1,0,,,,,"
346,346.0,Beans and red beans are nutritious (Laughing),346,"357,0,0,0,1,0,,,,,"
347,347.0,a function of collecting debris from the body and sending it out to pee,347,"358,0,0,0,1,0,,,,,359,0,0,0,1,0,,,,,"
348,348.0,The role is to remove nutrients from the urine and transfer the wastes to the bladder,348,"360,0,0,0,1,0,,,,,"
349,349.0,I don't know.,349,"361,0,0,0,0,0,,,,,"
350,350.0,"""Yes",350,"362,0,0,0,0,0,,,,,"
351,351.0,I don't know,351,"363,1,0,0,0,0,,,,,"
352,352.0,Yes,352,"364,0,0,0,1,0,,,,,"
353,353.0,"ㅈ""""",353,"365,0,0,0,0,0,,,,,"
354,354.0,This is because blood becomes strange when there is an abnormality in the kidney.,354,"366,0,0,0,1,0,,,,,"
355,355.0,"""The role of releasing substances that are not good for the kidneys and absorbing nutrients that are good for the body",355,"367,0,0,0,1,0,,,,,"
356,356.0,"If the kidney is not functioning well, toxins can accumulate in the body, resulting in various diseases.""",356,"368,0,0,0,0,0,,,,,"
357,357.0,I can't get my pee out.,357,"369,0,0,0,1,0,,,,,"
358,358.0,I can't get my pee out.,358,"370,0,0,0,1,0,,,,,"
359,359.0,It filters out the waste that's accumulated in your body,359,"371,0,0,0,0,0,,,,,"
360,360.0,Because we can't poo and we have intestinal problems,360,"372,0,0,0,0,0,,,,,"
361,361.0,"Since the kidney is in charge of urine, urine does not come out well or urine problems occur.",361,"373,0,0,0,1,0,,,,,"
362,362.0,I have no idea.,362,"374,0,0,0,1,0,,,,,"
363,363.0,be unable to decipher the poison,363,"375,0,0,0,1,0,,,,,"
364,364.0,an organ that produces and discharges urine,364,"376,0,0,0,1,0,,,,,"
365,365.0,Kidney eliminates waste,365,"377,0,0,0,0,0,,,,,"
366,366.0,I don't know,366,"378,0,0,0,0,0,,,,,"
367,367.0,The kidneys filter out blood waste.,367,"379,0,0,0,1,0,,,,,"
368,368.0,"The kidneys play a role in filtering out waste from our bodies, because if we can't filter it out, this waste travels around the body.",368,"380,0,0,0,0,0,,,,,"
369,369.0,get bladder inflammation filter out waste matter,369,"381,0,0,0,0,0,,,,,"
370,370.0,It purifies toxins in the body.,370,"382,1,0,0,0,0,,,,,"
371,371.0,It filters out the wastes.,371,"383,0,0,0,0,0,,,,,"
372,372.0,"The kidney plays a role of filtering waste, and when a disease occurs, it cannot play a role properly, causing waste to accumulate in the body, which can lead to death.",372,"384,0,0,0,0,0,,,,,"
373,373.0,Kidney has its own role. What is not is degenerated and disappeared.,373,"385,0,0,0,0,0,,,,,"
374,374.0,Let the blood flow.,374,"386,1,0,0,1,0,,,,,"
375,375.0,Pee,375,"387,0,0,0,0,0,,,,,"
376,376.0,to die from the accumulation of waste in one's body,376,"388,0,0,0,1,0,,,,,389,0,0,0,0,0,,,,,"
377,377.0,I don't know,377,"390,0,0,0,1,0,,,,,"
378,378.0,"The kidneys filter out the nope when we urinate At this time, if the kidney does not function properly, it will cause problems because it cannot filter the waste directly.",378,"391,0,0,0,1,1,,,,,"
379,379.0,be unable to filter out the waste that flows through one's body,379,"392,0,0,0,0,0,,,,,"
380,380.0,I need a kidney to live.,380,"393,1,0,0,1,0,,,,,"
381,381.0,The kidneys release body waste and have a direct effect on the heart.,381,"394,0,0,0,1,0,,,,,"
382,382.0,to pee waste into the blood,382,"395,0,0,0,0,0,,,,,"
383,383.0,filter out waste matter,383,"396,0,0,0,1,0,,,,,"
384,384.0,"The kidneys are all connected, so if there is even one disease, abnormalities occur",384,"397,1,0,0,1,0,,,,,"
385,385.0,It acts as a filter for waste.,385,"398,1,0,0,1,0,,,,,"
386,386.0,It acts as a filter for waste.,386,"399,0,0,0,1,0,,,,,"
387,387.0,"The kidneys play a role in filtering out the wastes in our bodies, but when the kidneys fail, diseases occur in our bodies.",387,"400,0,0,0,1,0,,,,,"
388,388.0,The kidneys filter out bad substances.,388,"401,0,1,1,1,0,,,,,"
389,389.0,Kidney boosts our metabolism of matter metabolism,389,"402,0,0,0,0,0,,,,,"
390,390.0,I don't know,390,"403,0,0,0,1,1,,,,,"
391,391.0,"In the kidneys, it filters out wastes, but if the kidneys don't function properly, it's bad because they can't filter out bad substances",391,"404,0,0,0,1,0,,,,,"
392,392.0,M and D,392,"405,0,0,0,1,0,,,,,"
393,393.0,I don't know,393,"406,0,0,0,0,1,,,,,"
394,394.0,Urine,394,"407,0,0,0,1,0,,,,,"
395,395.0,What class is it?ㄱ and ㅈ,395,"408,0,0,0,0,0,,,,,"
396,396.0,I don't know.,396,"409,0,0,0,0,0,,,,,"
397,397.0,The kidneys filter out the wastes in our body's blood and make us pee.,397,"410,1,0,0,1,0,,,,,"
398,398.0,Because blood vessels are connected.,398,"411,0,0,0,0,0,,,,,"
399,399.0,"The kidneys filter blood, and if there is an abnormality in the kidneys, waste accumulates in the blood and diseases occur in the body.",399,"412,0,0,0,1,0,,,,,"
400,400.0,"The kidneys are responsible for heat. In other words, if there is a kidney problem, our bodies cannot control heat on their own and can achieve death.",400,"413,0,0,1,1,0,,,,,"
401,401.0,"The kidneys filter through good and bad things before absorbing nutrients into our bodies. Therefore, it is one of the important kidneys that cannot be found without.",401,"414,0,1,1,1,0,,,,,"
402,402.0,It functions as a filter for waste,402,"415,0,0,0,0,0,,,,,"
403,403.0,Kidney is important because it acts as a digestive system in our body,403,"416,0,0,0,1,0,,,,,"
404,404.0,It filters out waste in the blood and produces urine.,404,"417,0,0,0,1,0,,,,,"
405,405.0,The kidneys filter out the wastes in our bodies.,405,"418,0,0,0,1,0,,,,,419,0,0,0,1,0,,,,,"
406,406.0,"The kidneys function as dialysis, which is easily said to clear the blood. If the kidney fails to function properly, the body easily gets tired and if artificial dialysis is not performed, it can lead to death.",406,"420,0,0,0,0,0,,,,,"
407,407.0,It accumulates in the body because it cannot remove waste.,407,"421,0,0,0,0,0,,,,,"
408,408.0,"Since the kidneys interact with other organs and make urine, wastes accumulate in the body when kidney problems occur.",408,"422,0,0,0,1,0,,,,,"
409,409.0,"Since wastes in the body are filtered out and made into urine, abnormalities in the kidneys cause diseases.",409,"423,0,0,0,1,0,,,,,"
410,410.0,"The kidneys circulate throughout the body and filter the whole blood. So, wastes generated there are sent to the bladder, and when wastes remain in the blood or nutrients are discharged together with wastes, problems occur in the body.",410,"424,0,0,0,1,0,,,,,"
411,411.0,"Since the kidneys play a role in filtering waste from our bodies, if there is an abnormality in the kidneys, they cannot properly filter waste, increasing the risk of getting sick.",411,"425,0,0,0,1,0,,,,,"
412,412.0,"This is because the kidneys remove unnecessary waste from the body, excrete it, maintain water content or acidity in the body, and work related to various hormones.",412,"426,0,0,0,1,0,,,,,"
413,413.0,Kidney is kidney and I honestly don't know what it does.,413,"427,0,0,0,1,0,,,,,"
414,414.0,"In the kidney, impurities such as ammonia, which are mixed with necessary substances such as proteins and minerals in the blood, are selectively filtered and sent to the bladder. When kidney problems occur, impurities cannot be effectively filtered, causing abnormalities in the body and causing various diseases.",414,"428,0,0,0,1,0,,,,,"
415,415.0,"The kidneys filter out waste. However, if there is a problem with the function of the kidney, it is impossible to filter out the waste. Therefore, waste remaining in the body causes disease.",415,"429,0,0,0,1,0,,,,,"
416,416.0,"The kidneys play a role in filtering waste products in the blood in our body, and if there is an abnormality in the function of the kidneys, the waste products in the blood cannot be filtered, which adversely affects the body.",416,"430,0,0,0,1,0,,,,,"
417,417.0,You get diabetes because you can't skip glucose or get reabsorbed in your borman pocket,417,"431,0,0,0,1,0,,,,,"
418,418.0,"The kidney is one of the excretory organs, and its representative function is to discharge harmful substances such as urea through urine, and if there is an abnormality in the kidney, it is difficult to filter out wastes and requires dialysis.",418,"432,0,0,0,0,0,,,,,"
419,419.0,"The kidneys play a role in spreading salt evenly through the body. If there is an abnormality in this place, the whole body becomes swollen and blood pressure rises.",419,"433,0,0,0,0,0,,,,,"
420,420.0,.,420,"434,0,0,0,1,0,,,,,"
421,421.0,Filtration of waste and urine,421,"435,0,0,0,1,0,,,,,"
422,422.0,Ankimchi. (Ankimchi in Korean),422,"436,0,0,0,0,0,,,,,"
423,423.0,It filters out the wastes from the cones,423,"437,0,0,0,1,0,,,,,"
424,424.0,This is because the kidney is an important organ that discharges waste and plays an important function in which blood pressure is important.,424,"438,0,0,1,1,0,,,,,"
425,425.0,"The function of the kidneys can be summarized as: first, excretion of metabolites and wastes into urine; second, endocrine function that keeps body water content, electrolytes, and acidity constant within a narrow range; and third, blood pressure maintenance; anemia correction; and endocrine function that produces and activates various hormones",425,"439,0,0,0,1,0,,,,,"
426,426.0,"The function of the kidney can be summarized as a function of excretion by filtering metabolites and wastes, a function of maintaining biohomogeneity that keeps water content, electrolytes, and acidity in the body constant within a narrow range, and an endocrine function that produces and activates various hormones important for calcium and phosphorus.",426,"440,0,0,0,0,0,,,,,"
427,427.0,to be unable to release toxins into the body,427,"441,1,0,0,1,0,,,,,"
428,428.0,It filters out the wastes.,428,"442,0,0,0,1,0,,,,,"
429,429.0,"The kidney filters out waste and releases urine, and if something goes wrong with it, it cannot release urine and nutrients are released in large quantities.",429,"443,0,0,0,1,0,,,,,"
430,430.0,It filters out the wastes,430,"444,0,0,0,1,0,,,,,"
431,431.0,"If something goes wrong with your kidney, you can use it",431,"445,0,0,0,0,0,,,,,"
432,432.0,"If there's something wrong with the empty red beans, you can use the red beans",432,"446,0,0,0,1,0,,,,,"
433,433.0,"First, the function of the kidneys is to filter out metabolites and wastes and excrete them into urine",433,"447,0,0,0,1,0,,,,,"
434,434.0,filter waste from the blood,434,"448,0,0,0,1,0,,,,,449,0,0,0,1,0,,,,,"
435,435.0,It has the function of purifying bad ingredients in our body,435,"450,0,0,0,0,0,,,,,"
436,436.0,filter out the waste and let it go outside,436,"451,0,0,0,1,0,,,,,"
437,437.0,"It causes waste in the blood. However, if there is an abnormality in the kidney, it cannot play this role and becomes sick.",437,"452,0,0,0,1,0,,,,,"
438,438.0,It discharges waste.,438,"453,0,0,0,1,0,,,,,"
439,439.0,It does not discharge waste.,439,"454,0,0,0,0,1,,,,,"
440,440.0,Excretory function that excrete metabolites and no-fee substances into urine,440,"455,0,0,0,1,0,,,,,"
441,441.0,"It is responsible for removing and discharging toxic wastes from the body, but when abnormalities occur, toxic wastes accumulate in the body Therefore, the disease develops",441,"456,0,0,0,0,0,,,,,"
442,442.0,be an organ that excrete waste,442,"457,0,0,0,0,0,,,,,"
443,443.0,"There are many kinds of germs, and such children come in and nourish themselves",443,"458,0,0,0,1,0,,,,,"
444,444.0,Dialysis machines should be used.,444,"459,0,0,0,1,1,,,,,"
445,445.0,The kidneys change and filter the elements in the urine,445,"460,0,0,0,1,1,,,,,"
446,446.0,It allows unnecessary waste to escape from the body.,446,"461,0,0,0,0,0,,,,,"
447,447.0,"As the bottle moves to the side, the bottle becomes bigger",447,"462,0,0,0,1,1,,,,,"
448,448.0,"Since it plays a role in filtering waste, waste accumulates in the body when abnormalities occur.",448,"463,0,0,0,0,0,,,,,"
449,449.0,"Since waste is removed and the concentration of body fluid is adjusted, waste cannot be removed without kidneys, and waste accumulates.",449,"464,0,0,0,1,0,,,,,"
450,450.0,The kidneys filter out waste from the body.,450,"465,0,0,0,1,0,,,,,"
451,451.0,"If you do something that requires a lot of physical strength, you will",451,"466,0,0,0,1,0,,,,,"
452,452.0,"It creates urine, wastes build up in the body",452,"467,0,0,0,1,1,,,,,"
453,453.0,It's because it filters out wastes from the body from the kidneys and acts as excretion,453,"468,0,0,0,1,0,,,,,"
454,454.0,"The kidneys filter waste, but if you don't do this function, waste accumulates in the body.",454,"469,0,0,0,1,0,,,,,"
455,455.0,Filter out the no-feet water,455,"470,0,0,0,0,0,,,,,"
456,456.0,I don't know,456,"471,0,0,0,1,0,,,,,"
457,457.0,filter out toxins from the body,457,"472,0,0,1,1,0,,,,,"
458,458.0,Filter out the waste in the blood.,458,"473,0,0,0,1,0,,,,,"
459,459.0,It filters out the wastes,459,"474,0,0,0,1,1,,,,,"
460,460.0,It filters out waste and releases it out of the body.,460,"475,0,0,0,0,0,,,,,"
461,461.0,Diabetes,461,"476,0,0,0,0,0,,,,,"
462,462.0,an abnormality in one's urine,462,"477,0,0,0,0,0,,,,,"
463,463.0,Urinary function,463,"478,0,0,0,0,0,,,,,479,0,0,0,0,0,,,,,"
464,464.0,"filter out body wastes and toxins If it's gone, it's almost dead",464,"480,0,0,0,1,0,,,,,"
465,465.0,"Since water ash absorption occurs in the kidneys, there will always be a problem in controlling sex if water ash absorption is not properly performed.",465,"481,0,0,0,0,0,,,,,"
466,466.0,detoxification,466,"482,0,0,0,0,1,,,,,"
467,467.0,The kidneys are expensive,467,"483,0,0,0,0,0,,,,,"
468,468.0,an important role,468,"484,0,0,0,0,0,,,,,"
469,469.0,"The kidney is a good organ that filters out the body's waste. If you don't have it, it hurts a lot",469,"485,0,0,0,1,0,,,,,"
470,470.0,"It filters out waste products in our body through filtration, reabsorption, and secretion in the kidneys, and when abnormalities occur in the kidneys, they are not properly carried out, causing waste products to accumulate and cause diseases.",470,"486,0,0,0,1,0,,,,,"
471,471.0,Reabsorb essential ingredients such as glucose and filter out residues such as urine.,471,"487,0,0,0,0,0,,,,,"
472,472.0,I don't know.,472,"488,0,0,0,1,0,,,,,"
473,473.0,Filtrate our body's no-feathers.,473,"489,1,0,0,1,0,,,,,"
474,474.0,"When ammonia is extremely high, it is difficult to produce the element. That's why I got sick.",474,"490,0,0,0,0,0,,,,,"
475,475.0,"It filters out the body's waste, but if it's broken, it can't be filtered, so it builds up in the body, which causes disease",475,"491,0,0,0,0,0,,,,,"
476,476.0,"In the kidney, it plays a role in filtering ammonia and waste products synthesized as elements in the body.",476,"492,0,0,0,0,0,,,,,"
477,477.0,It can lead to a disease in which toxins accumulate. It detoxifies and benefits the body.,477,"493,0,0,0,0,0,,,,,"
478,478.0,"Since waste is discharged and necessary substances are reabsorbed again, if it is not done smoothly, various nutrients may be insufficient and diseases may occur.",478,"494,1,0,0,0,0,,,,,"
479,479.0,It's responsible for filtering out the wastes in our bodies,479,"495,0,0,0,1,0,,,,,"
