,Unnamed: 0,"6. When you go to the mart, there are many agricultural products produced abroad. There are many seafood such as seaweed and oysters exported to the United States. Why do we exchange goods through exchanges between different countries?",Unnamed: 0,q6_resource,q6_price,q6_profit,q6_resource.1,q6_price.1,q6_profit.1
434,434,To get what each other needs,434,,,,,,
435,435,Top Secret Only the President Knows,435,,,,,,
436,436,Because there are things that are not produced in some countries,436,,,,,,
437,437,.,437,,,,,,
438,438,This is because you can import goods that cannot be produced in your own country and make profits by exporting them to other countries.,438,,,,,,
439,439,in mutual favor,439,,,,,,
440,440,This is for liberal arts majors,440,,,,,,
441,441,They exchange goods because they need things from their respective countries.,441,,,,,,
442,442,You can get what we don't have,442,,,,,,
443,443,This is because the products that can be produced are different depending on latitude and topography,443,,,,,,
444,444,Because you can get better quality goods or have goods produced only in each country?,444,,,,,,
445,445,I don't know,445,,,,,,
446,446,Because we don't have anything in our country on our land.,446,,,,,,
447,447,"In order for countries to develop,",447,,,,,,
448,448,"The environment is different for each country, so the harvest is different for each country has a different harvest",448,,,,,,
449,449,It's because they don't grow well or make it in their own country.,449,,,,,,
450,450,There might be seafood that you don't have in your country,450,,,,,,
451,451,It is to develop by exchanging things that are not in each other's countries and to gain more profits.,451,,,,,,
452,452,I don't understand.,452,,,,,,
453,453,It is to exchange goods necessary for each other's economic growth.,453,,,,,,
454,454,"Each country has a famous one and all the well-exported marine products are different, so they are exchanged through exchange.",454,,,,,,
455,455,To make a profit by exchanging things that don't come from their own country.,455,,,,,,
456,456,"This is because each country has different natural environments and topography, so specialties are different.",456,,,,,,
457,457,It is to fill up the deficiencies in our country.,457,,,,,,
458,458,"This is because we can exchange goods with each other and know the regional characteristics of each country, and we can exchange and develop economic power",458,,,,,,
459,459,Because there are things that are not available in your own country,459,,,,,,
460,460,Because the products produced are different depending on the environment of each country.,460,,,,,,
461,461,This is because we can make efforts for the development of the country by exchanging supplies that are not available to each other to fill the country's scarce supplies.,461,,,,,,
462,462,This is because they benefit from exchanging what is not in their country for many things in their country.,462,,,,,,
463,463,You can send and receive good products through exchanges with foreign countries.,463,,,,,,
464,464,I don't know.,464,,,,,,
465,465,I don't know.,465,,,,,,
466,466,Because I signed a contract,466,,,,,,
467,467,This is because the marine products that grow well in different countries or regions are different,467,,,,,,
468,468,.,468,,,,,,
469,469,Each region's specialties are different,469,,,,,,
470,470,"A country without the sea can make up for its deficiencies, such as importing seafood",470,,,,,,
471,471,"To try the representative products of the country,",471,,,,,,
472,472,"There are things that are lacking in each country, but to make up for what is lacking,",472,,,,,,
473,473,I doubt it.,473,,,,,,
474,474,It doesn't come out of the area,474,,,,,,
475,475,It is because showing and feeding new items to people in the country is amazing and it helps a lot to know what is in our country.,475,,,,,,
476,476,Because we can accept things that cannot be harvested in our country,476,,,,,,
477,477,"In order to make money, we can't make all kinds of agricultural products in Korea",477,,,,,,
478,478,To try seafood from different countries,478,,,,,,
479,479,"To get various items,",479,,,,,,
480,480,This is because not all agricultural products can be produced in Han Agricultural products are produced according to various conditions,480,,,,,,
481,481,Specialties from many countries are different,481,,,,,,
482,482,Because each country has different specialties,482,,,,,,
483,483,This is because each country has its own specialties and can use what is not in their own country through exchanges with other countries.,483,,,,,,
484,484,"There are specialties in Korea and in other countries, so we want to exchange different products",484,,,,,,
485,485,"The reason for exchanging goods is that if you compare each country's goods and Korea's goods, there are many things that are not there and there are different creatures",485,,,,,,
486,486,I don't know.,486,,,,,,
487,487,It is to import what is not in your country and export what is not in other countries.,487,,,,,,
488,488,This is because the specialties and cultures from various countries are different.,488,,,,,,
489,489,M and D,489,,,,,,
490,490,None.,490,,,,,,
491,491,Since I don't have it,491,,,,,,
492,492,I don't know.,492,,,,,,
493,493,It's to make money for each other.,493,,,,,,
494,494,I didn't grow up in that countryIt's because I want something that we don't have,494,,,,,,
495,495,To live well with each other,495,,,,,,
496,496,This is to make profits by selling food that does not grow well in each country to other countries through exports.,496,,,,,,
497,497,Because there are products that are not produced in the country,497,,,,,,
498,498,"There is a natural environment suitable for each country, and it is to get healthy things by exchanging the best growing plants in the country.",498,,,,,,
499,499,"""Because I'm not in Korea,",499,,,,,,
500,500,"""",500,,,,,,
501,501,"In order to expand the culture by exchanging things that are not available in each country,",501,,,,,,
502,502,It's because they produce different things,502,,,,,,
503,503,I'm not sure,503,,,,,,
504,504,"The amount of money consumed in each country is limited, and also, by exporting, in order to get the dollar, which is the standard for international currency",504,,,,,,
505,505,I don't know,505,,,,,,
506,506,Because they don't have it,506,,,,,,
507,507,This is because there are products that cannot be produced in their own country.,507,,,,,,
508,508,It's cheap overseas,508,,,,,,
509,509,I like things from other countries,509,,,,,,
510,510,"In order to exchange things that are not available in Korea and buy them cheaper in other countries,",510,,,,,,
511,511,It's because things from other countries are better.,511,,,,,,
512,512,This is because not all goods are produced in Han.,512,,,,,,
513,513,Many countries exchange goods for each other's benefit because the goods they need are different from those produced in their own countries.,513,,,,,,
514,514,This is because each country lacks and has different resources.,514,,,,,,
515,515,in order to be mutually beneficial,515,,,,,,
516,516,To take care of what you don't need and get what you need,516,,,,,,
517,517,It's to get something that doesn't fly in our country in other countries.,517,,,,,,
518,518,"This is because there are each easier cultivation or production in the country and only in foreign countries.,",518,,,,,,
519,519,Because it is not produced in that country,519,,,,,,
520,520,for the benefit of nations,520,,,,,,
521,521,To buy things at a lower price,521,,,,,,
522,522,Because the substances produced in each country are different,522,,,,,,
523,523,"This is because if you specialize in and exchange agricultural products that can be produced with less labor in each country, you can gain greater profits",523,,,,,,
524,524,They exchange seafood or agricultural products that do not grow in their own country.,524,,,,,,
525,525,It is because we need food or things that do not grow in our country,525,,,,,,
526,526,Each region has its own specialties,526,,,,,,
527,527,"Since each product is different and the specialties are different,",527,,,,,,
528,528,I'm going to gain a lot,528,,,,,,
529,529,Because seafood varies from region to region by region,529,,,,,,
530,530,"This is because seaweed and other things are produced in Korea, but not in other countries.",530,,,,,,
531,531,"""Seo Hye Soon",531,,,,,,
532,532,n,532,,,,,,
533,533,"Because there are different plants and foods that grow in that country,",533,,,,,,
534,534,a birthmark,534,,,,,,
535,535,M and D,535,,,,,,
536,536,?ɇɩRight??536.0,"546,1,0,0,,,",,,,,,
537,537,a shortage of goods,537,,,,,,
538,538,Because they buy and sell each other's necessities through trade between countries,538,,,,,,
539,539,It is to get various items.,539,,,,,,
540,540,1,540,,,,,,
541,541,This is because we have to buy and sell goods that we need from each other through trade between countries,541,,,,,,
542,542,1,542,,,,,,
543,543,"Since there is an industry that Seo-ro can do well, it can obtain products that are not produced in Korea through exchange, exchange products that are produced in Korea, and help economic development and industrial promotion",543,,,,,,
544,544,"Show, N, D, 5 and 6!",544,,,,,,
545,545,I don't know,545,,,,,,
546,546,Each country has a different climate for growing agricultural products,546,,,,,,
547,547,Things that are difficult to produce in our country can be purchased as cheap goods abroad,547,,,,,,
548,548,This is because it's good to barter.,548,,,,,,
549,549,It's not in Korea or cheap,549,,,,,,
550,550,I don't know,550,,,,,,
551,551,It's because each other's products are different,551,,,,,,
552,552,Different countries export different kinds of seafood,552,,,,,,
553,553,"""",553,,,,,,
554,554,"This is because each country has different products that can be produced with high efficiency, so greater profits are generated when specialized.",554,,,,,,
555,555,This is because it is beneficial for each country to exchange goods with low opportunity costs.,555,,,,,,
556,556,It is to obtain things that cannot be obtained in one's own country through exchanges between countries.,556,,,,,,
557,557,The reason is that it can be imported from abroad or used as an ingredient.,557,,,,,,
558,558,I don't know,558,,,,,,
559,559,"Food or goods of higher quality than our country may be in other countries, and we can receive culture from other countries through exchange",559,,,,,,
560,560,It's because I can get it cheaply,560,,,,,,
561,561,"Because I have different specialties from country to country, I have to exchange goods to enjoy a lot.",561,,,,,,
562,562,"This is because if you import and use things that are not produced in Korea, you will benefit.",562,,,,,,
563,563,The country's exports and culture are different,563,,,,,,
564,564,It may be because the land is larger than our country,564,,,,,,
565,565,To improve relations between countries,565,,,,,,
566,566,To become rich,566,,,,,,
567,567,Eat more variety of food,567,,,,,,
568,568,I don't know,568,,,,,,
569,569,"Since there are foods that are not produced in Korea,",569,,,,,,
570,570,"Because there is something that does not come out of our country, we exchange it with other countries",570,,,,,,
571,571,To get things that are not produced in our country,571,,,,,,
572,572,To earn a lot of money by receiving or exporting things that are not in our country or that are not good in our country,572,,,,,,
573,573,"If there is no production or need in Korea, we need to exchange it",573,,,,,,
574,574,To help each other,574,,,,,,
575,575,"To carry each other on the back or to put high quality items at a low price,",575,,,,,,
576,576,"If you exchange things that are not in Korea with things that are not in other countries, you can benefit from both.",576,,,,,,
577,577,It is for the country to develop.,577,,,,,,
578,578,To get to know not only the culture of our country but also the culture of other countries.,578,,,,,,
579,579,"There are things that people need in their daily lives, and if they exchange, they get along well with each other",579,,,,,,
580,580,I'm turning it off,580,,,,,,
581,581,It's something that's not in Korea,581,,,,,,
582,582,I'm going to share,582,,,,,,
583,583,It's something that's not in Korea,583,,,,,,
584,584,To make a lot of money,584,,,,,,
585,585,Because each country produces different things,585,,,,,,
586,586,Each country has different products,586,,,,,,
587,587,It's efficient to trade things that we don't have,587,,,,,,
588,588,It's to get things that don't come out of your country,588,,,,,,
589,589,"I don't have it in other countries, but I have it in my country.",589,,,,,,
590,590,This is because each country has different fruits and crops produced according to the climate.,590,,,,,,
591,591,"Since there are things that are not in Korea in other countries,",591,,,,,,
592,592,I'm trying to sell it at a low price,592,,,,,,
593,593,To maintain friendship with other countries or bring things that are not in our countryI can eat seafood that is not produced in Korea,593,,,,,,
594,594,Because it's more delicious,594,,,,,,
595,595,in order to develop the economy,595,,,,,,
596,596,"There are products that cannot be produced according to each terrain, so those products are exchanged with each other and developed with each other.",596,,,,,,
597,597,"Since there are goods made in each country, but items that cannot be made in their own country or that are difficult to make in other countries may be easy to make, they actively use exchanges to satisfy unfavorable conditions and apply them to each other in an advantageous environment.",597,,,,,,
598,598,"Because the natural environment of each turtle is different, the crops that grow are different.",598,,,,,,
599,599,"Because the climate and deformity of each country are different, the suitable and unsuitable places for marine products are different.",599,,,,,,
600,600,It's because we exchange it with each other by means of transportation,600,,,,,,
601,601,This is because special products produced and distributed according to the climate and topography of each region are different.,601,,,,,,
602,602,There's no such thing in the country,602,,,,,,
603,603,In order to get close to each other countries,603,,,,,,
604,604,We need different things,604,,,,,,
605,605,We can share things made with different ideas and interact with each other comfortably,605,,,,,,
606,606,in order to have an exchange,606,,,,,,
607,607,We need different things,607,,,,,,
608,608,This is because food problems can be prevented.,608,,,,,,
609,609,This is because food problems can be prevented and fresh and new food can be received.,609,,,,,,
610,610,This is because it can prevent plant problems and receive new food.,610,,,,,,
611,611,You can prevent food problems and receive fresh and new food,611,,,,,,
612,612,Each country produces different specialties,612,,,,,,
613,613,Because each country has different products,613,,,,,,
614,614,Each country has its own specialties,614,,,,,,
615,615,This is because there are resources that Korea does not have.,615,,,,,,
616,616,It boosts our economy and benefits us,616,,,,,,
617,617,Each country produces different products,617,,,,,,
618,618,Because there are specialties.,618,,,,,,
619,619,To eat what you don't have,619,,,,,,
620,620,"The more you see, taste, and feel various things, the better",620,,,,,,
621,621,This is because there are agricultural products that fit the climate and soil of each country.,621,,,,,,
622,622,It is for economic development.,622,,,,,,
623,623,This is because it helps to create national interests and form friendly relations between countries by properly exporting and importing.,623,,,,,,
624,624,This is because it is more profitable to produce and exchange specialized items than to produce various items in the same country.,624,,,,,,
625,625,"To promote our agricultural and marine products to the world,",625,,,,,,
626,626,This is to earn profits by importing goods made in other countries at low prices.,626,,,,,,
627,627,to make money,627,,,,,,
628,628,"This is because the goods produced are different depending on the surrounding environment, such as the climate and topography of each country.",628,,,,,,
629,629,"In order to make a profit by exchanging products that earn a lot of profits because the products produced in each climate and land are different,",629,,,,,,
630,630,"Each country has a different climate environment and culture, so the resources they can get are different",630,,,,,,
631,631,This is because there are agricultural and marine products that are difficult to obtain in each country.,631,,,,,,
632,632,To maximize each other's interests,632,,,,,,
633,633,I don't know,633,,,,,,
634,634,It's an economically efficient activity,634,,,,,,
635,635,"Each region has different breeds, and there is a suitable environment for each creature to live in, so if you raise and specialize animals suitable for that environment, you can improve the quality of life.",635,,,,,,
636,636,We supply it from abroad to meet the demand.,636,,,,,,
637,637,This is to promote friendship through exchanges between countries and to obtain goods that are not produced in each country.,637,,,,,,
638,638,This is because Korea cannot grow various agricultural products on a small area of land because the land is small but the population is large.,638,,,,,,
639,639,fulfillment by necessity,639,,,,,,
640,640,I don't know.,640,,,,,,
641,641,Exchange each other's cultures and maintain a closer relationship,641,,,,,,
642,642,This is because the production efficiency of each country can be increased by exchanging items that are not available.,642,,,,,,
643,643,There are things that come out in each region,643,,,,,,
644,644,"This is because each country can grow certain things efficiently, so they can benefit each other by exchanging them.",644,,,,,,
645,645,"This is because products that are advantageous for production are different from each other. In terms of economics, the reason why foreign countries produce agricultural products and do not produce seaweed and oysters like Korea is that the opportunity cost of producing agricultural products is less than that of producing seaweed and oysters. When a ton of agricultural products can be produced to gain 10 million won, seaweed and oysters will earn less profit, so it is beneficial to produce goods that can benefit you as much as possible and exchange them with other countries.",645,,,,,,
646,646,"If the supply is insufficient or more than the demand of the people due to the amount of resources of the country, it can meet the demand of the people through exchanges with other countries and benefit from the remaining supply.",646,,,,,,
647,647,To get close,647,,,,,,
648,648,It's cheap,648,,,,,,
649,649,To get what they don't have in their country,649,,,,,,
650,650,Because there are many foods abroad.,650,,,,,,
651,651,It's good to exchange cultures,651,,,,,,
652,652,To get agricultural products that don't grow in their own country,652,,,,,,
653,653,"To bring cheaper, non-existent items",653,,,,,,
654,654,Because we are hard to get but other countries are easy to get,654,,,,,,
655,655,"There are separate things that grow well in foreign countries, and there are separate things that grow well in Korea, so there are exchanges.",655,,,,,,
656,656,Because each country has its own and its own,656,,,,,,
657,657,"They exchange to get closer to each other, and if they need something else, they exchange to get it",657,,,,,,
658,658,"""The things in our country may not be in other countries",658,,,,,,
659,659,"There may be no other country's items.""",659,,,,,,
660,660,It seems to be to deepen the relationship between the countries.,660,,,,,,
661,661,Unsold goods go to other countries,661,,,,,,
662,662,Exporting and importing good things from each other is good for each other.,662,,,,,,
663,663,"""",663,,,,,,
664,664,"We need our country and we need your country, but Wirina has our country and we need our country.",664,,,,,,
665,665,Because other country's goods are good and cheap,665,,,,,,
666,666,"If we exchange what is not in the country, we can benefit",666,,,,,,
667,667,Because what we need is in different countries,667,,,,,,
668,668,"Certain things can not grow on the land of the country or can grow a little bit, so they can exchange and fill things that are not there",668,,,,,,
669,669,"""If we export our goods, our country can make money, and we can make goods from other countries",669,,,,,,
670,670,"We can exchange and get along with other countries.""",670,,,,,,
671,671,It's because they accept it as a specialty,671,,,,,,
672,672,"Through exchange, we can eat agricultural products that are not produced in Korea and eat foods that can only be eaten abroad easily in Korea",672,,,,,,
673,673,"In each country, there are plants that do not grow because of different natural environments, so there are many products that come to the mart through exchange to exchange goods that do not exist",673,,,,,,
674,674,"Each country has a different climate environment and culture, so the resources they can get are different",674,,,,,,
675,675,"In order to specialize items that have a comparative advantage over other countries when producing in Korea,",675,,,,,,
676,676,"Since each country has a different natural environment, marine products that cannot be produced are ripened. So it is more profitable to interact.",676,,,,,,
677,677,Increase product diversity by exchanging consumer products that are not produced in each country.,677,,,,,,
678,678,"Each country has different resources and different products are produced depending on the terrain, so better effects can be obtained by exchanging them",678,,,,,,
679,679,"This is because each country has a different ability and technology to produce goods, so if you specialize and exchange goods with a comparative advantage, you can benefit from each other.",679,,,,,,
680,680,"As each country produces each item, there is an opportunity cost. According to the principle of trade, each country specializes in places with low opportunity costs to increase efficiency.",680,,,,,,
681,681,It is to make a profit by exporting products that are advantageous for their country to produce.,681,,,,,,
682,682,Each country has a product with high production efficiency and a low product. This is because exchanging each through exchange increases the production efficiency of all countries that exchange eventually.,682,,,,,,
683,683,"Since the natural environment is different from country to country, resources and agricultural products produced in each country are different, so we exchange necessary goods through exchanges between different countries.",683,,,,,,
684,684,"This is because each country has a different comparative advantage, so the more they trade with each other, the more beneficial they are for both countries.",684,,,,,,
685,685,"If each country specializes in a product with a lower opportunity cost of production, it can produce more overall",685,,,,,,
686,686,"The production capacity is also different because each country has different resources. Therefore, if the production is specialized in one area with excellent production capacity and then traded with each other, both countries benefit from Ricardo's comparative advantage theory.",686,,,,,,
687,687,"Resources are ubiquitous and sometimes exist only in certain areas. In addition, even with the same resources, production costs vary depending on the economic environment and climate characteristics of the region. The reason for exchanging goods is to consume resources that are not produced in the country, or that the cost produced in the country is more expensive than the cost of importing from abroad.",687,,,,,,
688,688,"If you trade, you can have things that you don't have in each country. This is also because each country specializes in producing and trading highly competitive goods, which is beneficial to each country.",688,,,,,,
689,689,"Each country has different resources that can be produced well or owns a lot, because if each country produces and trades after specializing in those resources, that is, if it trades in consideration of comparative advantage, it will generate profits in the amount of products.",689,,,,,,
690,690,"Suppose that there are countries A and B, and countries A and B produce only goods X and Y, respectively. At this time, country A has a smaller opportunity cost of producing X goods, and country B has a smaller opportunity cost of producing Y goods. If so, countries A and B will benefit more at a smaller cost by specializing in and exchanging products that each can produce at a smaller opportunity cost than by producing both X and Y goods, respectively. Therefore, countries around the world trade for this reason.",690,,,,,,
691,691,"This is because all products differ in quantity and quality in each country, so if each country specializes in comparative trade in products that can be made more efficiently, more efficient use of resources can be derived.",691,,,,,,
692,692,"Since the natural environment and climate appear in different countries are very different, there are also differences in various agricultural products produced accordingly. Therefore, each country has agricultural products that can be produced in large quantities and good quality, so it is beneficial to each other if they are exchanged through tradeBy selling products that have a comparative or absolute advantage, you can make a greater profit than when you did not trade.",692,,,,,,
693,693,The reason for exchanging goods between different countries is to fill in the deficiencies of each other. Each country has either no production or needs. These parts are filled through exchanges with countries that have interests with other countries.,693,,,,,,
694,694,?,694,,,,,,
695,695,I don't know,695,,,,,,
696,696,To receive what is not there,696,,,,,,
697,697,The product is not produced in that country,697,,,,,,
698,698,"Because the natural environment is different, the products that come out are different from country to country",698,,,,,,
699,699,To buy and sell each other's needs,699,,,,,,
700,700,Globalization has come true,700,,,,,,
701,701,It's produced in different countries produce different things,701,,,,,,
702,702,"To enjoy various foods,",702,,,,,,
703,703,yes,703,,,,,,
704,704,Because the lack and abundance of each other are different,704,,,,,,
705,705,This is because there are products that can be produced efficiently in each country.,705,,,,,,
706,706,We need to exchange so that there will be more international funds in their countries,706,,,,,,
707,707,To get what's hard to get in the country,707,,,,,,
708,708,.,708,,,,,,
709,709,This is because the resources produced by each region are different.,709,,,,,,
710,710,To get specialties that do not come from their own country.,710,,,,,,
711,711,This is because each country has its own specialties.,711,,,,,,
712,712,This is because each country has different agricultural methods according to the climate and different products.,712,,,,,,
713,713,"Because each country has a different climate, they exchange good quality goods.",713,,,,,,
714,714,We can make a profit by selling each other's specialized products because the products are different depending on the climate and terrain,714,,,,,,
715,715,"This is because if cheap foreign goods come in without tariffs, it could hurt the economy of its citizens.",715,,,,,,
716,716,I can eat a variety of fruits,716,,,,,,
717,717,I don't understand.,717,,,,,,
718,718,Good relations between countries can be maintained.,718,,,,,,
719,719,"There must be food products that are not produced in a country, so they are exchanged",719,,,,,,
720,720,Yeah.,720,,,,,,
721,721,They can benefit each other by importing products that are difficult to produce under their own environmental conditions and exporting their surplus products.,721,,,,,,
722,722,This is because you can experience food that is not produced in Korea.,722,,,,,,
723,723,"There are things that cannot be produced in our country, and they come out, but the things that are produced less can be produced in other countries",723,,,,,,
724,724,M and D,724,,,,,,
725,725,"Yes, yes, yes",725,,,,,,
726,726,Mall,726,,,,,,
727,727,I don't understand.,727,,,,,,
728,728,I don't understand.,728,,,,,,
729,729,I don't know.,729,,,,,,
730,730,I don't know,730,,,,,,
731,731,M and D,731,,,,,,
732,732,I don't understand.,732,,,,,,
733,733,I don't understand.,733,,,,,,
734,734,I don't understand.,734,,,,,,
735,735,I don't understand.,735,,,,,,
736,736,M and D,736,,,,,,
737,737,I don't know.,737,,,,,,
738,738,I don't know,738,,,,,,
739,739,I don't understand.,739,,,,,,
740,740,I don't understand.,740,,,,,,
741,741,M and D,741,,,,,,
742,742,I don't know,742,,,,,,
743,743,Let's live well together,743,,,,,,
744,744,.,744,,,,,,
745,745,I don't understand.,745,,,,,,
746,746,We're going to share what we need,746,,,,,,
747,747,M and D,747,,,,,,
748,748,I don't know.,748,,,,,,
749,749,.,749,,,,,,
750,750,"There are a number of goods produced in each country and some that are not produced, and exchange to make up for that",750,,,,,,
751,751,"I don't have it in Korea, but I have it in other countries",751,,,,,,
752,752,You can sell various foods to the people of the country by importing agricultural products or livestock that are not obtained in Korea,752,,,,,,
753,753,Because we can get what we can't get in our country from other countries,753,,,,,,
754,754,Because we can get what we can't get in our country from other countries.,754,,,,,,
755,755,It's not produced in that country,755,,,,,,
756,756,"""We have different products from different countries",756,,,,,,
757,757,"It's an exchange """,757,,,,,,
758,758,This is because the crops that come out a lot are different from country to country,758,,,,,,
759,759,"Because the product, economic power, and natural environment produced in each country are different",759,,,,,,
760,760,It's not produced in that country,760,,,,,,
761,761,"Countries around the world have abundant resources. On the contrary, countries around the world may have the resources they need, but sometimes they don't have them, or they don't have them. So countries around the world exchange their resources with those of other countries",761,,,,,,
762,762,This is because each country has a different climate and can grow different things.,762,,,,,,
763,763,"""Because different regions and countries have different environments such as natural environments, resources, and technology, they are produced differently, and the economy of regions and countries is developed through exchange of goods",763,,,,,,
764,764,"This is because you have to sell rich goods in your region to other regions, and buy scarce goods. Technologically advanced countries import resources, make new products, and export them to other countries.""",764,,,,,,
765,765,To get what we can't get in our country in another country,765,,,,,,
766,766,It is to make a profit by selling goods that are made better than other countries,766,,,,,,
767,767,"Since our country has different natural environment and economic power from foreign countries, we exchange and fill each other's deficiencies",767,,,,,,
768,768,To be a thing of his own country,768,,,,,,
769,769,The exchange between different countries helps the economic development of the country and can also make it known that we are proud of our country,769,,,,,,
770,770,Rare agricultural products from each country can be obtained at a low price.,770,,,,,,
771,771,There's something you don't have in your country,771,,,,,,
772,772,Rare agricultural products can be purchased cheaply in each country,772,,,,,,
773,773,"This is because if you exchange, you can eat food from other countries in our country.",773,,,,,,
774,774,What we can't get from our country is another country,774,,,,,,
775,775,This is because there are things that are not produced in Korea.,775,,,,,,
776,776,There are some things that are not produced in our country.,776,,,,,,
777,777,Because I have to export and sell what I can't get with other countries,777,,,,,,
778,778,There are many products that are restricted in production due to geographical conditions and environmental factors,778,,,,,,
779,779,For the development of the country,779,,,,,,
780,780,It's different from each other's regions,780,,,,,,
781,781,There are a lot of things that don't come out in Korea,781,,,,,,
782,782,Use things more efficiently,782,,,,,,
783,783,"In order for our country to benefit from other countries,",783,,,,,,
784,784,"There are things that are not in our country and things that are not in other countries, so it is beneficial to exchange them",784,,,,,,
785,785,To get things from other countries and develop the country,785,,,,,,
786,786,To share good things with each other,786,,,,,,
787,787,To make up for each other's lack of food,787,,,,,,
788,788,There's nothing to eat in Korea,788,,,,,,
789,789,To make money bringing goods that are not in our country,789,,,,,,
790,790,In order to fill up what is lacking in our country and in other countries to fill up what is lacking,790,,,,,,
791,791,I want to experience foreign food in many countriesWe can bring things that we don't have and our country can develop further.,791,,,,,,
792,792,"To benefit the country, or because of the terrain in each country, the things that produce each other are different",792,,,,,,
793,793,It is to get new items that do not come out of our country.,793,,,,,,
794,794,It is to get the goods that each country lacks.,794,,,,,,
795,795,food,795,,,,,,
796,796,You can get vegetables and meat that don't come from Korea,796,,,,,,
797,797,What are you not going to eat?,797,,,,,,
798,798,"Because you can see, hear, and gain culture through exchange",798,,,,,,
799,799,To benefit each other,799,,,,,,
800,800,Import what is not in our country and export what is not in other countries,800,,,,,,
801,801,Exporting a lot of produce and importing a lot of less produce makes it easy to get various agricultural products.,801,,,,,,
802,802,It is to sell each other's goods in each country.,802,,,,,,
803,803,Because of the treaty,803,,,,,,
804,804,For our country to develop further.,804,,,,,,
805,805,to be able to make up for one's shortcomings,805,,,,,,
806,806,It's a treaty between countries and exchange,806,,,,,,
807,807,"This is because the natural environment is different, so what is produced is different.",807,,,,,,
808,808,Because each country produces different products well,808,,,,,,
809,809,To save goods that do not exist in their own country,809,,,,,,
810,810,Each country produces different things,810,,,,,,
811,811,This is because things that are well produced vary depending on the climate or geographical environment of the country.,811,,,,,,
812,812,Each country has different agricultural products,812,,,,,,
813,813,"This is because each country has different climates and other environments, so the special products grown are different.",813,,,,,,
814,814,"Different countries have different climates and topographic conditions, so the types of living things that grow well are different. Therefore, they exchange items to use various items.",814,,,,,,
815,815,Because the products of each country are different,815,,,,,,
816,816,Some agricultural products don't grow in their own country,816,,,,,,
817,817,The exchange of goods improves the relationship between countries and prevents war,817,,,,,,
818,818,We need different things,818,,,,,,
819,819,Because I have different products by region and climate,819,,,,,,
820,820,This is because each country has different items harvested due to temperature and environment.,820,,,,,,
821,821,I wanted to have a lot,821,,,,,,
822,822,"We can't eat only the food of Korea, we need the variety of food, and the price varies depending on which country, and it's not enough to produce Korean people",822,,,,,,
823,823,I'm going to try various things,823,,,,,,
824,824,To produce and consume goods with higher efficiency,824,,,,,,
825,825,For the growth of the country,825,,,,,,
826,826,Our lives become richer by exchanging good and bad things in each country.,826,,,,,,
827,827,"Because crops are affected by climate and climate, bananas can be produced for $1 in the Philippines, but in Korea, it takes more cost and energy to meet the production conditions, so to gain and approach each other reasonably",827,,,,,,
828,828,To be good to each other when it doesn't come out of a particular area or when it's expensive.,828,,,,,,
829,829,Different countries have different environments. I want to share various things,829,,,,,,
830,830,It's cheaper,830,,,,,,
831,831,The local specialties are delicious,831,,,,,,
832,832,Since I don't have it,832,,,,,,
833,833,"In order to get along better with new cultural properties and friendly exchanges between countries,",833,,,,,,
834,834,economic development,834,,,,,,
835,835,cultural development,835,,,,,,
836,836,"Growing up in each country. Because there are a lot of people, we exchange and exchange to gain each other's benefit",836,,,,,,
837,837,It's to fill in what our country can't do,837,,,,,,
838,838,For the benefit of many countries (globalization of the earth,838,,,,,,
839,839,It is to exchange things that we don't have and to exchange food that we don't have in the country.,839,,,,,,
840,840,"This is because we can exchange goods that are not produced in Korea with other countries, and we can exchange goods that are not produced in other countries and use more diverse goods.",840,,,,,,
841,841,We can enjoy a comfortable life by exchanging good things,841,,,,,,
842,842,in order to benefit,842,,,,,,
843,843,To eat more things,843,,,,,,
844,844,"To make up for each other's shortcomings,",844,,,,,,
845,845,Depends on the specials of Grara,845,,,,,,
846,846,Because humans exist,846,,,,,,
847,847,This is because we can have time to understand the culture of other countries through exchange,847,,,,,,
848,848,Because there are items that can be imported cheaper than those that are not produced in Korea or raised in Korea,848,,,,,,
849,849,"Because the foods produced according to the climate of their own country are different, they are imported from countries where the food grows well.",849,,,,,,
850,850,It's to complement each other and live well.,850,,,,,,
851,851,Because we have things we need,851,,,,,,
852,852,"To understand each other's culture,",852,,,,,,
853,853,In order to exchange things that are not in the country needs each other,853,,,,,,
854,854,It's because each country has a different natural environment and I have different products.,854,,,,,,
855,855,.,855,,,,,,
856,856,To get the things we need from each other,856,,,,,,
857,857,It is to gain,857,,,,,,
858,858,Each country has an advantage in production because it is more economically profitable to produce what is money and import what is needed from other countries.,858,,,,,,
859,859,This is because each country produces different products.,859,,,,,,
860,860,"We don't have everything in the country, so we exchange it to get what we need",860,,,,,,
861,861,Because we're not here,861,,,,,,
862,862,For a better life,862,,,,,,
863,863,"In order to produce well in each country,",863,,,,,,
864,864,"To get agricultural products that are hard to produce in our country,",864,,,,,,
865,865,"Even if it's in your own country, you can buy quality goods cheaply, or you can exchange things you don't have in your own country",865,,,,,,
866,866,d,866,,,,,,
867,867,It's a benefit,867,,,,,,
868,868,Each country has different specialties,868,,,,,,
869,869,This is because each country has different items that can be made well.(due to comparative advantage),869,,,,,,
870,870,"To feel the unique taste of the country,",870,,,,,,
871,871,"""Each country has a different climate, so different agricultural products can be produced",871,,,,,,
